event_id,strip,logger_position,irrigation_start,irrigation_end,plot_start,plot_end,event_duration_hours,gallons_strip,avg_flow_gph_strip,output_file,status
2024-04-20_S1_S2_5f2fb725,S1,B,2024-04-20 10:11:00,2024-04-20 17:54:00,2024-04-20 06:11:00,2024-04-21 22:11:00,7.72,62950.0,8157.7,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-04-20_1011_S1_B_event_2024-04-20_S1_S2_5f2fb725.png,written
2024-05-11_S1_S2_4c1cd284,S1,B,2024-05-11 06:55:00,2024-05-11 16:18:00,2024-05-11 02:55:00,2024-05-12 18:55:00,9.38,66500.0,7087.0,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-05-11_0655_S1_B_event_2024-05-11_S1_S2_4c1cd284.png,written
2024-06-01_S1_S2_ef46e32f,S1,B,2024-06-01 18:05:00,2024-06-02 07:46:00,2024-06-01 14:05:00,2024-06-03 06:05:00,13.68,81250.0,5937.9,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-06-01_1805_S1_B_event_2024-06-01_S1_S2_ef46e32f.png,written
2024-06-22_S1_S2_e95bd875,S1,B,2024-06-22 08:00:00,2024-06-22 15:49:00,2024-06-22 04:00:00,2024-06-23 20:00:00,7.82,47100.0,6025.6,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-06-22_0800_S1_B_event_2024-06-22_S1_S2_e95bd875.png,written
2024-07-20_S1_S2_6d735351,S1,B,2024-07-20 08:54:00,2024-07-20 17:43:00,2024-07-20 04:54:00,2024-07-21 20:54:00,8.82,55550.0,6300.6,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-07-20_0854_S1_B_event_2024-07-20_S1_S2_6d735351.png,written
2024-08-10_S1_S2_de427086,S1,B,2024-08-10 08:50:00,2024-08-10 20:38:00,2024-08-10 04:50:00,2024-08-11 20:50:00,11.8,84700.0,7178.0,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-08-10_0850_S1_B_event_2024-08-10_S1_S2_de427086.png,written
2024-09-07_S1_S2_b15b9a0a,S1,B,2024-09-07 08:23:00,2024-09-07 16:16:00,2024-09-07 04:23:00,2024-09-08 20:23:00,7.88,53000.0,6723.0,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-09-07_0823_S1_B_event_2024-09-07_S1_S2_b15b9a0a.png,written
2024-04-20_S1_S2_5f2fb725,S2,B,2024-04-20 10:11:00,2024-04-20 17:54:00,2024-04-20 06:11:00,2024-04-21 22:11:00,7.72,62950.0,8157.7,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-04-20_1011_S2_B_event_2024-04-20_S1_S2_5f2fb725.png,written
2024-05-11_S1_S2_4c1cd284,S2,B,2024-05-11 06:55:00,2024-05-11 16:18:00,2024-05-11 02:55:00,2024-05-12 18:55:00,9.38,66500.0,7087.0,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-05-11_0655_S2_B_event_2024-05-11_S1_S2_4c1cd284.png,written
2024-06-01_S1_S2_ef46e32f,S2,B,2024-06-01 18:05:00,2024-06-02 07:46:00,2024-06-01 14:05:00,2024-06-03 06:05:00,13.68,81250.0,5937.9,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-06-01_1805_S2_B_event_2024-06-01_S1_S2_ef46e32f.png,written
2024-06-22_S1_S2_e95bd875,S2,B,2024-06-22 08:00:00,2024-06-22 15:49:00,2024-06-22 04:00:00,2024-06-23 20:00:00,7.82,47100.0,6025.6,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-06-22_0800_S2_B_event_2024-06-22_S1_S2_e95bd875.png,written
2024-07-20_S1_S2_6d735351,S2,B,2024-07-20 08:54:00,2024-07-20 17:43:00,2024-07-20 04:54:00,2024-07-21 20:54:00,8.82,55550.0,6300.6,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-07-20_0854_S2_B_event_2024-07-20_S1_S2_6d735351.png,written
