event_id,strip,logger_position,irrigation_start,irrigation_end,plot_start,plot_end,event_duration_hours,gallons_strip,avg_flow_gph_strip,output_file,status
2024-08-10_S1_S2_de427086,S2,B,2024-08-10 08:50:00,2024-08-10 20:38:00,2024-08-10 04:50:00,2024-08-11 20:50:00,11.8,84700.0,7178.0,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-08-10_0850_S2_B_event_2024-08-10_S1_S2_de427086.png,written
2024-09-07_S1_S2_b15b9a0a,S2,B,2024-09-07 08:23:00,2024-09-07 16:16:00,2024-09-07 04:23:00,2024-09-08 20:23:00,7.88,53000.0,6723.0,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-09-07_0823_S2_B_event_2024-09-07_S1_S2_b15b9a0a.png,written
2024-04-19_S3_S4_c5bf8374,S3,B,2024-04-19 14:14:00,2024-04-19 21:33:00,2024-04-19 10:14:00,2024-04-21 02:14:00,7.32,54875.0,7500.0,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-04-19_1414_S3_B_event_2024-04-19_S3_S4_c5bf8374.png,written
2024-05-03_S3_S4_13e4749a,S3,B,2024-05-03 08:37:00,2024-05-03 15:28:00,2024-05-03 04:37:00,2024-05-04 20:37:00,6.85,44600.0,6510.9,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-05-03_0837_S3_B_event_2024-05-03_S3_S4_13e4749a.png,written
2024-05-17_S3_S4_09c73fc7,S3,B,2024-05-17 13:31:00,2024-05-17 19:09:00,2024-05-17 09:31:00,2024-05-19 01:31:00,5.63,47550.0,8440.8,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-05-17_1331_S3_B_event_2024-05-17_S3_S4_09c73fc7.png,written
2024-06-01_S3_S4_0880f850,S3,B,2024-06-01 08:29:00,2024-06-01 17:57:00,2024-06-01 04:29:00,2024-06-02 20:29:00,9.47,61450.0,6491.2,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-06-01_0829_S3_B_event_2024-06-01_S3_S4_0880f850.png,written
2024-06-15_S3_S4_b6aa9839,S3,B,2024-06-15 07:29:00,2024-06-15 16:13:00,2024-06-15 03:29:00,2024-06-16 19:29:00,8.73,52500.0,6011.5,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-06-15_0729_S3_B_event_2024-06-15_S3_S4_b6aa9839.png,written
2024-06-28_S3_S4_14b9d993,S3,B,2024-06-28 08:19:00,2024-06-28 14:44:00,2024-06-28 04:19:00,2024-06-29 20:19:00,6.42,39650.0,6179.2,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-06-28_0819_S3_B_event_2024-06-28_S3_S4_14b9d993.png,written
2024-07-11_S3_S4_d29231ea,S3,B,2024-07-11 10:01:00,2024-07-11 17:39:00,2024-07-11 06:01:00,2024-07-12 22:01:00,7.63,46550.0,6098.3,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-07-11_1001_S3_B_event_2024-07-11_S3_S4_d29231ea.png,written
2024-07-26_S3_S4_fd133a4c,S3,B,2024-07-26 19:02:00,2024-07-27 07:21:00,2024-07-26 15:02:00,2024-07-28 07:02:00,12.32,71850.0,5833.6,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-07-26_1902_S3_B_event_2024-07-26_S3_S4_fd133a4c.png,written
2024-08-09_S3_S4_fd100e26,S3,B,2024-08-09 08:45:00,2024-08-09 15:50:00,2024-08-09 04:45:00,2024-08-10 20:45:00,7.08,46900.0,6621.2,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-08-09_0845_S3_B_event_2024-08-09_S3_S4_fd100e26.png,written
2024-08-23_S3_S4_0b64e5f5,S3,B,2024-08-23 09:32:00,2024-08-23 15:04:00,2024-08-23 05:32:00,2024-08-24 21:32:00,5.53,30150.0,5448.8,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-08-23_0932_S3_B_event_2024-08-23_S3_S4_0b64e5f5.png,written
2024-09-06_S3_S4_9e0ce675,S3,B,2024-09-06 09:33:00,2024-09-06 16:29:00,2024-09-06 05:33:00,2024-09-07 21:33:00,6.93,48950.0,7060.1,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-09-06_0933_S3_B_event_2024-09-06_S3_S4_9e0ce675.png,written
2024-09-20_S3_S4_032d9e33,S3,B,2024-09-20 14:27:00,2024-09-20 17:52:00,2024-09-20 10:27:00,2024-09-22 02:27:00,3.42,16450.0,4814.6,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-09-20_1427_S3_B_event_2024-09-20_S3_S4_032d9e33.png,written
2024-10-04_S3_S4_bf53dc9a,S3,B,2024-10-04 11:55:00,2024-10-04 18:02:00,2024-10-04 07:55:00,2024-10-05 23:55:00,6.12,47200.0,7716.6,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-10-04_1155_S3_B_event_2024-10-04_S3_S4_bf53dc9a.png,written
2024-10-18_S3_S4_e3314155,S3,B,2024-10-18 09:34:00,2024-10-18 17:17:00,2024-10-18 05:34:00,2024-10-19 21:34:00,7.72,53550.0,6939.5,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-10-18_0934_S3_B_event_2024-10-18_S3_S4_e3314155.png,written
2024-04-19_S3_S4_c5bf8374,S4,B,2024-04-19 14:14:00,2024-04-19 21:33:00,2024-04-19 10:14:00,2024-04-21 02:14:00,7.32,54875.0,7500.0,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-04-19_1414_S4_B_event_2024-04-19_S3_S4_c5bf8374.png,written
2024-05-03_S3_S4_13e4749a,S4,B,2024-05-03 08:37:00,2024-05-03 15:28:00,2024-05-03 04:37:00,2024-05-04 20:37:00,6.85,44600.0,6510.9,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-05-03_0837_S4_B_event_2024-05-03_S3_S4_13e4749a.png,written
2024-05-17_S3_S4_09c73fc7,S4,B,2024-05-17 13:31:00,2024-05-17 19:09:00,2024-05-17 09:31:00,2024-05-19 01:31:00,5.63,47550.0,8440.8,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-05-17_1331_S4_B_event_2024-05-17_S3_S4_09c73fc7.png,written
2024-06-01_S3_S4_0880f850,S4,B,2024-06-01 08:29:00,2024-06-01 17:57:00,2024-06-01 04:29:00,2024-06-02 20:29:00,9.47,61450.0,6491.2,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-06-01_0829_S4_B_event_2024-06-01_S3_S4_0880f850.png,written
2024-06-15_S3_S4_b6aa9839,S4,B,2024-06-15 07:29:00,2024-06-15 16:13:00,2024-06-15 03:29:00,2024-06-16 19:29:00,8.73,52500.0,6011.5,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-06-15_0729_S4_B_event_2024-06-15_S3_S4_b6aa9839.png,written
2024-06-28_S3_S4_14b9d993,S4,B,2024-06-28 08:19:00,2024-06-28 14:44:00,2024-06-28 04:19:00,2024-06-29 20:19:00,6.42,39650.0,6179.2,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-06-28_0819_S4_B_event_2024-06-28_S3_S4_14b9d993.png,written
2024-07-11_S3_S4_d29231ea,S4,B,2024-07-11 10:01:00,2024-07-11 17:39:00,2024-07-11 06:01:00,2024-07-12 22:01:00,7.63,46550.0,6098.3,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-07-11_1001_S4_B_event_2024-07-11_S3_S4_d29231ea.png,written
2024-07-26_S3_S4_fd133a4c,S4,B,2024-07-26 19:02:00,2024-07-27 07:21:00,2024-07-26 15:02:00,2024-07-28 07:02:00,12.32,71850.0,5833.6,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-07-26_1902_S4_B_event_2024-07-26_S3_S4_fd133a4c.png,written
2024-08-09_S3_S4_fd100e26,S4,B,2024-08-09 08:45:00,2024-08-09 15:50:00,2024-08-09 04:45:00,2024-08-10 20:45:00,7.08,46900.0,6621.2,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-08-09_0845_S4_B_event_2024-08-09_S3_S4_fd100e26.png,written
2024-08-23_S3_S4_0b64e5f5,S4,B,2024-08-23 09:32:00,2024-08-23 15:04:00,2024-08-23 05:32:00,2024-08-24 21:32:00,5.53,30150.0,5448.8,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-08-23_0932_S4_B_event_2024-08-23_S3_S4_0b64e5f5.png,written
2024-09-06_S3_S4_9e0ce675,S4,B,2024-09-06 09:33:00,2024-09-06 16:29:00,2024-09-06 05:33:00,2024-09-07 21:33:00,6.93,48950.0,7060.1,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-09-06_0933_S4_B_event_2024-09-06_S3_S4_9e0ce675.png,written
2024-09-20_S3_S4_032d9e33,S4,B,2024-09-20 14:27:00,2024-09-20 17:52:00,2024-09-20 10:27:00,2024-09-22 02:27:00,3.42,16450.0,4814.6,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-09-20_1427_S4_B_event_2024-09-20_S3_S4_032d9e33.png,written
2024-10-04_S3_S4_bf53dc9a,S4,B,2024-10-04 11:55:00,2024-10-04 18:02:00,2024-10-04 07:55:00,2024-10-05 23:55:00,6.12,47200.0,7716.6,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-10-04_1155_S4_B_event_2024-10-04_S3_S4_bf53dc9a.png,written
2024-10-18_S3_S4_e3314155,S4,B,2024-10-18 09:34:00,2024-10-18 17:17:00,2024-10-18 05:34:00,2024-10-19 21:34:00,7.72,53550.0,6939.5,/Users/gcn/Documents/workspace/biocharWaterConserveWebsite/biochar_app/data-processed/management/irrigation/irrigation_event_multidepth_plots/2024-10-18_0934_S4_B_event_2024-10-18_S3_S4_e3314155.png,written
