filename,meter_reading_x100
IMG_7487.JPEG,160580
IMG_7488.JPEG,160581
IMG_7512.JPEG,161264
IMG_7515.JPEG,162023
IMG_7516.JPEG,162024
IMG_7527.JPEG,162026
IMG_7529.JPEG,162029
IMG_7561.JPEG,163494
IMG_7562.JPEG,163501
IMG_7563.JPEG,163572
IMG_7571.JPEG,163572
IMG_7574.JPEG,163675
IMG_7575.JPEG,163680
IMG_7586.JPEG,164167
IMG_7596.JPEG,164171
IMG_7597.JPEG,164174
IMG_7599.JPEG,164198
IMG_7602.JPEG,164776
IMG_7610.JPEG,164834
IMG_7611.JPEG,164846
IMG_7702.JPEG,166129
IMG_7486.MP4,160574
