year,strip_group,location,strip,event_id,sensor_col,depth_index,depth_inches,logger_position,irrigation_start,irrigation_end,gallons_group,gallons_strip,event_duration_hours,avg_flow_gph_strip,baseline_vwc,peak_vwc,peak_increase,plateau_vwc,plateau_method,bottom_response_delay_hr,time_to_peak_hours,time_to_plateau_hours,lag_after_irrigation_hr,profile_baseline_storage_gal,profile_plateau_storage_gal,event_storage_gal,efficiency_strip,estimated_loss_gal_strip
2025.0000,S1_S2,west,S1,2025-04-20_S1_S2_f3457ada,VWC_1_raw_S1_B,1,6.0000,B,2025-04-20 08:15:00,2025-04-21 06:28:00,264600.0000,132300.0000,22.2200,5954.9900,19.7800,46.9700,27.2000,29.6800,fallback_window,10.2500,10.2500,14.2500,-7.9700,9746.8300,15065.5500,5318.7100,0.0400,126981.2900
2025.0000,S1_S2,west,S1,2025-04-20_S1_S2_f3457ada,VWC_2_raw_S1_B,2,12.0000,B,2025-04-20 08:15:00,2025-04-21 06:28:00,264600.0000,132300.0000,22.2200,5954.9900,21.1700,56.1600,35.0000,31.1100,fallback_window,11.2500,11.2500,15.2500,-6.9700,9746.8300,15065.5500,5318.7100,0.0400,126981.2900
2025.0000,S1_S2,west,S1,2025-04-20_S1_S2_f3457ada,VWC_3_raw_S1_B,3,18.0000,B,2025-04-20 08:15:00,2025-04-21 06:28:00,264600.0000,132300.0000,22.2200,5954.9900,19.7500,39.3500,19.6000,33.0300,fallback_window,11.0000,11.0000,15.0000,-7.2200,9746.8300,15065.5500,5318.7100,0.0400,126981.2900
2025.0000,S1_S2,west,S1,2025-05-17_S1_S2_8db50082,VWC_1_raw_S1_B,1,6.0000,B,2025-05-17 15:36:00,2025-05-18 07:37:00,184900.0000,92450.0000,16.0200,5772.1100,32.0900,31.9900,-0.1000,,no_peak,0.1500,0.1500,,,15384.4600,0.0000,0.0000,0.0000,92450.0000
2025.0000,S1_S2,west,S1,2025-05-17_S1_S2_8db50082,VWC_2_raw_S1_B,2,12.0000,B,2025-05-17 15:36:00,2025-05-18 07:37:00,184900.0000,92450.0000,16.0200,5772.1100,33.2800,32.9400,-0.3400,,no_peak,0.1500,0.1500,,,15384.4600,0.0000,0.0000,0.0000,92450.0000
2025.0000,S1_S2,west,S1,2025-05-17_S1_S2_8db50082,VWC_3_raw_S1_B,3,18.0000,B,2025-05-17 15:36:00,2025-05-18 07:37:00,184900.0000,92450.0000,16.0200,5772.1100,30.4400,30.2300,-0.2100,,no_peak,0.1500,0.1500,,,15384.4600,0.0000,0.0000,0.0000,92450.0000
2025.0000,S1_S2,west,S1,2025-05-28_S1_S2_ca363c43,VWC_1_raw_S1_B,1,6.0000,B,2025-05-28 18:58:00,2025-05-29 07:30:00,128500.0000,64250.0000,12.5300,5126.3300,22.8700,35.0100,12.1400,32.4900,flat_segment,15.7800,15.7800,23.0300,10.5000,11695.9800,16126.1100,4430.1300,0.0700,59819.8700
2025.0000,S1_S2,west,S1,2025-05-28_S1_S2_ca363c43,VWC_2_raw_S1_B,2,12.0000,B,2025-05-28 18:58:00,2025-05-29 07:30:00,128500.0000,64250.0000,12.5300,5126.3300,23.9200,38.3100,14.3900,37.9500,flat_segment,14.2800,14.2800,16.0300,3.5000,11695.9800,16126.1100,4430.1300,0.0700,59819.8700
2025.0000,S1_S2,west,S1,2025-05-28_S1_S2_ca363c43,VWC_3_raw_S1_B,3,18.0000,B,2025-05-28 18:58:00,2025-05-29 07:30:00,128500.0000,64250.0000,12.5300,5126.3300,26.0400,34.5800,8.5300,29.9800,flat_segment,23.2800,23.2800,33.0300,20.5000,11695.9800,16126.1100,4430.1300,0.0700,59819.8700
2025.0000,S1_S2,west,S1,2025-06-27_S1_S2_ff537961,VWC_1_raw_S1_B,1,6.0000,B,2025-06-27 15:33:00,2025-06-28 07:49:00,191000.0000,95500.0000,16.2700,5870.9000,14.1700,38.8000,24.6300,32.9500,flat_segment,21.7000,21.7000,30.4500,14.1800,6367.5500,16014.2600,9646.7100,0.1000,85853.2900
2025.0000,S1_S2,west,S1,2025-06-27_S1_S2_ff537961,VWC_2_raw_S1_B,2,12.0000,B,2025-06-27 15:33:00,2025-06-28 07:49:00,191000.0000,95500.0000,16.2700,5870.9000,12.2400,40.5100,28.2700,39.1500,flat_segment,12.2000,12.2000,17.2000,0.9300,6367.5500,16014.2600,9646.7100,0.1000,85853.2900
2025.0000,S1_S2,west,S1,2025-06-27_S1_S2_ff537961,VWC_3_raw_S1_B,3,18.0000,B,2025-06-27 15:33:00,2025-06-28 07:49:00,191000.0000,95500.0000,16.2700,5870.9000,13.2400,32.4300,19.1800,27.6300,fallback_window,15.2000,15.2000,19.2000,2.9300,6367.5500,16014.2600,9646.7100,0.1000,85853.2900
2025.0000,S1_S2,west,S1,2025-07-26_S1_S2_98e2053f,VWC_1_raw_S1_B,1,6.0000,B,2025-07-26 08:45:00,2025-07-26 17:50:00,106450.0000,53225.0000,9.0800,5859.6300,14.3600,37.7400,23.3800,30.8100,flat_segment,10.0000,10.0000,19.0000,9.9200,6490.7200,15187.4300,8696.7100,0.1600,44528.2900
2025.0000,S1_S2,west,S1,2025-07-26_S1_S2_98e2053f,VWC_2_raw_S1_B,2,12.0000,B,2025-07-26 08:45:00,2025-07-26 17:50:00,106450.0000,53225.0000,9.0800,5859.6300,12.2800,43.7600,31.4700,35.5300,fallback_window,10.0000,10.0000,14.0000,4.9200,6490.7200,15187.4300,8696.7100,0.1600,44528.2900
2025.0000,S1_S2,west,S1,2025-07-26_S1_S2_98e2053f,VWC_3_raw_S1_B,3,18.0000,B,2025-07-26 08:45:00,2025-07-26 17:50:00,106450.0000,53225.0000,9.0800,5859.6300,13.7800,34.4000,20.6300,28.2300,flat_segment,9.7500,9.7500,25.0000,15.9200,6490.7200,15187.4300,8696.7100,0.1600,44528.2900
2025.0000,S1_S2,west,S1,2025-08-22_S1_S2_9f8675d7,VWC_1_raw_S1_B,1,6.0000,B,2025-08-22 09:07:00,2025-08-22 19:04:00,61250.0000,30625.0000,9.9500,3077.8900,14.2900,33.7400,19.4500,33.6800,flat_segment,20.1300,20.1300,20.3800,10.4300,6029.2000,13031.4600,7002.2500,0.2300,23622.7500
2025.0000,S1_S2,west,S1,2025-08-22_S1_S2_9f8675d7,VWC_2_raw_S1_B,2,12.0000,B,2025-08-22 09:07:00,2025-08-22 19:04:00,61250.0000,30625.0000,9.9500,3077.8900,11.7700,32.6600,20.9000,32.9700,flat_segment,23.8800,23.8800,25.6300,15.6800,6029.2000,13031.4600,7002.2500,0.2300,23622.7500
2025.0000,S1_S2,west,S1,2025-08-22_S1_S2_9f8675d7,VWC_3_raw_S1_B,3,18.0000,B,2025-08-22 09:07:00,2025-08-22 19:04:00,61250.0000,30625.0000,9.9500,3077.8900,11.4900,14.1300,2.6400,14.5000,flat_segment,23.6300,23.6300,29.1300,19.1800,6029.2000,13031.4600,7002.2500,0.2300,23622.7500
2025.0000,S1_S2,west,S1,2025-09-20_S1_S2_81d8ab0f,VWC_1_raw_S1_B,1,6.0000,B,2025-09-20 10:42:00,2025-09-20 17:31:00,172200.0000,86100.0000,6.8200,12630.8100,14.9700,34.2400,19.2700,30.3600,flat_segment,8.8000,8.8000,14.5500,7.7300,6617.1800,13473.0600,6855.8800,0.0800,79244.1200
2025.0000,S1_S2,west,S1,2025-09-20_S1_S2_81d8ab0f,VWC_2_raw_S1_B,2,12.0000,B,2025-09-20 10:42:00,2025-09-20 17:31:00,172200.0000,86100.0000,6.8200,12630.8100,12.5600,33.1000,20.5500,32.4500,flat_segment,16.0500,16.0500,20.3000,13.4800,6617.1800,13473.0600,6855.8800,0.0800,79244.1200
2025.0000,S1_S2,west,S1,2025-09-20_S1_S2_81d8ab0f,VWC_3_raw_S1_B,3,18.0000,B,2025-09-20 10:42:00,2025-09-20 17:31:00,172200.0000,86100.0000,6.8200,12630.8100,13.6800,22.3600,8.6800,21.0800,fallback_window,10.0500,10.0500,14.0500,7.2300,6617.1800,13473.0600,6855.8800,0.0800,79244.1200
2025.0000,S1_S2,west,S2,2025-04-20_S1_S2_f3457ada,VWC_1_raw_S2_B,1,6.0000,B,2025-04-20 08:15:00,2025-04-21 06:28:00,264600.0000,132300.0000,22.2200,5954.9900,8.2200,39.4600,31.2400,39.4600,flat_segment,23.7500,23.7500,24.0000,1.7800,3466.3200,18357.2300,14890.9100,0.1100,117409.0900
2025.0000,S1_S2,west,S2,2025-04-20_S1_S2_f3457ada,VWC_2_raw_S2_B,2,12.0000,B,2025-04-20 08:15:00,2025-04-21 06:28:00,264600.0000,132300.0000,22.2200,5954.9900,7.0500,35.2700,28.2200,35.3500,flat_segment,24.0000,24.0000,24.2500,2.0300,3466.3200,18357.2300,14890.9100,0.1100,117409.0900
2025.0000,S1_S2,west,S2,2025-04-20_S1_S2_f3457ada,VWC_3_raw_S2_B,3,18.0000,B,2025-04-20 08:15:00,2025-04-21 06:28:00,264600.0000,132300.0000,22.2200,5954.9900,6.3200,39.4900,33.1700,39.5000,flat_segment,24.0000,24.0000,24.2500,2.0300,3466.3200,18357.2300,14890.9100,0.1100,117409.0900
2025.0000,S1_S2,west,S2,2025-05-17_S1_S2_8db50082,VWC_1_raw_S2_B,1,6.0000,B,2025-05-17 15:36:00,2025-05-18 07:37:00,184900.0000,92450.0000,16.0200,5772.1100,37.2300,36.3200,-0.9100,,no_peak,0.1500,0.1500,,,17503.2600,0.0000,0.0000,0.0000,92450.0000
2025.0000,S1_S2,west,S2,2025-05-17_S1_S2_8db50082,VWC_2_raw_S2_B,2,12.0000,B,2025-05-17 15:36:00,2025-05-18 07:37:00,184900.0000,92450.0000,16.0200,5772.1100,33.1900,32.9600,-0.2300,,no_peak,0.1500,0.1500,,,17503.2600,0.0000,0.0000,0.0000,92450.0000
2025.0000,S1_S2,west,S2,2025-05-17_S1_S2_8db50082,VWC_3_raw_S2_B,3,18.0000,B,2025-05-17 15:36:00,2025-05-18 07:37:00,184900.0000,92450.0000,16.0200,5772.1100,38.5800,37.9300,-0.6500,,no_peak,0.1500,0.1500,,,17503.2600,0.0000,0.0000,0.0000,92450.0000
2025.0000,S1_S2,west,S2,2025-05-28_S1_S2_ca363c43,VWC_1_raw_S2_B,1,6.0000,B,2025-05-28 18:58:00,2025-05-29 07:30:00,128500.0000,64250.0000,12.5300,5126.3300,11.4200,37.8100,26.3900,31.8700,flat_segment,18.7800,18.7800,33.0300,20.5000,9001.6500,17216.3000,8214.6400,0.1300,56035.3600
2025.0000,S1_S2,west,S2,2025-05-28_S1_S2_ca363c43,VWC_2_raw_S2_B,2,12.0000,B,2025-05-28 18:58:00,2025-05-29 07:30:00,128500.0000,64250.0000,12.5300,5126.3300,16.9400,34.8000,17.8500,34.7800,flat_segment,18.5300,18.5300,18.7800,6.2500,9001.6500,17216.3000,8214.6400,0.1300,56035.3600
2025.0000,S1_S2,west,S2,2025-05-28_S1_S2_ca363c43,VWC_3_raw_S2_B,3,18.0000,B,2025-05-28 18:58:00,2025-05-29 07:30:00,128500.0000,64250.0000,12.5300,5126.3300,27.6900,40.5700,12.8800,40.5700,flat_segment,15.2800,15.2800,15.5300,3.0000,9001.6500,17216.3000,8214.6400,0.1300,56035.3600
2025.0000,S1_S2,west,S2,2025-06-27_S1_S2_ff537961,VWC_1_raw_S2_B,1,6.0000,B,2025-06-27 15:33:00,2025-06-28 07:49:00,191000.0000,95500.0000,16.2700,5870.9000,10.0000,39.6200,29.6200,39.5700,flat_segment,16.9500,16.9500,17.2000,0.9300,6710.6300,18830.8700,12120.2300,0.1300,83379.7700
2025.0000,S1_S2,west,S2,2025-06-27_S1_S2_ff537961,VWC_2_raw_S2_B,2,12.0000,B,2025-06-27 15:33:00,2025-06-28 07:49:00,191000.0000,95500.0000,16.2700,5870.9000,9.0800,35.3200,26.2400,35.3000,flat_segment,23.7000,23.7000,23.9500,7.6800,6710.6300,18830.8700,12120.2300,0.1300,83379.7700
