strip_group,location,strip,sensor_col,depth_inches,n_trustworthy_events,mean_bottom_response_delay_hr,sd_bottom_response_delay_hr,mean_time_to_peak_hours,sd_time_to_peak_hours,mean_time_to_plateau_hours,sd_time_to_plateau_hours,mean_event_duration_hours,sd_event_duration_hours,mean_gallons_strip,sd_gallons_strip,mean_baseline_vwc,sd_baseline_vwc,mean_peak_vwc,sd_peak_vwc,mean_peak_increase,sd_peak_increase,mean_plateau_vwc,sd_plateau_vwc,mean_profile_baseline_storage_gal,sd_profile_baseline_storage_gal,mean_profile_plateau_storage_gal,sd_profile_plateau_storage_gal,mean_event_storage_gal,sd_event_storage_gal,mean_efficiency_strip,sd_efficiency_strip,mean_estimated_loss_gal_strip,sd_estimated_loss_gal_strip,profile_area_sqft,gallons_per_profile_inch,mean_profile_baseline_storage_in,mean_profile_plateau_storage_in,mean_event_storage_in,mean_profile_baseline_storage_gal_scaled,mean_profile_plateau_storage_gal_scaled,mean_event_storage_gal_scaled
S3_S4,east,S4,VWC_1_raw_S4_B,6,6,10.4833,7.0,10.4833,7.0,15.5667,5.5162,7.4,2.4735,47450.0,13842.7237,18.9134,4.2762,35.0815,4.4999,16.1681,2.4371,32.7538,5.806,9784.2368,1960.5897,13705.9659,2648.9081,2795.89,686.7733,0.0617,0.0197,44654.11,13420.8499,4293.3333,2674.7467,3.658,5.1242,1.0453,9784.2368,13705.9659,2795.89
S3_S4,east,S4,VWC_2_raw_S4_B,12,7,12.6,8.6053,12.6,8.6053,18.4214,9.0574,6.831,2.7139,43021.4286,17232.8141,32.0813,3.2818,36.1387,3.3172,4.0574,1.9972,34.7732,3.3805,10243.6977,2163.5596,12468.3867,4070.4395,2407.0985,1204.641,0.0535,0.0281,40614.3301,16258.4776,4293.3333,2674.7467,3.8298,4.6615,0.8999,10243.6977,12468.3867,2407.0985
S3_S4,east,S4,VWC_3_raw_S4_B,18,3,7.1889,2.9671,7.1889,2.9671,11.1333,1.3435,5.3167,1.6523,34433.3333,16025.0065,30.0545,3.7733,32.9243,5.2114,2.8698,2.7788,30.757,4.2639,12362.9265,1140.454,11325.568,5505.0092,1639.9418,1365.3049,0.0388,0.0297,32793.3915,14670.4312,4293.3333,2674.7467,4.6221,4.2343,0.6131,12362.9265,11325.568,1639.9418
