year,strip_group,location,strip,event_id,sensor_col,depth_index,depth_inches,irrigation_start,irrigation_end,bottom_response_delay_hr,time_to_peak_hours,time_to_plateau_hours,event_duration_hours,gallons_strip,flag_pre_start_response,flag_unexplained_pre_start_response,likely_precip_driven_pre_start_response,possible_battery_or_logger_issue,vwc_missing_fraction_pre_start_window,battery_col,battery_pre_start_min_v,battery_event_min_v,total_precip_in_pre_start_window,trustworthy_event,trustworthy_reason,trustworthy_min_bottom_response_delay_hr
2024,S3_S4,east,S4,2024-06-28_S3_S4_14b9d993,VWC_1_raw_S4_B,1,6,2024-06-28 08:19:00,2024-06-28 14:44:00,4.9333,4.9333,12.4333,6.4167,39650.0,False,False,False,False,0.0,BattV_Min_S4_B,12.443,12.489,0.2,True,ok,0.5
2024,S3_S4,east,S4,2024-06-28_S3_S4_14b9d993,VWC_2_raw_S4_B,2,12,2024-06-28 08:19:00,2024-06-28 14:44:00,4.1833,4.1833,16.1833,6.4167,39650.0,False,False,False,False,0.0,BattV_Min_S4_B,12.443,12.489,0.2,True,ok,0.5
2024,S3_S4,east,S4,2024-06-28_S3_S4_14b9d993,VWC_3_raw_S4_B,3,18,2024-06-28 08:19:00,2024-06-28 14:44:00,4.9333,4.9333,10.1833,6.4167,39650.0,False,False,False,False,0.0,BattV_Min_S4_B,12.443,12.489,0.2,True,ok,0.5
2024,S3_S4,east,S4,2024-07-26_S3_S4_fd133a4c,VWC_1_raw_S4_B,1,6,2024-07-26 19:02:00,2024-07-27 07:21:00,20.9667,20.9667,21.9667,12.3167,71850.0,False,False,False,False,0.0,BattV_Min_S4_B,12.25,12.216,0.0,True,ok,0.5
2024,S3_S4,east,S4,2024-07-26_S3_S4_fd133a4c,VWC_2_raw_S4_B,2,12,2024-07-26 19:02:00,2024-07-27 07:21:00,21.9667,21.9667,22.2167,12.3167,71850.0,False,False,False,False,0.0,BattV_Min_S4_B,12.25,12.216,0.0,True,ok,0.5
2024,S3_S4,east,S4,2024-08-09_S3_S4_fd100e26,VWC_1_raw_S4_B,1,6,2024-08-09 08:45:00,2024-08-09 15:50:00,10.75,10.75,11.0,7.0833,46900.0,False,False,False,False,0.0,BattV_Min_S4_B,12.127,12.133,0.0,True,ok,0.5
2024,S3_S4,east,S4,2024-08-09_S3_S4_fd100e26,VWC_2_raw_S4_B,2,12,2024-08-09 08:45:00,2024-08-09 15:50:00,22.0,22.0,34.25,7.0833,46900.0,False,False,False,False,0.0,BattV_Min_S4_B,12.127,12.133,0.0,True,ok,0.5
2024,S3_S4,east,S4,2024-08-23_S3_S4_0b64e5f5,VWC_1_raw_S4_B,1,6,2024-08-23 09:32:00,2024-08-23 15:04:00,16.7167,16.7167,19.7167,5.5333,30150.0,False,False,False,False,0.0,BattV_Min_S4_B,11.835,11.944,0.02,True,ok,0.5
2024,S3_S4,east,S4,2024-08-23_S3_S4_0b64e5f5,VWC_2_raw_S4_B,2,12,2024-08-23 09:32:00,2024-08-23 15:04:00,21.2167,21.2167,24.2167,5.5333,30150.0,False,False,False,False,0.0,BattV_Min_S4_B,11.835,11.944,0.02,True,ok,0.5
2024,S3_S4,east,S4,2024-09-06_S3_S4_9e0ce675,VWC_1_raw_S4_B,1,6,2024-09-06 09:33:00,2024-09-06 16:29:00,4.7,4.7,8.7,6.9333,48950.0,False,False,False,False,0.0,BattV_Min_S4_B,11.698,11.69,0.0,True,ok,0.5
2024,S3_S4,east,S4,2024-09-06_S3_S4_9e0ce675,VWC_2_raw_S4_B,2,12,2024-09-06 09:33:00,2024-09-06 16:29:00,7.2,7.2,11.2,6.9333,48950.0,False,False,False,False,0.0,BattV_Min_S4_B,11.698,11.69,0.0,True,ok,0.5
2024,S3_S4,east,S4,2024-09-20_S3_S4_032d9e33,VWC_2_raw_S4_B,2,12,2024-09-20 14:27:00,2024-09-20 17:52:00,6.8,6.8,8.3,3.4167,16450.0,False,False,False,False,0.0,BattV_Min_S4_B,11.56,11.55,0.0,True,ok,0.5
