"TOA5","S1M","CR200X","23673","CR200X.Std.04","CSU_3depths.CR2","4256","Status"
"TIMESTAMP","RECORD","OSversion","OSDate","OSSignature","ProgName","ProgSig","CalOffset","PakBusAddress","RfInstalled","RfNetAddr","RfAddress","RfHopSeq","RfPwrMode","Rf_ForceOn","Rf_Protocol","MaxTXPacket","RfSignalLevel","RfRxPakBusCnt","VarOutOfBounds","SkipScan","TrapCode","WatchDogCnt","ResetTables","BattVoltage","SerialNum"
"TS","RN","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-11-01 09:05:08",25,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",4256,3.25,3,12305,1,0,1,"RF1S_LH",0,1,250,71,17202,0,0,0,0,0,14.09586,23673
"2023-11-01 09:23:40",26,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",4256,3,3,12305,1,0,1,"RF1S_LH",0,1,250,71,17331,0,0,0,0,0,13.99177,23673
"2023-11-01 09:29:47",27,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",4256,3.25,3,12305,1,0,1,"RF1S_LH",0,1,250,71,17404,0,0,0,0,0,13.97666,23673
"2023-11-01 09:31:13",28,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",4256,4,3,12305,1,0,1,"RF1S_LH",0,1,250,71,17419,0,0,0,0,0,13.95819,23673
"2023-11-01 09:36:54",29,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",4256,3.25,3,12305,1,0,1,"RF1S_LH",0,1,250,71,17475,0,0,0,0,0,13.94812,23673
"2023-11-01 09:42:59",30,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",4256,3.25,3,12305,1,0,1,"RF1S_LH",0,1,250,71,17541,0,0,0,0,0,13.92461,23673
"2023-11-01 09:44:30",31,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",4256,3.25,3,12305,1,0,1,"RF1S_LH",0,1,250,71,17562,0,0,0,0,0,13.92125,23673
"2023-11-01 09:52:31",34,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",4256,3.25,3,12305,1,0,1,"RF1S_LH",0,1,250,71,17617,0,0,0,0,0,13.88432,23673
"2023-11-01 09:53:08",36,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",4256,3,3,12305,1,0,1,"RF1S_LH",0,1,250,71,17623,0,0,0,0,0,13.88264,23673
"2023-11-01 09:54:48",37,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",4256,3.375,3,12305,1,0,1,"RF1S_LH",0,1,250,71,17642,0,0,0,0,0,13.87173,23673
"2023-11-01 09:55:48",38,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",4256,3.375,3,12305,1,0,1,"RF1S_LH",0,1,250,71,17648,0,0,0,0,0,13.86165,23673
"2023-11-01 10:01:26",40,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",4256,3.375,3,12305,1,0,1,"RF1S_LH",0,1,250,71,17715,0,0,0,0,0,13.86501,23673
"2023-11-01 10:04:48",41,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",4256,3.25,3,12305,1,0,1,"RF1S_LH",0,1,250,71,17750,0,0,0,0,0,13.8457,23673
"2023-11-01 10:08:47",42,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",4256,3.25,3,12305,1,0,1,"RF1S_LH",0,1,250,71,17808,0,0,0,0,0,13.84067,23673
"2023-11-01 10:12:17",44,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",4256,3.25,3,12305,1,0,1,"RF1S_LH",0,1,250,71,17823,0,0,0,0,0,13.81884,23673
"2023-11-01 10:12:28",45,"CR200X.Std.04","150820",53066,"CSU_3depths.CR2",4256,3.375,3,12305,1,0,1,"RF1S_LH",0,1,250,71,17829,0,0,0,0,0,13.82136,23673
