"TOA5","S4T","CR200X","23116","CR200X.Std.04","CSU_3depths.CR2","4256","Table3"
"TIMESTAMP","RECORD","VWC_1_Avg","EC_1_Avg","T_1_Avg","VWC_2_Avg","EC_2_Avg","T_2_Avg","VWC_3_Avg","EC_3_Avg","T_3_Avg"
"TS","RN","m^3/m^3","dS/m","Deg C","m^3/m^3","dS/m","Deg C","m^3/m^3","dS/m","Deg C"
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2023-10-13 00:00:00",0,0.09626725,0.1147336,14.54605,0.1718371,0.2636937,14.92768,0.2552049,0.2895859,15.42618
"2023-10-14 00:00:00",1,0.09459393,0.1098808,13.60866,0.1705491,0.2583132,14.41061,0.254427,0.2865164,15.12334
"2023-10-15 00:00:00",2,0.09307992,0.106124,12.70903,0.1681698,0.2503619,13.65453,0.2525178,0.2805069,14.53611
"2023-10-16 00:00:00",3,0.09237216,0.1049385,12.381,0.1659572,0.2442376,13.16428,0.2503384,0.2747175,13.99649
"2023-10-17 00:00:00",4,0.09184627,0.1052235,12.72095,0.1635039,0.2419639,13.29671,0.2481046,0.2720191,13.90804
"2023-10-18 00:00:00",5,0.09078257,0.1044712,12.88509,0.1608936,0.2390248,13.42161,0.2457615,0.269973,13.9493
"2023-10-19 00:00:00",6,0.08967663,0.1037412,13.07322,0.1585522,0.2355989,13.54564,0.2439629,0.2677734,13.9996
"2023-10-20 00:00:00",7,0.08875415,0.1034577,13.40968,0.1562596,0.2328429,13.77321,0.241535,0.2659499,14.11972
"2023-10-21 00:00:00",8,0.08741471,0.1018653,13.49409,0.1538894,0.2291027,13.90328,0.2385326,0.2640052,14.24327
"2023-10-22 00:00:00",9,0.08584753,0.09930588,13.30575,0.1512395,0.2236012,13.78977,0.2356904,0.2607532,14.20385
"2023-10-23 00:00:00",10,0.08459503,0.09733391,13.20351,0.1490794,0.2188073,13.68544,0.2331192,0.2571081,14.1154
"2023-10-24 00:00:00",11,0.08387519,0.09691241,13.42639,0.1472511,0.216139,13.79429,0.2304023,0.2542737,14.12927
"2023-10-25 00:00:00",12,0.0827217,0.09437458,13.09813,0.1456061,0.211946,13.63687,0.2277811,0.251262,14.08198
"2023-10-26 00:00:00",13,0.08150331,0.09207848,12.67671,0.1437947,0.2068936,13.28547,0.2250827,0.2470236,13.83191
"2023-10-27 00:00:00",14,0.08090246,0.09078709,12.52208,0.1425637,0.2040437,13.12724,0.2228955,0.2438182,13.66587
"2023-10-28 00:00:00",15,0.07973646,0.08824038,11.82894,0.1415305,0.1997906,12.58369,0.2213017,0.2399512,13.30015
"2023-10-29 00:00:00",16,0.08047124,0.09025441,12.30749,0.1411298,0.2005561,12.71677,0.2196971,0.2378989,13.18403
"2023-10-30 00:00:00",17,0.07840937,0.08542717,11.22021,0.1405923,0.1972076,12.24186,0.2187618,0.2357475,13.03631
"2023-10-31 00:00:00",18,0.07622019,0.07841403,8.977531,0.1390169,0.1863332,10.46186,0.2171844,0.2273299,11.87214
"2023-11-01 00:00:00",19,0.07565864,0.0766298,8.11706,0.1382679,0.1812017,9.429505,0.2162788,0.2204346,10.84791
"2023-11-02 00:00:00",20,0.075565,0.07640865,7.916655,0.1380043,0.1794853,9.046903,0.215716,0.2168364,10.32266
"2023-11-03 00:00:00",21,0.07583708,0.07698395,7.943355,0.1378916,0.1790602,8.894882,0.215408,0.21458,10.02488
"2023-11-04 00:00:00",22,0.07618327,0.0786656,8.47461,0.1382167,0.1812158,9.210915,0.2152512,0.2145942,10.07479
"2023-11-05 00:00:00",23,0.07628779,0.07902663,8.639967,0.1381191,0.1818614,9.331023,0.2150211,0.2145286,10.13281
"2023-11-06 00:00:00",24,0.07661562,0.08005626,9.048533,0.1385194,0.1839469,9.627058,0.2149666,0.2151587,10.28776
"2023-12-24 00:00:00",72,0.1155355,0.1158298,3.734821,0.1459784,0.179712,4.060666,0.22264,0.1805503,4.445644
"2023-12-25 00:00:00",73,0.2020391,0.1916183,3.490679,0.1458477,0.1810791,4.086761,0.2232019,0.1814983,4.608826
"2023-12-26 00:00:00",74,0.1994273,0.1800366,2.39611,0.1453719,0.1766714,3.371769,0.2228461,0.1793664,4.261907
"2023-12-27 00:00:00",75,0.1924164,0.1700944,1.672019,0.145217,0.1728076,2.657376,0.2223845,0.1760213,3.683037
