"TOA5","S1T","CR200X","23119","CR200X.Std.04","CSU_3depths.CR2","4256","Table2"
"TIMESTAMP","RECORD","BattV_Min","VWC_1_Avg","EC_1_Avg","T_1_Avg","VWC_2_Avg","EC_2_Avg","T_2_Avg","VWC_3_Avg","EC_3_Avg","T_3_Avg"
"TS","RN","Volts","m^3/m^3","dS/m","Deg C","m^3/m^3","dS/m","Deg C","m^3/m^3","dS/m","Deg C"
"","","Min","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2023-10-10 00:00:00",0,13.02893,0.1944323,0.2470898,14.32895,0.18893,0.2680242,14.47433,0.2739088,0.3632379,14.84566
"2023-10-10 12:00:00",1,12.79473,0.1913452,0.2358604,13.27899,0.1882975,0.2649024,14.34657,0.2735056,0.362778,14.93397
"2023-10-11 00:00:00",2,13.09189,0.1863616,0.231348,13.69284,0.1817064,0.2534305,14.08652,0.2668074,0.3505292,14.73346
"2023-10-11 12:00:00",3,12.92904,0.1849522,0.2292588,13.95842,0.1807364,0.2533413,14.51463,0.265091,0.3485714,14.87445
"2023-10-12 00:00:00",4,13.06251,0.1825356,0.2251144,13.91052,0.1781336,0.248241,14.408,0.2621996,0.3430385,14.88447
"2023-10-12 12:00:00",5,12.91477,0.1812313,0.2195529,13.35641,0.1778187,0.2462588,14.29168,0.2618465,0.3412644,14.86495
"2023-10-13 00:00:00",6,13.08769,0.1804336,0.2191241,13.20164,0.1760595,0.2421982,13.93134,0.2599771,0.3365135,14.64559
"2023-10-13 12:00:00",7,12.89546,0.1789732,0.2140426,12.68024,0.1755666,0.2408835,13.82971,0.2594171,0.3347578,14.54629
"2023-10-14 00:00:00",8,12.97856,0.1773083,0.2124722,12.54488,0.1725133,0.234729,13.38344,0.2557766,0.3270001,14.25576
"2023-10-14 12:00:00",9,12.8879,0.1747599,0.2042699,11.70431,0.1715662,0.2317239,13.16518,0.2548353,0.323862,14.11155
"2023-10-15 00:00:00",10,13.07258,0.1740406,0.2045968,11.6862,0.1692271,0.226414,12.65589,0.2515234,0.3163576,13.72881
"2023-10-15 12:00:00",11,12.87363,0.1723575,0.1986302,11.0842,0.1686078,0.2245472,12.55018,0.2505249,0.3135842,13.58288
"2023-10-16 00:00:00",12,13.01046,0.1719163,0.2018365,11.57445,0.1653389,0.2197188,12.2749,0.2459114,0.3046113,13.2725
"2023-10-16 12:00:00",13,12.88455,0.1704866,0.1975424,11.29416,0.1648994,0.2195953,12.47247,0.2450798,0.3030447,13.30681
"2023-10-17 00:00:00",14,13.05579,0.1695179,0.2001677,11.85056,0.1616448,0.2148285,12.34601,0.2398634,0.2938123,13.14931
"2023-10-17 12:00:00",15,12.78633,0.1675736,0.1943834,11.4032,0.1611137,0.2143084,12.54074,0.2386504,0.2922496,13.26012
"2023-10-18 00:00:00",16,13.04992,0.1662169,0.1959162,11.84128,0.157599,0.2088168,12.32091,0.2330257,0.2827595,13.09201
"2023-10-18 12:00:00",17,12.88119,0.1645648,0.1911054,11.49646,0.1571957,0.208638,12.54969,0.2324883,0.281301,13.20481
"2023-10-19 00:00:00",18,13.04152,0.1633264,0.1927401,11.97743,0.1539155,0.2036691,12.37874,0.2263717,0.2716901,13.07416
