"TOA5","S3T","CR200X","23124","CR200X.Std.04","CSU_3depths_M3.CR2","60237","Table3"
"TIMESTAMP","RECORD","VWC_1_Avg","EC_1_Avg","T_1_Avg","VWC_2_Avg","EC_2_Avg","T_2_Avg","VWC_3_Avg","EC_3_Avg","T_3_Avg"
"TS","RN","m^3/m^3","dS/m","Deg C","m^3/m^3","dS/m","Deg C","m^3/m^3","dS/m","Deg C"
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2023-10-13 00:00:00",0,0.1295052,0.1672518,14.22059,0.2059187,0.3473379,14.76609,0.3137141,0.3705508,15.47465
"2023-10-14 00:00:00",1,0.1279478,0.1615404,13.26699,0.2045463,0.3427311,14.35487,0.3115607,0.3665423,15.14911
"2023-10-15 00:00:00",2,0.1261117,0.1551194,12.04015,0.2021164,0.3335622,13.58762,0.3085554,0.3599927,14.60517
"2023-10-16 00:00:00",3,0.1259883,0.155367,12.05753,0.199932,0.3273626,13.07548,0.3052977,0.3538828,14.07102
"2023-10-17 00:00:00",4,0.126261,0.1578547,12.65676,0.1977975,0.3259168,13.18004,0.3022546,0.3515179,13.93448
"2023-10-18 00:00:00",5,0.1243595,0.1563383,12.56247,0.1955243,0.321505,13.22626,0.2990088,0.3495649,13.93382
"2023-10-19 00:00:00",6,0.1238426,0.1560658,12.71806,0.1932078,0.3175651,13.29951,0.2954698,0.3470912,13.94422
"2023-10-20 00:00:00",7,0.1238267,0.1572906,13.11619,0.1909534,0.3152475,13.49119,0.291722,0.3454286,14.02763
"2023-10-21 00:00:00",8,0.1230945,0.1562859,13.08681,0.1886974,0.3121715,13.61074,0.2871062,0.3435386,14.13158
"2023-10-22 00:00:00",9,0.1222023,0.1541113,12.79661,0.1862558,0.3069945,13.48485,0.282107,0.3394185,14.08741
"2023-10-23 00:00:00",10,0.1215034,0.1530921,12.72323,0.1840991,0.3026422,13.3845,0.2768857,0.334542,14.0002
"2023-10-24 00:00:00",11,0.1216179,0.1544279,13.08016,0.1824722,0.3008393,13.49051,0.2718712,0.3308558,14.00165
"2023-10-25 00:00:00",12,0.1204605,0.1512311,12.55525,0.1808064,0.2969736,13.36051,0.267533,0.3275383,13.97575
"2023-10-26 00:00:00",13,0.1192374,0.1484616,12.04956,0.17926,0.2919841,13.00947,0.2632804,0.3232488,13.74461
"2023-10-27 00:00:00",14,0.1185204,0.1467371,11.75446,0.1781499,0.289258,12.82472,0.2597187,0.32051,13.56167
"2023-10-28 00:00:00",15,0.1174087,0.1436475,11.11141,0.1772358,0.2847772,12.3525,0.257359,0.3183357,13.25317
"2023-10-29 00:00:00",16,0.1185882,0.1481399,11.98007,0.1770377,0.2862309,12.444,0.2556179,0.3183574,13.11258
"2023-10-30 00:00:00",17,0.115742,0.1390347,10.25202,0.176523,0.2828165,12.11875,0.2546864,0.3196567,13.04416
"2023-10-31 00:00:00",18,0.1117626,0.1257586,7.412453,0.1746128,0.2669669,10.33416,0.2527009,0.3128059,12.01395
"2023-11-01 00:00:00",19,0.1107103,0.1228736,6.732907,0.1737574,0.2589909,9.23408,0.2512187,0.3069116,10.99765
"2023-11-02 00:00:00",20,0.1108231,0.123116,6.750054,0.1735584,0.2570508,8.845425,0.25054,0.3051894,10.45114
"2023-11-03 00:00:00",21,0.1112546,0.125276,7.128123,"NAN","NAN","NAN",0.2501732,0.3056975,10.16649
"2023-11-04 00:00:00",22,0.1124905,0.1286378,7.86658,0.1739795,0.2607504,9.036214,0.2502539,0.3087836,10.17243
"2023-11-05 00:00:00",23,0.1127409,0.129397,8.010215,0.1741969,0.2617948,9.146897,0.2503957,0.3116767,10.21639
"2023-11-06 00:00:00",24,0.1135055,0.1315744,8.506572,0.1745561,0.2645125,9.42848,0.2503624,0.31537,10.32922
"2023-12-24 00:00:00",72,0.1548034,0.1667396,3.416882,"NAN","NAN","NAN",0.2633618,0.3731732,4.412331
"2023-12-25 00:00:00",73,0.2328068,0.246918,2.972355,0.1807934,0.2407727,3.931978,0.264515,0.3769708,4.609116
"2023-12-26 00:00:00",74,0.2392224,0.2582996,1.625311,0.1803918,0.2358413,3.364981,0.2646634,0.3755903,4.384066
"2023-12-27 00:00:00",75,0.2329409,0.24831,0.8486706,0.1799314,0.2301195,2.625897,0.2641292,0.3706486,3.85891
