"TOA5","S2M","CR200X","23115","CR200X.Std.04","CSU_3depths.CR2","4256","Table2"
"TIMESTAMP","RECORD","BattV_Min","VWC_1_Avg","EC_1_Avg","T_1_Avg","VWC_2_Avg","EC_2_Avg","T_2_Avg","VWC_3_Avg","EC_3_Avg","T_3_Avg"
"TS","RN","Volts","m^3/m^3","dS/m","Deg C","m^3/m^3","dS/m","Deg C","m^3/m^3","dS/m","Deg C"
"","","Min","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2023-10-11 00:00:00",0,13.05327,0.1361065,0.2059895,15.30896,0.1613401,0.2810932,14.99368,0.2467949,0.3014735,15.42313
"2023-10-11 12:00:00",1,12.8602,0.1347717,0.2008486,14.63047,0.1620403,0.2844952,15.46331,0.2468515,0.3043055,15.73392
"2023-10-12 00:00:00",2,13.01886,0.1341255,0.2001962,14.71752,0.1607022,0.2809932,15.22509,0.2460129,0.3025376,15.6453
"2023-10-12 12:00:00",3,12.86272,0.1325417,0.1914186,13.22392,0.1616582,0.2796926,14.88047,0.2466477,0.3019852,15.54608
"2023-10-13 00:00:00",4,13.08769,0.1328521,0.1938683,13.60851,0.1609817,0.2763868,14.42263,0.2463199,0.2982858,15.15417
"2023-10-13 12:00:00",5,12.87028,0.1312159,0.1856915,12.25348,0.1611788,0.2756158,14.22866,0.2467137,0.2976365,15.04383
"2023-10-14 00:00:00",6,13.03565,0.131533,0.1900615,13.15589,0.1587343,0.2707844,13.83789,0.2459496,0.2933506,14.63635
"2023-10-14 12:00:00",7,12.87531,0.1289824,0.1773106,11.04992,0.1589384,0.2682582,13.48015,0.2456806,0.2925155,14.50906
"2023-10-15 00:00:00",8,13.04656,0.1299559,0.1832427,12.11201,0.1574902,0.2641242,12.99112,0.2453941,0.2874833,13.9818
"2023-10-15 12:00:00",9,12.86188,0.1279895,0.1732957,10.44947,0.1578396,0.2629638,12.79797,0.2453663,0.2867039,13.87576
"2023-10-16 00:00:00",10,13.0474,0.1294578,0.1842144,12.5059,0.1552376,0.2598777,12.70052,0.2439823,0.2823042,13.51442
"2023-10-16 12:00:00",11,12.86692,0.1275097,0.1750049,11.00472,0.1556937,0.2611436,12.86421,0.2440408,0.2836772,13.68983
"2023-10-17 00:00:00",12,13.01802,0.1285668,0.1849995,13.01355,0.1524926,0.2582242,12.90375,0.2423289,0.2800673,13.50417
"2023-10-17 12:00:00",13,12.82327,0.1260862,0.1739544,11.18017,0.1527201,0.2591667,13.03769,0.2421741,0.2816759,13.74798
"2023-10-18 00:00:00",14,13.02054,0.127162,0.1836244,13.14212,0.1495267,0.2554238,12.97178,0.2407029,0.2773842,13.52711
"2023-10-18 12:00:00",15,12.82998,0.1248361,0.1733615,11.44045,0.1499075,0.256377,13.15159,0.2410523,0.2788362,13.77894
"2023-10-19 00:00:00",16,12.99535,0.1258273,0.1827855,13.39507,0.1466457,0.2526214,13.11479,0.2384217,0.2744572,13.59107
"2023-10-19 12:00:00",17,12.84425,0.1236486,0.1736052,11.86967,0.1469503,0.2541761,13.33721,0.237856,0.2758838,13.86321
"2023-10-20 00:00:00",18,12.97605,0.1247545,0.1831251,13.85137,0.143746,0.2512528,13.39511,0.2357053,0.2715731,13.73781
