"TOA5","S2B","CR200X","23665","CR200X.Std.04","CSU_3depths.CR2","4256","Table2"
"TIMESTAMP","RECORD","BattV_Min","VWC_1_Avg","EC_1_Avg","T_1_Avg","VWC_2_Avg","EC_2_Avg","T_2_Avg","VWC_3_Avg","EC_3_Avg","T_3_Avg"
"TS","RN","Volts","m^3/m^3","dS/m","Deg C","m^3/m^3","dS/m","Deg C","m^3/m^3","dS/m","Deg C"
"","","Min","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2023-10-10 12:00:00",0,13.50237,0.1040063,0.133235,13.27031,0.1354538,0.2606575,14.61483,0.1949974,0.225985,15.69906
"2023-10-11 00:00:00",1,12.87951,0.1043677,0.1422868,16.3302,0.129764,0.2593625,15.48954,0.1925293,0.2239816,15.68345
"2023-10-11 12:00:00",2,12.7175,0.1024138,0.1355346,15.12267,0.1288166,0.2597483,15.94272,0.1922081,0.2265367,16.16974
"2023-10-12 00:00:00",3,12.85936,0.1018668,0.1344703,15.26906,0.1260298,0.2539323,15.58536,0.190466,0.2241254,15.94337
"2023-10-12 12:00:00",4,12.69399,0.1002019,0.126548,13.41062,0.1261832,0.2507665,15.02992,0.190475,0.2233375,15.76513
"2023-10-13 00:00:00",5,12.89042,0.100412,0.1289444,14.07286,0.1252817,0.2479948,14.58647,0.1896292,0.2201956,15.26281
"2023-10-13 12:00:00",6,12.67637,0.0986303,0.1211416,12.29039,0.1253623,0.2457152,14.23874,0.1898357,0.2200042,15.15862
"2023-10-14 00:00:00",7,12.84006,0.09905007,0.1262025,13.93269,0.1220425,0.2419576,14.05294,0.1879182,0.2164828,14.67599
"2023-10-14 12:00:00",8,12.67721,0.09641749,0.1144604,11.12478,0.1217849,0.2367564,13.46249,0.187799,0.2161895,14.57958
"2023-10-15 00:00:00",9,12.84593,0.09710433,0.1196268,12.57541,0.1192127,0.23283,13.05129,0.186186,0.2119709,13.93029
"2023-10-15 12:00:00",10,12.64195,0.09505904,0.1105201,10.40829,0.1189338,0.2294221,12.68479,0.1860382,0.2119438,13.86557
"2023-10-16 00:00:00",11,12.85181,0.0964041,0.1202765,13.36573,0.1152491,0.2279236,12.93199,0.1838838,0.2087532,13.49742
"2023-10-16 12:00:00",12,12.58739,0.09432082,0.111381,11.21336,0.1149227,0.2265659,12.99145,0.1837247,0.2109915,13.8292
"2023-10-17 00:00:00",13,12.84258,0.09555491,0.1203195,14.01547,0.1105225,0.2238301,13.31552,0.1811678,0.208433,13.62704
"2023-10-17 12:00:00",14,12.57228,0.09306168,0.1099265,11.43389,0.1098877,0.221182,13.25336,0.1812572,0.2107067,13.98387
"2023-10-18 00:00:00",15,12.83838,0.09436201,0.1186643,14.25128,0.105695,0.2175751,13.44744,0.1785091,0.2075951,13.70446
"2023-10-18 12:00:00",16,12.67469,0.09191727,0.1088274,11.79233,0.1052274,0.2154328,13.44936,0.1782856,0.2099432,14.07863
"2023-10-19 00:00:00",17,12.83586,0.0932219,0.117341,14.54758,0.100297,0.211228,13.65688,0.1755108,0.2066724,13.83189
"2023-10-19 12:00:00",18,12.57647,0.09091922,0.1082809,12.25211,0.09979354,0.2092897,13.70417,0.175122,0.2090517,14.22508
