"TOA5","S2T","CR200X","23594","CR200X.Std.04","CSU_3depths_M3.CR2","60237","Status"
"TIMESTAMP","RECORD","OSversion","OSDate","OSSignature","ProgName","ProgSig","CalOffset","PakBusAddress","RfInstalled","RfNetAddr","RfAddress","RfHopSeq","RfPwrMode","Rf_ForceOn","Rf_Protocol","MaxTXPacket","RfSignalLevel","RfRxPakBusCnt","VarOutOfBounds","SkipScan","TrapCode","WatchDogCnt","ResetTables","BattVoltage","SerialNum"
"TS","RN","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-11-02 08:32:49",39,"CR200X.Std.04","150820",53066,"CSU_3depths_M3.CR2",60237,3.125,5,12305,1,0,1,"RF1S_LH",0,1,250,71,16664,0,0,0,0,0,13.01886,23594
"2023-11-02 08:33:21",40,"CR200X.Std.04","150820",53066,"CSU_3depths_M3.CR2",60237,3.125,5,12305,1,0,1,"RF1S_LH",0,1,250,71,16675,0,0,0,0,0,12.98696,23594
"2023-11-02 14:13:01",43,"CR200X.Std.04","150820",53066,"CSU_3depths_M3.CR2",60237,2.75,5,12305,1,0,1,"RF1S_LH",0,1,250,71,17044,0,0,0,0,0,13.62577,23594
"2023-11-02 14:22:19",44,"CR200X.Std.04","150820",53066,"CSU_3depths_M3.CR2",60237,3.125,5,12305,1,0,1,"RF1S_LH",0,1,250,71,17193,0,0,0,0,0,13.60814,23594
"2023-11-02 14:25:49",45,"CR200X.Std.04","150820",53066,"CSU_3depths_M3.CR2",60237,2.875,5,12305,1,0,1,"RF1S_LH",0,1,250,71,17221,0,0,0,0,0,13.62325,23594
"2023-11-02 14:28:16",46,"CR200X.Std.04","150820",53066,"CSU_3depths_M3.CR2",60237,2.875,5,12305,1,0,1,"RF1S_LH",0,1,250,71,17239,0,0,0,0,0,13.61822,23594
"2023-11-02 14:31:56",47,"CR200X.Std.04","150820",53066,"CSU_3depths_M3.CR2",60237,2.75,5,12305,1,0,1,"RF1S_LH",0,1,250,71,17277,0,0,0,0,0,13.56365,23594
"2023-11-02 14:34:16",48,"CR200X.Std.04","150820",53066,"CSU_3depths_M3.CR2",60237,2.875,5,12305,1,0,1,"RF1S_LH",0,1,250,71,17304,0,0,0,0,0,13.60646,23594
"2023-11-02 14:39:27",49,"CR200X.Std.04","150820",53066,"CSU_3depths_M3.CR2",60237,2.625,5,12305,1,0,1,"RF1S_LH",0,1,250,71,17357,0,0,0,0,0,13.59807,23594
"2023-11-02 14:46:18",52,"CR200X.Std.04","150820",53066,"CSU_3depths_M3.CR2",60237,2.875,5,12305,1,0,1,"RF1S_LH",0,1,250,71,17418,0,0,0,0,0,13.58128,23594
"2023-11-02 14:54:19",53,"CR200X.Std.04","150820",53066,"CSU_3depths_M3.CR2",60237,3.125,5,12305,1,0,1,"RF1S_LH",0,1,250,71,17498,0,0,0,0,0,13.56449,23594
"2023-11-02 14:56:41",54,"CR200X.Std.04","150820",53066,"CSU_3depths_M3.CR2",60237,3.125,5,12305,1,0,1,"RF1S_LH",0,1,250,71,17519,0,0,0,0,0,13.56785,23594
"2023-11-02 14:58:20",55,"CR200X.Std.04","150820",53066,"CSU_3depths_M3.CR2",60237,2.875,5,12305,1,0,1,"RF1S_LH",0,1,250,71,17537,0,0,0,0,0,13.56113,23594
"2023-11-02 15:04:29",56,"CR200X.Std.04","150820",53066,"CSU_3depths_M3.CR2",60237,3,5,12305,1,0,1,"RF1S_LH",0,1,250,71,17600,0,0,0,0,0,13.51664,23594
"2023-11-02 15:07:21",57,"CR200X.Std.04","150820",53066,"CSU_3depths_M3.CR2",60237,2.75,5,12305,1,0,1,"RF1S_LH",0,1,250,71,17625,0,0,0,0,0,13.55358,23594
