"TOA5","S4T","CR200X","23116","CR200X.Std.04","CSU_3depths.CR2","4256","Table2"
"TIMESTAMP","RECORD","BattV_Min","VWC_1_Avg","EC_1_Avg","T_1_Avg","VWC_2_Avg","EC_2_Avg","T_2_Avg","VWC_3_Avg","EC_3_Avg","T_3_Avg"
"TS","RN","Volts","m^3/m^3","dS/m","Deg C","m^3/m^3","dS/m","Deg C","m^3/m^3","dS/m","Deg C"
"","","Min","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2023-10-13 00:00:00",0,13.15317,0.09626725,0.1147336,14.54605,0.1718371,0.2636937,14.92768,0.2552049,0.2895859,15.42618
"2023-10-13 12:00:00",1,13.01718,0.09441251,0.108421,13.50019,0.1719142,0.2608783,14.60302,0.25516,0.2888346,15.3458
"2023-10-14 00:00:00",2,13.12127,0.09477489,0.1113408,13.7171,0.1691839,0.2557489,14.21818,0.2536992,0.2841986,14.90093
"2023-10-14 12:00:00",3,13.00962,0.09271529,0.1043942,12.57544,0.1690947,0.2525053,13.87244,0.2533429,0.2830456,14.7968
"2023-10-15 00:00:00",4,13.11539,0.09344491,0.1078539,12.84261,0.1672451,0.2482186,13.4366,0.2516978,0.2779676,14.27543
"2023-10-15 12:00:00",5,13.00039,0.09176645,0.102,11.90392,0.1673218,0.245546,13.19216,0.2514062,0.276889,14.17966
"2023-10-16 00:00:00",6,13.11287,0.09297792,0.1078769,12.85809,0.1645919,0.2429292,13.13639,0.2492716,0.2725459,13.81335
"2023-10-16 12:00:00",7,13.01382,0.09135829,0.1024525,12.22737,0.16482,0.2433566,13.26843,0.2491456,0.2736679,14.01167
"2023-10-17 00:00:00",8,13.10952,0.09233454,0.1079945,13.21455,0.1621888,0.2405713,13.325,0.2470651,0.2703702,13.80442
"2023-10-17 12:00:00",9,12.99451,0.09035819,0.1018196,12.43082,0.162197,0.240749,13.43479,0.246628,0.2718185,14.06351
"2023-10-18 00:00:00",10,13.10868,0.09120584,0.107123,13.33938,0.1595901,0.2372999,13.40841,0.2448986,0.2681273,13.8351
"2023-10-18 12:00:00",11,13.00039,0.0893098,0.1011371,12.61488,0.1598575,0.2373824,13.54916,0.245132,0.2696144,14.10243
"2023-10-19 00:00:00",12,13.08601,0.09004377,0.1063455,13.53158,0.157247,0.2338156,13.54212,0.2427901,0.2659318,13.8968
"2023-10-19 12:00:00",13,13.01718,0.08837406,0.1009004,12.92469,0.1576882,0.2343629,13.735,0.2429201,0.2675931,14.19051
"2023-10-20 00:00:00",14,13.09189,0.08913464,0.1060149,13.89467,0.1548311,0.2313231,13.81143,0.2401535,0.2643062,14.04894
"2023-10-20 12:00:00",15,12.9794,0.08708092,0.09969078,13.10133,0.1552306,0.2311988,13.93372,0.2396219,0.2659537,14.34952
"2023-10-21 00:00:00",16,13.08433,0.08774779,0.1040399,13.88684,0.152549,0.227007,13.87283,0.2374475,0.2620571,14.13701
"2023-10-21 12:00:00",17,12.98108,0.08548747,0.09716832,12.9283,0.1525609,0.225888,13.86189,0.2368104,0.2630633,14.35089
"2023-10-22 00:00:00",18,13.08853,0.08620831,0.1014435,13.68319,0.1499177,0.2213139,13.71762,0.2345715,0.2584434,14.05685
