"TOA5","S4T","CR200X","23116","CR200X.Std.04","CSU_3depths.CR2","4256","Public"
"TIMESTAMP","RECORD","BattV","VWC_1","EC_1","T_1","P_1","PA_1","VR_1","VWC_2","EC_2","T_2","P_2","PA_2","VR_2","VWC_3","EC_3","T_3","P_3","PA_3","VR_3"
"TS","RN","Volts","m^3/m^3","dS/m","Deg C","unitless","nSec","unitless","m^3/m^3","dS/m","Deg C","unitless","nSec","unitless","m^3/m^3","dS/m","Deg C","unitless","nSec","unitless"
"","","","","","","","","","","","","","","","","","","","",""
"2023-11-02 11:16:52",30008,13.80037,0.0741,0.0726,6.8383,4.7636,1.2953,1.0916,0.1376,0.176,8.4634,7.5321,1.4196,1.2183,0.2156,0.2145,10.0015,11.4435,1.5293,1.2714
"2023-11-04 13:05:04",32997,13.53511,0.076,0.0773,7.8892,4.8448,1.2998,1.0975,0.1374,0.1774,8.7824,7.5236,1.4196,1.2201,0.2149,0.2131,10.0044,11.4086,1.5281,1.2696
"2023-11-04 13:06:08",32998,13.53008,0.076,0.0774,7.8951,4.8445,1.2998,1.0975,0.1373,0.1778,8.7968,7.5213,1.4196,1.2206,0.215,0.2122,9.9816,11.4137,1.5281,1.2684
"2023-11-04 13:08:50",33000,13.52924,0.0761,0.077,7.8804,4.8468,1.2998,1.0971,0.1373,0.1782,8.7737,7.5185,1.4196,1.2212,0.2149,0.2139,10.0044,11.4047,1.5281,1.2706
"2023-11-04 13:10:04",33002,13.53343,0.0761,0.0772,7.9184,4.8457,1.2998,1.0973,0.1373,0.1777,8.7939,7.5218,1.4196,1.2205,0.2149,0.2136,10.0158,11.4059,1.5281,1.2703
"2023-11-04 13:13:15",33005,13.52588,0.076,0.0776,7.8804,4.8429,1.2998,1.0978,0.1376,0.176,8.7621,7.5318,1.4196,1.2184,0.2149,0.2133,9.973,11.4077,1.5281,1.2698
"2023-11-04 16:16:26",33188,13.41591,0.0773,0.0822,9.002,4.8964,1.3032,1.1037,0.1371,0.1795,9.028,7.5111,1.4196,1.2227,0.2143,0.2121,9.8929,11.3719,1.527,1.2683
"2023-11-04 16:17:43",33189,13.40836,0.0772,0.0826,8.9703,4.8937,1.3032,1.1042,0.137,0.18,9.0107,7.508,1.4196,1.2233,0.2142,0.213,9.9358,11.3668,1.527,1.2695
"2023-11-04 16:19:02",33190,13.40752,0.0772,0.0826,9.0049,4.8941,1.3032,1.1041,0.137,0.1803,9.054,7.5064,1.4196,1.2237,0.2142,0.213,9.9158,11.367,1.527,1.2695
"2023-11-05 15:07:12",34559,13.52084,0.0775,0.0812,8.9876,4.9036,1.3032,1.1024,0.1376,0.1816,9.2961,7.5332,1.4208,1.2254,0.215,0.2123,10.1415,11.4128,1.5281,1.2686
"2023-11-06 12:27:30",35839,13.60646,0.0757,0.0791,8.7273,4.8322,1.2998,1.0997,0.1389,0.1836,9.5433,7.5917,1.423,1.2278,0.2154,0.2158,10.4122,11.4369,1.5293,1.273
"2024-03-21 15:31:20",231866,13.43018,0.1775,0.186,8.2103,9.4536,1.4773,1.2351,0.1776,0.2797,7.8687,9.4577,1.4965,1.3477,0.2305,0.2116,7.8775,12.2718,1.5507,1.2676
