"TOA5","S2T","CR200X","23594","CR200X.Std.04","CSU_3depths_M3.CR2","60237","Public"
"TIMESTAMP","RECORD","BattV","VWC_1","EC_1","T_1","P_1","PA_1","VR_1","VWC_2","EC_2","T_2","P_2","PA_2","VR_2","VWC_3","EC_3","T_3","P_3","PA_3","VR_3"
"TS","RN","Volts","m^3/m^3","dS/m","Deg C","unitless","nSec","unitless","m^3/m^3","dS/m","Deg C","unitless","nSec","unitless","m^3/m^3","dS/m","Deg C","unitless","nSec","unitless"
"","","","","","","","","","","","","","","","","","","","",""
"2023-11-02 08:33:20",31610,13.02389,0.1102,0.1115,3.9981,6.2985,1.3609,1.1456,0.169,0.2723,7.6315,9.0302,1.475,1.3467,0.2656,0.4628,9.5261,14.3558,1.6412,1.5945
"2023-11-02 14:22:18",31959,13.6157,0.115,0.1247,7.4964,6.5124,1.371,1.1629,0.1685,0.2701,7.4023,9.0037,1.4739,1.3439,0.2654,0.449,9.2298,14.3437,1.6389,1.5766
"2023-11-02 14:25:49",31962,13.61402,0.1149,0.1252,7.5405,6.509,1.371,1.1636,0.169,0.2655,7.3964,9.0326,1.4739,1.3381,0.2643,0.4592,9.2414,14.2787,1.6389,1.5898
"2023-11-02 14:28:15",31965,13.61234,0.1157,0.1252,7.5669,6.5428,1.3722,1.1636,0.1685,0.2698,7.4405,9.0051,1.4739,1.3436,0.2643,0.4594,9.227,14.2774,1.6389,1.5901
"2023-11-02 14:31:55",31968,13.60311,0.1151,0.1241,7.5346,6.5163,1.371,1.1621,0.1684,0.2706,7.3817,9.0003,1.4739,1.3446,0.2643,0.4592,9.2471,14.2786,1.6389,1.5898
"2023-11-02 14:34:15",31971,13.59471,0.1158,0.1247,7.5757,6.5457,1.3722,1.163,0.1685,0.27,7.4552,9.0042,1.4739,1.3438,0.2643,0.4591,9.2039,14.279,1.6389,1.5897
"2023-11-02 14:39:26",31976,13.59052,0.1156,0.1256,7.6578,6.5398,1.3722,1.1642,0.1684,0.2706,7.4434,9.0005,1.4739,1.3445,0.2643,0.4594,9.2385,14.2768,1.6389,1.5902
"2023-11-02 14:45:41",31982,13.5796,0.1157,0.1252,7.5992,6.5424,1.3722,1.1637,0.1684,0.2704,7.4993,9.0014,1.4739,1.3444,0.2643,0.4594,9.1924,14.2769,1.6389,1.5901
"2023-11-02 14:54:19",31991,13.5519,0.1157,0.1253,7.6696,6.5418,1.3722,1.1638,0.1684,0.2708,7.5316,8.9987,1.4739,1.3449,0.2635,0.4594,9.2212,14.227,1.6378,1.5901
"2023-11-02 14:56:23",31993,13.51748,0.1156,0.1259,7.7018,6.5378,1.3722,1.1646,0.1683,0.271,7.4993,8.9976,1.4739,1.3451,0.2635,0.4597,9.1953,14.2248,1.6378,1.5905
"2023-11-02 14:58:19",31995,13.55274,0.1156,0.1262,7.7077,6.5359,1.3722,1.165,0.1684,0.2707,7.5052,8.9994,1.4739,1.3447,0.2635,0.4592,9.2702,14.2282,1.6378,1.5898
"2023-11-02 15:04:27",32001,13.55106,0.1163,0.1266,7.7253,6.5673,1.3733,1.1655,0.1684,0.2708,7.5816,8.9988,1.4739,1.3449,0.2635,0.4588,9.2039,14.2305,1.6378,1.5894
