year,strip_group,location,strip,logger_position,sensor_col,depth_index,depth_inches,n_trustworthy_events,mean_bottom_response_delay_hr,sd_bottom_response_delay_hr,mean_time_to_peak_hours,sd_time_to_peak_hours,mean_time_to_plateau_hours,sd_time_to_plateau_hours,mean_event_duration_hours,sd_event_duration_hours,mean_gallons_strip,sd_gallons_strip,mean_baseline_vwc,sd_baseline_vwc,mean_peak_vwc,sd_peak_vwc,mean_peak_increase,sd_peak_increase,mean_plateau_vwc,sd_plateau_vwc,min_plateau_vwc,max_plateau_vwc,mean_event_layer_storage_in,sd_event_layer_storage_in,mean_event_layer_storage_gal_scaled,sd_event_layer_storage_gal_scaled,diagnostic_profile_area_sqft,diagnostic_profile_gallons_per_inch,mean_event_layer_storage_gal_check
2026,S1_S2,west,S1,B,VWC_1_raw_S1_B,1,6,5,15.84,7.406,15.84,7.406,24.34,5.9172,6.34,2.1134,41817.2,17859.0605,19.2485,5.7712,34.2656,3.4752,15.0171,6.6595,32.9748,2.5259,30.4325,37.2205,0.8236,0.4037,2751.9448,1348.9541,5363.4833,3341.4501,2751.9515
2026,S1_S2,west,S1,B,VWC_2_raw_S1_B,2,12,6,17.2583,5.9528,17.2583,5.9528,21.6333,5.5644,8.2778,5.1091,53322.6667,32394.6201,16.4584,7.0331,33.8562,6.4485,17.3977,8.6257,32.7228,5.9517,21.3305,37.6255,0.9758,0.5134,3260.8042,1715.6988,5363.4833,3341.4501,3260.7541
2026,S1_S2,west,S1,B,VWC_3_raw_S1_B,3,18,6,18.4667,6.7977,18.4667,6.7977,21.5083,6.8419,8.2778,5.1091,53322.6667,32394.6201,10.2445,3.419,18.3898,7.1744,8.1453,4.9304,17.1248,5.4579,9.181,23.027,0.4128,0.1773,1379.4007,592.2694,5363.4833,3341.4501,1379.3506
2026,S1_S2,west,S1,M,VWC_1_raw_S1_M,1,6,6,10.0917,4.4938,10.0917,4.4938,17.2167,4.0934,8.2778,5.1091,53322.6667,32394.6201,18.8726,5.6541,37.7825,3.3898,18.9099,5.7676,35.9297,2.7769,30.8845,39.1735,1.0234,0.3588,3419.7236,1198.773,5363.4833,3341.4501,3419.6957
2026,S1_S2,west,S1,M,VWC_2_raw_S1_M,2,12,6,10.8417,5.1873,10.8417,5.1873,15.55,6.6268,8.2778,5.1091,53322.6667,32394.6201,19.6353,4.1436,32.7308,4.4176,13.0955,4.8226,31.2382,3.4741,24.402,33.9335,0.6962,0.2766,2326.2173,923.9974,5363.4833,3341.4501,2326.2062
2026,S1_S2,west,S1,M,VWC_3_raw_S1_M,3,18,6,8.1333,4.9055,8.1333,4.9055,11.7583,4.1896,8.2778,5.1091,53322.6667,32394.6201,33.0624,2.9883,39.5317,1.3091,6.4692,2.6826,38.4272,1.296,36.3885,39.709,0.3219,0.2037,1075.5794,680.5266,5363.4833,3341.4501,1075.5014
2026,S1_S2,west,S1,T,VWC_1_raw_S1_T,1,6,6,9.5083,4.8848,9.5083,4.8848,12.8417,5.9327,8.2778,5.1091,53322.6667,32394.6201,25.9017,5.8434,41.9673,0.6358,16.0657,5.5777,41.1873,0.7218,40.104,42.086,0.9172,0.3718,3064.5776,1242.424,5363.4833,3341.4501,3064.611
2026,S1_S2,west,S1,T,VWC_2_raw_S1_T,2,12,6,9.7583,4.737,9.7583,4.737,14.6333,5.114,8.2778,5.1091,53322.6667,32394.6201,23.9864,5.6483,41.7503,3.0935,17.7639,5.0405,38.6958,1.3907,37.208,41.233,0.8826,0.3483,2949.0469,1163.7378,5363.4833,3341.4501,2948.9968
2026,S1_S2,west,S1,T,VWC_3_raw_S1_T,3,18,6,8.8,4.8788,8.8,4.8788,12.5917,3.9391,8.2778,5.1091,53322.6667,32394.6201,27.4565,5.5591,44.7023,1.4079,17.2458,6.1477,42.4719,2.6129,39.4935,45.93,0.9009,0.3411,3010.3959,1139.7046,5363.4833,3341.4501,3010.3681
2026,S1_S2,west,S2,B,VWC_1_raw_S2_B,1,6,5,7.29,1.7566,7.29,1.7566,12.29,3.8237,6.34,2.1134,41817.2,17859.0605,12.0566,5.1844,35.9732,5.3083,23.9166,7.2351,31.916,4.5725,25.829,35.9685,1.1916,0.3028,3981.5517,1011.8478,5363.4833,3341.4501,3981.5383
2026,S1_S2,west,S2,B,VWC_2_raw_S2_B,2,12,6,9.55,5.0854,9.55,5.0854,17.0083,6.7503,8.2778,5.1091,53322.6667,32394.6201,13.1363,6.0866,33.8732,3.7558,20.7368,6.3941,31.5132,3.6745,26.0055,36.467,1.1026,0.3105,3684.333,1037.5491,5363.4833,3341.4501,3684.3943
2026,S1_S2,west,S2,B,VWC_3_raw_S2_B,3,18,6,9.4667,5.1006,9.4667,5.1006,12.425,5.4948,8.2778,5.1091,53322.6667,32394.6201,18.6738,6.8531,38.5415,1.9091,19.8678,7.3788,34.8683,4.091,28.3185,38.974,0.9717,0.4168,3246.8035,1392.6691,5363.4833,3341.4501,3246.8871
2026,S1_S2,west,S2,M,VWC_1_raw_S2_M,1,6,6,8.6333,5.0963,8.6333,5.0963,11.425,5.8623,8.2778,5.1091,53322.6667,32394.6201,17.6773,5.5065,38.637,1.05,20.9597,4.7205,37.1912,1.2458,34.8305,38.488,1.1708,0.401,3912.27,1340.0789,5363.4833,3341.4501,3912.2255
2026,S1_S2,west,S2,M,VWC_2_raw_S2_M,2,12,6,9.2583,5.1733,9.2583,5.1733,15.5083,5.2421,8.2778,5.1091,53322.6667,32394.6201,17.7076,4.986,39.7912,0.8343,22.0836,4.2628,36.2428,1.6604,34.3355,38.323,1.1121,0.3339,3716.0601,1115.7946,5363.4833,3341.4501,3716.0824
2026,S1_S2,west,S2,M,VWC_3_raw_S2_M,3,18,6,9.2583,5.1641,9.2583,5.1641,19.0917,6.9409,8.2778,5.1091,53322.6667,32394.6201,29.6317,6.2189,43.932,0.5182,14.3003,6.0882,37.1261,2.1878,34.9795,40.9445,0.4497,0.3271,1502.5332,1093.077,5363.4833,3341.4501,1502.483
2026,S1_S2,west,S2,T,VWC_1_raw_S2_T,1,6,6,10.0917,4.7223,10.0917,4.7223,17.9667,3.3773,8.2778,5.1091,53322.6667,32394.6201,11.3633,3.1226,48.6255,0.8441,37.2622,2.6055,31.7149,8.7637,27.5285,49.5335,1.2211,0.5795,4080.228,1936.38,5363.4833,3341.4501,4080.2447
2026,S1_S2,west,S2,T,VWC_2_raw_S2_T,2,12,6,9.3417,6.807,9.3417,6.807,12.2583,8.1249,8.2778,5.1091,53322.6667,32394.6201,19.8116,4.6576,44.4957,1.2542,24.6841,3.6988,42.6661,3.4052,38.455,46.1475,1.3713,0.187,4582.0303,625.0647,5363.4833,3341.4501,4582.0749
2026,S1_S2,west,S2,T,VWC_3_raw_S2_T,3,18,5,8.31,8.8301,8.31,8.8301,10.46,7.1725,8.1233,5.6965,50847.2,35578.1499,33.4089,2.5346,42.8244,2.4004,9.4155,1.3675,41.1302,0.6626,40.59,42.1615,0.4633,0.1366,1548.0203,456.4267,5363.4833,3341.4501,1548.0938
2026,S3_S4,east,S3,B,VWC_1_raw_S3_B,1,6,7,9.9786,4.9726,9.9786,4.9726,11.0143,5.0274,8.9238,4.3193,67258.7143,25562.4549,15.9521,3.472,35.0109,0.6106,19.0588,3.2135,34.7234,0.628,33.967,35.7485,1.1263,0.1826,3763.4132,610.1737,5363.4833,3341.4501,3763.4753
2026,S3_S4,east,S3,B,VWC_2_raw_S3_B,2,12,7,12.2643,4.7984,12.2643,4.7984,16.4429,8.2556,8.9238,4.3193,67258.7143,25562.4549,20.1526,6.5858,34.0611,1.7479,13.9086,5.0289,32.7914,2.8503,29.7035,36.689,0.7583,0.2578,2533.9123,861.3835,5363.4833,3341.4501,2533.9648
