year,strip_group,location,strip,event_id,sensor_col,depth_index,depth_inches,logger_position,irrigation_start,irrigation_end,gallons_group,gallons_strip,event_duration_hours,avg_flow_gph_strip,baseline_vwc,peak_vwc,peak_increase,plateau_vwc,plateau_method,bottom_response_delay_hr,time_to_peak_hours,time_to_plateau_hours,lag_after_irrigation_hr,profile_baseline_storage_gal,profile_plateau_storage_gal,event_storage_gal,efficiency_strip,estimated_loss_gal_strip,local_water_diagnostic_method,sensor_profile_baseline_cs650_water_gal,sensor_profile_plateau_cs650_water_gal,sensor_profile_delta_cs650_water_gal,sensor_profile_baseline_legacy_swc_gal,sensor_profile_plateau_legacy_swc_gal,sensor_profile_delta_legacy_swc_gal
2025.00,S3_S4,east,S3,2025-09-20_S3_S4_f86ee2c5,VWC_1_raw_S3_B,1,6.00,B,2025-09-20 10:42:00,2025-09-20 17:31:00,172200.00,86100.00,6.82,12630.81,16.33,33.52,17.19,33.39,flat_segment,7.80,7.80,8.80,1.98,10980.25,17123.06,6142.81,0.07,79957.19,cs650_approximate_sensing_volume,1.25,2.23,0.98,0.08,0.14,0.06
2025.00,S3_S4,east,S3,2025-09-20_S3_S4_f86ee2c5,VWC_2_raw_S3_B,2,12.00,B,2025-09-20 10:42:00,2025-09-20 17:31:00,172200.00,86100.00,6.82,12630.81,22.88,35.94,13.05,29.21,flat_segment,11.30,11.30,25.05,18.23,10980.25,17123.06,6142.81,0.07,79957.19,cs650_approximate_sensing_volume,1.25,1.82,0.57,0.08,0.12,0.04
2025.00,S3_S4,east,S3,2025-09-20_S3_S4_f86ee2c5,VWC_3_raw_S3_B,3,18.00,B,2025-09-20 10:42:00,2025-09-20 17:31:00,172200.00,86100.00,6.82,12630.81,21.46,39.22,17.76,32.02,fallback_window,15.05,15.05,19.05,12.23,10980.25,17123.06,6142.81,0.07,79957.19,cs650_approximate_sensing_volume,1.25,1.91,0.66,0.08,0.12,0.04
2025.00,S3_S4,east,S3,2025-10-04_S3_S4_4439230e,VWC_1_raw_S3_B,1,6.00,B,2025-10-04 10:12:00,2025-10-04 17:06:00,103600.00,51800.00,6.90,7507.25,23.05,34.06,11.02,34.01,flat_segment,8.05,8.05,8.30,1.40,11666.50,17310.36,5643.86,0.11,46156.14,cs650_approximate_sensing_volume,1.32,2.11,0.79,0.08,0.14,0.05
2025.00,S3_S4,east,S3,2025-10-04_S3_S4_4439230e,VWC_2_raw_S3_B,2,12.00,B,2025-10-04 10:12:00,2025-10-04 17:06:00,103600.00,51800.00,6.90,7507.25,23.73,32.83,9.10,32.77,flat_segment,8.55,8.55,8.80,1.90,11666.50,17310.36,5643.86,0.11,46156.14,cs650_approximate_sensing_volume,1.32,2.11,0.79,0.08,0.14,0.05
2025.00,S3_S4,east,S3,2025-10-04_S3_S4_4439230e,VWC_3_raw_S3_B,3,18.00,B,2025-10-04 10:12:00,2025-10-04 17:06:00,103600.00,51800.00,6.90,7507.25,17.68,35.85,18.17,28.87,fallback_window,11.80,11.80,15.80,8.90,11666.50,17310.36,5643.86,0.11,46156.14,cs650_approximate_sensing_volume,1.32,1.85,0.52,0.08,0.12,0.04
2025.00,S3_S4,east,S4,2025-04-20_S3_S4_ead0e049,VWC_1_raw_S4_B,1,6.00,B,2025-04-20 08:15:00,2025-04-21 06:28:00,264600.00,132300.00,22.22,5954.99,16.92,37.88,20.96,34.48,flat_segment,8.25,8.25,11.75,-10.47,11283.74,19829.16,8545.42,0.06,123754.58,cs650_approximate_sensing_volume,1.28,2.15,0.87,0.08,0.14,0.06
2025.00,S3_S4,east,S4,2025-04-20_S3_S4_ead0e049,VWC_2_raw_S4_B,2,12.00,B,2025-04-20 08:15:00,2025-04-21 06:28:00,264600.00,132300.00,22.22,5954.99,25.38,36.22,10.83,36.14,flat_segment,14.00,14.00,14.25,-7.97,11283.74,19829.16,8545.42,0.06,123754.58,cs650_approximate_sensing_volume,1.28,2.20,0.92,0.08,0.14,0.06
2025.00,S3_S4,east,S4,2025-04-20_S3_S4_ead0e049,VWC_3_raw_S4_B,3,18.00,B,2025-04-20 08:15:00,2025-04-21 06:28:00,264600.00,132300.00,22.22,5954.99,20.05,39.15,19.10,38.94,flat_segment,9.50,9.50,18.75,-3.47,11283.74,19829.16,8545.42,0.06,123754.58,cs650_approximate_sensing_volume,1.28,2.27,0.99,0.08,0.15,0.06
2025.00,S3_S4,east,S4,2025-05-02_S3_S4_3cb33cbf,VWC_1_raw_S4_B,1,6.00,B,2025-05-02 19:10:02,2025-05-03 08:21:02,153500.00,76750.00,13.18,5821.74,21.65,34.94,13.29,34.88,flat_segment,12.83,12.83,13.08,-0.10,15658.16,19464.95,3806.79,0.05,72943.21,cs650_approximate_sensing_volume,1.78,2.31,0.53,0.12,0.15,0.03
2025.00,S3_S4,east,S4,2025-05-02_S3_S4_3cb33cbf,VWC_2_raw_S4_B,2,12.00,B,2025-05-02 19:10:02,2025-05-03 08:21:02,153500.00,76750.00,13.18,5821.74,30.62,38.37,7.74,34.46,flat_segment,10.08,10.08,21.83,8.65,15658.16,19464.95,3806.79,0.05,72943.21,cs650_approximate_sensing_volume,1.78,2.17,0.39,0.12,0.14,0.02
2025.00,S3_S4,east,S4,2025-05-02_S3_S4_3cb33cbf,VWC_3_raw_S4_B,3,18.00,B,2025-05-02 19:10:02,2025-05-03 08:21:02,153500.00,76750.00,13.18,5821.74,34.24,42.96,8.71,38.22,flat_segment,10.08,10.08,19.83,6.65,15658.16,19464.95,3806.79,0.05,72943.21,cs650_approximate_sensing_volume,1.78,2.19,0.41,0.12,0.14,0.03
2025.00,S3_S4,east,S4,2025-05-28_S3_S4_120d46ab,VWC_1_raw_S4_B,1,6.00,B,2025-05-28 18:58:00,2025-05-29 07:30:00,128500.00,64250.00,12.53,5126.33,39.14,43.39,4.24,41.27,fallback_window,17.53,17.53,21.53,9.00,21906.84,14854.00,432.17,0.01,63817.83,cs650_approximate_sensing_volume,2.49,2.54,0.06,0.16,0.16,0.00
2025.00,S3_S4,east,S4,2025-05-28_S3_S4_120d46ab,VWC_2_raw_S4_B,2,12.00,B,2025-05-28 18:58:00,2025-05-29 07:30:00,128500.00,64250.00,12.53,5126.33,40.55,41.11,0.56,40.81,flat_segment,9.28,9.28,11.03,-1.50,21906.84,14854.00,432.17,0.01,63817.83,cs650_approximate_sensing_volume,2.49,2.56,0.07,0.16,0.16,0.00
2025.00,S3_S4,east,S4,2025-05-28_S3_S4_120d46ab,VWC_3_raw_S4_B,3,18.00,B,2025-05-28 18:58:00,2025-05-29 07:30:00,128500.00,64250.00,12.53,5126.33,41.36,41.49,0.13,,no_peak,17.03,17.03,,,21906.84,14854.00,432.17,0.01,63817.83,cs650_approximate_sensing_volume,2.49,,,0.16,,
2025.00,S3_S4,east,S4,2025-06-13_S3_S4_29345c78,VWC_1_raw_S4_B,1,6.00,B,2025-06-13 10:49:00,2025-06-13 19:16:00,113800.00,56900.00,8.45,6733.73,30.12,44.40,14.29,41.98,fallback_window,9.18,9.18,13.18,4.73,18298.66,22061.93,3763.27,0.07,53136.73,cs650_approximate_sensing_volume,2.08,2.58,0.50,0.14,0.17,0.03
2025.00,S3_S4,east,S4,2025-06-13_S3_S4_29345c78,VWC_2_raw_S4_B,2,12.00,B,2025-06-13 10:49:00,2025-06-13 19:16:00,113800.00,56900.00,8.45,6733.73,34.36,43.54,9.17,38.25,flat_segment,10.43,10.43,25.43,16.98,18298.66,22061.93,3763.27,0.07,53136.73,cs650_approximate_sensing_volume,2.08,2.43,0.35,0.14,0.16,0.02
2025.00,S3_S4,east,S4,2025-06-13_S3_S4_29345c78,VWC_3_raw_S4_B,3,18.00,B,2025-06-13 10:49:00,2025-06-13 19:16:00,113800.00,56900.00,8.45,6733.73,36.63,41.92,5.29,41.68,flat_segment,16.93,16.93,18.93,10.48,18298.66,22061.93,3763.27,0.07,53136.73,cs650_approximate_sensing_volume,2.08,2.50,0.41,0.14,0.16,0.02
2025.00,S3_S4,east,S4,2025-06-28_S3_S4_d9252a87,VWC_1_raw_S4_B,1,6.00,B,2025-06-28 08:50:00,2025-06-28 16:15:00,87100.00,43550.00,7.42,5871.91,35.75,47.10,11.35,45.53,fallback_window,12.92,12.92,16.92,9.50,20284.86,22830.26,2545.40,0.06,41004.60,cs650_approximate_sensing_volume,2.31,2.64,0.33,0.15,0.17,0.02
2025.00,S3_S4,east,S4,2025-06-28_S3_S4_d9252a87,VWC_2_raw_S4_B,2,12.00,B,2025-06-28 08:50:00,2025-06-28 16:15:00,87100.00,43550.00,7.42,5871.91,36.13,42.84,6.72,39.07,fallback_window,14.42,14.42,18.42,11.00,20284.86,22830.26,2545.40,0.06,41004.60,cs650_approximate_sensing_volume,2.31,2.60,0.29,0.15,0.17,0.02
2025.00,S3_S4,east,S4,2025-06-28_S3_S4_d9252a87,VWC_3_raw_S4_B,3,18.00,B,2025-06-28 08:50:00,2025-06-28 16:15:00,87100.00,43550.00,7.42,5871.91,40.21,41.64,1.43,41.55,flat_segment,14.42,14.42,14.92,7.50,20284.86,22830.26,2545.40,0.06,41004.60,cs650_approximate_sensing_volume,2.31,2.68,0.38,0.15,0.17,0.02
2025.00,S3_S4,east,S4,2025-07-11_S3_S4_e179d57e,VWC_1_raw_S4_B,1,6.00,B,2025-07-11 08:30:00,2025-07-11 18:12:00,92800.00,46400.00,9.70,4783.51,33.92,44.71,10.79,43.30,fallback_window,12.50,12.50,16.50,6.80,19311.22,22319.91,3008.70,0.06,43391.30,cs650_approximate_sensing_volume,2.20,2.59,0.40,0.14,0.17,0.03
2025.00,S3_S4,east,S4,2025-07-11_S3_S4_e179d57e,VWC_2_raw_S4_B,2,12.00,B,2025-07-11 08:30:00,2025-07-11 18:12:00,92800.00,46400.00,9.70,4783.51,34.85,45.02,10.17,39.17,flat_segment,13.50,13.50,23.50,13.80,19311.22,22319.91,3008.70,0.06,43391.30,cs650_approximate_sensing_volume,2.20,2.51,0.32,0.14,0.16,0.02
2025.00,S3_S4,east,S4,2025-07-11_S3_S4_e179d57e,VWC_3_raw_S4_B,3,18.00,B,2025-07-11 08:30:00,2025-07-11 18:12:00,92800.00,46400.00,9.70,4783.51,37.94,41.88,3.95,40.86,flat_segment,18.50,18.50,22.50,12.80,19311.22,22319.91,3008.70,0.06,43391.30,cs650_approximate_sensing_volume,2.20,2.52,0.32,0.14,0.16,0.02
2025.00,S3_S4,east,S4,2025-07-26_S3_S4_b4053dcf,VWC_1_raw_S4_B,1,6.00,B,2025-07-26 08:45:00,2025-07-26 17:50:00,106450.00,53225.00,9.08,5859.63,24.10,46.18,22.08,43.77,fallback_window,9.50,9.50,13.50,4.42,16926.16,22180.92,5254.77,0.10,47970.23,cs650_approximate_sensing_volume,1.92,2.57,0.64,0.12,0.16,0.04
2025.00,S3_S4,east,S4,2025-07-26_S3_S4_b4053dcf,VWC_2_raw_S4_B,2,12.00,B,2025-07-26 08:45:00,2025-07-26 17:50:00,106450.00,53225.00,9.08,5859.63,33.70,41.82,8.12,38.35,flat_segment,10.75,10.75,22.25,13.17,16926.16,22180.92,5254.77,0.10,47970.23,cs650_approximate_sensing_volume,1.92,2.49,0.57,0.12,0.16,0.04
2025.00,S3_S4,east,S4,2025-07-26_S3_S4_b4053dcf,VWC_3_raw_S4_B,3,18.00,B,2025-07-26 08:45:00,2025-07-26 17:50:00,106450.00,53225.00,9.08,5859.63,35.74,42.47,6.73,40.45,flat_segment,11.50,11.50,16.75,7.67,16926.16,22180.92,5254.77,0.10,47970.23,cs650_approximate_sensing_volume,1.92,2.53,0.61,0.12,0.16,0.04
2025.00,S3_S4,east,S4,2025-08-08_S3_S4_7c793582,VWC_1_raw_S4_B,1,6.00,B,2025-08-08 13:14:00,2025-08-08 19:28:00,77500.00,38750.00,6.23,6216.58,31.80,40.00,8.19,39.22,flat_segment,8.77,8.77,12.52,6.28,18774.36,20720.37,1946.02,0.05,36803.98,cs650_approximate_sensing_volume,2.14,2.36,0.22,0.14,0.15,0.02
2025.00,S3_S4,east,S4,2025-08-08_S3_S4_7c793582,VWC_2_raw_S4_B,2,12.00,B,2025-08-08 13:14:00,2025-08-08 19:28:00,77500.00,38750.00,6.23,6216.58,34.20,37.10,2.90,35.98,flat_segment,9.02,9.02,15.02,8.78,18774.36,20720.37,1946.02,0.05,36803.98,cs650_approximate_sensing_volume,2.14,2.34,0.20,0.14,0.15,0.01
2025.00,S3_S4,east,S4,2025-08-08_S3_S4_7c793582,VWC_3_raw_S4_B,3,18.00,B,2025-08-08 13:14:00,2025-08-08 19:28:00,77500.00,38750.00,6.23,6216.58,37.74,39.33,1.59,39.29,flat_segment,8.77,8.77,9.02,2.78,18774.36,20720.37,1946.02,0.05,36803.98,cs650_approximate_sensing_volume,2.14,2.40,0.26,0.14,0.15,0.02
2025.00,S3_S4,east,S4,2025-08-22_S3_S4_1b405e4b,VWC_1_raw_S4_B,1,6.00,B,2025-08-22 09:07:00,2025-08-22 19:04:00,61250.00,30625.00,9.95,3077.89,21.63,22.36,0.73,25.11,flat_segment,23.88,23.88,33.38,23.43,15880.94,10661.82,709.24,0.02,29915.76,cs650_approximate_sensing_volume,1.80,1.88,0.08,0.12,0.12,0.00
2025.00,S3_S4,east,S4,2025-08-22_S3_S4_1b405e4b,VWC_2_raw_S4_B,2,12.00,B,2025-08-22 09:07:00,2025-08-22 19:04:00,61250.00,30625.00,9.95,3077.89,32.76,32.92,0.17,,no_peak,17.88,17.88,,,15880.94,10661.82,709.24,0.02,29915.76,cs650_approximate_sensing_volume,1.80,,,0.12,,
2025.00,S3_S4,east,S4,2025-08-22_S3_S4_1b405e4b,VWC_3_raw_S4_B,3,18.00,B,2025-08-22 09:07:00,2025-08-22 19:04:00,61250.00,30625.00,9.95,3077.89,33.37,33.88,0.51,33.81,flat_segment,12.88,12.88,13.13,3.18,15880.94,10661.82,709.24,0.02,29915.76,cs650_approximate_sensing_volume,1.80,1.82,0.01,0.12,0.12,0.00
2025.00,S3_S4,east,S4,2025-09-20_S3_S4_f86ee2c5,VWC_1_raw_S4_B,1,6.00,B,2025-09-20 10:42:00,2025-09-20 17:31:00,172200.00,86100.00,6.82,12630.81,32.56,46.31,13.75,42.98,flat_segment,9.05,9.05,21.55,14.73,18693.10,21754.64,3061.54,0.04,83038.46,cs650_approximate_sensing_volume,2.13,2.40,0.27,0.14,0.16,0.02
2025.00,S3_S4,east,S4,2025-09-20_S3_S4_f86ee2c5,VWC_2_raw_S4_B,2,12.00,B,2025-09-20 10:42:00,2025-09-20 17:31:00,172200.00,86100.00,6.82,12630.81,33.73,42.80,9.07,36.30,flat_segment,9.30,9.30,19.80,12.98,18693.10,21754.64,3061.54,0.04,83038.46,cs650_approximate_sensing_volume,2.13,2.41,0.28,0.14,0.16,0.02
2025.00,S3_S4,east,S4,2025-09-20_S3_S4_f86ee2c5,VWC_3_raw_S4_B,3,18.00,B,2025-09-20 10:42:00,2025-09-20 17:31:00,172200.00,86100.00,6.82,12630.81,37.01,40.97,3.96,40.92,flat_segment,8.80,8.80,9.05,2.23,18693.10,21754.64,3061.54,0.04,83038.46,cs650_approximate_sensing_volume,2.13,2.68,0.55,0.14,0.17,0.04
2025.00,S3_S4,east,S4,2025-10-04_S3_S4_4439230e,VWC_1_raw_S4_B,1,6.00,B,2025-10-04 10:12:00,2025-10-04 17:06:00,103600.00,51800.00,6.90,7507.25,32.74,43.04,10.29,41.44,flat_segment,10.30,10.30,18.05,11.15,17996.80,20196.99,2200.19,0.04,49599.81,cs650_approximate_sensing_volume,2.05,2.29,0.24,0.13,0.15,0.02
2025.00,S3_S4,east,S4,2025-10-04_S3_S4_4439230e,VWC_2_raw_S4_B,2,12.00,B,2025-10-04 10:12:00,2025-10-04 17:06:00,103600.00,51800.00,6.90,7507.25,32.45,33.99,1.54,33.89,flat_segment,14.80,14.80,16.05,9.15,17996.80,20196.99,2200.19,0.04,49599.81,cs650_approximate_sensing_volume,2.05,2.30,0.25,0.13,0.15,0.02
2025.00,S3_S4,east,S4,2025-10-04_S3_S4_4439230e,VWC_3_raw_S4_B,3,18.00,B,2025-10-04 10:12:00,2025-10-04 17:06:00,103600.00,51800.00,6.90,7507.25,34.25,36.30,2.04,36.26,flat_segment,10.05,10.05,10.30,3.40,17996.80,20196.99,2200.19,0.04,49599.81,cs650_approximate_sensing_volume,2.05,2.32,0.28,0.13,0.15,0.02
