year,strip_group,location,strip,logger_position,sensor_col,depth_index,depth_inches,n_trustworthy_events,mean_bottom_response_delay_hr,sd_bottom_response_delay_hr,mean_time_to_peak_hours,sd_time_to_peak_hours,mean_time_to_plateau_hours,sd_time_to_plateau_hours,mean_event_duration_hours,sd_event_duration_hours,mean_gallons_strip,sd_gallons_strip,mean_baseline_vwc,sd_baseline_vwc,mean_peak_vwc,sd_peak_vwc,mean_peak_increase,sd_peak_increase,mean_plateau_vwc,sd_plateau_vwc,min_plateau_vwc,max_plateau_vwc,mean_event_layer_storage_in,sd_event_layer_storage_in,mean_event_layer_storage_gal_scaled,sd_event_layer_storage_gal_scaled,diagnostic_profile_area_sqft,diagnostic_profile_gallons_per_inch,mean_event_layer_storage_gal_check
2025,S3_S4,east,S3,B,VWC_1_raw_S3_B,1,6,11,11.656,2.8605,11.656,2.8605,12.7696,3.552,10.2258,4.5736,61877.0,28392.0,17.3283,5.417,35.1251,1.2758,17.7968,5.1636,34.8283,1.7748,30.7485,37.1265,1.05,0.3023,3508.5317,1010.0223,5363.4833,3341.4501,3508.553
2025,S3_S4,east,S3,B,VWC_2_raw_S3_B,2,12,9,13.974,5.3373,13.974,5.3373,16.2518,6.3233,10.2815,4.9489,63650.0,31007.0,21.8989,5.1858,33.1164,2.8537,11.2175,3.8782,32.2486,2.9188,26.6705,36.0355,0.621,0.2365,2074.9737,790.2018,5363.4833,3341.4501,2075.0034
2025,S3_S4,east,S3,B,VWC_3_raw_S3_B,3,18,9,12.7796,2.9809,12.7796,2.9809,15.1129,4.079,10.2815,4.9489,63650.0,31007.0,17.4427,3.6631,33.7662,4.9937,16.3235,3.3042,30.7236,4.7835,21.407,37.381,0.7968,0.2752,2662.6345,919.4623,5363.4833,3341.4501,2662.616
2025,S3_S4,east,S3,M,VWC_1_raw_S3_M,1,6,1,7.0167,,7.0167,,11.0167,,6.2333,,38750.0,,15.6115,,42.282,,26.6705,,37.267,,37.267,37.267,1.2993,,4341.6464,,5363.4833,3341.4501,4341.5461
2025,S3_S4,east,S3,M,VWC_2_raw_S3_M,2,12,1,7.0167,,7.0167,,11.0167,,6.2333,,38750.0,,25.186,,37.424,,12.238,,34.986,,34.986,34.986,0.588,,1964.7727,,5363.4833,3341.4501,1964.7727
2025,S3_S4,east,S3,M,VWC_3_raw_S3_M,3,18,1,7.0167,,7.0167,,13.2667,,6.2333,,38750.0,,35.6335,,42.279,,6.6455,,37.771,,37.771,37.771,0.1283,,428.541,,5363.4833,3341.4501,428.708
2025,S3_S4,east,S3,T,VWC_1_raw_S3_T,1,6,10,13.1683,3.5741,13.1683,3.5741,14.0933,3.7119,9.995,4.753,61640.0,29916.0,21.6394,2.7687,40.0962,0.978,18.4568,2.8546,39.9524,1.2471,36.9315,41.055,1.0988,0.1835,3671.5085,613.2724,5363.4833,3341.4501,3671.4851
2025,S3_S4,east,S3,T,VWC_2_raw_S3_T,2,12,11,12.9515,7.0254,12.9515,7.0254,15.8666,7.4752,10.2258,4.5736,61877.0,28392.0,24.5968,3.4189,33.4904,4.2633,8.8935,5.4835,33.2055,4.3248,25.002,36.8485,0.5626,0.2915,1879.716,973.8922,5363.4833,3341.4501,1879.7328
2025,S3_S4,east,S3,T,VWC_3_raw_S3_T,3,18,11,15.1106,4.6149,15.1106,4.6149,16.6199,4.8487,10.2258,4.5736,61877.0,28392.0,39.9724,3.7129,43.2085,2.3145,3.2362,2.9621,43.2548,2.0682,40.853,47.498,0.1902,0.1676,635.7142,560.1787,5363.4833,3341.4501,635.7109
2025,S3_S4,east,S4,B,VWC_1_raw_S4_B,1,6,10,12.6183,4.3342,12.6183,4.3342,16.2277,3.233,9.995,4.753,61640.0,29916.0,28.1633,6.4565,40.6761,7.6115,12.5128,6.1305,40.8434,3.897,34.482,45.5295,0.7178,0.2476,2398.4929,827.3844,5363.4833,3341.4501,2398.53
2025,S3_S4,east,S4,B,VWC_2_raw_S4_B,2,12,11,13.1333,2.9259,13.1333,2.9259,19.7583,4.6094,10.2258,4.5736,61877.0,28392.0,33.5449,3.6592,39.6112,4.0989,6.0663,4.0161,37.2415,2.2276,33.892,40.809,0.2177,0.1702,727.5272,568.7781,5363.4833,3341.4501,727.5339
2025,S3_S4,east,S4,B,VWC_3_raw_S4_B,3,18,10,13.4049,3.7377,13.4049,3.7377,16.6416,5.3746,10.5067,4.7199,63710.0,29234.0,34.8376,5.6826,40.033,2.9361,5.1954,5.5978,39.5792,1.7698,36.265,41.678,0.3225,0.3358,1077.555,1122.076,5363.4833,3341.4501,1077.5341
2025,S3_S4,east,S4,M,VWC_1_raw_S4_M,1,6,10,10.1183,2.9473,10.1183,2.9473,18.5183,5.203,9.995,4.753,61640.0,29916.0,15.7306,4.4052,38.4116,1.4461,22.681,3.4889,34.4451,2.7556,30.797,39.254,1.1229,0.3124,3752.0241,1043.9375,5363.4833,3341.4501,3751.9807
2025,S3_S4,east,S4,M,VWC_2_raw_S4_M,2,12,11,12.0196,5.4864,12.0196,5.4864,18.1106,6.0483,10.2258,4.5736,61877.0,28392.0,19.3372,5.5624,34.1794,2.8455,14.8421,3.2096,30.472,4.2405,26.1985,39.002,0.6681,0.2035,2232.3681,680.003,5363.4833,3341.4501,2232.3621
2025,S3_S4,east,S4,M,VWC_3_raw_S4_M,3,18,11,11.0424,6.172,11.0424,6.172,15.3606,5.4595,10.2258,4.5736,61877.0,28392.0,27.4332,6.3472,34.3423,3.1559,6.9091,4.0187,32.7758,3.5157,27.4065,38.202,0.3206,0.2705,1071.1201,903.8159,5363.4833,3341.4501,1071.1474
2025,S3_S4,east,S4,T,VWC_1_raw_S4_T,1,6,11,9.3833,5.9044,9.3833,5.9044,12.3378,7.0828,10.2258,4.5736,61877.0,28392.0,12.3681,2.8254,41.8176,0.6192,29.4495,2.7655,37.0105,2.9456,34.782,41.8455,1.4786,0.239,4940.4737,798.7955,5363.4833,3341.4501,4940.5163
2025,S3_S4,east,S4,T,VWC_2_raw_S4_T,2,12,11,10.5651,4.6926,10.5651,4.6926,15.0196,5.8472,10.2258,4.5736,61877.0,28392.0,20.3758,3.0517,38.5975,0.9307,18.2218,2.379,36.8199,1.41,35.193,39.297,0.9866,0.2013,3296.8266,672.7039,5363.4833,3341.4501,3296.8266
2025,S3_S4,east,S4,T,VWC_3_raw_S4_T,3,18,11,11.0424,4.5803,11.0424,4.5803,18.2242,6.0,10.2258,4.5736,61877.0,28392.0,30.7172,2.5015,40.877,0.6477,10.1598,2.0233,35.1273,0.7682,34.0675,36.3135,0.2646,0.125,884.1659,417.8766,5363.4833,3341.4501,884.1477
2026,S1_S2,west,S1,B,VWC_1_raw_S1_B,1,6,5,15.84,7.406,15.84,7.406,24.34,5.9172,6.34,2.1134,41817.0,17859.0,19.2485,5.7712,34.2656,3.4752,15.0171,6.6595,32.9748,2.5259,30.4325,37.2205,0.8236,0.4037,2751.9448,1348.9541,5363.4833,3341.4501,2751.9515
2026,S1_S2,west,S1,B,VWC_2_raw_S1_B,2,12,6,17.2583,5.9528,17.2583,5.9528,21.6333,5.5644,8.2778,5.1091,53323.0,32395.0,16.4584,7.0331,33.8562,6.4485,17.3977,8.6257,32.7228,5.9517,21.3305,37.6255,0.9758,0.5134,3260.8042,1715.6988,5363.4833,3341.4501,3260.7541
2026,S1_S2,west,S1,B,VWC_3_raw_S1_B,3,18,6,18.4667,6.7977,18.4667,6.7977,21.5083,6.8419,8.2778,5.1091,53323.0,32395.0,10.2445,3.419,18.3898,7.1744,8.1453,4.9304,17.1248,5.4579,9.181,23.027,0.4128,0.1773,1379.4007,592.2694,5363.4833,3341.4501,1379.3506
2026,S1_S2,west,S1,M,VWC_1_raw_S1_M,1,6,6,10.0917,4.4938,10.0917,4.4938,17.2167,4.0934,8.2778,5.1091,53323.0,32395.0,18.8726,5.6541,37.7825,3.3898,18.9099,5.7676,35.9297,2.7769,30.8845,39.1735,1.0234,0.3588,3419.7236,1198.773,5363.4833,3341.4501,3419.6957
2026,S1_S2,west,S1,M,VWC_2_raw_S1_M,2,12,6,10.8417,5.1873,10.8417,5.1873,15.55,6.6268,8.2778,5.1091,53323.0,32395.0,19.6353,4.1436,32.7308,4.4176,13.0955,4.8226,31.2382,3.4741,24.402,33.9335,0.6962,0.2766,2326.2173,923.9974,5363.4833,3341.4501,2326.2062
2026,S1_S2,west,S1,M,VWC_3_raw_S1_M,3,18,6,8.1333,4.9055,8.1333,4.9055,11.7583,4.1896,8.2778,5.1091,53323.0,32395.0,33.0624,2.9883,39.5317,1.3091,6.4692,2.6826,38.4272,1.296,36.3885,39.709,0.3219,0.2037,1075.5794,680.5266,5363.4833,3341.4501,1075.5014
2026,S1_S2,west,S1,T,VWC_1_raw_S1_T,1,6,6,9.5083,4.8848,9.5083,4.8848,12.8417,5.9327,8.2778,5.1091,53323.0,32395.0,25.9017,5.8434,41.9673,0.6358,16.0657,5.5777,41.1873,0.7218,40.104,42.086,0.9172,0.3718,3064.5776,1242.424,5363.4833,3341.4501,3064.611
2026,S1_S2,west,S1,T,VWC_2_raw_S1_T,2,12,6,9.7583,4.737,9.7583,4.737,14.6333,5.114,8.2778,5.1091,53323.0,32395.0,23.9864,5.6483,41.7503,3.0935,17.7639,5.0405,38.6958,1.3907,37.208,41.233,0.8826,0.3483,2949.0469,1163.7378,5363.4833,3341.4501,2948.9968
2026,S1_S2,west,S1,T,VWC_3_raw_S1_T,3,18,6,8.8,4.8788,8.8,4.8788,12.5917,3.9391,8.2778,5.1091,53323.0,32395.0,27.4565,5.5591,44.7023,1.4079,17.2458,6.1477,42.4719,2.6129,39.4935,45.93,0.9009,0.3411,3010.3959,1139.7046,5363.4833,3341.4501,3010.3681
2026,S1_S2,west,S2,B,VWC_1_raw_S2_B,1,6,5,7.29,1.7566,7.29,1.7566,12.29,3.8237,6.34,2.1134,41817.0,17859.0,12.0566,5.1844,35.9732,5.3083,23.9166,7.2351,31.916,4.5725,25.829,35.9685,1.1916,0.3028,3981.5517,1011.8478,5363.4833,3341.4501,3981.5383
2026,S1_S2,west,S2,B,VWC_2_raw_S2_B,2,12,6,9.55,5.0854,9.55,5.0854,17.0083,6.7503,8.2778,5.1091,53323.0,32395.0,13.1363,6.0866,33.8732,3.7558,20.7368,6.3941,31.5132,3.6745,26.0055,36.467,1.1026,0.3105,3684.333,1037.5491,5363.4833,3341.4501,3684.3943
2026,S1_S2,west,S2,B,VWC_3_raw_S2_B,3,18,6,9.4667,5.1006,9.4667,5.1006,12.425,5.4948,8.2778,5.1091,53323.0,32395.0,18.6738,6.8531,38.5415,1.9091,19.8678,7.3788,34.8683,4.091,28.3185,38.974,0.9717,0.4168,3246.8035,1392.6691,5363.4833,3341.4501,3246.8871
2026,S1_S2,west,S2,M,VWC_1_raw_S2_M,1,6,6,8.6333,5.0963,8.6333,5.0963,11.425,5.8623,8.2778,5.1091,53323.0,32395.0,17.6773,5.5065,38.637,1.05,20.9597,4.7205,37.1912,1.2458,34.8305,38.488,1.1708,0.401,3912.27,1340.0789,5363.4833,3341.4501,3912.2255
2026,S1_S2,west,S2,M,VWC_2_raw_S2_M,2,12,6,9.2583,5.1733,9.2583,5.1733,15.5083,5.2421,8.2778,5.1091,53323.0,32395.0,17.7076,4.986,39.7912,0.8343,22.0836,4.2628,36.2428,1.6604,34.3355,38.323,1.1121,0.3339,3716.0601,1115.7946,5363.4833,3341.4501,3716.0824
2026,S1_S2,west,S2,M,VWC_3_raw_S2_M,3,18,6,9.2583,5.1641,9.2583,5.1641,19.0917,6.9409,8.2778,5.1091,53323.0,32395.0,29.6317,6.2189,43.932,0.5182,14.3003,6.0882,37.1261,2.1878,34.9795,40.9445,0.4497,0.3271,1502.5332,1093.077,5363.4833,3341.4501,1502.483
2026,S1_S2,west,S2,T,VWC_1_raw_S2_T,1,6,6,10.0917,4.7223,10.0917,4.7223,17.9667,3.3773,8.2778,5.1091,53323.0,32395.0,11.3633,3.1226,48.6255,0.8441,37.2622,2.6055,31.7149,8.7637,27.5285,49.5335,1.2211,0.5795,4080.228,1936.38,5363.4833,3341.4501,4080.2447
2026,S1_S2,west,S2,T,VWC_2_raw_S2_T,2,12,6,9.3417,6.807,9.3417,6.807,12.2583,8.1249,8.2778,5.1091,53323.0,32395.0,19.8116,4.6576,44.4957,1.2542,24.6841,3.6988,42.6661,3.4052,38.455,46.1475,1.3713,0.187,4582.0303,625.0647,5363.4833,3341.4501,4582.0749
2026,S1_S2,west,S2,T,VWC_3_raw_S2_T,3,18,5,8.31,8.8301,8.31,8.8301,10.46,7.1725,8.1233,5.6965,50847.0,35578.0,33.4089,2.5346,42.8244,2.4004,9.4155,1.3675,41.1302,0.6626,40.59,42.1615,0.4633,0.1366,1548.0203,456.4267,5363.4833,3341.4501,1548.0938
2026,S3_S4,east,S3,B,VWC_1_raw_S3_B,1,6,7,9.9786,4.9726,9.9786,4.9726,11.0143,5.0274,8.9238,4.3193,67259.0,25562.0,15.9521,3.472,35.0109,0.6106,19.0588,3.2135,34.7234,0.628,33.967,35.7485,1.1263,0.1826,3763.4132,610.1737,5363.4833,3341.4501,3763.4753
2026,S3_S4,east,S3,B,VWC_2_raw_S3_B,2,12,7,12.2643,4.7984,12.2643,4.7984,16.4429,8.2556,8.9238,4.3193,67259.0,25562.0,20.1526,6.5858,34.0611,1.7479,13.9086,5.0289,32.7914,2.8503,29.7035,36.689,0.7583,0.2578,2533.9123,861.3835,5363.4833,3341.4501,2533.9648
2026,S3_S4,east,S3,B,VWC_3_raw_S3_B,3,18,6,8.3639,3.0011,8.3639,3.0011,9.8639,2.7413,9.4972,4.4301,72883.0,22768.0,15.7786,5.0465,32.0328,3.7358,16.2542,2.211,31.2522,4.5516,25.4635,37.224,0.9284,0.1747,3102.2691,583.8466,5363.4833,3341.4501,3102.3137
2026,S3_S4,east,S3,M,VWC_1_raw_S3_M,1,6,9,8.7518,4.2953,8.7518,4.2953,12.7518,4.2953,8.1259,4.1792,58476.0,28355.0,15.923,3.2899,40.1908,1.0944,24.2678,2.9858,37.1742,1.2335,34.7945,39.367,1.2751,0.1653,4260.5828,552.3314,5363.4833,3341.4501,4260.5345
2026,S3_S4,east,S3,M,VWC_2_raw_S3_M,2,12,9,8.3074,4.5725,8.3074,4.5725,11.1963,4.2861,8.1259,4.1792,58476.0,28355.0,21.6386,3.438,36.7218,1.1429,15.0832,2.8277,35.0969,1.9417,31.1845,37.4095,0.8075,0.1808,2698.2321,604.2213,5363.4833,3341.4501,2698.2581
2026,S3_S4,east,S3,M,VWC_3_raw_S3_M,3,18,9,9.6963,4.7239,9.6963,4.7239,13.8907,5.5258,8.1259,4.1792,58476.0,28355.0,29.2969,5.0281,40.0486,0.9451,10.7516,4.2808,36.6257,3.2351,32.748,41.68,0.4397,0.2606,1469.3247,870.6371,5363.4833,3341.4501,1469.347
2026,S3_S4,east,S3,T,VWC_1_raw_S3_T,1,6,8,12.2083,5.1104,12.2083,5.1104,13.7083,7.7541,6.8958,2.097,51930.0,21863.0,23.2208,3.1927,37.6856,5.2936,14.4649,5.5238,37.9228,4.3962,27.1515,40.7475,0.8821,0.2914,2947.56,973.5116,5363.4833,3341.4501,2947.5349
2026,S3_S4,east,S3,T,VWC_2_raw_S3_T,2,12,9,14.9463,6.5517,14.9463,6.5517,19.33,5.1805,8.1259,4.1792,58476.0,28355.0,30.5855,4.9684,34.2599,4.5249,3.6744,4.7408,34.9174,2.7765,30.4755,37.7965,0.3311,0.2219,1106.5279,741.545,5363.4833,3341.4501,1106.4878
2026,S3_S4,east,S3,T,VWC_3_raw_S3_T,3,18,9,13.113,5.8569,13.113,5.8569,15.1833,5.1414,8.1259,4.1792,58476.0,28355.0,48.7815,5.3708,50.6957,4.3934,1.9142,2.7661,47.8022,4.7224,42.8965,55.3375,0.1184,0.132,395.7012,441.0579,5363.4833,3341.4501,395.6945
2026,S3_S4,east,S4,B,VWC_1_raw_S4_B,1,6,7,13.4809,7.219,13.4809,7.219,21.8738,8.9113,6.9595,2.2566,50798.0,23361.0,28.2657,6.929,37.9427,8.9025,9.677,5.6346,36.849,6.5608,24.023,41.5215,0.515,0.3225,1720.8373,1077.6431,5363.4833,3341.4501,1720.8468
2026,S3_S4,east,S4,B,VWC_2_raw_S4_B,2,12,9,13.5574,3.3919,13.5574,3.3919,21.6479,7.6474,8.1259,4.1792,58476.0,28355.0,32.2393,3.4176,38.1321,5.333,5.8928,5.0524,36.1444,2.5921,32.471,40.797,0.2115,0.2208,706.8295,737.7644,5363.4833,3341.4501,706.842
2026,S3_S4,east,S4,B,VWC_3_raw_S4_B,3,18,9,13.7518,5.5781,13.7518,5.5781,18.7,6.039,8.1259,4.1792,58476.0,28355.0,32.5339,7.0657,39.9464,4.9932,7.4126,8.232,39.0107,5.08,27.458,44.59,0.4521,0.5135,1510.5694,1715.7432,5363.4833,3341.4501,1510.5443
2026,S3_S4,east,S4,M,VWC_1_raw_S4_M,1,6,8,9.5646,4.8321,9.5646,4.8321,15.9083,7.875,8.0104,4.4524,57573.0,30174.0,13.733,1.1503,40.0475,0.8751,26.3145,1.8464,36.1452,1.7401,33.2105,37.576,1.3447,0.0876,4493.3649,292.6183,5363.4833,3341.4501,4493.3733
2026,S3_S4,east,S4,M,VWC_2_raw_S4_M,2,12,9,8.0852,4.6929,8.0852,4.6929,12.6685,5.2849,8.1259,4.1792,58476.0,28355.0,17.0855,7.6683,35.6482,2.6539,18.5627,5.0737,32.9907,4.2858,26.9715,40.357,0.9543,0.2634,3188.7904,880.2678,5363.4833,3341.4501,3188.8201
2026,S3_S4,east,S4,M,VWC_3_raw_S4_M,3,18,9,8.613,3.9807,8.613,3.9807,13.863,6.4921,8.1259,4.1792,58476.0,28355.0,22.2851,8.996,34.9267,3.1559,12.6416,6.5237,32.3544,4.0489,27.842,39.868,0.6042,0.3298,2018.7594,1102.1712,5363.4833,3341.4501,2018.7557
2026,S3_S4,east,S4,T,VWC_1_raw_S4_T,1,6,9,6.3907,3.4142,6.3907,3.4142,10.5018,5.7096,8.1259,4.1792,58476.0,28355.0,14.1434,4.4537,38.9232,2.7798,24.7798,3.8691,35.5544,0.9643,33.8,37.3565,1.2847,0.2948,4292.6385,985.0376,5363.4833,3341.4501,4292.6496
2026,S3_S4,east,S4,T,VWC_2_raw_S4_T,2,12,9,7.4185,4.5546,7.4185,4.5546,12.4185,4.8257,8.1259,4.1792,58476.0,28355.0,20.8006,4.8662,38.2947,1.4471,17.4941,3.5317,36.3535,1.3993,33.048,37.6785,0.9332,0.2842,3118.1633,949.5161,5363.4833,3341.4501,3118.167
2026,S3_S4,east,S4,T,VWC_3_raw_S4_T,3,18,9,8.8074,3.7078,8.8074,3.7078,15.1963,2.6638,8.1259,4.1792,58476.0,28355.0,31.519,3.8979,40.6313,1.1589,9.1123,2.849,36.9111,1.9942,33.5645,39.3685,0.3235,0.2236,1081.0482,746.9972,5363.4833,3341.4501,1081.0705
