year,strip_group,location,strip,event_id,irrigation_start,irrigation_end,gallons_strip,event_duration_hours,avg_flow_gph_strip,bottom_zone_storage_gal_0_18in,middle_zone_storage_gal_0_18in,top_zone_storage_gal_0_18in,n_zones_with_valid_storage,complete_three_zone_coverage,n_zones_with_storage,estimated_storage_gal_strip_0_18in,water_balance_residual_gal_strip,storage_exceeds_applied_water,unretained_gal_strip,estimated_storage_fraction_0_18in,unretained_fraction,whole_strip_storage_estimate_available
2026,S1_S2,west,S1,2026-05-20_S1_S2_49743b7c,2026-05-20 11:23:00,2026-05-20 17:53:00,54400.00,6.50,8369.23,7168.67,6945.58,5969.52,3,True,3,20083.76,34316.24,False,34316.24,0.37,0.63,True
2026,S1_S2,west,S1,2026-06-20_S1_S2_ba82572f,2026-06-20 08:00:00,2026-06-20 17:03:00,65700.00,9.05,7259.67,10826.65,9871.04,11904.55,3,True,3,32602.24,33097.76,False,33097.76,0.50,0.50,True
2026,S1_S2,west,S1,2026-06-27_S1_S2_be4e641a,2026-06-27 11:05:00,2026-06-27 16:34:00,33511.00,5.48,6111.43,3667.52,3156.48,3612.01,3,True,3,10436.01,23074.99,False,23074.99,0.31,0.69,True
2026,S1_S2,west,S1,2026-07-24_S1_S2_63eb5228,2026-07-24 08:25:00,2026-07-24 15:43:00,34125.00,7.30,4674.66,11165.48,8003.99,11671.71,3,True,3,30841.18,3283.82,False,3283.82,0.90,0.10,True
2026,S1_S2,west,S1,2026-08-14_S1_S2_72b4c1d7,2026-08-14 10:25:00,2026-08-14 13:47:00,21350.00,3.37,6341.58,5060.35,4362.56,9046.68,3,True,3,18469.59,2880.41,False,2880.41,0.87,0.13,True
2026,S1_S2,west,S2,2026-04-21_S1_S2_001c30f6,2026-04-21 14:54:00,2026-04-22 08:52:00,110850.00,17.97,6169.76,15804.57,12661.95,14497.73,3,True,3,42964.24,67885.76,False,67885.76,0.39,0.61,True
2026,S1_S2,west,S2,2026-05-20_S1_S2_49743b7c,2026-05-20 11:23:00,2026-05-20 17:53:00,54400.00,6.50,8369.23,12077.75,10634.02,10244.18,3,True,3,32955.95,21444.05,False,21444.05,0.61,0.39,True
2026,S1_S2,west,S2,2026-06-20_S1_S2_ba82572f,2026-06-20 08:00:00,2026-06-20 17:03:00,65700.00,9.05,7259.67,13680.20,10796.21,9878.17,3,True,3,34354.58,31345.42,False,31345.42,0.52,0.48,True
2026,S1_S2,west,S2,2026-06-27_S1_S2_be4e641a,2026-06-27 11:05:00,2026-06-27 16:34:00,33511.00,5.48,6111.43,6955.30,3907.68,6901.83,3,True,3,17764.82,15746.18,False,15746.18,0.53,0.47,True
2026,S1_S2,west,S2,2026-07-24_S1_S2_63eb5228,2026-07-24 08:25:00,2026-07-24 15:43:00,34125.00,7.30,4674.66,10500.32,9694.71,9416.27,3,True,3,29611.30,4513.70,False,4513.70,0.87,0.13,True
2026,S1_S2,west,S2,2026-08-14_S1_S2_72b4c1d7,2026-08-14 10:25:00,2026-08-14 13:47:00,21350.00,3.37,6341.58,8337.31,8618.87,9119.23,3,True,3,26075.42,-4725.42,True,0.00,1.22,0.00,True
2026,S3_S4,east,S3,2026-04-21_S3_S4_ed1ed131,2026-04-21 14:54:00,2026-04-22 08:52:00,110850.00,17.97,6169.76,12001.90,11779.35,7130.29,3,True,3,30911.54,79938.46,False,79938.46,0.28,0.72,True
2026,S3_S4,east,S3,2026-05-08_S3_S4_989607cc,2026-05-08 09:00:00,2026-05-08 19:14:00,90350.00,10.23,8828.99,8167.95,9673.31,4736.31,3,True,3,22577.57,67772.43,False,67772.43,0.25,0.75,True
2026,S3_S4,east,S3,2026-05-21_S3_S4_272f948e,2026-05-21 13:27:00,2026-05-21 19:54:00,59850.00,6.45,9279.07,8896.33,8325.12,3684.62,3,True,3,20906.07,38943.93,False,38943.93,0.35,0.65,True
2026,S3_S4,east,S3,2026-06-05_S3_S4_f5beba0a,2026-06-05 14:19:00,2026-06-05 20:47:00,53900.00,6.47,8335.05,10122.52,8584.03,,2,False,2,,,False,,,,False
2026,S3_S4,east,S3,2026-06-20_S3_S4_47159afc,2026-06-20 08:00:00,2026-06-20 17:03:00,65700.00,9.05,7259.67,7309.88,9008.14,,2,False,2,,,False,,,,False
2026,S3_S4,east,S3,2026-06-27_S3_S4_dc68d0eb,2026-06-27 11:05:00,2026-06-27 16:34:00,33511.00,5.48,6111.43,7289.84,7249.71,,2,False,2,,,False,,,,False
2026,S3_S4,east,S3,2026-07-05_S3_S4_b3db7964,2026-07-05 11:24:00,2026-07-05 18:13:00,56650.00,6.82,8310.51,9444.15,6075.17,,2,False,2,,,False,,,,False
2026,S3_S4,east,S3,2026-07-24_S3_S4_d28f9731,2026-07-24 08:25:00,2026-07-24 15:43:00,34125.00,7.30,4674.66,8685.61,9526.17,4153.54,3,True,3,22365.32,11759.68,False,11759.68,0.66,0.34,True
2026,S3_S4,east,S3,2026-08-14_S3_S4_1912adab,2026-08-14 10:25:00,2026-08-14 13:47:00,21350.00,3.37,6341.58,,8745.26,,1,False,1,,,False,,,,False
2026,S3_S4,east,S4,2026-04-21_S3_S4_ed1ed131,2026-04-21 14:54:00,2026-04-22 08:52:00,110850.00,17.97,6169.76,11879.66,12707.39,12551.22,3,True,3,37138.27,73711.73,False,73711.73,0.34,0.66,True
2026,S3_S4,east,S4,2026-05-08_S3_S4_989607cc,2026-05-08 09:00:00,2026-05-08 19:14:00,90350.00,10.23,8828.99,5081.23,9564.47,8036.93,3,True,3,22682.63,67667.37,False,67667.37,0.25,0.75,True
2026,S3_S4,east,S4,2026-05-21_S3_S4_272f948e,2026-05-21 13:27:00,2026-05-21 19:54:00,59850.00,6.45,9279.07,3832.52,10697.39,7264.24,3,True,3,21794.15,38055.85,False,38055.85,0.36,0.64,True
2026,S3_S4,east,S4,2026-06-05_S3_S4_f5beba0a,2026-06-05 14:19:00,2026-06-05 20:47:00,53900.00,6.47,8335.05,4002.07,11766.33,8920.15,3,True,3,24688.54,29211.46,False,29211.46,0.46,0.54,True
2026,S3_S4,east,S4,2026-06-20_S3_S4_47159afc,2026-06-20 08:00:00,2026-06-20 17:03:00,65700.00,9.05,7259.67,1560.84,5898.41,9352.81,3,True,3,16812.07,48887.93,False,48887.93,0.26,0.74,True
2026,S3_S4,east,S4,2026-06-27_S3_S4_dc68d0eb,2026-06-27 11:05:00,2026-06-27 16:34:00,33511.00,5.48,6111.43,,7793.83,4702.25,2,False,2,,,False,,,,False
2026,S3_S4,east,S4,2026-07-05_S3_S4_b3db7964,2026-07-05 11:24:00,2026-07-05 18:13:00,56650.00,6.82,8310.51,3495.49,8455.24,5270.19,3,True,3,17220.92,39429.08,False,39429.08,0.30,0.70,True
2026,S3_S4,east,S4,2026-07-24_S3_S4_d28f9731,2026-07-24 08:25:00,2026-07-24 15:43:00,34125.00,7.30,4674.66,3381.67,11995.90,9879.10,3,True,3,25256.67,8868.33,False,8868.33,0.74,0.26,True
2026,S3_S4,east,S4,2026-08-14_S3_S4_1912adab,2026-08-14 10:25:00,2026-08-14 13:47:00,21350.00,3.37,6341.58,,9711.40,9802.37,2,False,2,,,False,,,,False
