year,event_id,strip,pair,treatment,irrigation_start,irrigation_end,applied_irrigation_gal_strip,comparison_eligible,ineligibility_reason,baseline_profile_water_gal_strip,upper_retained_water_gal_strip,available_storage_gal_strip,baseline_above_upper_retained_gal_strip,applied_minus_available_storage_gal_strip,estimated_water_not_retained_gal_strip,applied_fraction_of_available_storage,irrigation_exceeds_available_storage,zone_area_method,represented_profile,interpretation,event_duration_hours,avg_flow_gph_strip,avg_flow_gpm_strip,avg_flow_gpm_group,start_flow_gpm,end_flow_gpm,flow_allocation_fraction,notes,top_earliest_arrival_time,top_earliest_arrival_delay_hr,top_6in_arrival_time,top_6in_arrival_delay_hr,top_all_depths_arrived,top_all_depths_arrival_time,top_all_depths_arrival_delay_hr,middle_earliest_arrival_time,middle_earliest_arrival_delay_hr,middle_6in_arrival_time,middle_6in_arrival_delay_hr,middle_all_depths_arrived,middle_all_depths_arrival_time,middle_all_depths_arrival_delay_hr,bottom_earliest_arrival_time,bottom_earliest_arrival_delay_hr,bottom_6in_arrival_time,bottom_6in_arrival_delay_hr,bottom_all_depths_arrived,bottom_all_depths_arrival_time,bottom_all_depths_arrival_delay_hr,modeled_hours_to_50pct_available_storage,modeled_time_50pct_available_storage,50pct_threshold_before_irrigation_end,modeled_hours_to_80pct_available_storage,modeled_time_80pct_available_storage,80pct_threshold_before_irrigation_end,modeled_hours_to_90pct_available_storage,modeled_time_90pct_available_storage,90pct_threshold_before_irrigation_end,modeled_hours_to_100pct_available_storage,modeled_time_100pct_available_storage,100pct_threshold_before_irrigation_end,applied_gal_at_top_earliest_arrival,applied_fraction_at_top_earliest_arrival,applied_gal_at_middle_earliest_arrival,applied_fraction_at_middle_earliest_arrival,applied_gal_at_bottom_earliest_arrival,applied_fraction_at_bottom_earliest_arrival,candidate_inspection_alert_time,candidate_alert_available,candidate_alert_before_irrigation_end,runtime_after_candidate_alert_hr,applied_after_candidate_alert_gal,runtime_after_modeled_full_storage_hr,applied_after_modeled_full_storage_gal,max_avg_flow_gph_to_fit_available_storage_at_actual_duration,modeled_avg_flow_reduction_gph_needed_at_actual_duration,modeled_avg_flow_reduction_fraction_needed_at_actual_duration,alert_basis,flow_model_caveat
2023,2023-06-26_S1_S2_69e5d9b6,S1,S1_S2,biochar,2023-06-26 09:31:00,2023-06-26 16:02:00,44700.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff,6.52,6859.3,114.3,228.6,225.0,225.0,1.0,"S1B AND S2B FURROWS ARE SOAKED. FIELD APPEARED TO BE EVENLY WATERED. PIPE IS LEVEL, GATES ADJUSTED TO THUMBWIDTH OPENING AS USUAL. JIMMY NEEDED WATER OFF BY 4:30PM (HE CALLED) SO THEY COULD SET WATER ONTO ANOTHER FIELD FOR WATERING OVERNIGHT. COULD NOT WATER ON SUNDAY AS JIMMY AND PERRY SAID THERE WAS SOME WATER ISSUES (LEAKS) ON FRIDAY SO THEY ARE BEHIND WATERING SCHEDULE. VISUALLY STRIP 2 LOOKS DRY AND IS NOT AS GREEN OR THICK AS STRIP 1.",2023-06-26 10:30:00,0.98,2023-06-26 10:30:00,0.98,True,2023-06-26 14:15:00,4.73,2023-06-26 11:00:00,1.48,2023-06-26 11:00:00,1.48,True,2023-06-26 14:45:00,5.23,,,,,False,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,later of earliest sustained bottom response and modeled 80% available storage,threshold times use event-average strip flow; start/end readings are contextual
2023,2023-06-26_S1_S2_69e5d9b6,S2,S1_S2,control,2023-06-26 09:31:00,2023-06-26 16:02:00,44700.0,True,,21312.67,74231.44,52918.78,0.0,-8218.78,0.0,0.84,False,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff,6.52,6859.3,114.3,228.6,225.0,225.0,1.0,"S1B AND S2B FURROWS ARE SOAKED. FIELD APPEARED TO BE EVENLY WATERED. PIPE IS LEVEL, GATES ADJUSTED TO THUMBWIDTH OPENING AS USUAL. JIMMY NEEDED WATER OFF BY 4:30PM (HE CALLED) SO THEY COULD SET WATER ONTO ANOTHER FIELD FOR WATERING OVERNIGHT. COULD NOT WATER ON SUNDAY AS JIMMY AND PERRY SAID THERE WAS SOME WATER ISSUES (LEAKS) ON FRIDAY SO THEY ARE BEHIND WATERING SCHEDULE. VISUALLY STRIP 2 LOOKS DRY AND IS NOT AS GREEN OR THICK AS STRIP 1.",2023-06-26 11:45:00,2.23,2023-06-26 11:45:00,2.23,True,2023-06-26 11:45:00,2.23,2023-06-26 11:00:00,1.48,2023-06-26 11:00:00,1.48,True,2023-06-26 11:15:00,1.73,2023-06-26 11:15:00,1.73,2023-06-26 11:15:00,1.73,True,2023-06-26 11:30:00,1.98,3.86,2023-06-26 13:22:26.811190645,True,6.17,2023-06-26 15:41:18.897905035,True,6.94,2023-06-26 16:27:36.260143162,False,7.71,2023-06-26 17:13:53.622381294,False,15319.1,0.29,10174.63,0.19,11889.45,0.22,2023-06-26 15:41:18.897905152,True,True,0.34,2364.75,,,8120.49,0.0,0.0,later of earliest sustained bottom response and modeled 80% available storage,threshold times use event-average strip flow; start/end readings are contextual
2023,2023-06-27_S3_S4_87f629e2,S3,S3_S4,biochar,2023-06-27 07:53:00,2023-06-27 16:14:00,67850.0,False,one_or_more_baselines_missing;one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff,8.35,8125.7,135.4,270.9,275.0,275.0,1.0,VISUALLY STRIP 3 APPEARS MORE GREEN AND THICK THAN STRIP 4. WATER REACHED END OF FIELD. THE AREA AROUND S4B SENSORS IS MOIST BUT AREA WHERE WIRES DIVE INTO GROUND IS DRY. WATER WAS EVENLY DISTRIBUTED IN PIPE AND FURROWS.,2023-06-27 08:30:00,0.62,2023-06-27 08:30:00,0.62,True,2023-06-27 09:00:00,1.12,2023-06-27 17:00:00,9.12,2023-06-27 17:15:00,9.37,True,2023-06-27 17:15:00,9.37,2023-06-27 10:00:00,2.12,2023-06-27 10:00:00,2.12,True,2023-06-27 10:30:00,2.62,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,later of earliest sustained bottom response and modeled 80% available storage,threshold times use event-average strip flow; start/end readings are contextual
2023,2023-06-27_S3_S4_87f629e2,S4,S3_S4,control,2023-06-27 07:53:00,2023-06-27 16:14:00,67850.0,False,one_or_more_baselines_missing;one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff,8.35,8125.7,135.4,270.9,275.0,275.0,1.0,VISUALLY STRIP 3 APPEARS MORE GREEN AND THICK THAN STRIP 4. WATER REACHED END OF FIELD. THE AREA AROUND S4B SENSORS IS MOIST BUT AREA WHERE WIRES DIVE INTO GROUND IS DRY. WATER WAS EVENLY DISTRIBUTED IN PIPE AND FURROWS.,2023-06-27 08:00:00,0.12,2023-06-27 08:00:00,0.12,True,2023-06-27 08:15:00,0.37,2023-06-27 12:00:00,4.12,2023-06-27 12:00:00,4.12,False,,,2023-06-27 16:00:00,8.12,2023-06-27 16:00:00,8.12,True,2023-06-27 20:15:00,12.37,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,later of earliest sustained bottom response and modeled 80% available storage,threshold times use event-average strip flow; start/end readings are contextual
2023,2023-07-07_S3_S4_bf19b251,S3,S3_S4,biochar,2023-07-07 07:46:00,2023-07-07 15:46:00,64250.0,False,one_or_more_baselines_missing;one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff,8.0,8031.2,133.9,267.7,300.0,250.0,1.0,"LINEAR SPRINKLER AND SRI WERE WATERING FIELD. AFTER SRI STARTED HIS WATER IT MOST CERTAINLY DECREASED OUR FLOW RATE ON N1. WATER WAS UNIFORM AND EVEN, REACHED BOTTOM OF S3 AND S4. AIR VENT LEAKING NEAR SE CORNER OF FIELD.",2023-07-07 08:15:00,0.48,2023-07-07 08:15:00,0.48,True,2023-07-07 08:45:00,0.98,2023-07-07 17:00:00,9.23,2023-07-07 17:00:00,9.23,True,2023-07-07 17:00:00,9.23,2023-07-07 10:00:00,2.23,2023-07-07 10:00:00,2.23,True,2023-07-07 10:30:00,2.73,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,later of earliest sustained bottom response and modeled 80% available storage,threshold times use event-average strip flow; start/end readings are contextual
2023,2023-07-07_S3_S4_bf19b251,S4,S3_S4,control,2023-07-07 07:46:00,2023-07-07 15:46:00,64250.0,False,one_or_more_baselines_missing;one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff,8.0,8031.2,133.9,267.7,300.0,250.0,1.0,"LINEAR SPRINKLER AND SRI WERE WATERING FIELD. AFTER SRI STARTED HIS WATER IT MOST CERTAINLY DECREASED OUR FLOW RATE ON N1. WATER WAS UNIFORM AND EVEN, REACHED BOTTOM OF S3 AND S4. AIR VENT LEAKING NEAR SE CORNER OF FIELD.",2023-07-07 08:15:00,0.48,2023-07-07 08:30:00,0.73,True,2023-07-07 08:30:00,0.73,2023-07-07 11:30:00,3.73,2023-07-07 11:30:00,3.73,True,2023-07-07 16:30:00,8.73,2023-07-07 12:45:00,4.98,2023-07-07 12:45:00,4.98,True,2023-07-07 15:45:00,7.98,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,later of earliest sustained bottom response and modeled 80% available storage,threshold times use event-average strip flow; start/end readings are contextual
2023,2023-07-17_S1_S2_ae0a89b4,S1,S1_S2,biochar,2023-07-17 08:04:00,2023-07-17 16:04:00,60450.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff,8.0,7556.2,125.9,251.9,295.0,250.0,1.0,"VISUALLY ALL APPEAR MOSTLY DRY, ALTHOUGH 3 LOOKS THE BEST FOLLOWED BY 4, THEN 1 AND THEN 2. S2M HAS LOTS OF HORSETAIL WEEDS SURROUNDING IT. BILL AND I DISCUSSED SPRAYING FIELD WITH HERBICIDE SOON.",2023-07-17 08:15:00,0.18,2023-07-17 08:15:00,0.18,True,2023-07-17 08:45:00,0.68,2023-07-17 09:00:00,0.93,2023-07-17 09:00:00,0.93,True,2023-07-17 12:15:00,4.18,2023-07-17 17:30:00,9.43,,,False,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,later of earliest sustained bottom response and modeled 80% available storage,threshold times use event-average strip flow; start/end readings are contextual
2023,2023-07-17_S1_S2_ae0a89b4,S2,S1_S2,control,2023-07-17 08:04:00,2023-07-17 16:04:00,60450.0,True,,19979.7,74231.44,54251.74,0.0,6198.26,6198.26,1.11,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff,8.0,7556.2,125.9,251.9,295.0,250.0,1.0,"VISUALLY ALL APPEAR MOSTLY DRY, ALTHOUGH 3 LOOKS THE BEST FOLLOWED BY 4, THEN 1 AND THEN 2. S2M HAS LOTS OF HORSETAIL WEEDS SURROUNDING IT. BILL AND I DISCUSSED SPRAYING FIELD WITH HERBICIDE SOON.",2023-07-17 10:30:00,2.43,2023-07-17 10:30:00,2.43,True,2023-07-17 10:30:00,2.43,2023-07-17 09:00:00,0.93,2023-07-17 09:30:00,1.43,True,2023-07-17 09:30:00,1.43,2023-07-17 08:45:00,0.68,2023-07-17 09:30:00,1.43,True,2023-07-17 09:45:00,1.68,3.59,2023-07-17 11:39:23.576930203,True,5.74,2023-07-17 13:48:37.723088324,True,6.46,2023-07-17 14:31:42.438474367,True,7.18,2023-07-17 15:14:47.153860406,True,18386.75,0.34,7052.45,0.13,5163.4,0.1,2023-07-17 13:48:37.723088384,True,True,2.26,17048.21,0.82,6197.86,6781.47,774.73,0.1,later of earliest sustained bottom response and modeled 80% available storage,threshold times use event-average strip flow; start/end readings are contextual
2023,2023-07-17_S3_S4_a04fe807,S3,S3_S4,biochar,2023-07-17 19:19:00,2023-07-18 05:53:00,80450.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff,10.57,7613.6,126.9,253.8,225.0,290.0,1.0,STARTED WATER IN EVENING AND WATERED OVERNIGHT.,2023-07-17 20:00:00,0.68,2023-07-17 20:00:00,0.68,True,2023-07-17 20:15:00,0.93,,,,,False,,,2023-07-17 21:30:00,2.18,2023-07-17 21:30:00,2.18,True,2023-07-17 22:15:00,2.93,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,later of earliest sustained bottom response and modeled 80% available storage,threshold times use event-average strip flow; start/end readings are contextual
2023,2023-07-17_S3_S4_a04fe807,S4,S3_S4,control,2023-07-17 19:19:00,2023-07-18 05:53:00,80450.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff,10.57,7613.6,126.9,253.8,225.0,290.0,1.0,STARTED WATER IN EVENING AND WATERED OVERNIGHT.,2023-07-17 20:30:00,1.18,2023-07-18 00:00:00,4.68,True,2023-07-18 00:00:00,4.68,2023-07-17 23:00:00,3.68,2023-07-17 23:00:00,3.68,True,2023-07-18 05:00:00,9.68,,,,,False,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,later of earliest sustained bottom response and modeled 80% available storage,threshold times use event-average strip flow; start/end readings are contextual
2023,2023-07-27_S3_S4_89a0fecc,S3,S3_S4,biochar,2023-07-27 10:00:00,2023-07-27 17:29:00,25200.0,False,one_or_more_baselines_missing;one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff,7.48,3367.5,56.1,112.2,200.0,90.0,1.0,STARTED WATER AFTER MOWING STRIPS 3&4. FLOW DROPPED PRIOR TO LEAVING SO I OPENED GATE VALVE EVEN MORE TO INCREASE FLOW BACK TO 200 GPM. JIMMY CALLED AT 4:13 PM TO LET ME KNOW HE SHUT OURS DOWN SO THEY COULD WATER OTHER FIELDS. THIS WAS AFTER CONFIRMING THIS DAY WAS A GOOD DAY TO WATER. LOTS OF RAIN 7/31-8/2.,2023-07-27 11:30:00,1.5,2023-07-27 11:30:00,1.5,True,2023-07-27 12:00:00,2.0,2023-07-27 19:45:00,9.75,2023-07-27 19:45:00,9.75,True,2023-07-27 19:45:00,9.75,2023-07-27 13:15:00,3.25,2023-07-27 13:15:00,3.25,True,2023-07-27 13:45:00,3.75,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,later of earliest sustained bottom response and modeled 80% available storage,threshold times use event-average strip flow; start/end readings are contextual
2023,2023-07-27_S3_S4_89a0fecc,S4,S3_S4,control,2023-07-27 10:00:00,2023-07-27 17:29:00,25200.0,False,one_or_more_baselines_missing;one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff,7.48,3367.5,56.1,112.2,200.0,90.0,1.0,STARTED WATER AFTER MOWING STRIPS 3&4. FLOW DROPPED PRIOR TO LEAVING SO I OPENED GATE VALVE EVEN MORE TO INCREASE FLOW BACK TO 200 GPM. JIMMY CALLED AT 4:13 PM TO LET ME KNOW HE SHUT OURS DOWN SO THEY COULD WATER OTHER FIELDS. THIS WAS AFTER CONFIRMING THIS DAY WAS A GOOD DAY TO WATER. LOTS OF RAIN 7/31-8/2.,,,,,False,,,,,,,False,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,later of earliest sustained bottom response and modeled 80% available storage,threshold times use event-average strip flow; start/end readings are contextual
2023,2023-08-05_S1_S2_efaa9d14,S1,S1_S2,biochar,2023-08-05 08:48:00,2023-08-05 14:56:00,49250.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff,6.13,8029.9,133.8,267.7,275.0,250.0,1.0,WATERED SIMULTANEOULSY WITH STRIPS 3&4 FOR A PORTION OF THE MORNING. DOUBLE CHECK NUMBERS AT END OF TRIAL. WATERED EVENLY DOWN TO END OF FIELD.,2023-08-05 09:00:00,0.2,,,False,,,2023-08-05 09:15:00,0.45,2023-08-05 09:15:00,0.45,True,2023-08-05 11:45:00,2.95,2023-08-05 15:30:00,6.7,,,False,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,later of earliest sustained bottom response and modeled 80% available storage,threshold times use event-average strip flow; start/end readings are contextual
2023,2023-08-05_S1_S2_efaa9d14,S2,S1_S2,control,2023-08-05 08:48:00,2023-08-05 14:56:00,49250.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff,6.13,8029.9,133.8,267.7,275.0,250.0,1.0,WATERED SIMULTANEOULSY WITH STRIPS 3&4 FOR A PORTION OF THE MORNING. DOUBLE CHECK NUMBERS AT END OF TRIAL. WATERED EVENLY DOWN TO END OF FIELD.,2023-08-05 11:00:00,2.2,2023-08-05 11:00:00,2.2,True,2023-08-05 11:00:00,2.2,2023-08-05 09:30:00,0.7,2023-08-05 09:30:00,0.7,True,2023-08-05 09:30:00,0.7,2023-08-05 09:00:00,0.2,2023-08-05 09:15:00,0.45,True,2023-08-05 09:30:00,0.7,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,later of earliest sustained bottom response and modeled 80% available storage,threshold times use event-average strip flow; start/end readings are contextual
2023,2023-08-05_S3_S4_0f92146d,S3,S3_S4,biochar,2023-08-05 08:51:00,2023-08-05 11:03:00,18300.0,False,one_or_more_baselines_missing;one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff,2.2,8318.2,138.6,277.3,250.0,175.0,1.0,"JIM AND PERRY CALLED ABOUT 10AM AND SAID LINEAR SYSTEM SHUT OFF. MAY OR MAY NOT BE DUE TO WATERING BOTH FIELDS AT ONCE. PERRY SAID LINEAR LIKELY SHUT OFF IN MIDDLE OF NIGHT SO PROBABLY NOT. BUT I TURNED OFF STRIPS 3&4 ANYWAYS. VISUALLY, EAST SIDE OF STRIP 4 IS DRY DUE TO FLOWS DROPPING DURING PREVIOUS WATERINGS. THIS AREA DIDNT GET SOAKED AGAIN DUE TO HAVING TO TURN OFF WATER PREMATURELY.",2023-08-05 09:30:00,0.65,2023-08-05 09:30:00,0.65,True,2023-08-05 10:00:00,1.15,2023-08-05 18:00:00,9.15,2023-08-05 18:00:00,9.15,True,2023-08-05 18:00:00,9.15,2023-08-05 11:00:00,2.15,2023-08-05 11:00:00,2.15,True,2023-08-05 11:30:00,2.65,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,later of earliest sustained bottom response and modeled 80% available storage,threshold times use event-average strip flow; start/end readings are contextual
2023,2023-08-05_S3_S4_0f92146d,S4,S3_S4,control,2023-08-05 08:51:00,2023-08-05 11:03:00,18300.0,False,one_or_more_baselines_missing;one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff,2.2,8318.2,138.6,277.3,250.0,175.0,1.0,"JIM AND PERRY CALLED ABOUT 10AM AND SAID LINEAR SYSTEM SHUT OFF. MAY OR MAY NOT BE DUE TO WATERING BOTH FIELDS AT ONCE. PERRY SAID LINEAR LIKELY SHUT OFF IN MIDDLE OF NIGHT SO PROBABLY NOT. BUT I TURNED OFF STRIPS 3&4 ANYWAYS. VISUALLY, EAST SIDE OF STRIP 4 IS DRY DUE TO FLOWS DROPPING DURING PREVIOUS WATERINGS. THIS AREA DIDNT GET SOAKED AGAIN DUE TO HAVING TO TURN OFF WATER PREMATURELY.",2023-08-05 09:00:00,0.15,2023-08-05 09:00:00,0.15,True,2023-08-05 09:30:00,0.65,,,,,False,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,later of earliest sustained bottom response and modeled 80% available storage,threshold times use event-average strip flow; start/end readings are contextual
2023,2023-08-10_S3_S4_7fce3d7b,S3,S3_S4,biochar,2023-08-10 13:57:00,2023-08-10 19:37:00,52850.0,False,one_or_more_baselines_missing;one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff,5.67,9326.5,155.4,310.9,300.0,325.0,1.0,HOLLY STARTED THE WATER AND I TURNED IT OFF. EAST HALF OF STRIP 4 GOT SOME WATER BUT STILL NOT GREAT WATERING. IVE DETERMINED WATER IS LEAKING NEAR THE GATED PIPE TRAVELING  BACK UP AND THEN DOWN OTHER FURROWS. I STARTED MOVING DIRT TO CORRECT THIS ON 8/16/23,2023-08-10 14:30:00,0.55,2023-08-10 14:30:00,0.55,True,2023-08-10 14:45:00,0.8,2023-08-10 23:00:00,9.05,2023-08-10 23:00:00,9.05,True,2023-08-10 23:00:00,9.05,2023-08-10 16:15:00,2.3,2023-08-10 16:15:00,2.3,True,2023-08-10 16:45:00,2.8,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,later of earliest sustained bottom response and modeled 80% available storage,threshold times use event-average strip flow; start/end readings are contextual
2023,2023-08-10_S3_S4_7fce3d7b,S4,S3_S4,control,2023-08-10 13:57:00,2023-08-10 19:37:00,52850.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff,5.67,9326.5,155.4,310.9,300.0,325.0,1.0,HOLLY STARTED THE WATER AND I TURNED IT OFF. EAST HALF OF STRIP 4 GOT SOME WATER BUT STILL NOT GREAT WATERING. IVE DETERMINED WATER IS LEAKING NEAR THE GATED PIPE TRAVELING  BACK UP AND THEN DOWN OTHER FURROWS. I STARTED MOVING DIRT TO CORRECT THIS ON 8/16/23,,,,,False,,,2023-08-10 15:45:00,1.8,2023-08-10 15:45:00,1.8,True,2023-08-10 19:00:00,5.05,2023-08-10 18:15:00,4.3,2023-08-10 18:15:00,4.3,False,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,later of earliest sustained bottom response and modeled 80% available storage,threshold times use event-average strip flow; start/end readings are contextual
2023,2023-08-24_S1_S2_6cc99259,S1,S1_S2,biochar,2023-08-24 13:47:00,2023-08-24 18:16:00,30125.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff,4.48,6719.3,112.0,224.0,225.0,225.0,0.5,"WATERED SIMULTANEOULSY WITH STRIPS 3&4. DOUBLE CHECK NUMBERS AT END OF TRIAL. STARTED WATER AFTER DIRTWORK, FIELD NOT LEAKING, FURROWS FILLING MUCH BETTER.",2023-08-24 14:00:00,0.22,2023-08-24 14:00:00,0.22,False,,,2023-08-24 15:15:00,1.47,2023-08-24 15:15:00,1.47,True,2023-08-24 17:45:00,3.97,,,,,False,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,later of earliest sustained bottom response and modeled 80% available storage,threshold times use event-average strip flow; start/end readings are contextual
2023,2023-08-24_S1_S2_6cc99259,S2,S1_S2,control,2023-08-24 13:47:00,2023-08-24 18:16:00,30125.0,True,,29220.87,74231.44,45010.57,0.0,-14885.57,0.0,0.67,False,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff,4.48,6719.3,112.0,224.0,225.0,225.0,0.5,"WATERED SIMULTANEOULSY WITH STRIPS 3&4. DOUBLE CHECK NUMBERS AT END OF TRIAL. STARTED WATER AFTER DIRTWORK, FIELD NOT LEAKING, FURROWS FILLING MUCH BETTER.",2023-08-24 16:00:00,2.22,2023-08-24 16:00:00,2.22,True,2023-08-24 16:00:00,2.22,2023-08-24 14:30:00,0.72,2023-08-24 14:30:00,0.72,True,2023-08-24 14:45:00,0.97,2023-08-24 14:15:00,0.47,2023-08-24 14:15:00,0.47,True,2023-08-24 14:30:00,0.72,3.35,2023-08-24 17:07:57.658684686,True,5.36,2023-08-24 19:08:32.253895494,False,6.03,2023-08-24 19:48:43.785632431,False,6.7,2023-08-24 20:28:55.317369368,False,14894.45,0.33,4815.5,0.11,3135.67,0.07,2023-08-24 19:08:32.253895424,True,False,,,,,10039.61,0.0,0.0,later of earliest sustained bottom response and modeled 80% available storage,threshold times use event-average strip flow; start/end readings are contextual
2023,2023-08-24_S3_S4_a4b6ae2a,S3,S3_S4,biochar,2023-08-24 13:47:00,2023-08-24 18:16:00,30125.0,False,one_or_more_baselines_missing;one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff,4.48,6719.3,112.0,224.0,225.0,225.0,0.5,"WATERED SIMULTANEOULSY WITH STRIPS 3&4. DOUBLE CHECK NUMBERS AT END OF TRIAL. STARTED WATER AFTER DIRTWORK, FIELD NOT LEAKING, FURROWS FILLING MUCH BETTER.",2023-08-24 14:45:00,0.97,2023-08-24 14:45:00,0.97,True,2023-08-24 15:30:00,1.72,2023-08-24 23:00:00,9.22,2023-08-24 23:00:00,9.22,True,2023-08-24 23:00:00,9.22,2023-08-24 16:30:00,2.72,2023-08-24 16:30:00,2.72,True,2023-08-24 17:00:00,3.22,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,later of earliest sustained bottom response and modeled 80% available storage,threshold times use event-average strip flow; start/end readings are contextual
2023,2023-08-24_S3_S4_a4b6ae2a,S4,S3_S4,control,2023-08-24 13:47:00,2023-08-24 18:16:00,30125.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff,4.48,6719.3,112.0,224.0,225.0,225.0,0.5,"WATERED SIMULTANEOULSY WITH STRIPS 3&4. DOUBLE CHECK NUMBERS AT END OF TRIAL. STARTED WATER AFTER DIRTWORK, FIELD NOT LEAKING, FURROWS FILLING MUCH BETTER.",2023-08-24 14:00:00,0.22,2023-08-24 14:00:00,0.22,True,2023-08-24 14:30:00,0.72,2023-08-24 18:45:00,4.97,2023-08-24 18:45:00,4.97,False,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,later of earliest sustained bottom response and modeled 80% available storage,threshold times use event-average strip flow; start/end readings are contextual
