year,strip_group,location,strip,event_id,irrigation_start,irrigation_end,logger_position,gallons_strip,event_duration_hours,avg_flow_gph_strip,zone,zone_label,zone_length_ft,zone_area_sqft,zone_gallons_per_inch,baseline_storage_gal,plateau_storage_gal,event_storage_gal,event_storage_in,n_depths
2024,S3_S4,east,S3,2024-06-28_S3_S4_14b9d993,2024-06-28 08:19:00,2024-06-28 14:44:00,T,39650.0,6.42,6179.0,T,top,111.4,4721.2,2941.33,42268.0,63212.0,20944.0,7.12,3
2024,S3_S4,east,S3,2024-07-11_S3_S4_d29231ea,2024-07-11 10:01:00,2024-07-11 17:39:00,B,46550.0,7.63,6098.0,B,bottom,110.8,4695.8,2925.48,24160.0,48265.0,24105.0,8.24,3
2024,S3_S4,east,S3,2024-07-11_S3_S4_d29231ea,2024-07-11 10:01:00,2024-07-11 17:39:00,M,46550.0,7.63,6098.0,M,middle,118.8,5037.1,3138.13,30766.0,52691.0,21926.0,6.99,3
2024,S3_S4,east,S3,2024-07-11_S3_S4_d29231ea,2024-07-11 10:01:00,2024-07-11 17:39:00,T,46550.0,7.63,6098.0,T,top,111.4,4721.2,2941.33,40048.0,65228.0,25180.0,8.56,3
2024,S3_S4,east,S3,2024-07-26_S3_S4_fd133a4c,2024-07-26 19:02:00,2024-07-27 07:21:00,B,71850.0,12.32,5834.0,B,bottom,110.8,4695.8,2925.48,17991.0,47881.0,29890.0,10.22,3
2024,S3_S4,east,S3,2024-07-26_S3_S4_fd133a4c,2024-07-26 19:02:00,2024-07-27 07:21:00,M,71850.0,12.32,5834.0,M,middle,118.8,5037.1,3138.13,25156.0,56346.0,31190.0,9.94,3
2024,S3_S4,east,S3,2024-07-26_S3_S4_fd133a4c,2024-07-26 19:02:00,2024-07-27 07:21:00,T,71850.0,12.32,5834.0,T,top,111.4,4721.2,2941.33,34849.0,65981.0,31132.0,10.58,3
2024,S3_S4,east,S3,2024-08-09_S3_S4_fd100e26,2024-08-09 08:45:00,2024-08-09 15:50:00,B,46900.0,7.08,6621.0,B,bottom,110.8,4695.8,2925.48,24846.0,47299.0,22453.0,7.67,3
2024,S3_S4,east,S3,2024-08-09_S3_S4_fd100e26,2024-08-09 08:45:00,2024-08-09 15:50:00,M,46900.0,7.08,6621.0,M,middle,118.8,5037.1,3138.13,33442.0,55958.0,22516.0,7.17,3
2024,S3_S4,east,S3,2024-08-09_S3_S4_fd100e26,2024-08-09 08:45:00,2024-08-09 15:50:00,T,46900.0,7.08,6621.0,T,top,111.4,4721.2,2941.33,41353.0,65752.0,24399.0,8.3,3
2024,S3_S4,east,S3,2024-08-23_S3_S4_0b64e5f5,2024-08-23 09:32:00,2024-08-23 15:04:00,B,30150.0,5.53,5449.0,B,bottom,110.8,4695.8,2925.48,28989.0,48140.0,19151.0,6.55,3
2024,S3_S4,east,S3,2024-08-23_S3_S4_0b64e5f5,2024-08-23 09:32:00,2024-08-23 15:04:00,M,30150.0,5.53,5449.0,M,middle,118.8,5037.1,3138.13,35719.0,54662.0,18943.0,6.04,3
2024,S3_S4,east,S3,2024-08-23_S3_S4_0b64e5f5,2024-08-23 09:32:00,2024-08-23 15:04:00,T,30150.0,5.53,5449.0,T,top,111.4,4721.2,2941.33,44498.0,65573.0,21074.0,7.16,3
2024,S3_S4,east,S3,2024-09-06_S3_S4_9e0ce675,2024-09-06 09:33:00,2024-09-06 16:29:00,B,48950.0,6.93,7060.0,B,bottom,110.8,4695.8,2925.48,28563.0,45201.0,16638.0,5.69,3
2024,S3_S4,east,S3,2024-09-06_S3_S4_9e0ce675,2024-09-06 09:33:00,2024-09-06 16:29:00,M,48950.0,6.93,7060.0,M,middle,118.8,5037.1,3138.13,32564.0,53978.0,21413.0,6.82,3
2024,S3_S4,east,S3,2024-09-06_S3_S4_9e0ce675,2024-09-06 09:33:00,2024-09-06 16:29:00,T,48950.0,6.93,7060.0,T,top,111.4,4721.2,2941.33,44307.0,64532.0,20225.0,6.88,3
2024,S3_S4,east,S3,2024-09-20_S3_S4_032d9e33,2024-09-20 14:27:00,2024-09-20 17:52:00,B,16450.0,3.42,4815.0,B,bottom,110.8,4695.8,2925.48,29337.0,42294.0,12957.0,4.43,3
2024,S3_S4,east,S3,2024-09-20_S3_S4_032d9e33,2024-09-20 14:27:00,2024-09-20 17:52:00,M,16450.0,3.42,4815.0,M,middle,118.8,5037.1,3138.13,30179.0,51531.0,21351.0,6.8,3
2024,S3_S4,east,S3,2024-09-20_S3_S4_032d9e33,2024-09-20 14:27:00,2024-09-20 17:52:00,T,16450.0,3.42,4815.0,T,top,111.4,4721.2,2941.33,41870.0,63326.0,21456.0,7.29,3
2024,S3_S4,east,S3,2024-10-04_S3_S4_bf53dc9a,2024-10-04 11:55:00,2024-10-04 18:02:00,B,47200.0,6.12,7717.0,B,bottom,110.8,4695.8,2925.48,29689.0,46783.0,17094.0,5.84,3
2024,S3_S4,east,S3,2024-10-04_S3_S4_bf53dc9a,2024-10-04 11:55:00,2024-10-04 18:02:00,M,47200.0,6.12,7717.0,M,middle,118.8,5037.1,3138.13,30284.0,55365.0,25081.0,7.99,3
2024,S3_S4,east,S3,2024-10-04_S3_S4_bf53dc9a,2024-10-04 11:55:00,2024-10-04 18:02:00,T,47200.0,6.12,7717.0,T,top,111.4,4721.2,2941.33,41668.0,64195.0,22527.0,7.66,3
2024,S3_S4,east,S3,2024-10-18_S3_S4_e3314155,2024-10-18 09:34:00,2024-10-18 17:17:00,B,53550.0,7.72,6940.0,B,bottom,110.8,4695.8,2925.48,32462.0,48352.0,15889.0,5.43,3
2024,S3_S4,east,S3,2024-10-18_S3_S4_e3314155,2024-10-18 09:34:00,2024-10-18 17:17:00,M,53550.0,7.72,6940.0,M,middle,118.8,5037.1,3138.13,36115.0,55470.0,19355.0,6.17,3
2024,S3_S4,east,S3,2024-10-18_S3_S4_e3314155,2024-10-18 09:34:00,2024-10-18 17:17:00,T,53550.0,7.72,6940.0,T,top,111.4,4721.2,2941.33,45026.0,63551.0,18525.0,6.3,3
2024,S3_S4,east,S4,2024-04-19_S3_S4_c5bf8374,2024-04-19 14:14:00,2024-04-19 21:33:00,B,54875.0,7.32,7500.0,B,bottom,107.4,4551.6,2835.67,23338.0,27010.0,3671.0,1.29,3
2024,S3_S4,east,S4,2024-04-19_S3_S4_c5bf8374,2024-04-19 14:14:00,2024-04-19 21:33:00,M,54875.0,7.32,7500.0,M,middle,117.3,4973.5,3098.5,13237.0,42163.0,28926.0,9.34,3
2024,S3_S4,east,S4,2024-04-19_S3_S4_c5bf8374,2024-04-19 14:14:00,2024-04-19 21:33:00,T,54875.0,7.32,7500.0,T,top,113.2,4797.6,2988.88,22646.0,56418.0,33772.0,11.3,3
2024,S3_S4,east,S4,2024-05-03_S3_S4_13e4749a,2024-05-03 08:37:00,2024-05-03 15:28:00,B,44600.0,6.85,6511.0,B,bottom,107.4,4551.6,2835.67,0.0,0.0,0.0,0.0,3
2024,S3_S4,east,S4,2024-05-03_S3_S4_13e4749a,2024-05-03 08:37:00,2024-05-03 15:28:00,M,44600.0,6.85,6511.0,M,middle,117.3,4973.5,3098.5,28850.0,45704.0,16854.0,5.44,3
2024,S3_S4,east,S4,2024-05-03_S3_S4_13e4749a,2024-05-03 08:37:00,2024-05-03 15:28:00,T,44600.0,6.85,6511.0,T,top,113.2,4797.6,2988.88,34194.0,54063.0,19869.0,6.65,3
2024,S3_S4,east,S4,2024-05-17_S3_S4_09c73fc7,2024-05-17 13:31:00,2024-05-17 19:09:00,B,47550.0,5.63,8441.0,B,bottom,107.4,4551.6,2835.67,34545.0,49603.0,15059.0,5.31,3
2024,S3_S4,east,S4,2024-05-17_S3_S4_09c73fc7,2024-05-17 13:31:00,2024-05-17 19:09:00,M,47550.0,5.63,8441.0,M,middle,117.3,4973.5,3098.5,29836.0,46094.0,16258.0,5.25,3
2024,S3_S4,east,S4,2024-05-17_S3_S4_09c73fc7,2024-05-17 13:31:00,2024-05-17 19:09:00,T,47550.0,5.63,8441.0,T,top,113.2,4797.6,2988.88,30542.0,54416.0,23874.0,7.99,3
2024,S3_S4,east,S4,2024-06-01_S3_S4_0880f850,2024-06-01 08:29:00,2024-06-01 17:57:00,B,61450.0,9.47,6491.0,B,bottom,107.4,4551.6,2835.67,0.0,0.0,0.0,0.0,3
2024,S3_S4,east,S4,2024-06-01_S3_S4_0880f850,2024-06-01 08:29:00,2024-06-01 17:57:00,M,61450.0,9.47,6491.0,M,middle,117.3,4973.5,3098.5,25523.0,52807.0,27283.0,8.81,3
2024,S3_S4,east,S4,2024-06-01_S3_S4_0880f850,2024-06-01 08:29:00,2024-06-01 17:57:00,T,61450.0,9.47,6491.0,T,top,113.2,4797.6,2988.88,26483.0,58063.0,31580.0,10.57,3
2024,S3_S4,east,S4,2024-06-15_S3_S4_b6aa9839,2024-06-15 07:29:00,2024-06-15 16:13:00,B,52500.0,8.73,6011.0,B,bottom,107.4,4551.6,2835.67,0.0,0.0,0.0,0.0,3
2024,S3_S4,east,S4,2024-06-15_S3_S4_b6aa9839,2024-06-15 07:29:00,2024-06-15 16:13:00,M,52500.0,8.73,6011.0,M,middle,117.3,4973.5,3098.5,37131.0,56950.0,19819.0,6.4,3
2024,S3_S4,east,S4,2024-06-15_S3_S4_b6aa9839,2024-06-15 07:29:00,2024-06-15 16:13:00,T,52500.0,8.73,6011.0,T,top,113.2,4797.6,2988.88,27054.0,60423.0,33369.0,11.16,3
2024,S3_S4,east,S4,2024-06-28_S3_S4_14b9d993,2024-06-28 08:19:00,2024-06-28 14:44:00,B,39650.0,6.42,6179.0,B,bottom,107.4,4551.6,2835.67,44095.0,51744.0,7649.0,2.7,3
2024,S3_S4,east,S4,2024-06-28_S3_S4_14b9d993,2024-06-28 08:19:00,2024-06-28 14:44:00,M,39650.0,6.42,6179.0,M,middle,117.3,4973.5,3098.5,34275.0,48413.0,14139.0,4.56,3
2024,S3_S4,east,S4,2024-06-28_S3_S4_14b9d993,2024-06-28 08:19:00,2024-06-28 14:44:00,T,39650.0,6.42,6179.0,T,top,113.2,4797.6,2988.88,31410.0,59473.0,28063.0,9.39,3
2024,S3_S4,east,S4,2024-07-11_S3_S4_d29231ea,2024-07-11 10:01:00,2024-07-11 17:39:00,B,46550.0,7.63,6098.0,B,bottom,107.4,4551.6,2835.67,0.0,51045.0,0.0,0.0,3
2024,S3_S4,east,S4,2024-07-11_S3_S4_d29231ea,2024-07-11 10:01:00,2024-07-11 17:39:00,M,46550.0,7.63,6098.0,M,middle,117.3,4973.5,3098.5,26494.0,49549.0,23055.0,7.44,3
2024,S3_S4,east,S4,2024-07-11_S3_S4_d29231ea,2024-07-11 10:01:00,2024-07-11 17:39:00,T,46550.0,7.63,6098.0,T,top,113.2,4797.6,2988.88,29534.0,55500.0,25966.0,8.69,3
2024,S3_S4,east,S4,2024-07-26_S3_S4_fd133a4c,2024-07-26 19:02:00,2024-07-27 07:21:00,B,71850.0,12.32,5834.0,B,bottom,107.4,4551.6,2835.67,25420.0,39124.0,13704.0,4.83,3
2024,S3_S4,east,S4,2024-07-26_S3_S4_fd133a4c,2024-07-26 19:02:00,2024-07-27 07:21:00,M,71850.0,12.32,5834.0,M,middle,117.3,4973.5,3098.5,18027.0,49631.0,31604.0,10.2,3
2024,S3_S4,east,S4,2024-07-26_S3_S4_fd133a4c,2024-07-26 19:02:00,2024-07-27 07:21:00,T,71850.0,12.32,5834.0,T,top,113.2,4797.6,2988.88,25840.0,56394.0,30554.0,10.22,3
2024,S3_S4,east,S4,2024-08-09_S3_S4_fd100e26,2024-08-09 08:45:00,2024-08-09 15:50:00,B,46900.0,7.08,6621.0,B,bottom,107.4,4551.6,2835.67,29358.0,38331.0,8973.0,3.16,3
2024,S3_S4,east,S4,2024-08-09_S3_S4_fd100e26,2024-08-09 08:45:00,2024-08-09 15:50:00,M,46900.0,7.08,6621.0,M,middle,117.3,4973.5,3098.5,28660.0,46929.0,18269.0,5.9,3
2024,S3_S4,east,S4,2024-08-09_S3_S4_fd100e26,2024-08-09 08:45:00,2024-08-09 15:50:00,T,46900.0,7.08,6621.0,T,top,113.2,4797.6,2988.88,31599.0,57829.0,26230.0,8.78,3
2024,S3_S4,east,S4,2024-08-23_S3_S4_0b64e5f5,2024-08-23 09:32:00,2024-08-23 15:04:00,B,30150.0,5.53,5449.0,B,bottom,107.4,4551.6,2835.67,30999.0,41259.0,10260.0,3.62,3
2024,S3_S4,east,S4,2024-08-23_S3_S4_0b64e5f5,2024-08-23 09:32:00,2024-08-23 15:04:00,M,30150.0,5.53,5449.0,M,middle,117.3,4973.5,3098.5,29194.0,47771.0,18577.0,6.0,3
2024,S3_S4,east,S4,2024-08-23_S3_S4_0b64e5f5,2024-08-23 09:32:00,2024-08-23 15:04:00,T,30150.0,5.53,5449.0,T,top,113.2,4797.6,2988.88,35165.0,59453.0,24288.0,8.13,3
2024,S3_S4,east,S4,2024-09-06_S3_S4_9e0ce675,2024-09-06 09:33:00,2024-09-06 16:29:00,B,48950.0,6.93,7060.0,B,bottom,107.4,4551.6,2835.67,31262.0,61498.0,7397.0,2.61,3
2024,S3_S4,east,S4,2024-09-06_S3_S4_9e0ce675,2024-09-06 09:33:00,2024-09-06 16:29:00,M,48950.0,6.93,7060.0,M,middle,117.3,4973.5,3098.5,24612.0,49418.0,24806.0,8.01,3
2024,S3_S4,east,S4,2024-09-06_S3_S4_9e0ce675,2024-09-06 09:33:00,2024-09-06 16:29:00,T,48950.0,6.93,7060.0,T,top,113.2,4797.6,2988.88,33588.0,54372.0,20784.0,6.95,3
2024,S3_S4,east,S4,2024-09-20_S3_S4_032d9e33,2024-09-20 14:27:00,2024-09-20 17:52:00,B,16450.0,3.42,4815.0,B,bottom,107.4,4551.6,2835.67,43954.0,17050.0,251.0,0.09,3
2024,S3_S4,east,S4,2024-09-20_S3_S4_032d9e33,2024-09-20 14:27:00,2024-09-20 17:52:00,M,16450.0,3.42,4815.0,M,middle,117.3,4973.5,3098.5,20913.0,0.0,0.0,0.0,3
2024,S3_S4,east,S4,2024-09-20_S3_S4_032d9e33,2024-09-20 14:27:00,2024-09-20 17:52:00,T,16450.0,3.42,4815.0,T,top,113.2,4797.6,2988.88,30779.0,58509.0,27730.0,9.28,3
2024,S3_S4,east,S4,2024-10-04_S3_S4_bf53dc9a,2024-10-04 11:55:00,2024-10-04 18:02:00,B,47200.0,6.12,7717.0,B,bottom,107.4,4551.6,2835.67,37347.0,46081.0,8734.0,3.08,3
2024,S3_S4,east,S4,2024-10-04_S3_S4_bf53dc9a,2024-10-04 11:55:00,2024-10-04 18:02:00,M,47200.0,6.12,7717.0,M,middle,117.3,4973.5,3098.5,16644.0,45094.0,28450.0,9.18,3
2024,S3_S4,east,S4,2024-10-04_S3_S4_bf53dc9a,2024-10-04 11:55:00,2024-10-04 18:02:00,T,47200.0,6.12,7717.0,T,top,113.2,4797.6,2988.88,29655.0,57598.0,27943.0,9.35,3
2024,S3_S4,east,S4,2024-10-18_S3_S4_e3314155,2024-10-18 09:34:00,2024-10-18 17:17:00,B,53550.0,7.72,6940.0,B,bottom,107.4,4551.6,2835.67,0.0,0.0,0.0,0.0,3
2024,S3_S4,east,S4,2024-10-18_S3_S4_e3314155,2024-10-18 09:34:00,2024-10-18 17:17:00,M,53550.0,7.72,6940.0,M,middle,117.3,4973.5,3098.5,22149.0,44822.0,22674.0,7.32,3
2024,S3_S4,east,S4,2024-10-18_S3_S4_e3314155,2024-10-18 09:34:00,2024-10-18 17:17:00,T,53550.0,7.72,6940.0,T,top,113.2,4797.6,2988.88,33044.0,54020.0,20977.0,7.02,3
2025,S1_S2,west,S1,2025-04-20_S1_S2_f3457ada,2025-04-20 08:15:00,2025-04-20 18:28:00,B,132300.0,10.22,12949.0,B,bottom,122.0,5170.7,3221.33,32954.0,50936.0,17982.0,5.58,3
2025,S1_S2,west,S1,2025-04-20_S1_S2_f3457ada,2025-04-20 08:15:00,2025-04-20 18:28:00,M,132300.0,10.22,12949.0,M,middle,115.3,4888.7,3045.67,30158.0,65479.0,35321.0,11.6,3
2025,S1_S2,west,S1,2025-04-20_S1_S2_f3457ada,2025-04-20 08:15:00,2025-04-20 18:28:00,T,132300.0,10.22,12949.0,T,top,109.4,4636.4,2888.5,26782.0,70726.0,43944.0,15.21,3
2025,S1_S2,west,S1,2025-05-17_S1_S2_8db50082,2025-05-17 15:36:00,2025-05-18 07:37:00,B,92450.0,16.02,5772.0,B,bottom,122.0,5170.7,3221.33,52014.0,0.0,0.0,0.0,3
2025,S1_S2,west,S1,2025-05-17_S1_S2_8db50082,2025-05-17 15:36:00,2025-05-18 07:37:00,M,92450.0,16.02,5772.0,M,middle,115.3,4888.7,3045.67,61163.0,0.0,0.0,0.0,3
2025,S1_S2,west,S1,2025-05-17_S1_S2_8db50082,2025-05-17 15:36:00,2025-05-18 07:37:00,T,92450.0,16.02,5772.0,T,top,109.4,4636.4,2888.5,66953.0,0.0,0.0,0.0,3
2025,S1_S2,west,S1,2025-05-28_S1_S2_ca363c43,2025-05-28 18:58:00,2025-05-29 07:30:00,B,64250.0,12.53,5126.0,B,bottom,122.0,5170.7,3221.33,39544.0,54522.0,14978.0,4.65,3
2025,S1_S2,west,S1,2025-05-28_S1_S2_ca363c43,2025-05-28 18:58:00,2025-05-29 07:30:00,M,64250.0,12.53,5126.0,M,middle,115.3,4888.7,3045.67,47027.0,61184.0,14157.0,4.65,3
2025,S1_S2,west,S1,2025-05-28_S1_S2_ca363c43,2025-05-28 18:58:00,2025-05-29 07:30:00,T,64250.0,12.53,5126.0,T,top,109.4,4636.4,2888.5,48282.0,64460.0,16177.0,5.6,3
2025,S1_S2,west,S1,2025-06-27_S1_S2_ff537961,2025-06-27 15:33:00,2025-06-28 07:49:00,B,95500.0,16.27,5871.0,B,bottom,122.0,5170.7,3221.33,21529.0,54144.0,32615.0,10.12,3
2025,S1_S2,west,S1,2025-06-27_S1_S2_ff537961,2025-06-27 15:33:00,2025-06-28 07:49:00,M,95500.0,16.27,5871.0,M,middle,115.3,4888.7,3045.67,34553.0,66802.0,32249.0,10.59,3
2025,S1_S2,west,S1,2025-06-27_S1_S2_ff537961,2025-06-27 15:33:00,2025-06-28 07:49:00,T,95500.0,16.27,5871.0,T,top,109.4,4636.4,2888.5,30455.0,70826.0,40371.0,13.98,3
2025,S1_S2,west,S1,2025-07-26_S1_S2_98e2053f,2025-07-26 08:45:00,2025-07-26 17:50:00,B,53225.0,9.08,5860.0,B,bottom,122.0,5170.7,3221.33,21945.0,51348.0,29403.0,9.13,3
2025,S1_S2,west,S1,2025-07-26_S1_S2_98e2053f,2025-07-26 08:45:00,2025-07-26 17:50:00,M,53225.0,9.08,5860.0,M,middle,115.3,4888.7,3045.67,36558.0,60142.0,23584.0,7.74,3
2025,S1_S2,west,S1,2025-07-26_S1_S2_98e2053f,2025-07-26 08:45:00,2025-07-26 17:50:00,T,53225.0,9.08,5860.0,T,top,109.4,4636.4,2888.5,31084.0,68992.0,37908.0,13.12,3
2025,S1_S2,west,S1,2025-08-22_S1_S2_9f8675d7,2025-08-22 09:07:00,2025-08-22 19:04:00,B,30625.0,9.95,3078.0,B,bottom,122.0,5170.7,3221.33,20385.0,44059.0,23674.0,7.35,3
2025,S1_S2,west,S1,2025-08-22_S1_S2_9f8675d7,2025-08-22 09:07:00,2025-08-22 19:04:00,M,30625.0,9.95,3078.0,M,middle,115.3,4888.7,3045.67,35829.0,58599.0,22770.0,7.48,3
2025,S1_S2,west,S1,2025-08-22_S1_S2_9f8675d7,2025-08-22 09:07:00,2025-08-22 19:04:00,T,30625.0,9.95,3078.0,T,top,109.4,4636.4,2888.5,30419.0,64234.0,33815.0,11.71,3
2025,S1_S2,west,S1,2025-09-20_S1_S2_81d8ab0f,2025-09-20 10:42:00,2025-09-20 17:31:00,B,86100.0,6.82,12631.0,B,bottom,122.0,5170.7,3221.33,22372.0,45552.0,23180.0,7.2,3
2025,S1_S2,west,S1,2025-09-20_S1_S2_81d8ab0f,2025-09-20 10:42:00,2025-09-20 17:31:00,M,86100.0,6.82,12631.0,M,middle,115.3,4888.7,3045.67,36743.0,58807.0,22065.0,7.24,3
2025,S1_S2,west,S1,2025-09-20_S1_S2_81d8ab0f,2025-09-20 10:42:00,2025-09-20 17:31:00,T,86100.0,6.82,12631.0,T,top,109.4,4636.4,2888.5,37945.0,63278.0,25334.0,8.77,3
2025,S1_S2,west,S2,2025-04-20_S1_S2_f3457ada,2025-04-20 08:15:00,2025-04-21 06:28:00,B,132300.0,22.22,5955.0,B,bottom,115.8,4907.8,3057.56,11720.0,62065.0,50346.0,16.47,3
2025,S1_S2,west,S2,2025-04-20_S1_S2_f3457ada,2025-04-20 08:15:00,2025-04-21 06:28:00,M,132300.0,22.22,5955.0,M,middle,117.3,4973.5,3098.5,19784.0,65888.0,46104.0,14.88,3
2025,S1_S2,west,S2,2025-04-20_S1_S2_f3457ada,2025-04-20 08:15:00,2025-04-21 06:28:00,T,132300.0,22.22,5955.0,T,top,111.0,4708.5,2933.41,26005.0,73860.0,47855.0,16.31,3
2025,S1_S2,west,S2,2025-05-17_S1_S2_8db50082,2025-05-17 15:36:00,2025-05-18 07:37:00,B,92450.0,16.02,5772.0,B,bottom,115.8,4907.8,3057.56,59178.0,0.0,0.0,0.0,3
2025,S1_S2,west,S2,2025-05-17_S1_S2_8db50082,2025-05-17 15:36:00,2025-05-18 07:37:00,M,92450.0,16.02,5772.0,M,middle,117.3,4973.5,3098.5,60506.0,0.0,0.0,0.0,3
2025,S1_S2,west,S2,2025-05-17_S1_S2_8db50082,2025-05-17 15:36:00,2025-05-18 07:37:00,T,92450.0,16.02,5772.0,T,top,111.0,4708.5,2933.41,60586.0,0.0,0.0,0.0,3
2025,S1_S2,west,S2,2025-05-28_S1_S2_ca363c43,2025-05-28 18:58:00,2025-05-29 07:30:00,B,64250.0,12.53,5126.0,B,bottom,115.8,4907.8,3057.56,30434.0,58208.0,27773.0,9.08,3
2025,S1_S2,west,S2,2025-05-28_S1_S2_ca363c43,2025-05-28 18:58:00,2025-05-29 07:30:00,M,64250.0,12.53,5126.0,M,middle,117.3,4973.5,3098.5,41964.0,65505.0,23542.0,7.6,3
2025,S1_S2,west,S2,2025-05-28_S1_S2_ca363c43,2025-05-28 18:58:00,2025-05-29 07:30:00,T,64250.0,12.53,5126.0,T,top,111.0,4708.5,2933.41,33272.0,74036.0,40764.0,13.9,3
2025,S1_S2,west,S2,2025-06-27_S1_S2_ff537961,2025-06-27 15:33:00,2025-06-28 07:49:00,B,95500.0,16.27,5871.0,B,bottom,115.8,4907.8,3057.56,22688.0,63667.0,40978.0,13.4,3
2025,S1_S2,west,S2,2025-06-27_S1_S2_ff537961,2025-06-27 15:33:00,2025-06-28 07:49:00,M,95500.0,16.27,5871.0,M,middle,117.3,4973.5,3098.5,33250.0,70850.0,37600.0,12.13,3
2025,S1_S2,west,S2,2025-06-27_S1_S2_ff537961,2025-06-27 15:33:00,2025-06-28 07:49:00,T,95500.0,16.27,5871.0,T,top,111.0,4708.5,2933.41,28737.0,75073.0,46336.0,15.8,3
2025,S1_S2,west,S2,2025-07-26_S1_S2_98e2053f,2025-07-26 08:45:00,2025-07-26 17:50:00,B,53225.0,9.08,5860.0,B,bottom,115.8,4907.8,3057.56,25068.0,59245.0,34177.0,11.18,3
2025,S1_S2,west,S2,2025-07-26_S1_S2_98e2053f,2025-07-26 08:45:00,2025-07-26 17:50:00,M,53225.0,9.08,5860.0,M,middle,117.3,4973.5,3098.5,34476.0,62827.0,28351.0,9.15,3
2025,S1_S2,west,S2,2025-07-26_S1_S2_98e2053f,2025-07-26 08:45:00,2025-07-26 17:50:00,T,53225.0,9.08,5860.0,T,top,111.0,4708.5,2933.41,33117.0,74647.0,41530.0,14.16,3
2025,S1_S2,west,S2,2025-08-22_S1_S2_9f8675d7,2025-08-22 09:07:00,2025-08-22 19:04:00,B,30625.0,9.95,3078.0,B,bottom,115.8,4907.8,3057.56,23126.0,52342.0,29216.0,9.56,3
2025,S1_S2,west,S2,2025-08-22_S1_S2_9f8675d7,2025-08-22 09:07:00,2025-08-22 19:04:00,M,30625.0,9.95,3078.0,M,middle,117.3,4973.5,3098.5,34143.0,62872.0,28728.0,9.27,3
2025,S1_S2,west,S2,2025-08-22_S1_S2_9f8675d7,2025-08-22 09:07:00,2025-08-22 19:04:00,T,30625.0,9.95,3078.0,T,top,111.0,4708.5,2933.41,31933.0,63807.0,31875.0,10.87,3
2025,S1_S2,west,S2,2025-09-20_S1_S2_81d8ab0f,2025-09-20 10:42:00,2025-09-20 17:31:00,B,86100.0,6.82,12631.0,B,bottom,115.8,4907.8,3057.56,26264.0,51550.0,25286.0,8.27,3
2025,S1_S2,west,S2,2025-09-20_S1_S2_81d8ab0f,2025-09-20 10:42:00,2025-09-20 17:31:00,M,86100.0,6.82,12631.0,M,middle,117.3,4973.5,3098.5,37362.0,60131.0,22769.0,7.35,3
2025,S1_S2,west,S2,2025-09-20_S1_S2_81d8ab0f,2025-09-20 10:42:00,2025-09-20 17:31:00,T,86100.0,6.82,12631.0,T,top,111.0,4708.5,2933.41,32721.0,72897.0,40176.0,13.7,3
2025,S3_S4,east,S3,2025-04-20_S3_S4_ead0e049,2025-04-20 08:15:00,2025-04-21 06:28:00,B,132300.0,22.22,5955.0,B,bottom,110.8,4695.8,2925.48,24036.0,54090.0,30054.0,10.27,3
2025,S3_S4,east,S3,2025-04-20_S3_S4_ead0e049,2025-04-20 08:15:00,2025-04-21 06:28:00,M,132300.0,22.22,5955.0,M,middle,118.8,5037.1,3138.13,65242.0,20871.0,-2632.0,-0.84,3
2025,S3_S4,east,S3,2025-04-20_S3_S4_ead0e049,2025-04-20 08:15:00,2025-04-21 06:28:00,T,132300.0,22.22,5955.0,T,top,111.4,4721.2,2941.33,37821.0,64504.0,26683.0,9.07,3
2025,S3_S4,east,S3,2025-05-02_S3_S4_98b5ed63,2025-05-02 19:10:00,2025-05-03 08:21:00,B,76750.0,13.18,5822.0,B,bottom,110.8,4695.8,2925.48,33171.0,52756.0,19585.0,6.69,3
2025,S3_S4,east,S3,2025-05-02_S3_S4_98b5ed63,2025-05-02 19:10:00,2025-05-03 08:21:00,M,76750.0,13.18,5822.0,M,middle,118.8,5037.1,3138.13,64510.0,0.0,0.0,0.0,3
2025,S3_S4,east,S3,2025-05-02_S3_S4_98b5ed63,2025-05-02 19:10:00,2025-05-03 08:21:00,T,76750.0,13.18,5822.0,T,top,111.4,4721.2,2941.33,49712.0,63710.0,13998.0,4.76,3
2025,S3_S4,east,S3,2025-05-28_S3_S4_120d46ab,2025-05-28 18:58:00,2025-05-29 07:30:00,B,64250.0,12.53,5126.0,B,bottom,110.8,4695.8,2925.48,31478.0,59451.0,27973.0,9.56,3
2025,S3_S4,east,S3,2025-05-28_S3_S4_120d46ab,2025-05-28 18:58:00,2025-05-29 07:30:00,M,64250.0,12.53,5126.0,M,middle,118.8,5037.1,3138.13,63926.0,0.0,0.0,0.0,3
2025,S3_S4,east,S3,2025-05-28_S3_S4_120d46ab,2025-05-28 18:58:00,2025-05-29 07:30:00,T,64250.0,12.53,5126.0,T,top,111.4,4721.2,2941.33,41917.0,63151.0,21234.0,7.22,3
2025,S3_S4,east,S3,2025-06-13_S3_S4_29345c78,2025-06-13 10:49:00,2025-06-13 19:16:00,B,56900.0,8.45,6734.0,B,bottom,110.8,4695.8,2925.48,35430.0,59577.0,24146.0,8.25,3
2025,S3_S4,east,S3,2025-06-13_S3_S4_29345c78,2025-06-13 10:49:00,2025-06-13 19:16:00,M,56900.0,8.45,6734.0,M,middle,118.8,5037.1,3138.13,67430.0,0.0,0.0,0.0,3
