capacity_source,event_id,year,pair,strip,treatment,logger_position,represented_depth_count,profile_water_in,minimum_depth_vwc,maximum_depth_vwc
irrigation,2025-08-22_S3_S4_1b405e4b,2025.0,S3_S4,S4,control,T,3,6.291,34.28,35.79
irrigation,2025-09-20_S1_S2_81d8ab0f,2025.0,S1_S2,S1,biochar,B,3,5.0334,21.08,32.45
irrigation,2025-09-20_S1_S2_81d8ab0f,2025.0,S1_S2,S1,biochar,M,3,6.4986,32.68,40.57
irrigation,2025-09-20_S1_S2_81d8ab0f,2025.0,S1_S2,S1,biochar,T,3,6.992999999999999,37.64,40.08
irrigation,2025-09-20_S1_S2_81d8ab0f,2025.0,S1_S2,S2,control,B,3,5.6975999999999996,28.31,36.33
irrigation,2025-09-20_S1_S2_81d8ab0f,2025.0,S1_S2,S2,control,M,3,6.645,34.52,38.22
irrigation,2025-09-20_S3_S4_f86ee2c5,2025.0,S3_S4,S3,biochar,B,3,5.677200000000001,29.21,33.39
irrigation,2025-09-20_S3_S4_f86ee2c5,2025.0,S3_S4,S3,biochar,T,3,7.2684,36.71,45.75
irrigation,2025-09-20_S3_S4_f86ee2c5,2025.0,S3_S4,S4,control,B,3,7.212,36.3,42.98
irrigation,2025-09-20_S3_S4_f86ee2c5,2025.0,S3_S4,S4,control,M,3,5.6544,30.02,33.42
irrigation,2025-09-20_S3_S4_f86ee2c5,2025.0,S3_S4,S4,control,T,3,6.4601999999999995,34.87,37.5
irrigation,2025-10-04_S3_S4_4439230e,2025.0,S3_S4,S3,biochar,B,3,5.739,28.87,34.01
irrigation,2025-10-04_S3_S4_4439230e,2025.0,S3_S4,S4,control,B,3,6.695399999999999,33.89,41.44
irrigation,2025-10-04_S3_S4_4439230e,2025.0,S3_S4,S4,control,M,3,5.3862,27.3,31.26
irrigation,2025-10-04_S3_S4_4439230e,2025.0,S3_S4,S4,control,T,3,6.7098,34.85,41.64
irrigation,2026-04-21_S1_S2_001c30f6,2026.0,S1_S2,S1,biochar,B,3,5.1162,22.94,32.63
irrigation,2026-04-21_S1_S2_001c30f6,2026.0,S1_S2,S1,biochar,M,3,6.6983999999999995,32.79,39.68
irrigation,2026-04-21_S1_S2_001c30f6,2026.0,S1_S2,S1,biochar,T,3,7.4736,38.53,45.93
irrigation,2026-04-21_S1_S2_001c30f6,2026.0,S1_S2,S2,control,B,3,6.3149999999999995,34.41,36.27
irrigation,2026-04-21_S1_S2_001c30f6,2026.0,S1_S2,S2,control,M,3,6.7176,36.49,38.32
irrigation,2026-04-21_S1_S2_001c30f6,2026.0,S1_S2,S2,control,T,3,8.1726,40.85,49.53
irrigation,2026-04-21_S3_S4_ed1ed131,2026.0,S3_S4,S3,biochar,B,3,5.6124,29.25,34.59
irrigation,2026-04-21_S3_S4_ed1ed131,2026.0,S3_S4,S3,biochar,M,3,6.6137999999999995,35.19,37.63
irrigation,2026-04-21_S3_S4_ed1ed131,2026.0,S3_S4,S3,biochar,T,3,7.3614,35.43,48.13
irrigation,2026-04-21_S3_S4_ed1ed131,2026.0,S3_S4,S4,control,M,3,5.7264,29.97,33.63
irrigation,2026-04-21_S3_S4_ed1ed131,2026.0,S3_S4,S4,control,T,3,6.763200000000001,36.17,39.14
irrigation,2026-05-08_S3_S4_989607cc,2026.0,S3_S4,S3,biochar,B,3,5.811,30.48,35.11
irrigation,2026-05-08_S3_S4_989607cc,2026.0,S3_S4,S3,biochar,M,3,6.776400000000001,36.79,39.01
irrigation,2026-05-08_S3_S4_989607cc,2026.0,S3_S4,S3,biochar,T,3,7.109999999999999,34.44,44.93
irrigation,2026-05-08_S3_S4_989607cc,2026.0,S3_S4,S4,control,B,3,7.1058,37.04,42.14
irrigation,2026-05-08_S3_S4_989607cc,2026.0,S3_S4,S4,control,M,3,5.9244,30.46,37.58
irrigation,2026-05-08_S3_S4_989607cc,2026.0,S3_S4,S4,control,T,3,6.609,36.17,37.36
irrigation,2026-05-20_S1_S2_49743b7c,2026.0,S1_S2,S1,biochar,B,3,4.8726,18.27,32.51
irrigation,2026-05-20_S1_S2_49743b7c,2026.0,S1_S2,S1,biochar,M,3,6.393000000000001,32.34,37.52
irrigation,2026-05-20_S1_S2_49743b7c,2026.0,S1_S2,S1,biochar,T,3,7.1724,38.54,41.51
irrigation,2026-05-20_S1_S2_49743b7c,2026.0,S1_S2,S2,control,B,3,5.9658,30.17,35.12
irrigation,2026-05-20_S1_S2_49743b7c,2026.0,S1_S2,S2,control,M,3,6.5952,35.66,37.35
irrigation,2026-05-20_S1_S2_49743b7c,2026.0,S1_S2,S2,control,T,3,6.7422,27.83,43.95
irrigation,2026-05-21_S3_S4_272f948e,2026.0,S3_S4,S3,biochar,B,3,5.694599999999999,28.36,34.12
irrigation,2026-05-21_S3_S4_272f948e,2026.0,S3_S4,S3,biochar,M,3,6.3978,34.74,37.09
irrigation,2026-05-21_S3_S4_272f948e,2026.0,S3_S4,S3,biochar,T,3,6.7278,30.48,42.9
irrigation,2026-05-21_S3_S4_272f948e,2026.0,S3_S4,S4,control,M,3,6.015,30.32,36.6
irrigation,2026-05-21_S3_S4_272f948e,2026.0,S3_S4,S4,control,T,3,6.495000000000001,34.99,37.68
irrigation,2026-06-05_S3_S4_f5beba0a,2026.0,S3_S4,S3,biochar,B,3,5.3718,25.46,33.97
irrigation,2026-06-05_S3_S4_f5beba0a,2026.0,S3_S4,S3,biochar,M,3,6.2472,32.75,37.88
irrigation,2026-06-05_S3_S4_f5beba0a,2026.0,S3_S4,S4,control,M,3,5.874599999999999,30.04,37.46
irrigation,2026-06-05_S3_S4_f5beba0a,2026.0,S3_S4,S4,control,T,3,6.519,35.3,36.91
irrigation,2026-06-20_S1_S2_ba82572f,2026.0,S1_S2,S1,biochar,B,3,5.1582,15.97,37.63
irrigation,2026-06-20_S1_S2_ba82572f,2026.0,S1_S2,S1,biochar,M,3,6.4998000000000005,32.89,38.41
irrigation,2026-06-20_S1_S2_ba82572f,2026.0,S1_S2,S1,biochar,T,3,7.5522,41.23,42.94
irrigation,2026-06-20_S1_S2_ba82572f,2026.0,S1_S2,S2,control,B,3,6.3648,31.56,38.55
irrigation,2026-06-20_S1_S2_ba82572f,2026.0,S1_S2,S2,control,M,3,6.832800000000001,37.72,38.37
irrigation,2026-06-20_S3_S4_47159afc,2026.0,S3_S4,S3,biochar,B,3,6.4842,35.09,37.22
irrigation,2026-06-20_S3_S4_47159afc,2026.0,S3_S4,S3,biochar,M,3,6.824999999999999,35.73,40.65
irrigation,2026-06-20_S3_S4_47159afc,2026.0,S3_S4,S4,control,B,3,6.9605999999999995,36.64,40.37
irrigation,2026-06-20_S3_S4_47159afc,2026.0,S3_S4,S4,control,T,3,6.731400000000001,35.45,39.37
irrigation,2026-06-27_S1_S2_be4e641a,2026.0,S1_S2,S1,biochar,B,3,5.466,23.03,35.82
irrigation,2026-06-27_S1_S2_be4e641a,2026.0,S1_S2,S1,biochar,M,3,6.559200000000001,33.93,38.86
irrigation,2026-06-27_S1_S2_be4e641a,2026.0,S1_S2,S1,biochar,T,3,7.473000000000001,38.93,44.92
irrigation,2026-06-27_S1_S2_be4e641a,2026.0,S1_S2,S2,control,B,3,6.6486,35.37,38.97
irrigation,2026-06-27_S1_S2_be4e641a,2026.0,S1_S2,S2,control,M,3,6.6822,34.83,40.94
irrigation,2026-06-27_S1_S2_be4e641a,2026.0,S1_S2,S2,control,T,3,6.977399999999999,27.98,46.15
irrigation,2026-06-27_S3_S4_dc68d0eb,2026.0,S3_S4,S3,biochar,M,3,7.0788,36.93,41.68
irrigation,2026-06-27_S3_S4_dc68d0eb,2026.0,S3_S4,S4,control,T,3,6.5676,33.8,39.26
irrigation,2026-07-05_S3_S4_b3db7964,2026.0,S3_S4,S3,biochar,B,3,6.2862,34.38,35.95
irrigation,2026-07-05_S3_S4_b3db7964,2026.0,S3_S4,S3,biochar,M,3,6.5724,34.82,37.64
irrigation,2026-07-05_S3_S4_b3db7964,2026.0,S3_S4,S4,control,B,3,7.3134,40.39,40.8
irrigation,2026-07-05_S3_S4_b3db7964,2026.0,S3_S4,S4,control,M,3,6.1613999999999995,31.59,36.66
irrigation,2026-07-05_S3_S4_b3db7964,2026.0,S3_S4,S4,control,T,3,6.5016,35.51,37.0
irrigation,2026-07-24_S1_S2_63eb5228,2026.0,S1_S2,S1,biochar,B,3,5.2224,13.32,37.31
irrigation,2026-07-24_S1_S2_63eb5228,2026.0,S1_S2,S1,biochar,M,3,6.3636,31.08,39.71
irrigation,2026-07-24_S1_S2_63eb5228,2026.0,S1_S2,S1,biochar,T,3,7.285800000000001,37.74,42.09
irrigation,2026-07-24_S1_S2_63eb5228,2026.0,S1_S2,S2,control,B,3,5.433,28.27,31.98
irrigation,2026-07-24_S1_S2_63eb5228,2026.0,S1_S2,S2,control,M,3,6.562200000000001,34.57,38.49
irrigation,2026-07-24_S1_S2_63eb5228,2026.0,S1_S2,S2,control,T,3,6.582,29.67,41.41
irrigation,2026-07-24_S3_S4_d28f9731,2026.0,S3_S4,S3,biochar,M,3,6.33,34.58,36.21
irrigation,2026-07-24_S3_S4_d28f9731,2026.0,S3_S4,S4,control,B,3,6.134399999999999,31.7,38.07
irrigation,2026-07-24_S3_S4_d28f9731,2026.0,S3_S4,S4,control,M,3,5.9670000000000005,30.59,36.52
irrigation,2026-07-24_S3_S4_d28f9731,2026.0,S3_S4,S4,control,T,3,6.4146,35.33,35.9
irrigation,2026-08-14_S1_S2_72b4c1d7,2026.0,S1_S2,S1,biochar,B,3,3.7818,9.19,32.6
irrigation,2026-08-14_S1_S2_72b4c1d7,2026.0,S1_S2,S1,biochar,M,3,5.5001999999999995,24.4,36.39
irrigation,2026-08-14_S1_S2_72b4c1d7,2026.0,S1_S2,S1,biochar,T,3,7.0920000000000005,37.21,41.03
irrigation,2026-08-14_S1_S2_72b4c1d7,2026.0,S1_S2,S2,control,B,3,4.8096,25.83,28.32
irrigation,2026-08-14_S1_S2_72b4c1d7,2026.0,S1_S2,S2,control,M,3,6.4116,34.34,37.54
irrigation,2026-08-14_S1_S2_72b4c1d7,2026.0,S1_S2,S2,control,T,3,6.682799999999999,27.74,43.0
irrigation,2026-08-14_S3_S4_1912adab,2026.0,S3_S4,S3,biochar,M,3,5.962199999999999,31.18,34.79
irrigation,2026-08-14_S3_S4_1912adab,2026.0,S3_S4,S4,control,M,3,5.2812,26.97,33.21
irrigation,2026-08-14_S3_S4_1912adab,2026.0,S3_S4,S4,control,T,3,6.1614,33.05,36.08
precipitation,precip_20240329_1030_20240401_1545,2024.0,S1_S2,S1,biochar,B,3,4.7754,25.24,28.51
precipitation,precip_20241029_0615_20241030_0715,2024.0,S1_S2,S1,biochar,B,3,2.8314000000000004,15.04,16.94
precipitation,precip_20241103_1330_20241109_0300,2024.0,S1_S2,S1,biochar,B,3,2.8242000000000003,14.98,17.04
precipitation,precip_20250505_0030_20250506_2030,2025.0,S3_S4,S4,control,B,3,6.393,32.21,39.16
precipitation,precip_20250703_1730_20250703_1915,2025.0,S1_S2,S1,biochar,B,3,5.4528,29.25,31.23
precipitation,precip_20250703_1730_20250703_1915,2025.0,S1_S2,S2,control,B,3,5.3166,26.58,34.97
precipitation,precip_20250703_1730_20250703_1915,2025.0,S3_S4,S3,biochar,B,3,5.4894,29.63,31.32
precipitation,precip_20250703_1730_20250703_1915,2025.0,S3_S4,S4,control,M,3,5.6334,29.42,33.67
precipitation,precip_20250912_1500_20250913_1500,2025.0,S3_S4,S3,biochar,M,3,4.7088,22.3,32.94
precipitation,precip_20250912_1500_20250913_1500,2025.0,S3_S4,S4,control,B,3,7.446,41.09,41.71
precipitation,precip_20250912_1500_20250913_1500,2025.0,S3_S4,S4,control,T,3,5.0772,25.48,31.03
precipitation,precip_20251010_0245_20251014_1030,2025.0,S1_S2,S1,biochar,B,3,5.124,23.22,32.3
precipitation,precip_20251010_0245_20251014_1030,2025.0,S1_S2,S1,biochar,M,3,6.2502,31.97,38.85
precipitation,precip_20251010_0245_20251014_1030,2025.0,S1_S2,S1,biochar,T,3,6.5382,34.28,38.12
precipitation,precip_20251010_0245_20251014_1030,2025.0,S1_S2,S2,control,B,3,5.7516,28.32,37.94
precipitation,precip_20251010_0245_20251014_1030,2025.0,S1_S2,S2,control,M,3,6.232200000000001,32.46,38.06
precipitation,precip_20251010_0245_20251014_1030,2025.0,S1_S2,S2,control,T,3,5.8548,26.83,37.97
precipitation,precip_20251010_0245_20251014_1030,2025.0,S3_S4,S3,biochar,B,3,5.0748,25.01,30.01
precipitation,precip_20251010_0245_20251014_1030,2025.0,S3_S4,S3,biochar,M,3,6.0108,30.96,36.72
precipitation,precip_20251010_0245_20251014_1030,2025.0,S3_S4,S3,biochar,T,3,7.090199999999999,32.06,49.51
precipitation,precip_20251010_0245_20251014_1030,2025.0,S3_S4,S4,control,M,3,5.3994,27.42,31.95
precipitation,precip_20251010_0245_20251014_1030,2025.0,S3_S4,S4,control,T,3,5.9724,31.51,34.2
precipitation,precip_20260414_0015_20260417_1015,2026.0,S3_S4,S3,biochar,T,3,5.1342,18.03,42.53
