capacity_source,capacity_vwc,capacity_timestamp,event_id,year,strip,treatment,pair,logger_position,depth_index,depth_inches,sensor_col
precipitation,36.6,2025-10-14 10:30:00.000000000,precip_20251010_0245_20251014_1030,2025.0,S3,biochar,S3_S4,T,1,6.0,VWC_1_raw_S3_T
precipitation,32.06,2025-10-14 10:30:00.000000000,precip_20251010_0245_20251014_1030,2025.0,S3,biochar,S3_S4,T,2,12.0,VWC_2_raw_S3_T
precipitation,49.51,2025-10-14 10:30:00.000000000,precip_20251010_0245_20251014_1030,2025.0,S3,biochar,S3_S4,T,3,18.0,VWC_3_raw_S3_T
precipitation,32.5,2025-10-14 10:30:00.000000000,precip_20251010_0245_20251014_1030,2025.0,S3,biochar,S3_S4,M,1,6.0,VWC_1_raw_S3_M
precipitation,30.96,2025-10-14 10:30:00.000000000,precip_20251010_0245_20251014_1030,2025.0,S3,biochar,S3_S4,M,2,12.0,VWC_2_raw_S3_M
precipitation,36.72,2025-10-14 10:30:00.000000000,precip_20251010_0245_20251014_1030,2025.0,S3,biochar,S3_S4,M,3,18.0,VWC_3_raw_S3_M
precipitation,30.01,2025-10-14 10:30:00.000000000,precip_20251010_0245_20251014_1030,2025.0,S3,biochar,S3_S4,B,1,6.0,VWC_1_raw_S3_B
precipitation,29.56,2025-10-14 10:30:00.000000000,precip_20251010_0245_20251014_1030,2025.0,S3,biochar,S3_S4,B,2,12.0,VWC_2_raw_S3_B
precipitation,25.01,2025-10-14 10:30:00.000000000,precip_20251010_0245_20251014_1030,2025.0,S3,biochar,S3_S4,B,3,18.0,VWC_3_raw_S3_B
precipitation,31.51,2025-10-14 10:30:00.000000000,precip_20251010_0245_20251014_1030,2025.0,S4,control,S3_S4,T,1,6.0,VWC_1_raw_S4_T
precipitation,33.83,2025-10-14 10:30:00.000000000,precip_20251010_0245_20251014_1030,2025.0,S4,control,S3_S4,T,2,12.0,VWC_2_raw_S4_T
precipitation,34.2,2025-10-14 10:30:00.000000000,precip_20251010_0245_20251014_1030,2025.0,S4,control,S3_S4,T,3,18.0,VWC_3_raw_S4_T
precipitation,30.62,2025-10-14 10:30:00.000000000,precip_20251010_0245_20251014_1030,2025.0,S4,control,S3_S4,M,1,6.0,VWC_1_raw_S4_M
precipitation,27.42,2025-10-14 10:30:00.000000000,precip_20251010_0245_20251014_1030,2025.0,S4,control,S3_S4,M,2,12.0,VWC_2_raw_S4_M
precipitation,31.95,2025-10-14 10:30:00.000000000,precip_20251010_0245_20251014_1030,2025.0,S4,control,S3_S4,M,3,18.0,VWC_3_raw_S4_M
precipitation,41.11,2025-10-14 10:30:00.000000000,precip_20251010_0245_20251014_1030,2025.0,S4,control,S3_S4,B,2,12.0,VWC_2_raw_S4_B
precipitation,43.11,2025-10-14 10:30:00.000000000,precip_20251010_0245_20251014_1030,2025.0,S4,control,S3_S4,B,3,18.0,VWC_3_raw_S4_B
precipitation,28.25,2025-10-23 17:15:00.000000000,precip_20251023_0400_20251023_1715,2025.0,S1,biochar,S1_S2,B,1,6.0,VWC_1_raw_S1_B
precipitation,28.46,2025-10-23 17:15:00.000000000,precip_20251023_0400_20251023_1715,2025.0,S1,biochar,S1_S2,B,2,12.0,VWC_2_raw_S1_B
precipitation,26.2,2025-10-23 17:15:00.000000000,precip_20251023_0400_20251023_1715,2025.0,S2,control,S1_S2,B,1,6.0,VWC_1_raw_S2_B
precipitation,24.25,2025-10-23 17:15:00.000000000,precip_20251023_0400_20251023_1715,2025.0,S2,control,S1_S2,B,2,12.0,VWC_2_raw_S2_B
precipitation,28.05,2025-10-23 17:15:00.000000000,precip_20251023_0400_20251023_1715,2025.0,S3,biochar,S3_S4,M,1,6.0,VWC_1_raw_S3_M
precipitation,27.62,2025-10-23 17:15:00.000000000,precip_20251023_0400_20251023_1715,2025.0,S3,biochar,S3_S4,B,1,6.0,VWC_1_raw_S3_B
precipitation,26.76,2025-10-23 17:15:00.000000000,precip_20251023_0400_20251023_1715,2025.0,S3,biochar,S3_S4,B,2,12.0,VWC_2_raw_S3_B
precipitation,39.67,2025-10-23 17:15:00.000000000,precip_20251023_0400_20251023_1715,2025.0,S4,control,S3_S4,B,1,6.0,VWC_1_raw_S4_B
precipitation,38.98,2025-10-23 17:15:00.000000000,precip_20251023_0400_20251023_1715,2025.0,S4,control,S3_S4,B,2,12.0,VWC_2_raw_S4_B
precipitation,20.72,2025-11-17 09:30:00.000000000,precip_20251116_1615_20251117_0930,2025.0,S2,control,S1_S2,B,1,6.0,VWC_1_raw_S2_B
precipitation,24.07,2025-11-17 09:30:00.000000000,precip_20251116_1615_20251117_0930,2025.0,S3,biochar,S3_S4,B,1,6.0,VWC_1_raw_S3_B
precipitation,33.47,2025-11-17 09:30:00.000000000,precip_20251116_1615_20251117_0930,2025.0,S4,control,S3_S4,B,1,6.0,VWC_1_raw_S4_B
precipitation,24.9,2025-11-20 03:15:00.000000000,precip_20251120_0030_20251120_0315,2025.0,S1,biochar,S1_S2,B,1,6.0,VWC_1_raw_S1_B
precipitation,24.26,2025-11-20 03:15:00.000000000,precip_20251120_0030_20251120_0315,2025.0,S2,control,S1_S2,M,1,6.0,VWC_1_raw_S2_M
precipitation,21.07,2025-11-20 03:15:00.000000000,precip_20251120_0030_20251120_0315,2025.0,S2,control,S1_S2,B,1,6.0,VWC_1_raw_S2_B
precipitation,24.56,2025-11-20 03:15:00.000000000,precip_20251120_0030_20251120_0315,2025.0,S3,biochar,S3_S4,B,1,6.0,VWC_1_raw_S3_B
precipitation,20.25,2025-11-20 03:15:00.000000000,precip_20251120_0030_20251120_0315,2025.0,S4,control,S3_S4,T,1,6.0,VWC_1_raw_S4_T
precipitation,33.33,2025-11-20 03:15:00.000000000,precip_20251120_0030_20251120_0315,2025.0,S4,control,S3_S4,B,1,6.0,VWC_1_raw_S4_B
precipitation,25.12,2025-12-25 10:45:00.000000000,precip_20251225_0330_20251225_1045,2025.0,S1,biochar,S1_S2,T,2,12.0,VWC_2_raw_S1_T
precipitation,25.68,2025-12-25 10:45:00.000000000,precip_20251225_0330_20251225_1045,2025.0,S1,biochar,S1_S2,M,2,12.0,VWC_2_raw_S1_M
precipitation,23.21,2025-12-25 10:45:00.000000000,precip_20251225_0330_20251225_1045,2025.0,S1,biochar,S1_S2,B,2,12.0,VWC_2_raw_S1_B
precipitation,27.75,2025-12-25 10:45:00.000000000,precip_20251225_0330_20251225_1045,2025.0,S3,biochar,S3_S4,T,2,12.0,VWC_2_raw_S3_T
precipitation,42.46,2025-12-25 10:45:00.000000000,precip_20251225_0330_20251225_1045,2025.0,S3,biochar,S3_S4,T,3,18.0,VWC_3_raw_S3_T
precipitation,32.03,2025-12-25 10:45:00.000000000,precip_20251225_0330_20251225_1045,2025.0,S4,control,S3_S4,B,2,12.0,VWC_2_raw_S4_B
precipitation,22.49,2026-02-12 23:00:00.000000000,precip_20260212_0500_20260212_2300,2026.0,S1,biochar,S1_S2,B,2,12.0,VWC_2_raw_S1_B
precipitation,25.26,2026-02-12 23:00:00.000000000,precip_20260212_0500_20260212_2300,2026.0,S2,control,S1_S2,T,2,12.0,VWC_2_raw_S2_T
precipitation,27.42,2026-02-12 23:00:00.000000000,precip_20260212_0500_20260212_2300,2026.0,S3,biochar,S3_S4,T,2,12.0,VWC_2_raw_S3_T
precipitation,41.31,2026-02-12 23:00:00.000000000,precip_20260212_0500_20260212_2300,2026.0,S3,biochar,S3_S4,T,3,18.0,VWC_3_raw_S3_T
precipitation,31.48,2026-02-12 23:00:00.000000000,precip_20260212_0500_20260212_2300,2026.0,S4,control,S3_S4,B,2,12.0,VWC_2_raw_S4_B
precipitation,10.64,2026-04-02 21:00:00.000000000,precip_20260401_0500_20260402_2100,2026.0,S2,control,S1_S2,B,1,6.0,VWC_1_raw_S2_B
precipitation,13.64,2026-04-02 21:00:00.000000000,precip_20260401_0500_20260402_2100,2026.0,S2,control,S1_S2,B,2,12.0,VWC_2_raw_S2_B
precipitation,16.91,2026-04-02 21:00:00.000000000,precip_20260401_0500_20260402_2100,2026.0,S3,biochar,S3_S4,M,1,6.0,VWC_1_raw_S3_M
precipitation,22.3,2026-04-02 21:00:00.000000000,precip_20260401_0500_20260402_2100,2026.0,S4,control,S3_S4,B,1,6.0,VWC_1_raw_S4_B
precipitation,22.18,2026-04-17 10:15:00.000000000,precip_20260414_0015_20260417_1015,2026.0,S1,biochar,S1_S2,T,2,12.0,VWC_2_raw_S1_T
precipitation,9.37,2026-04-17 10:15:00.000000000,precip_20260414_0015_20260417_1015,2026.0,S2,control,S1_S2,B,1,6.0,VWC_1_raw_S2_B
precipitation,9.66,2026-04-17 10:15:00.000000000,precip_20260414_0015_20260417_1015,2026.0,S2,control,S1_S2,B,2,12.0,VWC_2_raw_S2_B
precipitation,18.03,2026-04-17 10:15:00.000000000,precip_20260414_0015_20260417_1015,2026.0,S3,biochar,S3_S4,T,1,6.0,VWC_1_raw_S3_T
precipitation,25.01,2026-04-17 10:15:00.000000000,precip_20260414_0015_20260417_1015,2026.0,S3,biochar,S3_S4,T,2,12.0,VWC_2_raw_S3_T
precipitation,42.53,2026-04-17 10:15:00.000000000,precip_20260414_0015_20260417_1015,2026.0,S3,biochar,S3_S4,T,3,18.0,VWC_3_raw_S3_T
precipitation,20.01,2026-04-17 10:15:00.000000000,precip_20260414_0015_20260417_1015,2026.0,S4,control,S3_S4,B,1,6.0,VWC_1_raw_S4_B
precipitation,33.85,2026-04-28 01:45:00.000000000,precip_20260426_1000_20260428_0145,2026.0,S4,control,S3_S4,B,2,12.0,VWC_2_raw_S4_B
precipitation,31.62,2026-07-29 16:15:00.000000000,precip_20260729_1615_20260729_1615,2026.0,S1,biochar,S1_S2,B,1,6.0,VWC_1_raw_S1_B
precipitation,8.9,2026-07-29 16:15:00.000000000,precip_20260729_1615_20260729_1615,2026.0,S1,biochar,S1_S2,B,3,18.0,VWC_3_raw_S1_B
precipitation,38.6,2026-07-29 16:15:00.000000000,precip_20260729_1615_20260729_1615,2026.0,S3,biochar,S3_S4,T,2,12.0,VWC_2_raw_S3_T
precipitation,55.49,2026-07-29 16:15:00.000000000,precip_20260729_1615_20260729_1615,2026.0,S3,biochar,S3_S4,T,3,18.0,VWC_3_raw_S3_T
precipitation,33.04,2026-07-29 16:15:00.000000000,precip_20260729_1615_20260729_1615,2026.0,S4,control,S3_S4,B,1,6.0,VWC_1_raw_S4_B
precipitation,32.56,2026-07-29 16:15:00.000000000,precip_20260729_1615_20260729_1615,2026.0,S4,control,S3_S4,B,2,12.0,VWC_2_raw_S4_B
irrigation,35.06,2023-05-24 07:44:48.000000000,2023-05-23_S1_S2_176caf9a,2023.0,S1,biochar,S1_S2,M,2,12.0,VWC_2_raw_S1_M
irrigation,37.89,2023-05-24 15:29:48.000000000,2023-05-23_S1_S2_176caf9a,2023.0,S1,biochar,S1_S2,M,3,18.0,VWC_3_raw_S1_M
irrigation,7.66,2023-05-24 16:29:48.000000000,2023-05-23_S1_S2_176caf9a,2023.0,S1,biochar,S1_S2,B,3,18.0,VWC_3_raw_S1_B
irrigation,39.35,2023-06-02 02:29:56.000000000,2023-06-01_S1_S2_5b27ce31,2023.0,S1,biochar,S1_S2,T,1,6.0,VWC_1_raw_S1_T
irrigation,38.28,2023-06-02 03:44:56.000000000,2023-06-01_S1_S2_5b27ce31,2023.0,S1,biochar,S1_S2,T,2,12.0,VWC_2_raw_S1_T
irrigation,40.28,2023-06-02 02:59:56.000000000,2023-06-01_S1_S2_5b27ce31,2023.0,S1,biochar,S1_S2,T,3,18.0,VWC_3_raw_S1_T
irrigation,39.82,2023-06-02 02:59:56.000000000,2023-06-01_S1_S2_5b27ce31,2023.0,S1,biochar,S1_S2,M,1,6.0,VWC_1_raw_S1_M
irrigation,37.56,2023-06-01 20:44:56.000000000,2023-06-01_S1_S2_5b27ce31,2023.0,S1,biochar,S1_S2,M,2,12.0,VWC_2_raw_S1_M
irrigation,40.12,2023-06-01 22:59:56.000000000,2023-06-01_S1_S2_5b27ce31,2023.0,S1,biochar,S1_S2,M,3,18.0,VWC_3_raw_S1_M
irrigation,39.31,2023-06-27 02:59:48.000000000,2023-06-26_S1_S2_69e5d9b6,2023.0,S1,biochar,S1_S2,T,1,6.0,VWC_1_raw_S1_T
irrigation,37.66,2023-06-26 21:29:48.000000000,2023-06-26_S1_S2_69e5d9b6,2023.0,S1,biochar,S1_S2,T,2,12.0,VWC_2_raw_S1_T
irrigation,44.14,2023-06-26 20:29:48.000000000,2023-06-26_S1_S2_69e5d9b6,2023.0,S1,biochar,S1_S2,T,3,18.0,VWC_3_raw_S1_T
irrigation,38.17,2023-06-27 04:14:48.000000000,2023-06-26_S1_S2_69e5d9b6,2023.0,S1,biochar,S1_S2,M,1,6.0,VWC_1_raw_S1_M
irrigation,35.23,2023-06-26 23:44:48.000000000,2023-06-26_S1_S2_69e5d9b6,2023.0,S1,biochar,S1_S2,M,2,12.0,VWC_2_raw_S1_M
irrigation,39.27,2023-06-26 20:29:48.000000000,2023-06-26_S1_S2_69e5d9b6,2023.0,S1,biochar,S1_S2,M,3,18.0,VWC_3_raw_S1_M
irrigation,18.75,2023-06-26 18:59:48.000000000,2023-06-26_S1_S2_69e5d9b6,2023.0,S1,biochar,S1_S2,B,1,6.0,VWC_1_raw_S1_B
irrigation,21.77,2023-06-27 00:29:48.000000000,2023-06-26_S1_S2_69e5d9b6,2023.0,S1,biochar,S1_S2,B,2,12.0,VWC_2_raw_S1_B
irrigation,44.37,2023-07-17 18:59:48.000000000,2023-07-17_S1_S2_ae0a89b4,2023.0,S1,biochar,S1_S2,T,1,6.0,VWC_1_raw_S1_T
irrigation,41.49,2023-07-17 19:14:48.000000000,2023-07-17_S1_S2_ae0a89b4,2023.0,S1,biochar,S1_S2,T,2,12.0,VWC_2_raw_S1_T
irrigation,45.82,2023-07-17 12:29:48.000000000,2023-07-17_S1_S2_ae0a89b4,2023.0,S1,biochar,S1_S2,T,3,18.0,VWC_3_raw_S1_T
irrigation,37.89,2023-07-18 04:14:48.000000000,2023-07-17_S1_S2_ae0a89b4,2023.0,S1,biochar,S1_S2,M,1,6.0,VWC_1_raw_S1_M
irrigation,35.91,2023-07-17 22:59:48.000000000,2023-07-17_S1_S2_ae0a89b4,2023.0,S1,biochar,S1_S2,M,2,12.0,VWC_2_raw_S1_M
irrigation,40.0,2023-07-17 19:14:48.000000000,2023-07-17_S1_S2_ae0a89b4,2023.0,S1,biochar,S1_S2,M,3,18.0,VWC_3_raw_S1_M
irrigation,46.39,2023-07-18 11:59:48.000000000,2023-07-17_S1_S2_ae0a89b4,2023.0,S1,biochar,S1_S2,B,2,12.0,VWC_2_raw_S1_B
irrigation,34.61,2023-07-18 11:59:48.000000000,2023-07-17_S1_S2_ae0a89b4,2023.0,S1,biochar,S1_S2,B,3,18.0,VWC_3_raw_S1_B
irrigation,42.93,2023-08-05 18:30:00.000000000,2023-08-05_S1_S2_efaa9d14,2023.0,S1,biochar,S1_S2,T,1,6.0,VWC_1_raw_S1_T
irrigation,39.87,2023-08-05 23:00:00.000000000,2023-08-05_S1_S2_efaa9d14,2023.0,S1,biochar,S1_S2,T,2,12.0,VWC_2_raw_S1_T
irrigation,46.62,2023-08-05 16:15:00.000000000,2023-08-05_S1_S2_efaa9d14,2023.0,S1,biochar,S1_S2,T,3,18.0,VWC_3_raw_S1_T
irrigation,36.29,2023-08-06 03:45:00.000000000,2023-08-05_S1_S2_efaa9d14,2023.0,S1,biochar,S1_S2,M,1,6.0,VWC_1_raw_S1_M
irrigation,35.31,2023-08-05 22:00:00.000000000,2023-08-05_S1_S2_efaa9d14,2023.0,S1,biochar,S1_S2,M,2,12.0,VWC_2_raw_S1_M
irrigation,41.44,2023-08-05 15:00:00.000000000,2023-08-05_S1_S2_efaa9d14,2023.0,S1,biochar,S1_S2,M,3,18.0,VWC_3_raw_S1_M
irrigation,50.49,2023-08-06 09:15:00.000000000,2023-08-05_S1_S2_efaa9d14,2023.0,S1,biochar,S1_S2,B,2,12.0,VWC_2_raw_S1_B
irrigation,49.67,2023-08-06 03:45:00.000000000,2023-08-05_S1_S2_efaa9d14,2023.0,S1,biochar,S1_S2,B,3,18.0,VWC_3_raw_S1_B
irrigation,43.48,2023-08-24 19:45:12.000000000,2023-08-24_S1_S2_6cc99259,2023.0,S1,biochar,S1_S2,T,1,6.0,VWC_1_raw_S1_T
irrigation,41.12,2023-08-24 21:00:12.000000000,2023-08-24_S1_S2_6cc99259,2023.0,S1,biochar,S1_S2,T,2,12.0,VWC_2_raw_S1_T
irrigation,43.04,2023-08-24 21:30:12.000000000,2023-08-24_S1_S2_6cc99259,2023.0,S1,biochar,S1_S2,T,3,18.0,VWC_3_raw_S1_T
irrigation,36.49,2023-08-25 04:30:12.000000000,2023-08-24_S1_S2_6cc99259,2023.0,S1,biochar,S1_S2,M,1,6.0,VWC_1_raw_S1_M
irrigation,34.74,2023-08-25 02:45:12.000000000,2023-08-24_S1_S2_6cc99259,2023.0,S1,biochar,S1_S2,M,2,12.0,VWC_2_raw_S1_M
irrigation,39.45,2023-08-25 02:45:12.000000000,2023-08-24_S1_S2_6cc99259,2023.0,S1,biochar,S1_S2,M,3,18.0,VWC_3_raw_S1_M
irrigation,42.17,2023-09-21 18:29:48.000000000,2023-09-21_S1_S2_6dbb0789,2023.0,S1,biochar,S1_S2,T,1,6.0,VWC_1_raw_S1_T
irrigation,39.69,2023-09-21 21:59:48.000000000,2023-09-21_S1_S2_6dbb0789,2023.0,S1,biochar,S1_S2,T,2,12.0,VWC_2_raw_S1_T
irrigation,42.3,2023-09-21 19:14:48.000000000,2023-09-21_S1_S2_6dbb0789,2023.0,S1,biochar,S1_S2,T,3,18.0,VWC_3_raw_S1_T
irrigation,35.76,2023-09-22 04:29:48.000000000,2023-09-21_S1_S2_6dbb0789,2023.0,S1,biochar,S1_S2,M,1,6.0,VWC_1_raw_S1_M
irrigation,33.31,2023-09-22 01:59:48.000000000,2023-09-21_S1_S2_6dbb0789,2023.0,S1,biochar,S1_S2,M,2,12.0,VWC_2_raw_S1_M
irrigation,37.83,2023-09-21 20:14:48.000000000,2023-09-21_S1_S2_6dbb0789,2023.0,S1,biochar,S1_S2,M,3,18.0,VWC_3_raw_S1_M
irrigation,26.46,2023-09-22 01:29:48.000000000,2023-09-21_S1_S2_6dbb0789,2023.0,S1,biochar,S1_S2,B,2,12.0,VWC_2_raw_S1_B
irrigation,33.47,2023-09-22 11:14:48.000000000,2023-09-21_S1_S2_6dbb0789,2023.0,S1,biochar,S1_S2,B,3,18.0,VWC_3_raw_S1_B
irrigation,34.02,2023-05-24 00:59:47.999999999,2023-05-23_S1_S2_176caf9a,2023.0,S2,control,S1_S2,B,3,18.0,VWC_3_raw_S2_B
irrigation,40.7,2023-06-02 02:44:56.000000000,2023-06-01_S1_S2_5b27ce31,2023.0,S2,control,S1_S2,T,1,6.0,VWC_1_raw_S2_T
irrigation,40.17,2023-06-02 04:44:56.000000000,2023-06-01_S1_S2_5b27ce31,2023.0,S2,control,S1_S2,T,2,12.0,VWC_2_raw_S2_T
irrigation,35.02,2023-06-02 02:29:56.000000000,2023-06-01_S1_S2_5b27ce31,2023.0,S2,control,S1_S2,M,1,6.0,VWC_1_raw_S2_M
irrigation,33.69,2023-06-02 02:14:56.000000000,2023-06-01_S1_S2_5b27ce31,2023.0,S2,control,S1_S2,M,2,12.0,VWC_2_raw_S2_M
irrigation,30.72,2023-06-01 21:44:56.000000000,2023-06-01_S1_S2_5b27ce31,2023.0,S2,control,S1_S2,M,3,18.0,VWC_3_raw_S2_M
irrigation,32.85,2023-06-02 02:14:56.000000000,2023-06-01_S1_S2_5b27ce31,2023.0,S2,control,S1_S2,B,1,6.0,VWC_1_raw_S2_B
irrigation,31.46,2023-06-02 00:59:56.000000000,2023-06-01_S1_S2_5b27ce31,2023.0,S2,control,S1_S2,B,2,12.0,VWC_2_raw_S2_B
irrigation,35.14,2023-06-01 23:59:56.000000000,2023-06-01_S1_S2_5b27ce31,2023.0,S2,control,S1_S2,B,3,18.0,VWC_3_raw_S2_B
irrigation,39.21,2023-06-26 22:14:48.000000000,2023-06-26_S1_S2_69e5d9b6,2023.0,S2,control,S1_S2,T,1,6.0,VWC_1_raw_S2_T
irrigation,38.06,2023-06-27 01:44:48.000000000,2023-06-26_S1_S2_69e5d9b6,2023.0,S2,control,S1_S2,T,2,12.0,VWC_2_raw_S2_T
irrigation,39.95,2023-06-26 20:29:48.000000000,2023-06-26_S1_S2_69e5d9b6,2023.0,S2,control,S1_S2,T,3,18.0,VWC_3_raw_S2_T
irrigation,34.87,2023-06-27 06:14:48.000000000,2023-06-26_S1_S2_69e5d9b6,2023.0,S2,control,S1_S2,M,1,6.0,VWC_1_raw_S2_M
irrigation,32.92,2023-06-27 05:14:48.000000000,2023-06-26_S1_S2_69e5d9b6,2023.0,S2,control,S1_S2,M,2,12.0,VWC_2_raw_S2_M
irrigation,32.89,2023-06-26 21:14:48.000000000,2023-06-26_S1_S2_69e5d9b6,2023.0,S2,control,S1_S2,M,3,18.0,VWC_3_raw_S2_M
irrigation,31.18,2023-06-27 07:44:48.000000000,2023-06-26_S1_S2_69e5d9b6,2023.0,S2,control,S1_S2,B,1,6.0,VWC_1_raw_S2_B
irrigation,31.14,2023-06-27 02:44:48.000000000,2023-06-26_S1_S2_69e5d9b6,2023.0,S2,control,S1_S2,B,2,12.0,VWC_2_raw_S2_B
irrigation,34.55,2023-06-26 21:29:48.000000000,2023-06-26_S1_S2_69e5d9b6,2023.0,S2,control,S1_S2,B,3,18.0,VWC_3_raw_S2_B
irrigation,39.62,2023-07-17 20:59:48.000000000,2023-07-17_S1_S2_ae0a89b4,2023.0,S2,control,S1_S2,T,1,6.0,VWC_1_raw_S2_T
irrigation,40.41,2023-07-17 22:14:48.000000000,2023-07-17_S1_S2_ae0a89b4,2023.0,S2,control,S1_S2,T,2,12.0,VWC_2_raw_S2_T
irrigation,40.09,2023-07-17 19:29:48.000000000,2023-07-17_S1_S2_ae0a89b4,2023.0,S2,control,S1_S2,T,3,18.0,VWC_3_raw_S2_T
irrigation,34.72,2023-07-18 06:14:48.000000000,2023-07-17_S1_S2_ae0a89b4,2023.0,S2,control,S1_S2,M,1,6.0,VWC_1_raw_S2_M
irrigation,33.79,2023-07-18 03:44:48.000000000,2023-07-17_S1_S2_ae0a89b4,2023.0,S2,control,S1_S2,M,2,12.0,VWC_2_raw_S2_M
irrigation,31.63,2023-07-17 21:29:48.000000000,2023-07-17_S1_S2_ae0a89b4,2023.0,S2,control,S1_S2,M,3,18.0,VWC_3_raw_S2_M
irrigation,36.38,2023-07-17 20:29:48.000000000,2023-07-17_S1_S2_ae0a89b4,2023.0,S2,control,S1_S2,B,1,6.0,VWC_1_raw_S2_B
irrigation,35.19,2023-07-17 16:44:48.000000000,2023-07-17_S1_S2_ae0a89b4,2023.0,S2,control,S1_S2,B,2,12.0,VWC_2_raw_S2_B
irrigation,34.48,2023-07-17 21:29:48.000000000,2023-07-17_S1_S2_ae0a89b4,2023.0,S2,control,S1_S2,B,3,18.0,VWC_3_raw_S2_B
irrigation,37.16,2023-08-06 00:45:00.000000000,2023-08-05_S1_S2_efaa9d14,2023.0,S2,control,S1_S2,T,1,6.0,VWC_1_raw_S2_T
irrigation,40.13,2023-08-05 22:15:00.000000000,2023-08-05_S1_S2_efaa9d14,2023.0,S2,control,S1_S2,T,2,12.0,VWC_2_raw_S2_T
irrigation,37.47,2023-08-05 21:45:00.000000000,2023-08-05_S1_S2_efaa9d14,2023.0,S2,control,S1_S2,T,3,18.0,VWC_3_raw_S2_T
irrigation,39.81,2023-08-05 16:30:00.000000000,2023-08-05_S1_S2_efaa9d14,2023.0,S2,control,S1_S2,M,1,6.0,VWC_1_raw_S2_M
irrigation,32.87,2023-08-06 03:30:00.000000000,2023-08-05_S1_S2_efaa9d14,2023.0,S2,control,S1_S2,M,2,12.0,VWC_2_raw_S2_M
irrigation,36.27,2023-08-05 12:45:00.000000000,2023-08-05_S1_S2_efaa9d14,2023.0,S2,control,S1_S2,M,3,18.0,VWC_3_raw_S2_M
irrigation,30.38,2023-08-06 05:45:00.000000000,2023-08-05_S1_S2_efaa9d14,2023.0,S2,control,S1_S2,B,1,6.0,VWC_1_raw_S2_B
irrigation,29.81,2023-08-06 02:15:00.000000000,2023-08-05_S1_S2_efaa9d14,2023.0,S2,control,S1_S2,B,2,12.0,VWC_2_raw_S2_B
irrigation,35.01,2023-08-05 20:30:00.000000000,2023-08-05_S1_S2_efaa9d14,2023.0,S2,control,S1_S2,B,3,18.0,VWC_3_raw_S2_B
irrigation,37.89,2023-08-24 22:30:12.000000000,2023-08-24_S1_S2_6cc99259,2023.0,S2,control,S1_S2,T,1,6.0,VWC_1_raw_S2_T
irrigation,40.34,2023-08-24 23:15:12.000000000,2023-08-24_S1_S2_6cc99259,2023.0,S2,control,S1_S2,T,2,12.0,VWC_2_raw_S2_T
irrigation,36.34,2023-08-25 07:45:12.000000000,2023-08-24_S1_S2_6cc99259,2023.0,S2,control,S1_S2,T,3,18.0,VWC_3_raw_S2_T
irrigation,34.62,2023-08-25 06:45:12.000000000,2023-08-24_S1_S2_6cc99259,2023.0,S2,control,S1_S2,M,1,6.0,VWC_1_raw_S2_M
irrigation,32.38,2023-08-25 07:00:12.000000000,2023-08-24_S1_S2_6cc99259,2023.0,S2,control,S1_S2,M,2,12.0,VWC_2_raw_S2_M
irrigation,32.3,2023-08-25 05:00:12.000000000,2023-08-24_S1_S2_6cc99259,2023.0,S2,control,S1_S2,M,3,18.0,VWC_3_raw_S2_M
irrigation,30.19,2023-08-25 07:00:12.000000000,2023-08-24_S1_S2_6cc99259,2023.0,S2,control,S1_S2,B,1,6.0,VWC_1_raw_S2_B
irrigation,29.01,2023-08-25 05:45:12.000000000,2023-08-24_S1_S2_6cc99259,2023.0,S2,control,S1_S2,B,2,12.0,VWC_2_raw_S2_B
irrigation,33.4,2023-08-24 23:45:12.000000000,2023-08-24_S1_S2_6cc99259,2023.0,S2,control,S1_S2,B,3,18.0,VWC_3_raw_S2_B
irrigation,36.88,2023-09-21 20:29:48.000000000,2023-09-21_S1_S2_6dbb0789,2023.0,S2,control,S1_S2,T,1,6.0,VWC_1_raw_S2_T
irrigation,40.87,2023-09-21 20:44:48.000000000,2023-09-21_S1_S2_6dbb0789,2023.0,S2,control,S1_S2,T,2,12.0,VWC_2_raw_S2_T
irrigation,35.47,2023-09-22 07:44:48.000000000,2023-09-21_S1_S2_6dbb0789,2023.0,S2,control,S1_S2,T,3,18.0,VWC_3_raw_S2_T
irrigation,38.27,2023-09-21 18:29:48.000000000,2023-09-21_S1_S2_6dbb0789,2023.0,S2,control,S1_S2,M,1,6.0,VWC_1_raw_S2_M
irrigation,31.93,2023-09-22 04:29:48.000000000,2023-09-21_S1_S2_6dbb0789,2023.0,S2,control,S1_S2,M,2,12.0,VWC_2_raw_S2_M
irrigation,31.43,2023-09-22 03:59:48.000000000,2023-09-21_S1_S2_6dbb0789,2023.0,S2,control,S1_S2,M,3,18.0,VWC_3_raw_S2_M
irrigation,29.56,2023-09-22 07:14:48.000000000,2023-09-21_S1_S2_6dbb0789,2023.0,S2,control,S1_S2,B,1,6.0,VWC_1_raw_S2_B
irrigation,28.87,2023-09-22 05:59:48.000000000,2023-09-21_S1_S2_6dbb0789,2023.0,S2,control,S1_S2,B,2,12.0,VWC_2_raw_S2_B
irrigation,31.41,2023-09-21 21:29:48.000000000,2023-09-21_S1_S2_6dbb0789,2023.0,S2,control,S1_S2,B,3,18.0,VWC_3_raw_S2_B
irrigation,37.4,2023-05-24 18:14:48.000000000,2023-05-24_S3_S4_31cada45,2023.0,S3,biochar,S3_S4,T,2,12.0,VWC_2_raw_S3_T
