capacity_source,capacity_vwc,capacity_timestamp,event_id,year,strip,treatment,pair,logger_position,depth_index,depth_inches,sensor_col
irrigation,46.87,2023-05-25 10:14:48.000000000,2023-05-24_S3_S4_31cada45,2023.0,S3,biochar,S3_S4,T,3,18.0,VWC_3_raw_S3_T
irrigation,27.92,2023-05-25 00:59:47.999999999,2023-05-24_S3_S4_31cada45,2023.0,S3,biochar,S3_S4,B,1,6.0,VWC_1_raw_S3_B
irrigation,17.07,2023-05-25 09:29:48.000000000,2023-05-24_S3_S4_31cada45,2023.0,S3,biochar,S3_S4,B,2,12.0,VWC_2_raw_S3_B
irrigation,14.8,2023-05-24 18:29:48.000000000,2023-05-24_S3_S4_31cada45,2023.0,S3,biochar,S3_S4,B,3,18.0,VWC_3_raw_S3_B
irrigation,37.13,2023-06-03 10:44:48.000000000,2023-06-02_S3_S4_e824e1bc,2023.0,S3,biochar,S3_S4,T,2,12.0,VWC_2_raw_S3_T
irrigation,45.28,2023-06-03 00:59:48.000000000,2023-06-02_S3_S4_e824e1bc,2023.0,S3,biochar,S3_S4,T,3,18.0,VWC_3_raw_S3_T
irrigation,27.5,2023-06-03 09:44:48.000000000,2023-06-02_S3_S4_e824e1bc,2023.0,S3,biochar,S3_S4,M,1,6.0,VWC_1_raw_S3_M
irrigation,18.19,2023-06-03 09:14:48.000000000,2023-06-02_S3_S4_e824e1bc,2023.0,S3,biochar,S3_S4,M,2,12.0,VWC_2_raw_S3_M
irrigation,19.85,2023-06-03 09:59:48.000000000,2023-06-02_S3_S4_e824e1bc,2023.0,S3,biochar,S3_S4,M,3,18.0,VWC_3_raw_S3_M
irrigation,33.46,2023-06-03 02:59:48.000000000,2023-06-02_S3_S4_e824e1bc,2023.0,S3,biochar,S3_S4,B,1,6.0,VWC_1_raw_S3_B
irrigation,30.22,2023-06-03 01:14:48.000000000,2023-06-02_S3_S4_e824e1bc,2023.0,S3,biochar,S3_S4,B,2,12.0,VWC_2_raw_S3_B
irrigation,19.02,2023-06-03 10:29:48.000000000,2023-06-02_S3_S4_e824e1bc,2023.0,S3,biochar,S3_S4,B,3,18.0,VWC_3_raw_S3_B
irrigation,40.8,2023-06-14 19:59:47.999999999,2023-06-14_S3_S4_71ac748b,2023.0,S3,biochar,S3_S4,T,1,6.0,VWC_1_raw_S3_T
irrigation,36.49,2023-06-14 23:14:48.000000000,2023-06-14_S3_S4_71ac748b,2023.0,S3,biochar,S3_S4,T,2,12.0,VWC_2_raw_S3_T
irrigation,45.76,2023-06-14 18:59:47.999999999,2023-06-14_S3_S4_71ac748b,2023.0,S3,biochar,S3_S4,T,3,18.0,VWC_3_raw_S3_T
irrigation,37.06,2023-06-14 17:14:48.000000000,2023-06-14_S3_S4_71ac748b,2023.0,S3,biochar,S3_S4,B,1,6.0,VWC_1_raw_S3_B
irrigation,33.13,2023-06-14 23:44:48.000000000,2023-06-14_S3_S4_71ac748b,2023.0,S3,biochar,S3_S4,B,2,12.0,VWC_2_raw_S3_B
irrigation,24.34,2023-06-14 21:59:47.999999999,2023-06-14_S3_S4_71ac748b,2023.0,S3,biochar,S3_S4,B,3,18.0,VWC_3_raw_S3_B
irrigation,40.69,2023-06-27 19:30:12.000000000,2023-06-27_S3_S4_87f629e2,2023.0,S3,biochar,S3_S4,T,1,6.0,VWC_1_raw_S3_T
irrigation,35.35,2023-06-28 02:00:12.000000000,2023-06-27_S3_S4_87f629e2,2023.0,S3,biochar,S3_S4,T,2,12.0,VWC_2_raw_S3_T
irrigation,45.52,2023-06-27 17:45:12.000000000,2023-06-27_S3_S4_87f629e2,2023.0,S3,biochar,S3_S4,T,3,18.0,VWC_3_raw_S3_T
irrigation,33.09,2023-06-28 03:45:12.000000000,2023-06-27_S3_S4_87f629e2,2023.0,S3,biochar,S3_S4,B,1,6.0,VWC_1_raw_S3_B
irrigation,32.32,2023-06-27 22:00:12.000000000,2023-06-27_S3_S4_87f629e2,2023.0,S3,biochar,S3_S4,B,2,12.0,VWC_2_raw_S3_B
irrigation,24.11,2023-06-27 20:45:12.000000000,2023-06-27_S3_S4_87f629e2,2023.0,S3,biochar,S3_S4,B,3,18.0,VWC_3_raw_S3_B
irrigation,40.74,2023-07-07 20:59:48.000000000,2023-07-07_S3_S4_bf19b251,2023.0,S3,biochar,S3_S4,T,1,6.0,VWC_1_raw_S3_T
irrigation,35.29,2023-07-08 01:14:48.000000000,2023-07-07_S3_S4_bf19b251,2023.0,S3,biochar,S3_S4,T,2,12.0,VWC_2_raw_S3_T
irrigation,41.73,2023-07-08 05:59:48.000000000,2023-07-07_S3_S4_bf19b251,2023.0,S3,biochar,S3_S4,T,3,18.0,VWC_3_raw_S3_T
irrigation,32.22,2023-07-08 05:14:48.000000000,2023-07-07_S3_S4_bf19b251,2023.0,S3,biochar,S3_S4,B,1,6.0,VWC_1_raw_S3_B
irrigation,31.45,2023-07-07 21:29:48.000000000,2023-07-07_S3_S4_bf19b251,2023.0,S3,biochar,S3_S4,B,2,12.0,VWC_2_raw_S3_B
irrigation,31.21,2023-07-07 14:14:48.000000000,2023-07-07_S3_S4_bf19b251,2023.0,S3,biochar,S3_S4,B,3,18.0,VWC_3_raw_S3_B
irrigation,37.87,2023-07-18 07:14:48.000000000,2023-07-17_S3_S4_a04fe807,2023.0,S3,biochar,S3_S4,T,2,12.0,VWC_2_raw_S3_T
irrigation,40.97,2023-07-18 22:29:48.000000000,2023-07-17_S3_S4_a04fe807,2023.0,S3,biochar,S3_S4,T,3,18.0,VWC_3_raw_S3_T
irrigation,35.51,2023-07-18 12:44:48.000000000,2023-07-17_S3_S4_a04fe807,2023.0,S3,biochar,S3_S4,M,1,6.0,VWC_1_raw_S3_M
irrigation,31.29,2023-07-18 12:44:48.000000000,2023-07-17_S3_S4_a04fe807,2023.0,S3,biochar,S3_S4,M,2,12.0,VWC_2_raw_S3_M
irrigation,34.71,2023-07-18 12:44:48.000000000,2023-07-17_S3_S4_a04fe807,2023.0,S3,biochar,S3_S4,M,3,18.0,VWC_3_raw_S3_M
irrigation,34.92,2023-07-18 10:29:48.000000000,2023-07-17_S3_S4_a04fe807,2023.0,S3,biochar,S3_S4,B,1,6.0,VWC_1_raw_S3_B
irrigation,30.35,2023-07-18 20:14:48.000000000,2023-07-17_S3_S4_a04fe807,2023.0,S3,biochar,S3_S4,B,2,12.0,VWC_2_raw_S3_B
irrigation,23.68,2023-07-18 10:29:48.000000000,2023-07-17_S3_S4_a04fe807,2023.0,S3,biochar,S3_S4,B,3,18.0,VWC_3_raw_S3_B
irrigation,40.88,2023-07-27 19:45:00.000000000,2023-07-27_S3_S4_89a0fecc,2023.0,S3,biochar,S3_S4,T,1,6.0,VWC_1_raw_S3_T
irrigation,36.25,2023-07-27 20:00:00.000000000,2023-07-27_S3_S4_89a0fecc,2023.0,S3,biochar,S3_S4,T,2,12.0,VWC_2_raw_S3_T
irrigation,42.5,2023-07-27 23:00:00.000000000,2023-07-27_S3_S4_89a0fecc,2023.0,S3,biochar,S3_S4,T,3,18.0,VWC_3_raw_S3_T
irrigation,32.01,2023-07-28 06:15:00.000000000,2023-07-27_S3_S4_89a0fecc,2023.0,S3,biochar,S3_S4,B,1,6.0,VWC_1_raw_S3_B
irrigation,31.0,2023-07-27 23:45:00.000000000,2023-07-27_S3_S4_89a0fecc,2023.0,S3,biochar,S3_S4,B,2,12.0,VWC_2_raw_S3_B
irrigation,23.84,2023-07-27 22:15:00.000000000,2023-07-27_S3_S4_89a0fecc,2023.0,S3,biochar,S3_S4,B,3,18.0,VWC_3_raw_S3_B
irrigation,40.23,2023-08-05 13:15:00.000000000,2023-08-05_S3_S4_0f92146d,2023.0,S3,biochar,S3_S4,T,1,6.0,VWC_1_raw_S3_T
irrigation,32.67,2023-08-06 00:00:00.000000000,2023-08-05_S3_S4_0f92146d,2023.0,S3,biochar,S3_S4,T,2,12.0,VWC_2_raw_S3_T
irrigation,40.21,2023-08-05 22:15:00.000000000,2023-08-05_S3_S4_0f92146d,2023.0,S3,biochar,S3_S4,T,3,18.0,VWC_3_raw_S3_T
irrigation,29.19,2023-08-05 21:00:00.000000000,2023-08-05_S3_S4_0f92146d,2023.0,S3,biochar,S3_S4,B,1,6.0,VWC_1_raw_S3_B
irrigation,29.27,2023-08-05 18:45:00.000000000,2023-08-05_S3_S4_0f92146d,2023.0,S3,biochar,S3_S4,B,2,12.0,VWC_2_raw_S3_B
irrigation,21.92,2023-08-05 15:30:00.000000000,2023-08-05_S3_S4_0f92146d,2023.0,S3,biochar,S3_S4,B,3,18.0,VWC_3_raw_S3_B
irrigation,40.53,2023-08-10 22:30:00.000000000,2023-08-10_S3_S4_7fce3d7b,2023.0,S3,biochar,S3_S4,T,1,6.0,VWC_1_raw_S3_T
irrigation,36.44,2023-08-11 04:00:00.000000000,2023-08-10_S3_S4_7fce3d7b,2023.0,S3,biochar,S3_S4,T,2,12.0,VWC_2_raw_S3_T
irrigation,47.33,2023-08-10 21:15:00.000000000,2023-08-10_S3_S4_7fce3d7b,2023.0,S3,biochar,S3_S4,T,3,18.0,VWC_3_raw_S3_T
irrigation,34.55,2023-08-11 09:15:00.000000000,2023-08-10_S3_S4_7fce3d7b,2023.0,S3,biochar,S3_S4,M,1,6.0,VWC_1_raw_S3_M
irrigation,30.63,2023-08-11 09:15:00.000000000,2023-08-10_S3_S4_7fce3d7b,2023.0,S3,biochar,S3_S4,M,2,12.0,VWC_2_raw_S3_M
irrigation,33.01,2023-08-11 09:15:00.000000000,2023-08-10_S3_S4_7fce3d7b,2023.0,S3,biochar,S3_S4,M,3,18.0,VWC_3_raw_S3_M
irrigation,31.03,2023-08-11 05:15:00.000000000,2023-08-10_S3_S4_7fce3d7b,2023.0,S3,biochar,S3_S4,B,1,6.0,VWC_1_raw_S3_B
irrigation,30.79,2023-08-11 04:00:00.000000000,2023-08-10_S3_S4_7fce3d7b,2023.0,S3,biochar,S3_S4,B,2,12.0,VWC_2_raw_S3_B
irrigation,24.76,2023-08-11 00:00:00.000000000,2023-08-10_S3_S4_7fce3d7b,2023.0,S3,biochar,S3_S4,B,3,18.0,VWC_3_raw_S3_B
irrigation,39.9,2023-08-24 21:00:12.000000000,2023-08-24_S3_S4_a4b6ae2a,2023.0,S3,biochar,S3_S4,T,1,6.0,VWC_1_raw_S3_T
irrigation,35.92,2023-08-24 23:00:12.000000000,2023-08-24_S3_S4_a4b6ae2a,2023.0,S3,biochar,S3_S4,T,2,12.0,VWC_2_raw_S3_T
irrigation,39.72,2023-08-25 08:30:12.000000000,2023-08-24_S3_S4_a4b6ae2a,2023.0,S3,biochar,S3_S4,T,3,18.0,VWC_3_raw_S3_T
irrigation,30.6,2023-08-25 04:45:12.000000000,2023-08-24_S3_S4_a4b6ae2a,2023.0,S3,biochar,S3_S4,B,1,6.0,VWC_1_raw_S3_B
irrigation,28.51,2023-08-25 01:45:12.000000000,2023-08-24_S3_S4_a4b6ae2a,2023.0,S3,biochar,S3_S4,B,2,12.0,VWC_2_raw_S3_B
irrigation,21.97,2023-08-24 22:45:12.000000000,2023-08-24_S3_S4_a4b6ae2a,2023.0,S3,biochar,S3_S4,B,3,18.0,VWC_3_raw_S3_B
irrigation,40.61,2023-09-07 16:15:12.000000000,2023-09-07_S3_S4_ea877a99,2023.0,S3,biochar,S3_S4,T,1,6.0,VWC_1_raw_S3_T
irrigation,36.93,2023-09-07 23:30:12.000000000,2023-09-07_S3_S4_ea877a99,2023.0,S3,biochar,S3_S4,T,2,12.0,VWC_2_raw_S3_T
irrigation,42.24,2023-09-07 23:30:12.000000000,2023-09-07_S3_S4_ea877a99,2023.0,S3,biochar,S3_S4,T,3,18.0,VWC_3_raw_S3_T
irrigation,33.75,2023-09-07 14:45:12.000000000,2023-09-07_S3_S4_ea877a99,2023.0,S3,biochar,S3_S4,B,1,6.0,VWC_1_raw_S3_B
irrigation,29.84,2023-09-08 01:45:12.000000000,2023-09-07_S3_S4_ea877a99,2023.0,S3,biochar,S3_S4,B,2,12.0,VWC_2_raw_S3_B
irrigation,23.84,2023-09-07 22:45:12.000000000,2023-09-07_S3_S4_ea877a99,2023.0,S3,biochar,S3_S4,B,3,18.0,VWC_3_raw_S3_B
irrigation,38.28,2023-09-22 20:15:12.000000000,2023-09-22_S3_S4_157133f5,2023.0,S3,biochar,S3_S4,T,1,6.0,VWC_1_raw_S3_T
irrigation,35.84,2023-09-22 20:15:12.000000000,2023-09-22_S3_S4_157133f5,2023.0,S3,biochar,S3_S4,T,2,12.0,VWC_2_raw_S3_T
irrigation,40.09,2023-09-23 05:45:12.000000000,2023-09-22_S3_S4_157133f5,2023.0,S3,biochar,S3_S4,T,3,18.0,VWC_3_raw_S3_T
irrigation,29.62,2023-09-23 06:00:12.000000000,2023-09-22_S3_S4_157133f5,2023.0,S3,biochar,S3_S4,B,1,6.0,VWC_1_raw_S3_B
irrigation,29.09,2023-09-23 03:15:12.000000000,2023-09-22_S3_S4_157133f5,2023.0,S3,biochar,S3_S4,B,2,12.0,VWC_2_raw_S3_B
irrigation,23.43,2023-09-22 20:45:12.000000000,2023-09-22_S3_S4_157133f5,2023.0,S3,biochar,S3_S4,B,3,18.0,VWC_3_raw_S3_B
irrigation,33.95,2023-05-24 18:29:48.000000000,2023-05-24_S3_S4_31cada45,2023.0,S4,control,S3_S4,T,1,6.0,VWC_1_raw_S4_T
irrigation,26.92,2023-05-24 21:29:48.000000000,2023-05-24_S3_S4_31cada45,2023.0,S4,control,S3_S4,T,2,12.0,VWC_2_raw_S4_T
irrigation,27.27,2023-05-24 20:59:47.999999999,2023-05-24_S3_S4_31cada45,2023.0,S4,control,S3_S4,T,3,18.0,VWC_3_raw_S4_T
irrigation,29.95,2023-05-25 03:59:47.999999999,2023-05-24_S3_S4_31cada45,2023.0,S4,control,S3_S4,M,1,6.0,VWC_1_raw_S4_M
irrigation,17.45,2023-05-24 17:14:48.000000000,2023-05-24_S3_S4_31cada45,2023.0,S4,control,S3_S4,M,2,12.0,VWC_2_raw_S4_M
irrigation,19.96,2023-05-25 09:29:48.000000000,2023-05-24_S3_S4_31cada45,2023.0,S4,control,S3_S4,M,3,18.0,VWC_3_raw_S4_M
irrigation,23.47,2023-05-25 04:44:48.000000000,2023-05-24_S3_S4_31cada45,2023.0,S4,control,S3_S4,B,1,6.0,VWC_1_raw_S4_B
irrigation,10.49,2023-05-25 09:14:48.000000000,2023-05-24_S3_S4_31cada45,2023.0,S4,control,S3_S4,B,3,18.0,VWC_3_raw_S4_B
irrigation,25.72,2023-06-03 05:59:48.000000000,2023-06-02_S3_S4_e824e1bc,2023.0,S4,control,S3_S4,T,1,6.0,VWC_1_raw_S4_T
irrigation,22.81,2023-06-03 15:44:48.000000000,2023-06-02_S3_S4_e824e1bc,2023.0,S4,control,S3_S4,T,2,12.0,VWC_2_raw_S4_T
irrigation,21.4,2023-06-03 15:29:48.000000000,2023-06-02_S3_S4_e824e1bc,2023.0,S4,control,S3_S4,M,1,6.0,VWC_1_raw_S4_M
irrigation,32.46,2023-06-15 05:14:48.000000000,2023-06-14_S3_S4_71ac748b,2023.0,S4,control,S3_S4,T,1,6.0,VWC_1_raw_S4_T
irrigation,32.23,2023-06-15 05:29:48.000000000,2023-06-14_S3_S4_71ac748b,2023.0,S4,control,S3_S4,T,2,12.0,VWC_2_raw_S4_T
irrigation,32.19,2023-06-15 05:14:48.000000000,2023-06-14_S3_S4_71ac748b,2023.0,S4,control,S3_S4,T,3,18.0,VWC_3_raw_S4_T
irrigation,27.8,2023-06-15 04:44:48.000000000,2023-06-14_S3_S4_71ac748b,2023.0,S4,control,S3_S4,M,1,6.0,VWC_1_raw_S4_M
irrigation,23.02,2023-06-15 04:44:48.000000000,2023-06-14_S3_S4_71ac748b,2023.0,S4,control,S3_S4,M,2,12.0,VWC_2_raw_S4_M
irrigation,20.19,2023-06-15 08:29:48.000000000,2023-06-14_S3_S4_71ac748b,2023.0,S4,control,S3_S4,M,3,18.0,VWC_3_raw_S4_M
irrigation,24.58,2023-06-15 01:29:48.000000000,2023-06-14_S3_S4_71ac748b,2023.0,S4,control,S3_S4,B,1,6.0,VWC_1_raw_S4_B
irrigation,27.73,2023-06-14 22:59:47.999999999,2023-06-14_S3_S4_71ac748b,2023.0,S4,control,S3_S4,B,2,12.0,VWC_2_raw_S4_B
irrigation,16.8,2023-06-15 22:14:48.000000000,2023-06-14_S3_S4_71ac748b,2023.0,S4,control,S3_S4,B,3,18.0,VWC_3_raw_S4_B
irrigation,34.36,2023-06-27 21:30:12.000000000,2023-06-27_S3_S4_87f629e2,2023.0,S4,control,S3_S4,T,1,6.0,VWC_1_raw_S4_T
irrigation,35.23,2023-06-27 21:15:12.000000000,2023-06-27_S3_S4_87f629e2,2023.0,S4,control,S3_S4,T,2,12.0,VWC_2_raw_S4_T
irrigation,33.38,2023-06-28 03:15:12.000000000,2023-06-27_S3_S4_87f629e2,2023.0,S4,control,S3_S4,T,3,18.0,VWC_3_raw_S4_T
irrigation,26.4,2023-06-28 07:30:12.000000000,2023-06-27_S3_S4_87f629e2,2023.0,S4,control,S3_S4,M,1,6.0,VWC_1_raw_S4_M
irrigation,23.03,2023-06-27 21:30:12.000000000,2023-06-27_S3_S4_87f629e2,2023.0,S4,control,S3_S4,M,2,12.0,VWC_2_raw_S4_M
irrigation,20.37,2023-06-28 08:00:12.000000000,2023-06-27_S3_S4_87f629e2,2023.0,S4,control,S3_S4,M,3,18.0,VWC_3_raw_S4_M
irrigation,39.46,2023-07-07 14:59:48.000000000,2023-07-07_S3_S4_bf19b251,2023.0,S4,control,S3_S4,T,1,6.0,VWC_1_raw_S4_T
irrigation,38.78,2023-07-07 13:59:48.000000000,2023-07-07_S3_S4_bf19b251,2023.0,S4,control,S3_S4,T,2,12.0,VWC_2_raw_S4_T
irrigation,33.65,2023-07-08 01:14:48.000000000,2023-07-07_S3_S4_bf19b251,2023.0,S4,control,S3_S4,T,3,18.0,VWC_3_raw_S4_T
irrigation,26.54,2023-07-08 06:29:48.000000000,2023-07-07_S3_S4_bf19b251,2023.0,S4,control,S3_S4,M,1,6.0,VWC_1_raw_S4_M
irrigation,22.82,2023-07-08 04:14:48.000000000,2023-07-07_S3_S4_bf19b251,2023.0,S4,control,S3_S4,M,2,12.0,VWC_2_raw_S4_M
irrigation,18.61,2023-07-08 07:44:48.000000000,2023-07-07_S3_S4_bf19b251,2023.0,S4,control,S3_S4,M,3,18.0,VWC_3_raw_S4_M
irrigation,39.11,2023-07-18 00:14:48.000000000,2023-07-17_S3_S4_a04fe807,2023.0,S4,control,S3_S4,T,1,6.0,VWC_1_raw_S4_T
irrigation,39.32,2023-07-18 03:14:48.000000000,2023-07-17_S3_S4_a04fe807,2023.0,S4,control,S3_S4,T,2,12.0,VWC_2_raw_S4_T
irrigation,33.07,2023-07-18 16:29:48.000000000,2023-07-17_S3_S4_a04fe807,2023.0,S4,control,S3_S4,T,3,18.0,VWC_3_raw_S4_T
irrigation,30.05,2023-07-18 11:44:48.000000000,2023-07-17_S3_S4_a04fe807,2023.0,S4,control,S3_S4,M,1,6.0,VWC_1_raw_S4_M
irrigation,24.13,2023-07-18 17:44:48.000000000,2023-07-17_S3_S4_a04fe807,2023.0,S4,control,S3_S4,M,2,12.0,VWC_2_raw_S4_M
irrigation,17.47,2023-07-18 18:29:48.000000000,2023-07-17_S3_S4_a04fe807,2023.0,S4,control,S3_S4,M,3,18.0,VWC_3_raw_S4_M
irrigation,29.4,2023-07-18 19:29:48.000000000,2023-07-17_S3_S4_a04fe807,2023.0,S4,control,S3_S4,B,2,12.0,VWC_2_raw_S4_B
irrigation,24.44,2023-07-18 12:59:48.000000000,2023-07-17_S3_S4_a04fe807,2023.0,S4,control,S3_S4,B,3,18.0,VWC_3_raw_S4_B
irrigation,11.52,2023-07-27 11:15:00.000000000,2023-07-27_S3_S4_89a0fecc,2023.0,S4,control,S3_S4,T,1,6.0,VWC_1_raw_S4_T
irrigation,26.57,2023-08-05 17:30:00.000000000,2023-08-05_S3_S4_0f92146d,2023.0,S4,control,S3_S4,T,1,6.0,VWC_1_raw_S4_T
irrigation,19.63,2023-08-06 05:45:00.000000000,2023-08-05_S3_S4_0f92146d,2023.0,S4,control,S3_S4,T,2,12.0,VWC_2_raw_S4_T
irrigation,27.73,2023-08-05 18:00:00.000000000,2023-08-05_S3_S4_0f92146d,2023.0,S4,control,S3_S4,T,3,18.0,VWC_3_raw_S4_T
irrigation,9.22,2023-08-05 21:15:00.000000000,2023-08-05_S3_S4_0f92146d,2023.0,S4,control,S3_S4,M,1,6.0,VWC_1_raw_S4_M
irrigation,33.34,2023-08-11 00:45:00.000000000,2023-08-10_S3_S4_7fce3d7b,2023.0,S4,control,S3_S4,T,1,6.0,VWC_1_raw_S4_T
irrigation,36.28,2023-08-11 00:45:00.000000000,2023-08-10_S3_S4_7fce3d7b,2023.0,S4,control,S3_S4,T,2,12.0,VWC_2_raw_S4_T
irrigation,32.61,2023-08-11 06:15:00.000000000,2023-08-10_S3_S4_7fce3d7b,2023.0,S4,control,S3_S4,T,3,18.0,VWC_3_raw_S4_T
irrigation,27.14,2023-08-11 06:30:00.000000000,2023-08-10_S3_S4_7fce3d7b,2023.0,S4,control,S3_S4,M,1,6.0,VWC_1_raw_S4_M
irrigation,20.65,2023-08-11 06:15:00.000000000,2023-08-10_S3_S4_7fce3d7b,2023.0,S4,control,S3_S4,M,2,12.0,VWC_2_raw_S4_M
irrigation,17.1,2023-08-11 13:30:00.000000000,2023-08-10_S3_S4_7fce3d7b,2023.0,S4,control,S3_S4,M,3,18.0,VWC_3_raw_S4_M
irrigation,27.23,2023-08-11 09:45:00.000000000,2023-08-10_S3_S4_7fce3d7b,2023.0,S4,control,S3_S4,B,1,6.0,VWC_1_raw_S4_B
irrigation,30.73,2023-08-11 09:45:00.000000000,2023-08-10_S3_S4_7fce3d7b,2023.0,S4,control,S3_S4,B,2,12.0,VWC_2_raw_S4_B
irrigation,26.37,2023-08-11 18:45:00.000000000,2023-08-10_S3_S4_7fce3d7b,2023.0,S4,control,S3_S4,B,3,18.0,VWC_3_raw_S4_B
irrigation,32.58,2023-08-24 23:30:12.000000000,2023-08-24_S3_S4_a4b6ae2a,2023.0,S4,control,S3_S4,T,1,6.0,VWC_1_raw_S4_T
irrigation,31.63,2023-08-25 08:00:12.000000000,2023-08-24_S3_S4_a4b6ae2a,2023.0,S4,control,S3_S4,T,2,12.0,VWC_2_raw_S4_T
irrigation,31.72,2023-08-25 04:45:12.000000000,2023-08-24_S3_S4_a4b6ae2a,2023.0,S4,control,S3_S4,T,3,18.0,VWC_3_raw_S4_T
irrigation,15.87,2023-08-25 14:00:12.000000000,2023-08-24_S3_S4_a4b6ae2a,2023.0,S4,control,S3_S4,M,1,6.0,VWC_1_raw_S4_M
irrigation,34.56,2023-09-07 23:00:12.000000000,2023-09-07_S3_S4_ea877a99,2023.0,S4,control,S3_S4,T,1,6.0,VWC_1_raw_S4_T
irrigation,35.52,2023-09-07 23:00:12.000000000,2023-09-07_S3_S4_ea877a99,2023.0,S4,control,S3_S4,T,2,12.0,VWC_2_raw_S4_T
irrigation,32.02,2023-09-08 03:45:12.000000000,2023-09-07_S3_S4_ea877a99,2023.0,S4,control,S3_S4,T,3,18.0,VWC_3_raw_S4_T
irrigation,27.65,2023-09-08 07:45:12.000000000,2023-09-07_S3_S4_ea877a99,2023.0,S4,control,S3_S4,M,1,6.0,VWC_1_raw_S4_M
irrigation,24.63,2023-09-08 08:30:12.000000000,2023-09-07_S3_S4_ea877a99,2023.0,S4,control,S3_S4,M,2,12.0,VWC_2_raw_S4_M
irrigation,25.52,2023-09-07 21:45:12.000000000,2023-09-07_S3_S4_ea877a99,2023.0,S4,control,S3_S4,M,3,18.0,VWC_3_raw_S4_M
irrigation,42.82,2023-09-22 12:15:12.000000000,2023-09-22_S3_S4_157133f5,2023.0,S4,control,S3_S4,T,1,6.0,VWC_1_raw_S4_T
irrigation,32.33,2023-09-23 08:30:12.000000000,2023-09-22_S3_S4_157133f5,2023.0,S4,control,S3_S4,T,2,12.0,VWC_2_raw_S4_T
irrigation,31.92,2023-09-23 02:00:12.000000000,2023-09-22_S3_S4_157133f5,2023.0,S4,control,S3_S4,T,3,18.0,VWC_3_raw_S4_T
irrigation,27.3,2023-09-23 07:45:12.000000000,2023-09-22_S3_S4_157133f5,2023.0,S4,control,S3_S4,M,1,6.0,VWC_1_raw_S4_M
irrigation,24.85,2023-09-23 08:00:12.000000000,2023-09-22_S3_S4_157133f5,2023.0,S4,control,S3_S4,M,2,12.0,VWC_2_raw_S4_M
irrigation,27.83,2023-09-22 22:30:12.000000000,2023-09-22_S3_S4_157133f5,2023.0,S4,control,S3_S4,M,3,18.0,VWC_3_raw_S4_M
irrigation,42.58,2024-04-20 20:45:11.999999999,2024-04-20_S1_S2_5f2fb725,2024.0,S1,biochar,S1_S2,T,1,6.0,VWC_1_raw_S1_T
irrigation,38.56,2024-04-21 05:45:11.999999999,2024-04-20_S1_S2_5f2fb725,2024.0,S1,biochar,S1_S2,T,2,12.0,VWC_2_raw_S1_T
irrigation,45.04,2024-04-20 20:30:12.000000000,2024-04-20_S1_S2_5f2fb725,2024.0,S1,biochar,S1_S2,T,3,18.0,VWC_3_raw_S1_T
irrigation,35.26,2024-04-21 07:30:12.000000000,2024-04-20_S1_S2_5f2fb725,2024.0,S1,biochar,S1_S2,M,1,6.0,VWC_1_raw_S1_M
irrigation,33.62,2024-04-21 04:30:12.000000000,2024-04-20_S1_S2_5f2fb725,2024.0,S1,biochar,S1_S2,M,2,12.0,VWC_2_raw_S1_M
irrigation,38.29,2024-04-20 23:00:12.000000000,2024-04-20_S1_S2_5f2fb725,2024.0,S1,biochar,S1_S2,M,3,18.0,VWC_3_raw_S1_M
irrigation,51.96,2024-04-21 04:45:11.999999999,2024-04-20_S1_S2_5f2fb725,2024.0,S1,biochar,S1_S2,B,1,6.0,VWC_1_raw_S1_B
irrigation,49.23,2024-04-21 10:00:12.000000000,2024-04-20_S1_S2_5f2fb725,2024.0,S1,biochar,S1_S2,B,2,12.0,VWC_2_raw_S1_B
irrigation,45.14,2024-04-21 09:15:12.000000000,2024-04-20_S1_S2_5f2fb725,2024.0,S1,biochar,S1_S2,B,3,18.0,VWC_3_raw_S1_B
irrigation,34.17,2024-05-12 02:29:47.999999999,2024-05-11_S1_S2_4c1cd284,2024.0,S1,biochar,S1_S2,B,1,6.0,VWC_1_raw_S1_B
irrigation,42.22,2024-06-02 10:30:12.000000000,2024-06-01_S1_S2_ef46e32f,2024.0,S1,biochar,S1_S2,T,1,6.0,VWC_1_raw_S1_T
irrigation,41.98,2024-06-02 10:45:12.000000000,2024-06-01_S1_S2_ef46e32f,2024.0,S1,biochar,S1_S2,T,2,12.0,VWC_2_raw_S1_T
irrigation,44.05,2024-06-01 23:45:12.000000000,2024-06-01_S1_S2_ef46e32f,2024.0,S1,biochar,S1_S2,T,3,18.0,VWC_3_raw_S1_T
irrigation,36.15,2024-06-02 20:30:12.000000000,2024-06-01_S1_S2_ef46e32f,2024.0,S1,biochar,S1_S2,M,1,6.0,VWC_1_raw_S1_M
irrigation,37.24,2024-06-02 08:45:12.000000000,2024-06-01_S1_S2_ef46e32f,2024.0,S1,biochar,S1_S2,M,2,12.0,VWC_2_raw_S1_M
irrigation,39.47,2024-06-02 09:15:12.000000000,2024-06-01_S1_S2_ef46e32f,2024.0,S1,biochar,S1_S2,M,3,18.0,VWC_3_raw_S1_M
irrigation,46.75,2024-06-02 14:30:12.000000000,2024-06-01_S1_S2_ef46e32f,2024.0,S1,biochar,S1_S2,B,2,12.0,VWC_2_raw_S1_B
