year,event_id,strip,pair,treatment,irrigation_start,irrigation_end,applied_irrigation_gal_strip,comparison_eligible,ineligibility_reason,baseline_profile_water_gal_strip,upper_retained_water_gal_strip,available_storage_gal_strip,baseline_above_upper_retained_gal_strip,applied_minus_available_storage_gal_strip,estimated_water_not_retained_gal_strip,applied_fraction_of_available_storage,irrigation_exceeds_available_storage,zone_area_method,represented_profile,interpretation
2025,2025-04-20_S1_S2_f3457ada,S2,S1_S2,control,2025-04-20 08:15:00,2025-04-21 06:28:00,132300.0,True,,21195.12,74231.44,53036.32,0.0,79263.68,79263.68,2.49,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-04-20_S3_S4_ead0e049,S3,S3_S4,biochar,2025-04-20 08:15:00,2025-04-21 06:28:00,132300.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-04-20_S3_S4_ead0e049,S4,S3_S4,control,2025-04-20 08:15:00,2025-04-21 06:28:00,132300.0,True,,30337.95,68363.11,38025.16,0.0,94274.84,94274.84,3.48,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-05-02_S3_S4_3cb33cbf,S3,S3_S4,biochar,2025-05-02 19:10:02,2025-05-03 08:21:02,76750.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-05-02_S3_S4_3cb33cbf,S4,S3_S4,control,2025-05-02 19:10:02,2025-05-03 08:21:02,76750.0,True,,42514.09,68363.11,25849.02,0.0,50900.98,50900.98,2.97,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-05-16_S1_S2_799859ac,S1,S1_S2,biochar,2025-05-16 15:36:41,2025-05-17 07:37:42,92450.0,True,,33757.24,76557.57,42800.33,0.0,49649.67,49649.67,2.16,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-05-16_S1_S2_799859ac,S2,S1_S2,control,2025-05-16 15:36:41,2025-05-17 07:37:42,92450.0,True,,28093.56,74231.44,46137.88,0.0,46312.12,46312.12,2.0,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-05-28_S1_S2_ca363c43,S1,S1_S2,biochar,2025-05-28 18:58:00,2025-05-29 07:30:00,64250.0,True,,50108.6,76557.57,26448.97,0.0,37801.03,37801.03,2.43,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-05-28_S1_S2_ca363c43,S2,S1_S2,control,2025-05-28 18:58:00,2025-05-29 07:30:00,64250.0,True,,39249.18,74231.44,34982.26,0.0,29267.74,29267.74,1.84,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-05-28_S3_S4_120d46ab,S3,S3_S4,biochar,2025-05-28 18:58:00,2025-05-29 07:30:00,64250.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-05-28_S3_S4_120d46ab,S4,S3_S4,control,2025-05-28 18:58:00,2025-05-29 07:30:00,64250.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-06-13_S3_S4_29345c78,S3,S3_S4,biochar,2025-06-13 10:49:00,2025-06-13 19:16:00,56900.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-06-13_S3_S4_29345c78,S4,S3_S4,control,2025-06-13 10:49:00,2025-06-13 19:16:00,56900.0,True,,43815.24,68363.11,24547.88,0.0,32352.12,32352.12,2.32,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-06-27_S1_S2_ff537961,S1,S1_S2,biochar,2025-06-27 15:33:00,2025-06-28 07:49:00,95500.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-06-27_S1_S2_ff537961,S2,S1_S2,control,2025-06-27 15:33:00,2025-06-28 07:49:00,95500.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-06-28_S3_S4_d9252a87,S3,S3_S4,biochar,2025-06-28 08:50:00,2025-06-28 16:15:00,43550.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-06-28_S3_S4_d9252a87,S4,S3_S4,control,2025-06-28 08:50:00,2025-06-28 16:15:00,43550.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-07-11_S3_S4_e179d57e,S3,S3_S4,biochar,2025-07-11 08:30:00,2025-07-11 18:12:00,46400.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-07-11_S3_S4_e179d57e,S4,S3_S4,control,2025-07-11 08:30:00,2025-07-11 18:12:00,46400.0,True,,50183.86,68363.11,18179.25,0.0,28220.75,28220.75,2.55,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-07-26_S1_S2_98e2053f,S1,S1_S2,biochar,2025-07-26 08:45:00,2025-07-26 17:50:00,53225.0,True,,33264.32,76557.57,43293.26,0.0,9931.74,9931.74,1.23,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-07-26_S1_S2_98e2053f,S2,S1_S2,control,2025-07-26 08:45:00,2025-07-26 17:50:00,53225.0,True,,34347.57,74231.44,39883.88,0.0,13341.12,13341.12,1.33,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-07-26_S3_S4_b4053dcf,S3,S3_S4,biochar,2025-07-26 08:45:00,2025-07-26 17:50:00,53225.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-07-26_S3_S4_b4053dcf,S4,S3_S4,control,2025-07-26 08:45:00,2025-07-26 17:50:00,53225.0,True,,39513.66,68363.11,28849.45,0.0,24375.55,24375.55,1.84,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-08-08_S3_S4_7c793582,S3,S3_S4,biochar,2025-08-08 13:14:00,2025-08-08 19:28:00,38750.0,True,,45304.23,68190.0,22885.77,0.0,15864.23,15864.23,1.69,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-08-08_S3_S4_7c793582,S4,S3_S4,control,2025-08-08 13:14:00,2025-08-08 19:28:00,38750.0,True,,45403.38,68363.11,22959.74,0.0,15790.26,15790.26,1.69,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-08-22_S1_S2_9f8675d7,S1,S1_S2,biochar,2025-08-22 09:07:00,2025-08-22 19:04:00,30625.0,True,,32166.27,76557.57,44391.3,0.0,-13766.3,0.0,0.69,False,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-08-22_S1_S2_9f8675d7,S2,S1_S2,control,2025-08-22 09:07:00,2025-08-22 19:04:00,30625.0,True,,33088.91,74231.44,41142.53,0.0,-10517.53,0.0,0.74,False,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-08-22_S3_S4_1b405e4b,S3,S3_S4,biochar,2025-08-22 09:07:00,2025-08-22 19:04:00,30625.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-08-22_S3_S4_1b405e4b,S4,S3_S4,control,2025-08-22 09:07:00,2025-08-22 19:04:00,30625.0,True,,36769.22,68363.11,31593.9,0.0,-968.9,0.0,0.97,False,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-09-20_S1_S2_81d8ab0f,S1,S1_S2,biochar,2025-09-20 10:42:00,2025-09-20 17:31:00,86100.0,True,,35940.75,76557.57,40616.82,0.0,45483.18,45483.18,2.12,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-09-20_S1_S2_81d8ab0f,S2,S1_S2,control,2025-09-20 10:42:00,2025-09-20 17:31:00,86100.0,True,,35789.29,74231.44,38442.15,0.0,47657.85,47657.85,2.24,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-09-20_S3_S4_f86ee2c5,S3,S3_S4,biochar,2025-09-20 10:42:00,2025-09-20 17:31:00,86100.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-09-20_S3_S4_f86ee2c5,S4,S3_S4,control,2025-09-20 10:42:00,2025-09-20 17:31:00,86100.0,True,,48729.51,68363.11,19633.6,0.0,66466.4,66466.4,4.39,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-10-04_S3_S4_4439230e,S3,S3_S4,biochar,2025-10-04 10:12:00,2025-10-04 17:06:00,51800.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2025,2025-10-04_S3_S4_4439230e,S4,S3_S4,control,2025-10-04 10:12:00,2025-10-04 17:06:00,51800.0,True,,45601.49,68363.11,22761.62,0.0,29038.38,29038.38,2.28,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-04-21_S1_S2_001c30f6,S1,S1_S2,biochar,2026-04-21 14:54:00,2026-04-22 08:52:00,110850.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-04-21_S1_S2_001c30f6,S2,S1_S2,control,2026-04-21 14:54:00,2026-04-22 08:52:00,110850.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-04-21_S3_S4_ed1ed131,S3,S3_S4,biochar,2026-04-21 14:54:00,2026-04-22 08:52:00,110850.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-04-21_S3_S4_ed1ed131,S4,S3_S4,control,2026-04-21 14:54:00,2026-04-22 08:52:00,110850.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-05-08_S3_S4_989607cc,S3,S3_S4,biochar,2026-05-08 09:00:00,2026-05-08 19:14:00,90350.0,True,,43018.3,68190.0,25171.7,0.0,65178.3,65178.3,3.59,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-05-08_S3_S4_989607cc,S4,S3_S4,control,2026-05-08 09:00:00,2026-05-08 19:14:00,90350.0,True,,41892.5,68363.11,26470.61,0.0,63879.39,63879.39,3.41,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-05-20_S1_S2_49743b7c,S1,S1_S2,biochar,2026-05-20 11:23:00,2026-05-20 17:53:00,54400.0,True,,41868.64,76557.57,34688.93,0.0,19711.07,19711.07,1.57,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-05-20_S1_S2_49743b7c,S2,S1_S2,control,2026-05-20 11:23:00,2026-05-20 17:53:00,54400.0,True,,31839.63,74231.44,42391.81,0.0,12008.19,12008.19,1.28,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-05-21_S3_S4_272f948e,S3,S3_S4,biochar,2026-05-21 13:27:00,2026-05-21 19:54:00,59850.0,True,,41754.66,68190.0,26435.34,0.0,33414.66,33414.66,2.26,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-05-21_S3_S4_272f948e,S4,S3_S4,control,2026-05-21 13:27:00,2026-05-21 19:54:00,59850.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-06-05_S3_S4_f5beba0a,S3,S3_S4,biochar,2026-06-05 14:19:00,2026-06-05 20:47:00,53900.0,True,,38771.78,68190.0,29418.22,0.0,24481.78,24481.78,1.83,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-06-05_S3_S4_f5beba0a,S4,S3_S4,control,2026-06-05 14:19:00,2026-06-05 20:47:00,53900.0,True,,38503.98,68363.11,29859.13,0.0,24040.87,24040.87,1.81,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-06-20_S1_S2_ba82572f,S1,S1_S2,biochar,2026-06-20 08:00:00,2026-06-20 17:03:00,65700.0,True,,31937.63,76557.57,44619.94,0.0,21080.06,21080.06,1.47,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-06-20_S1_S2_ba82572f,S2,S1_S2,control,2026-06-20 08:00:00,2026-06-20 17:03:00,65700.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-06-20_S3_S4_47159afc,S3,S3_S4,biochar,2026-06-20 08:00:00,2026-06-20 17:03:00,65700.0,True,,47983.83,68190.0,20828.27,622.09,44871.73,44871.73,3.15,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-06-20_S3_S4_47159afc,S4,S3_S4,control,2026-06-20 08:00:00,2026-06-20 17:03:00,65700.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-06-27_S1_S2_be4e641a,S1,S1_S2,biochar,2026-06-27 11:05:00,2026-06-27 16:34:00,33511.0,True,,55150.53,76557.57,21407.04,0.0,12103.96,12103.96,1.57,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-06-27_S1_S2_be4e641a,S2,S1_S2,control,2026-06-27 11:05:00,2026-06-27 16:34:00,33511.0,True,,50410.51,74231.44,23820.93,0.0,9690.07,9690.07,1.41,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-06-27_S3_S4_dc68d0eb,S3,S3_S4,biochar,2026-06-27 11:05:00,2026-06-27 16:34:00,33511.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-06-27_S3_S4_dc68d0eb,S4,S3_S4,control,2026-06-27 11:05:00,2026-06-27 16:34:00,33511.0,True,,55005.59,68363.11,13357.52,0.0,20153.48,20153.48,2.51,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-07-05_S3_S4_b3db7964,S3,S3_S4,biochar,2026-07-05 11:24:00,2026-07-05 18:13:00,56650.0,True,,50170.01,68190.0,19146.8,1126.81,37503.2,37503.2,2.96,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-07-05_S3_S4_b3db7964,S4,S3_S4,control,2026-07-05 11:24:00,2026-07-05 18:13:00,56650.0,True,,48471.31,68363.11,19891.8,0.0,36758.2,36758.2,2.85,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-07-24_S1_S2_63eb5228,S1,S1_S2,biochar,2026-07-24 08:25:00,2026-07-24 15:43:00,34125.0,True,,32602.82,76557.57,43954.75,0.0,-9829.75,0.0,0.78,False,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-07-24_S1_S2_63eb5228,S2,S1_S2,control,2026-07-24 08:25:00,2026-07-24 15:43:00,34125.0,True,,32746.37,74231.44,41485.07,0.0,-7360.07,0.0,0.82,False,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-07-24_S3_S4_d28f9731,S3,S3_S4,biochar,2026-07-24 08:25:00,2026-07-24 15:43:00,34125.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-07-24_S3_S4_d28f9731,S4,S3_S4,control,2026-07-24 08:25:00,2026-07-24 15:43:00,34125.0,True,,35772.28,68363.11,32590.84,0.0,1534.16,1534.16,1.05,True,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-08-14_S1_S2_72b4c1d7,S1,S1_S2,biochar,2026-08-14 10:25:00,2026-08-14 13:47:00,21350.0,True,,36330.02,76557.57,40227.55,0.0,-18877.55,0.0,0.53,False,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-08-14_S1_S2_72b4c1d7,S2,S1_S2,control,2026-08-14 10:25:00,2026-08-14 13:47:00,21350.0,True,,33976.05,74231.44,40255.39,0.0,-18905.39,0.0,0.53,False,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-08-14_S3_S4_1912adab,S3,S3_S4,biochar,2026-08-14 10:25:00,2026-08-14 13:47:00,21350.0,False,one_or_more_sensor_events_not_trustworthy,,,,,,,,,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
2026,2026-08-14_S3_S4_1912adab,S4,S3_S4,control,2026-08-14 10:25:00,2026-08-14 13:47:00,21350.0,True,,33652.92,68363.11,34710.19,0.0,-13360.19,0.0,0.62,False,nominal_47ft_strip_by_centerline_zone_length,three 6-inch layers spanning approximately 3-21 inches,modeled water not retained; not measured runoff
