year,strip,event_id,depth_inches,irrigation_start,irrigation_end,gallons_strip,event_duration_hours,distance_T_ft,distance_M_ft,distance_B_ft,arrival_T_min,arrival_M_min,arrival_B_min,T_to_M_min,M_to_B_min,T_to_B_min,T_to_M_ft_per_min,M_to_B_ft_per_min,T_to_B_ft_per_min,alt_arrival_T_min,alt_arrival_M_min,alt_arrival_B_min,alt_T_to_M_min,alt_M_to_B_min,alt_T_to_B_min,alt_T_to_M_ft_per_min,alt_M_to_B_ft_per_min,alt_T_to_B_ft_per_min,avg_flow_gph_strip,treatment,irrigation_regime,pair,strict_ordered_arrivals,top_to_bottom_ordered,top_to_middle_min,middle_to_bottom_min,top_to_bottom_min,event_qc_eligible,event_qc_reason,complete_three_zone_coverage,unretained_eligible,unretained_gal_strip,unretained_fraction,estimated_storage_gal_strip_0_18in,estimated_storage_fraction_0_18in,bottom_6in_arrival_delay_hr,post_bottom_6in_arrival_runtime_hr,post_bottom_6in_arrival_applied_gal,post_bottom_6in_arrival_applied_fraction,end_of_field_unretained_eligible,estimated_end_of_field_unretained_gal_strip,estimated_end_of_field_unretained_fraction,log_flow,log_gallons,arrival_model_eligible
2026,S3,2026-07-05_S3_S4_b3db7964,6.0,2026-07-05 11:24:00,2026-07-05 18:13:00,56650.0,6.82,54.0,169.0,284.0,291.0,66.0,111.0,-225.0,45.0,-180.0,,2.56,,306.0,66.0,111.0,-240.0,45.0,-195.0,,2.56,,8306.451612903225,biochar,biweekly,S3_S4,False,False,-225.0,45.0,-180.0,True,ok,False,False,,,,,1.85,4.97,41275.83,0.73,False,,,9.024787794600782,10.944647266456153,False
2026,S4,2026-07-05_S3_S4_b3db7964,6.0,2026-07-05 11:24:00,2026-07-05 18:13:00,56650.0,6.82,54.0,169.0,284.0,21.0,66.0,321.0,45.0,255.0,300.0,2.56,0.45,0.77,21.0,66.0,396.0,45.0,330.0,375.0,2.56,0.35,0.61,8306.451612903225,control,biweekly,S3_S4,True,True,45.0,255.0,300.0,True,ok,True,True,39429.08,0.7,17220.92,0.3,5.35,1.47,12189.03,0.22,True,39429.08,0.7,9.024787794600782,10.944647266456153,True
2026,S1,2026-07-24_S1_S2_63eb5228,6.0,2026-07-24 08:25:00,2026-07-24 15:43:00,34125.0,7.3,54.0,169.0,284.0,50.0,215.0,440.0,165.0,225.0,390.0,0.7,0.51,0.59,50.0,260.0,485.0,210.0,225.0,435.0,0.55,0.51,0.53,4674.657534246576,biochar,monthly,S1_S2,True,True,165.0,225.0,390.0,True,ok,True,True,3283.82,0.1,30841.18,0.9,7.33,0.0,0.0,0.0,True,3283.82,0.1,8.449911184332915,10.437785532487261,True
2026,S2,2026-07-24_S1_S2_63eb5228,6.0,2026-07-24 08:25:00,2026-07-24 15:43:00,34125.0,7.3,54.0,169.0,284.0,35.0,110.0,275.0,75.0,165.0,240.0,1.53,0.7,0.96,35.0,110.0,305.0,75.0,195.0,270.0,1.53,0.59,0.85,4674.657534246576,control,monthly,S1_S2,True,True,75.0,165.0,240.0,True,ok,True,True,4513.7,0.13,29611.3,0.87,4.58,2.72,12699.49,0.37,True,4513.7,0.13,8.449911184332915,10.437785532487261,True
2026,S3,2026-07-24_S3_S4_d28f9731,6.0,2026-07-24 08:25:00,2026-07-24 15:43:00,34125.0,7.3,54.0,169.0,284.0,305.0,140.0,215.0,-165.0,75.0,-90.0,,1.53,,350.0,140.0,215.0,-210.0,75.0,-135.0,,1.53,,4674.657534246576,biochar,biweekly,S3_S4,False,False,-165.0,75.0,-90.0,False,possible_battery_or_logger_issue,True,False,11759.68,0.34,22365.32,0.66,3.58,3.72,17374.14,0.51,False,,,8.449911184332915,10.437785532487261,False
2026,S4,2026-07-24_S3_S4_d28f9731,6.0,2026-07-24 08:25:00,2026-07-24 15:43:00,34125.0,7.3,54.0,169.0,284.0,35.0,140.0,950.0,105.0,810.0,915.0,1.1,0.14,0.25,35.0,140.0,,105.0,,,1.1,,,4674.657534246576,control,biweekly,S3_S4,True,True,105.0,810.0,915.0,True,ok,True,True,8868.33,0.26,25256.67,0.74,15.83,0.0,0.0,0.0,True,8868.33,0.26,8.449911184332915,10.437785532487261,True
2026,S1,2026-08-14_S1_S2_72b4c1d7,6.0,2026-08-14 10:25:00,2026-08-14 13:47:00,21350.0,3.37,54.0,169.0,284.0,35.0,200.0,425.0,165.0,225.0,390.0,0.7,0.51,0.59,35.0,215.0,,180.0,,,0.64,,,6335.311572700297,biochar,monthly,S1_S2,True,True,165.0,225.0,390.0,True,ok,True,True,2880.41,0.13,18469.59,0.87,7.08,0.0,0.0,0.0,True,2880.41,0.13,8.7538942742925,9.96880701865677,True
2026,S2,2026-08-14_S1_S2_72b4c1d7,6.0,2026-08-14 10:25:00,2026-08-14 13:47:00,21350.0,3.37,54.0,169.0,284.0,20.0,65.0,110.0,45.0,45.0,90.0,2.56,2.56,2.56,20.0,65.0,155.0,45.0,90.0,135.0,2.56,1.28,1.7,6335.311572700297,control,monthly,S1_S2,True,True,45.0,45.0,90.0,True,ok,True,True,0.0,0.0,26075.42,1.22,1.83,1.53,9723.97,0.46,True,0.0,0.0,8.7538942742925,9.96880701865677,True
2026,S3,2026-08-14_S3_S4_1912adab,6.0,2026-08-14 10:25:00,2026-08-14 13:47:00,21350.0,3.37,54.0,169.0,284.0,,80.0,125.0,,45.0,,,2.56,,,80.0,140.0,,60.0,,,1.92,,6335.311572700297,biochar,biweekly,S3_S4,False,False,,45.0,,False,possible_battery_or_logger_issue,False,False,,,,,2.08,1.28,8138.58,0.38,False,,,8.7538942742925,9.96880701865677,False
2026,S4,2026-08-14_S3_S4_1912adab,6.0,2026-08-14 10:25:00,2026-08-14 13:47:00,21350.0,3.37,54.0,169.0,284.0,35.0,95.0,110.0,60.0,15.0,75.0,1.92,7.67,3.07,35.0,95.0,,60.0,,,1.92,,,6335.311572700297,control,biweekly,S3_S4,True,True,60.0,15.0,75.0,True,ok,False,False,,,,,1.83,1.53,9723.97,0.46,False,,,8.7538942742925,9.96880701865677,True
