Row,TimestampUTC,TimestampMT,BattV_Min,VWC_1_Avg,EC_1_Avg,T_1_Avg,VWC_2_Avg,EC_2_Avg,T_2_Avg,VWC_3_Avg,EC_3_Avg,T_3_Avg
0,,,13.160721778869629,0.14748001098632812,0.32546669244766235,23.12034797668457,0.16509999334812164,0.5285933017730713,21.961946487426758,0.15976667404174805,0.3465133309364319,21.781654357910156
