Row,TimestampUTC,TimestampMT,SourceReq,MatchedFromDat,MatchedDatFile,BattV_Min,VWC_1_Avg,EC_1_Avg,T_1_Avg,VWC_2_Avg,EC_2_Avg,T_2_Avg,VWC_3_Avg,EC_3_Avg,T_3_Avg
0,2025-08-21 15:00:00,2025-08-21 09:00:00-0600,27,yes,biochar_app/data-raw/datfiles_2025/S1M_Table1.dat,12.809837341308594,0.1393466591835022,0.12843333184719086,24.383901596069336,0.16009999811649323,0.21163330972194672,24.00739097595215,0.36144667863845825,1.3727864027023315,23.296512603759766
