leaf,table,frame_len,request_mode,n_hint,signed16_be@20,signed16_be@22,anchor_off,anchor_sec_le,anchor_iso,tcp_stream,frame_number,src_file,frame_hex
S2T,1,31,last_n,696,-696,0,,,,0,274,S2T_Table1.tsv,bda0016ffd10050ffd09c600000600022c790000fd480000fe41000041a3bd
S2T,1,31,last_n,691,-691,0,,,,0,277,S2T_Table1.tsv,bda0016ffd10050ffd09c700000600022c790000fd4d0000fe410000980fbd
S2T,1,31,last_n,686,-686,0,,,,0,280,S2T_Table1.tsv,bda0016ffd10050ffd09c800000600022c790000fd520000fe4100006f13bd
S2T,1,31,last_n,681,-681,0,,,,0,283,S2T_Table1.tsv,bda0016ffd10050ffd09c900000600022c790000fd570000fe4100004444bd
S2T,1,246,,,,,,,,0,285,S2T_Table1.tsv,bdaffd00011ffd200589c90000020000fd57000543026c6c414fbcdcd43db55ef33e2438e941ca33403e29ccb73e97a40641c57d843eaeac853f8d4bb941be66da43026ff0414fb5f43db554763e23aed741c98ffb3e2a40103e98114241c5727d3eae986d3f8d6d5d41be850e43027374414f7ef13db56cee3e2361f341c8c4163e2aa72c3e97acc541c5703f3eae940f3f8d8cd141be96cd430276f8414f591e3db59a5e3e22d62341c8240b3e2a8b353e98106241c56a2c3eaee9b13f8daa8741beb68443027a7c414f2c6b3db5cecb3e223fd941c78a253e2a92323e97f7eb41c565fd3eaede553f8dbcdc3a41bedfb201ea78bd
S2T,1,31,last_n,676,-676,0,,,,0,286,S2T_Table1.tsv,bda0016ffd10050ffd09ca00000600022c790000fd5c0000fe410000c89abd
S2T,1,31,last_n,671,-671,0,,,,0,289,S2T_Table1.tsv,bda0016ffd10050ffd09cb00000600022c790000fd610000fe4100006233bd
S2T,1,245,,,,,,,,0,291,S2T_Table1.tsv,bdaffd00011ffd200589cb0000020000fd61000543028f94414e64ff3db4a9323e1fbaf941c40f493e2a8cf43e980c0441c4e0e93eaf20be3f8e5c2141bf49e043029318414e4cee3db3aa0b3e1f47a041c31dee3e2aa1ee3e97c1be41c4c6bcdd3eaf91743f8e770141bf4ed24302969c414e3f2c3db3dafb3e1eaa5741c242b53e2a85f73e9782d341c4adb33eafc1853f8e856b41bf675e43029a20414e497c3db408693e1e258541c161f63e29e8af3e9773f941c47b513eafb54a3f8e9c2341bf785043029da4414e15ea3db344af3e1d590c41c0c61d3e29ccb93e979d0b41c45ee73eafa2ef3f8eb96a41bf7aa30158aabd
S2T,1,31,last_n,666,-666,0,,,,0,292,S2T_Table1.tsv,bda0016ffd10050ffd09cc00000600022c790000fd660000fe41000023d3bd
S2T,1,31,last_n,661,-661,0,,,,0,295,S2T_Table1.tsv,bda0016ffd10050ffd09cd00000600022c790000fd6b0000fe410000b29bbd
S2T,1,31,last_n,656,-656,0,,,,0,298,S2T_Table1.tsv,bda0016ffd10050ffd09ce00000600022c790000fd700000fe410000de69bd
S2T,1,246,,,,,,,,0,300,S2T_Table1.tsv,bdaffd00011ffd200589ce0000020000fd7000054302c450414d17793db17acc3e17cc3a41b868f53e2a09e13e96bcdd5741c24f313eafb1cb3f8f5bf141bf9d654302c7d4414d0d293db024433e176dda41b7d3263e2a241a3e965c5a41c2031e3eafa9ee3f8f674d41bf9a004302cb58414ce3e63db03cbb3e16bf1741b721973e2a1edc3e966cf341c1cd673eafb0ec3f8f5e8f41bf975a4302cedc414cc4f53db055313e16872c41b6718d3e2a2cd63e96476141c18d723eafb00d3f8f5f3941bf96954302d260414d82103db00bcb3e16121441b5c7a13e2a400f3e95f99d41c14b9d3eafaace3f8f69ec41bf89bcdd017650bd
S2T,1,31,last_n,651,-651,0,,,,0,301,S2T_Table1.tsv,bda0016ffd10050ffd09cf00000600022c790000fd750000fe410000aadbbd
S2T,1,31,last_n,646,-646,0,,,,0,304,S2T_Table1.tsv,bda0016ffd10050ffd09d000000600022c790000fd7a0000fe4100000435bd
S2T,1,246,,,,,,,,0,306,S2T_Table1.tsv,bdaffd00011ffd200589d00000020000fd7a00054302e7784158177a3daf528e3e14cd0541b4ab813e298f8e3e9567af41bfbcdd1d3eafa1323f8f7abf41bf4c894302eafc4157e3e63daf6e843e14951641b4c9363e29a2c73e95246641bf95d53eafaf2d3f8f5d4141bf37c14302ee80415775df3daf560c3e14cec441b501f43e29a6453e95041241bf5b443eaf9a343f8f834341bf265f4302f2044157122a3daf560c3e14d5c341b573153e29b7bf3e94bcdd4a41bf1bcc3eafa9ef3f8f6acb41bf124c4302f5884156b5543daf3d943e151baa41b5c3293e29b2813e94da2041bef7233eaf42d13f8f727241bf087601de9bbd
S2T,1,31,last_n,641,-641,0,,,,0,307,S2T_Table1.tsv,bda0016ffd10050ffd09d100000600022c790000fd7f0000fe410000b263bd
