leaf,table,frame_len,request_mode,n_hint,signed16_be@20,signed16_be@22,anchor_off,anchor_sec_le,anchor_iso,tcp_stream,frame_number,src_file,frame_hex
S1M,1,27,,,,,,,,0,1,S1M_Table1.tsv,bda0016ffd10030ffd090d00000500022c79000000010000211dbd
S1M,1,69,,,,,,,,0,3,S1M_Table1.tsv,bdaffd00011ffd2003890d0000020000ffb70001430896f04151cae53e0e139c3e025cad41bcdc647d3e2107043e4fdd7c41b893703eb714b93fab336b41b7038b00dd48bd
S1M,1,31,last_n,192,-192,0,14,7941122,1990-04-02T21:52:02+00:00,0,4,S1M_Table1.tsv,bda0016ffd10030ffd090e00000600022c790000ff400000ffb700003350bd
S1M,1,245,,,,,,,,0,6,S1M_Table1.tsv,bdaffd00011ffd2003890e0000020000ff4000054306f494415605f93e0f76603e0948c641b67cd93e25ce5c3e5d399541ba29693ebcdc29d53fae200f41b7a2364306f8184155343c3e0f829c3e08f4e341b610903e25d8d73e5cee7141b9f3ed3ebbda513fae045141b798d54306fb9c4154ec083e0f8d193e08bb3741b5a7ad3e259bac3e5c59e441b9c6ba3ebbe22f3fadd3d241b7a0be4306ff204154cd153e0f68653e082be941b55c263e252f523e5bddd141b996753ebbfaa53fadad5f41b78780430702a44154b5033e0edad63e081c2e41b5157b3e253f0d3e5b4b0341b954443ebb8f2b3fadab6941b774ad01e064bd
S1M,1,31,last_n,187,-187,0,14,7941122,1990-04-02T21:52:02+00:00,0,7,S1M_Table1.tsv,bda0016ffd10030ffd090f00000600022c790000ff450000ffb70000d0d7bd
S1M,1,245,,,,,,,,0,9,S1M_Table1.tsv,bdaffd00011ffd2003890f0000020000ff45000543070628415454be3e0ee7133e07c30e41b4d83d3e2536503e5aadb941b9367c3ebbae9f3fad654941b761e1430709ac4154136a3e0eec513e077ee541b49e573e2493c73e5a176f41b8f79b3ebb58fe3fad441341b74d3a43070d30415416da3e0ef6cd3e073ffb41b46c0b3e24a8c03e59945d41b8bcdc803ebb7cd03facd12c41b73e2a430710b441537c203e0f03073e06ef9641b449e43e24824e3e58f55341b88d6b3ebaf8df3fad013b41b73347430714384153f4783e0f0a033e06d3a141b44afb3e23fd7e3e5867c441b861033ebaf3a13facc25141b71f4d01154bbd
S1M,1,31,last_n,182,-182,0,14,7941122,1990-04-02T21:52:02+00:00,0,10,S1M_Table1.tsv,bda0016ffd10030ffd091000000600022c790000ff4a0000ffb70000143dbd
S1M,1,246,,,,,,,,0,12,S1M_Table1.tsv,bdaffd00011ffd200389100000020000ff4a0005430717bcdc4153c4543e0ee1d33e0671c341b436543e240b773e57df7341b82dd93ebad50c3fac7f0741b701fe43071b404153a8d33e0e59823e062f5a41b43d193e2420713e5753a441b7fec93eba85873fac5e4341b6f59143071ec4415378b03e0e57c23e062a1c41b4558a3e23a29d3e56e20d41b7e0563eba7f6a3fac211941b6d59f430722484153609f3e0e623f3e05dd3741b47b0c3e236fef3e5652bcdd41b7ab423eba272a3fac0e4f41b6c4b1430725cc4153609f3e0e59813e0603a941b4c6923e2381693e55e4a341b7811c3eba34433fabcc1e41b6a63a012029bd
S1M,1,31,last_n,177,-177,0,14,7941122,1990-04-02T21:52:02+00:00,0,13,S1M_Table1.tsv,bda0016ffd10030ffd091100000600022c790000ff4f0000ffb70000c61bbd
S1M,1,31,last_n,172,-172,0,14,7941122,1990-04-02T21:52:02+00:00,0,16,S1M_Table1.tsv,bda0016ffd10030ffd091200000600022c790000ff540000ffb7000068fcbd
S1M,1,245,,,,,,,,0,18,S1M_Table1.tsv,bdaffd00011ffd200389120000020000ff54000543073ae4415300583e0f11013e06700341b787e63e22301f3e53927241b6f1173eb913093faaeca341b637a543073e684152ef283e0f0f433e068a3a41b819843e22371c3e53458e41b6e9253eb920253faab67641b62355430741ec4152ddf63e0f04c63e06d56041b8ce313e223e1a3e52f36b41b6dfc33eb8d1803faa89e641b61210430745704152a0123e0f03093e06dfdc41b977403e2248933e52bcdd3d41b6e1443eb8b66a3faa75cd41b5eeb3430748f44152a0123e0f08463e07224541ba31b43e224f913e526e9741b6eaa93eb87d9c3faa352441b5e49101aea1bd
S1M,1,31,last_n,167,-167,0,14,7941122,1990-04-02T21:52:02+00:00,0,19,S1M_Table1.tsv,bda0016ffd10030ffd091300000600022c790000ff590000ffb70000a9ddbd
S1M,1,31,last_n,162,-162,0,14,7941122,1990-04-02T21:52:02+00:00,0,22,S1M_Table1.tsv,bda0016ffd10030ffd091400000600022c790000ff5e0000ffb70000558fbd
S1M,1,31,last_n,157,-157,0,14,7941122,1990-04-02T21:52:02+00:00,0,25,S1M_Table1.tsv,bda0016ffd10030ffd091500000600022c790000ff630000ffb700000f00bd
S1M,1,246,,,,,,,,0,27,S1M_Table1.tsv,bdaffd00011ffd200389150000020000ff63000543076fa041518d003e10d0693e09a56541c2c8633e21b0893e50e3a041b8664d3eb6e9e93fa8efa541b581b94307732441517bd03e10e0223e0a57a741c3990e3e21b7873e50cea741b8aaca3eb6ef273fa8ead641b58037430776a84151a1a23e10d5a53e0aab8b41c465513e21a0cf3e51862741b8de5f3eb6e66a3fa8f51c41b57c7043077a2c4151cae53e10cb293e0aea7441c505ab3e2198113e51c19341b930153eb6e58b3fa8f82a41b58c9b43077db04151e6673e115df53e0b6bc741c5bcdce43e21e8753e5234ec41b978bcdd3eb6d3313fa90f8a41b597e501a07cbd
S1M,1,31,last_n,152,-152,0,14,7941122,1990-04-02T21:52:02+00:00,0,28,S1M_Table1.tsv,bda0016ffd10030ffd091600000600022c790000ff680000ffb700003d63bd
S1M,1,245,,,,,,,,0,30,S1M_Table1.tsv,bdaffd00011ffd200389160000020000ff6800054307813441520fa93e117bac3e0ba03541c661fd3e224c133e52934c41b9b55f3eb6cd123fa9184741b59c6a430784b841525b4e3e116bf13e0c11ce41c6f3b73e2243563e52f8a641b9f8643eb6a5bf3fa955a941b59f604307883c41529ca23e1164f33e0c623241c7a0f53e22355e3e53570641ba3ed43eb701803fa95fb541b5c07c43078bc041531f4b3e118d253e0ca11c41c8165d3e2229203e53be2241ba8d9b3eb703403fa97e8241b5bcdc5d43078f444151abf33e121ab43e0ccccd41c89b653e22adf23e5436ba41bae8743eb6e4aa3fa9b90e41b5c740015606bd
S1M,1,31,last_n,147,-147,0,14,7941122,1990-04-02T21:52:02+00:00,0,31,S1M_Table1.tsv,bda0016ffd10030ffd091700000600022c790000ff6d0000ffb700007644bd
S1M,1,246,,,,,,,,0,33,S1M_Table1.tsv,bdaffd00011ffd200389170000020000ff6d0005430792c84150e4873e1213b73e0cee0241c8ff673e22d7e23e54935a41bb2bee3eb7422a3fa9db2241b5db8f4307964c41506c2f3e120e7b3e0d2b2c41c958063e22cf253e550bee41bb6ea33eb72e123faa046d41b5e616430799d0414fd8563e12093c3e0d5a5c41c9c2f03e22c6693e55475a41bbc1f23eb77cb53faa3d7141b5fb8043079d54414faba43e12077c3e0d615a41c9f7d93e22c4ab3e55aaf941bcdc11ea3eb75f003faa68b241b61bd04307a0d8414f4ecd3e11febe3e0da74141ca1fc53e2378ac3e56095641bcdc501e3eb7b4a23faaa3e441b61812017b43bd
S1M,1,31,last_n,142,-142,0,14,7941122,1990-04-02T21:52:02+00:00,0,34,S1M_Table1.tsv,bda0016ffd10030ffd091800000600022c790000ff720000ffb700009ec7bd
S1M,1,31,last_n,137,-137,0,14,7941122,1990-04-02T21:52:02+00:00,0,37,S1M_Table1.tsv,bda0016ffd10030ffd091900000600022c790000ff770000ffb700008d66bd
S1M,1,31,last_n,132,-132,0,14,7941122,1990-04-02T21:52:02+00:00,0,40,S1M_Table1.tsv,bda0016ffd10030ffd091a00000600022c790000ff7c0000ffb700004c20bd
S1M,1,31,last_n,127,-127,0,14,7941122,1990-04-02T21:52:02+00:00,0,43,S1M_Table1.tsv,bda0016ffd10030ffd091b00000600022c790000ff810000ffb70000c482bd
S1M,1,31,last_n,122,-122,0,14,7941122,1990-04-02T21:52:02+00:00,0,46,S1M_Table1.tsv,bda0016ffd10030ffd091c00000600022c790000ff860000ffb70000fb06bd
S1M,1,246,,,,,,,,0,48,S1M_Table1.tsv,bdaffd00011ffd2003891c0000020000ff8600054307eaac414c94d23e10cb2a3e0a2f7541c4ba9b3e2497473e5a13ef41bef10e3eb974073fadc9c441b838b74307ee30414c537e3e102c203e09db9341c45fa53e248e8a3e5a416041bed8ec3eb9c54b3fade6d341b84e9c4307f1b4414c00f83e102fa03e09c4db41c3e9be3e2493c93e5a176f41bee4a33eb9c1cb3fae0e2441b853124307f538414c45bcdd3e103f5b3e093c8b41c3621c3e248e8a3e5a4bdc41beca8e3eb9b66f3fae1f6641b85e624307f8bcdc414c4c9d3e1048173e08fda041c2fc9e3e24a0043e59acd341bec8a03eb9ed7b3fae3bcd41b87ebf017e4fbd
S1M,1,31,last_n,117,-117,0,14,7941122,1990-04-02T21:52:02+00:00,0,49,S1M_Table1.tsv,bda0016ffd10030ffd091d00000600022c790000ff8b0000ffb70000b062bd
S1M,1,31,last_n,112,-112,0,14,7941122,1990-04-02T21:52:02+00:00,0,52,S1M_Table1.tsv,bda0016ffd10030ffd091e00000600022c790000ff900000ffb7000041a4bd
