leaf,table,frame_len,request_mode,n_hint,signed16_be@20,signed16_be@22,anchor_off,anchor_sec_le,anchor_iso,tcp_stream,frame_number,src_file,frame_hex
_,0,27,,,,,,,,0,1,_.tsv,bda0016ffd100d0ffd091c00000500033f980000000100005b83bd
_,0,31,raw,,819,0,,,,0,4,_.tsv,bda0016ffd100d0ffd091d00000600033f9800000333000003440000c31ebd
_,0,246,,,,,,,,0,6,_.tsv,bdaffd00011ffd200d891d00000300000333000542fd3800414f2c6b3eb13b303fa2a9c441c51ad13eafbfd23f9cc0f541b76cda3ec076a13fc035ef41b49ba042fde0c0414d5fae3eac7f1f3f98d20e41b2e50a3eafac7c3f9ce1ba41b8d3c33ec058363fbf93f341b7bf2942fe8980414ee7a73eae05373fa009fe41c965153eaf31f03f9d46f841b9ecda3ebf962f3fbe579041b5ed4942ff3240414cee383ea918b93f9574e141b5f3923eaf221a3f9d816441bb95b63ebf0f583fbfe85b41b9aa3942ffdb00414f3a2b3ea8e8703f98ecf441c545183eae8f1f3f9c982f41ba2dd13ebcddf8753fbcddada841b745830152a2bd
_,0,31,raw,,824,0,,,,0,7,_.tsv,bda0016ffd100d0ffd091e00000600033f980000033800000344000007d2bd
_,0,31,raw,,829,0,,,,0,10,_.tsv,bda0016ffd100d0ffd091f00000600033f980000033d00000344000056dfbd
_,0,31,raw,,834,0,,,,0,13,_.tsv,bda0016ffd100d0ffd092000000600033f9800000342000003440000e983bd
