leaf,table,frame_len,request_mode,n_hint,signed16_be@20,signed16_be@22,anchor_off,anchor_sec_le,anchor_iso,tcp_stream,frame_number,src_file,frame_hex
S2M,1,27,,,,,,,,0,1,S2M_Table1.tsv,bda0016ffd10060ffd09f900000500022c79000000010000e0f9bd
S2M,1,31,last_n,1015,-1015,0,,,,0,4,S2M_Table1.tsv,bda0016ffd10060ffd09fa00000600022c790000fc090000fe9800002224bd
S2M,1,246,,,,,,,,0,6,S2M_Table1.tsv,bdaffd00011ffd200689fa0000020000fc09000542fcb2684153cb363e23ab593e8c0c9041b638043e41ecd63ead3f4641b3a9133eb8c4633f05048241b48bf942fcb5ec415397a23e23ec033e8cce8d41b7152d3e41c6633eada66041b3bff73eb8c1c43f05048141b4829442fcb970415390c23e243aa93e8d2a4d41b7e6bb3e410b633ead685741b3d0e63eb8c4623f05072141b4750e42fcbcdcf441536aef3e24276f3e8d677641b8b3153e4133963eacbfb141b3d8693eb8c1c33f05190b41b463cc42fcc078415359bcdd3e2412753e8dc4f641b96b2f3e4075163eaccf6d41b415a43eb8c0e33f05112d41b457c7014445bd
S2M,1,31,last_n,1010,-1010,0,,,,0,7,S2M_Table1.tsv,bda0016ffd10060ffd09fb00000600022c790000fc0e0000fe9800005a66bd
S2M,1,31,last_n,1005,-1005,0,,,,0,10,S2M_Table1.tsv,bda0016ffd10060ffd09fc00000600022c790000fc130000fe9800006cafbd
S2M,1,31,last_n,1000,-1000,0,,,,0,13,S2M_Table1.tsv,bda0016ffd10060ffd09fd00000600022c790000fc180000fe9800000146bd
S2M,1,31,last_n,995,-995,0,,,,0,16,S2M_Table1.tsv,bda0016ffd10060ffd09fe00000600022c790000fc1d0000fe9800005bccbd
S2M,1,245,,,,,,,,0,18,S2M_Table1.tsv,bdaffd00011ffd200689fe0000020000fc1d000542fcf8b84154280b3e2407fa3e91093341c403243e3dd4403eacd2eb41b803b03eb8a2503f06010a41b4973942fcfc3c4154514e3e23f3003e91529b41c466793e3dc9c43eacf4fe41b82f563eb8a32f3f0603aa41b4ab7d42fcffc041546ccf3e240d363e90e64041c4b2fe3e3dd4413eacc94e41b871f03eb8a32f3f060d4541b4c08a42fd03444154e1b63e23f83e3e9143bf41c4f1ec3e3dbcdd893ead20b041b8c1663eb89ed13f06388641b4de4042fd06c841539b123e2412753e90e1e241c519003e3dbbcb3ead2f8a41b90f553eb8a40f3f06072741b4e3e3012628bd
S2M,1,31,last_n,990,-990,0,,,,0,19,S2M_Table1.tsv,bda0016ffd10060ffd09ff00000600022c790000fc220000fe9800003cefbd
S2M,1,31,last_n,985,-985,0,,,,0,22,S2M_Table1.tsv,bda0016ffd10060ffd090100000600022c790000fc270000fe9800008899bd
S2M,1,31,last_n,980,-980,0,,,,0,25,S2M_Table1.tsv,bda0016ffd10060ffd090200000600022c790000fc2c0000fe9800009610bd
S2M,1,31,last_n,975,-975,0,,,,0,28,S2M_Table1.tsv,bda0016ffd10060ffd090300000600022c790000fc310000fe980000546dbd
S2M,1,245,,,,,,,,0,30,S2M_Table1.tsv,bdaffd00011ffd200689030000020000fc31000542fd3f08415019aa3e22973a3e8cf95e41c046503e3efd5b3eaeeeee41bbad9e3eb88ff63f069d7341b68cff42fd428c41500be93e21fbaf3e8c932041bfb8993e3f02993eaed59741bbb8823eb891b53f069c9441b699cf42fd4610414fe9863e21f9ef3e8c234741bf2f6e3e3f00d93eaee63241bbba653eb889d73f06c61541b6b54042fd4994414fd4e53e220d2a3e8bd9e241bea3af3e3f0b553eaea2e941bbabae3eb888f73f06ced241b6c7aa42fd4d18414fbcdcd43e21f8313e8bccc541be203c3e3f8ae93eae81b441bbabb13eb88e373f06a5c141b6ebc701cc47bd
S2M,1,31,last_n,970,-970,0,,,,0,31,S2M_Table1.tsv,bda0016ffd10060ffd090400000600022c790000fc360000fe980000c734bd
S2M,1,31,last_n,965,-965,0,,,,0,34,S2M_Table1.tsv,bda0016ffd10060ffd090500000600022c790000fc3b0000fe980000eaafbd
S2M,1,245,,,,,,,,0,36,S2M_Table1.tsv,bdaffd00011ffd200689050000020000fc3b000542fd6230414f3a2b3e20ee8d3e89d11641bae2623e3ff7443eae640041bb40a23eb88c773f06afcc41b74e6a42fd65b4414f3a2b3e2103863e8987b041ba666d3e400c3d3eae0d7d41bb2ca93eb889da3f06c06741b75a0142fd6938414f36bb3e210e023e895e9f41b9ed7d3e4000003eae3d8d41baf5fc3eb88ab73f06c3e641b75a6242fd6cbcdc414f17ca3e20afa23e890f1a41b968923e4000003eae392f41baf23d3eb88b973f06c14741b75e2442fd7040414f0a093e20647e3e88b51a41b8e7043e3ff7433eae58a341bacaac3eb888fa3f06cf4141b769c901272ebd
S2M,1,31,last_n,960,-960,0,,,,0,37,S2M_Table1.tsv,bda0016ffd10060ffd090600000600022c790000fc400000fe9800000b64bd
S2M,1,31,last_n,955,-955,0,,,,0,40,S2M_Table1.tsv,bda0016ffd10060ffd090700000600022c790000fc450000fe980000ccaebd
S2M,1,31,last_n,950,-950,0,,,,0,43,S2M_Table1.tsv,bda0016ffd10060ffd090800000600022c790000fc4a0000fe980000a511bd
S2M,1,245,,,,,,,,0,45,S2M_Table1.tsv,bdaffd00011ffd200689080000020000fc4a000542fd96ec414e9f723e1f884b3e85a0ec41b35c803e3f64753ead589c41b8fa973eb895353f0677e041b763bcdd42fd9a70414f06993e1f8f493e858b1341b2e7543e3f796e3eacea8241b8c88d3eb896133f06651741b75fa342fd9df4415061df3e1f92c63e854ec741b26b733e3f806c3eacd4aa41b88acd3eb897d33f065f6841b75a6642fda178415311893e1edec53e850fdd41b1e99a3e3f90273eac993f41b875b93eb896f43f065f6941b75f4542fda4fc4155fba83e1eeb003e84dc4f41b18e6d3e3f9aa33eac702f41b82d113eb89b523f0646f241b7515c0179f5bd
S2M,1,31,last_n,945,-945,0,,,,0,46,S2M_Table1.tsv,bda0016ffd10060ffd090900000600022c790000fc4f0000fe9800004ad7bd
