leaf,table,frame_len,request_mode,n_hint,signed16_be@20,signed16_be@22,anchor_off,anchor_sec_le,anchor_iso,tcp_stream,frame_number,src_file,frame_hex
S4T,1,27,,,,,,,,0,1,S4T_Table1.tsv,bda0016ffd100b0ffd090700000500022c7900000001000060f7bd
S4T,1,69,,,,,,,,0,3,S4T_Table1.tsv,bdaffd00011ffd200b89070000020000fde8000143061394415219fa3de924f13e3fd60f41bf94543e4941c93eb6c8b341b8f0143ea09aac3eda740e41b64cbcdc0094adbd
S4T,1,31,last_n,655,-655,0,,,,0,4,S4T_Table1.tsv,bda0016ffd100b0ffd090800000600022c790000fd710000fde80000d276bd
S4T,1,246,,,,,,,,0,6,S4T_Table1.tsv,bdaffd00011ffd200b89080000020000fd71000543047138415465ef3e03e7a63e60450741b24f4d3e628cbcdd3ed4cc2541b6b1dd3ea3fade3edfa44141b751b6430474bcdc41545b9e3e03eea23e5fc3b541b25a323e62a5343ed4325a41b694293ea3fd7e3edf948541b73ac4430478404154393c3e0346dd3e5f117341b27b393e61b2473ed3a92b41b66b2a3ea3bb143edf3b6341b7195443047bc4415465ef3e0361123e5e59f241b2ac053e60ded33ed32df441b63e113ea3a0de3edf53dd41b6ffc043047f4841544dde3e02a4543e5dda5e41b2c9b03e606d3a3ed26e9941b629063ea3a6fc3edf220e41b6d83e0150bbbd
S4T,1,31,last_n,650,-650,0,,,,0,7,S4T_Table1.tsv,bda0016ffd100b0ffd090900000600022c790000fd760000fde8000054b0bd
S4T,1,245,,,,,,,,0,9,S4T_Table1.tsv,bdaffd00011ffd200b89090000020000fd760005430482cc415465ef3e02aed03e5d89fc41b2f4813e60029f3ed1dcaa41b612ca3ea3ac3a3eded8a641b6c81343048650415465ef3e0201cc3e5ce23441b346ba3e6027533ed1386241b5fe213ea3a99b3eded6e741b6b366430489d4415488513e0201cd3e5c98d041b3b33b3e5f9b833ed0a83641b5e8533ea3b0973ede7ea641b6960943048d584154401c3e01c9e03e5bf10941b419bcdd3e5eadd63ed019c741b5e9d43ea356973ede85a341b680fc430490dc415416da3e015d863e5bd51341b481d53e5e108d3ecf6f6141b5e2b33ea352373ede7a4741b667cb019a5abd
S4T,1,31,last_n,645,-645,0,,,,0,10,S4T_Table1.tsv,bda0016ffd100b0ffd090a00000600022c790000fd7b0000fde8000023fbbd
S4T,1,31,last_n,640,-640,0,,,,0,13,S4T_Table1.tsv,bda0016ffd100b0ffd090b00000600022c790000fd800000fde80000175dbd
S4T,1,31,last_n,635,-635,0,,,,0,16,S4T_Table1.tsv,bda0016ffd100b0ffd090c00000600022c790000fd850000fde800004340bd
S4T,1,31,last_n,630,-630,0,,,,0,19,S4T_Table1.tsv,bda0016ffd100b0ffd090d00000600022c790000fd8a0000fde800003f99bd
S4T,1,31,last_n,625,-625,0,,,,0,22,S4T_Table1.tsv,bda0016ffd100b0ffd090e00000600022c790000fd8f0000fde800002b69bd
S4T,1,31,last_n,620,-620,0,,,,0,25,S4T_Table1.tsv,bda0016ffd100b0ffd090f00000600022c790000fd940000fde80000e12cbd
S4T,1,246,,,,,,,,0,27,S4T_Table1.tsv,bdaffd00011ffd200b890f0000020000fd9400054304ec444153564d3dfa40803e57263441c5048c3e57113c3ec9dc7141bcdd55273ea2a0d73edda0b441b6f0af4304efc841530e193dfa43ff3e5714b941c5326a3e5701803eca2b1641bcdda64e3ea2a6153edd734341b70ce64304f34c4152d3a53dfa5ff63e56d09141c557f03e56f5443eca596941be0ede3ea29d573eddf9d341b72c7f4304f6d0415292513dfa74f03e56a6a041c55c193e57acc43ecaa9cc41be5d693ea2957a3ede3b5c41b755254304fa544152622e3dfa89ea3e563a4541c55e643e57a7853ecae45741beaef43ea2973c3ede441a41b778700166a1bd
