Row,TimestampUTC,TimestampMT,SourceReq,Matched,MatchedFrom,MatchedFile,BattV_Min,VWC_1_Avg,EC_1_Avg,T_1_Avg,VWC_2_Avg,EC_2_Avg,T_2_Avg,VWC_3_Avg,EC_3_Avg,T_3_Avg
0,2025-08-19 08:15:00,2025-08-19 02:15:00-0600,31,yes,dat,biochar_app/data-raw/datfiles_2025/S2T_Table1.dat,13.417590141296387,0.07821999490261078,0.12655334174633026,21.235414505004883,0.1624266654253006,0.2842267155647278,23.45716667175293,0.344086617231369,1.2211134433746338,23.916807174682617
