Row,TimestampUTC,TimestampMT,SourceReq,MatchedFromDat,MatchedDatFile,BattV_Min,VWC_1_Avg,EC_1_Avg,T_1_Avg,VWC_2_Avg,EC_2_Avg,T_2_Avg,VWC_3_Avg,EC_3_Avg,T_3_Avg
0,2025-08-21 12:15:00,2025-08-21 06:15:00-0600,31,yes,biochar_app/data-raw/datfiles_2025/S1B_Table1.dat,13.295031547546387,0.1440199911594391,0.5092800259590149,24.87811851501465,0.11751998960971832,0.6931467056274414,24.131452560424805,0.12275997549295425,1.0312933921813965,24.19370460510254
