Row,TimestampUTC,TimestampMT,SourceReq,Matched,MatchedFrom,MatchedFile,BattV_Min,VWC_1_Avg,EC_1_Avg,T_1_Avg,VWC_2_Avg,EC_2_Avg,T_2_Avg,VWC_3_Avg,EC_3_Avg,T_3_Avg
0,2025-08-21 14:00:00,2025-08-21 08:00:00-0600,31,yes,dat,biochar_app/data-raw/datfiles_2025/S1M_Table1.dat,13.17247486114502,0.13810667395591736,0.12659333646297455,23.214508056640625,0.15795333683490753,0.2036866843700409,23.081178665161133,0.3589933514595032,1.3425999879837036,22.90296745300293
