Row,TimestampUTC,TimestampMT,SourceReq,Matched,MatchedFrom,MatchedFile,BattV_Min,VWC_1_Avg,EC_1_Avg,T_1_Avg,VWC_2_Avg,EC_2_Avg,T_2_Avg,VWC_3_Avg,EC_3_Avg,T_3_Avg
0,2025-08-21 13:45:00,2025-08-21 07:45:00-0600,27,yes,dat,biochar_app/data-raw/datfiles_2025/S4B_Table1.dat,13.254739761352539,0.21274664998054504,0.6079666018486023,25.06995964050293,0.327046662569046,1.1861598491668701,24.911659240722656,0.3325066864490509,1.3504066467285156,24.65386962890625
