Station,"Date and Time","Air Temp",RH,Dewpoint,"Vapor Pressure","Solar Rad","Liquid Precip",Wind,"Wind Dir","5cm Soil Temp","15cm Soil Temp"
id,"date time","deg C","%","deg C",kPa,"W m-2",mm,m/s,degrees,"deg C","deg C"
frt03,"2025-01-05T23:40",-6.47,0.922,-7.53,0.347,0.0,0.0,0.0,0.0,0.66,1.18
frt03,"2025-01-05T23:45",-6.71,0.913,-7.89,0.338,0.0,0.0,0.0,0.0,0.65,1.17
frt03,"2025-01-05T23:50",-6.96,0.913,-8.14,0.332,0.0,0.0,0.0,0.0,0.63,1.15
frt03,"2025-01-05T23:55",-6.91,0.924,-7.93,0.337,0.0,0.0,0.39,10.9,0.62,1.14
frt03,"2025-01-06T00:00",-6.72,0.933,-7.62,0.345,0.0,0.0,1.24,13.0,0.61,1.13
frt03,"2025-01-06T00:05",-6.6,0.932,-7.51,0.348,0.0,0.0,0.9,4.7,0.6,1.12
frt03,"2025-01-06T00:10",-6.47,0.931,-7.4,0.351,0.0,0.0,1.04,2.8,0.59,1.11
frt03,"2025-01-06T00:15",-6.55,0.926,-7.55,0.347,0.0,0.0,1.25,6.9,0.57,1.1
frt03,"2025-01-06T00:20",-6.62,0.925,-7.63,0.345,0.0,0.0,1.15,11.5,0.56,1.08
frt03,"2025-01-06T00:25",-6.59,0.924,-7.62,0.345,0.0,0.0,1.11,8.7,0.55,1.07
frt03,"2025-01-06T00:30",-6.58,0.921,-7.65,0.344,0.0,0.0,1.29,20.7,0.55,1.06
frt03,"2025-01-06T00:35",-6.75,0.917,-7.87,0.338,0.0,0.0,1.4,26.8,0.53,1.05
frt03,"2025-01-06T00:40",-6.89,0.917,-8.02,0.334,0.0,0.0,1.41,20.9,0.52,1.04
frt03,"2025-01-06T00:45",-6.86,0.919,-7.95,0.336,0.0,0.0,1.04,18.0,0.51,1.03
frt03,"2025-01-06T00:50",-6.84,0.917,-7.97,0.336,0.0,0.0,1.25,15.4,0.51,1.02
frt03,"2025-01-06T00:55",-6.89,0.914,-8.06,0.334,0.0,0.0,1.17,5.5,0.49,1.01
frt03,"2025-01-06T01:00",-6.96,0.913,-8.14,0.331,0.0,0.0,0.49,1.0,0.49,1.0
frt03,"2025-01-06T01:05",-7.11,0.912,-8.3,0.327,0.0,0.0,0.0,0.0,0.48,0.99
frt03,"2025-01-06T01:10",-7.16,0.915,-8.31,0.327,0.0,0.0,0.0,0.0,0.47,0.99
frt03,"2025-01-06T01:15",-7.12,0.921,-8.19,0.33,0.0,0.0,0.0,0.0,0.46,0.97
frt03,"2025-01-06T01:20",-7.03,0.926,-8.02,0.334,0.0,0.0,0.0,0.0,0.45,0.97
frt03,"2025-01-06T01:25",-6.93,0.928,-7.9,0.338,0.0,0.0,0.0,0.0,0.44,0.95
frt03,"2025-01-06T01:30",-7.03,0.924,-8.06,0.334,0.0,0.0,0.56,248.8,0.44,0.95
frt03,"2025-01-06T01:35",-7.39,0.916,-8.52,0.322,0.0,0.0,1.08,255.7,0.43,0.94
frt03,"2025-01-06T01:40",-7.45,0.924,-8.47,0.323,0.0,0.0,0.93,258.1,0.42,0.93
frt03,"2025-01-06T01:45",-7.35,0.927,-8.33,0.327,0.0,0.0,0.0,0.0,0.41,0.92
frt03,"2025-01-06T01:50",-7.22,0.931,-8.14,0.331,0.0,0.0,0.0,0.0,0.4,0.91
frt03,"2025-01-06T01:55",-7.22,0.93,-8.15,0.331,0.0,0.0,0.0,0.0,0.4,0.9
frt03,"2025-01-06T02:00",-7.28,0.929,-8.23,0.329,0.0,0.0,0.0,0.0,0.38,0.89
frt03,"2025-01-06T02:05",-7.4,0.928,-8.36,0.326,0.0,0.0,0.0,0.0,0.38,0.89
frt03,"2025-01-06T02:10",-7.36,0.933,-8.25,0.328,0.0,0.0,0.0,0.0,0.37,0.87
frt03,"2025-01-06T02:15",-7.2,0.938,-8.02,0.334,0.0,0.0,0.09,3.3,0.36,0.87
frt03,"2025-01-06T02:20",-7.11,0.939,-7.93,0.337,0.0,0.0,0.06,6.5,0.36,0.86
frt03,"2025-01-06T02:25",-7.01,0.94,-7.82,0.34,0.0,0.0,0.72,27.0,0.35,0.85
frt03,"2025-01-06T02:30",-6.94,0.939,-7.76,0.341,0.0,0.0,1.16,39.3,0.34,0.85
frt03,"2025-01-06T02:35",-6.96,0.936,-7.82,0.34,0.0,0.0,1.22,21.0,0.34,0.83
frt03,"2025-01-06T02:40",-6.83,0.938,-7.66,0.344,0.0,0.0,1.47,23.5,0.33,0.83
frt03,"2025-01-06T02:45",-6.7,0.936,-7.56,0.347,0.0,0.0,1.57,22.4,0.32,0.83
frt03,"2025-01-06T02:50",-6.63,0.933,-7.53,0.347,0.0,0.0,1.96,30.4,0.32,0.81
frt03,"2025-01-06T02:55",-6.64,0.929,-7.6,0.345,0.0,0.0,1.94,24.6,0.32,0.81
frt03,"2025-01-06T03:00",-6.62,0.927,-7.6,0.345,0.0,0.0,1.52,17.1,0.31,0.8
frt03,"2025-01-06T03:05",-6.62,0.925,-7.63,0.345,0.0,0.0,1.23,18.5,0.3,0.79
frt03,"2025-01-06T03:10",-6.61,0.925,-7.62,0.345,0.0,0.0,0.28,31.0,0.3,0.79
frt03,"2025-01-06T03:15",-6.61,0.925,-7.62,0.345,0.0,0.0,0.51,41.3,0.3,0.78
frt03,"2025-01-06T03:20",-6.64,0.924,-7.66,0.344,0.0,0.0,0.07,40.7,0.29,0.77
frt03,"2025-01-06T03:25",-6.78,0.919,-7.88,0.338,0.0,0.0,0.0,0.0,0.28,0.77
frt03,"2025-01-06T03:30",-7.03,0.919,-8.13,0.332,0.0,0.0,0.26,193.5,0.28,0.77
frt03,"2025-01-06T03:35",-7.35,0.916,-8.48,0.323,0.0,0.0,1.37,215.3,0.28,0.75
frt03,"2025-01-06T03:40",-7.53,0.923,-8.57,0.321,0.0,0.0,0.52,228.6,0.27,0.75
frt03,"2025-01-06T03:45",-7.64,0.923,-8.67,0.318,0.0,0.0,0.04,240.7,0.26,0.75
frt03,"2025-01-06T03:50",-7.74,0.924,-8.76,0.316,0.0,0.0,0.0,0.0,0.26,0.74
frt03,"2025-01-06T03:55",-7.66,0.93,-8.59,0.32,0.0,0.0,0.02,240.7,0.25,0.73
frt03,"2025-01-06T04:00",-7.56,0.934,-8.44,0.324,0.0,0.0,0.6,244.8,0.24,0.73
frt03,"2025-01-06T04:05",-7.69,0.929,-8.64,0.319,0.0,0.0,0.0,0.0,0.24,0.72
frt03,"2025-01-06T04:10",-7.78,0.931,-8.7,0.317,0.0,0.0,0.0,0.0,0.24,0.71
frt03,"2025-01-06T04:15",-7.84,0.933,-8.73,0.317,0.0,0.0,0.0,0.0,0.23,0.71
frt03,"2025-01-06T04:20",-7.77,0.937,-8.61,0.319,0.0,0.0,0.41,22.5,0.22,0.7
frt03,"2025-01-06T04:25",-7.81,0.937,-8.65,0.318,0.0,0.0,0.0,0.0,0.21,0.69
frt03,"2025-01-06T04:30",-7.89,0.936,-8.74,0.316,0.0,0.0,0.0,0.0,0.21,0.69
frt03,"2025-01-06T04:35",-7.95,0.937,-8.79,0.315,0.0,0.0,0.0,0.0,0.2,0.68
frt03,"2025-01-06T04:40",-7.9,0.942,-8.67,0.318,0.0,0.0,0.35,244.3,0.2,0.68
frt03,"2025-01-06T04:45",-7.99,0.94,-8.79,0.315,0.0,0.0,0.0,0.0,0.19,0.68
frt03,"2025-01-06T04:50",-8.17,0.939,-8.98,0.31,0.0,0.0,0.41,8.1,0.18,0.67
frt03,"2025-01-06T04:55",-8.08,0.944,-8.82,0.314,0.0,0.0,1.39,18.3,0.18,0.66
frt03,"2025-01-06T05:00",-8.14,0.944,-8.88,0.313,0.0,0.0,1.37,23.3,0.17,0.66
frt03,"2025-01-06T05:05",-8.2,0.943,-8.95,0.311,0.0,0.0,1.08,30.2,0.17,0.65
frt03,"2025-01-06T05:10",-8.2,0.944,-8.94,0.311,0.0,0.0,0.15,35.3,0.17,0.64
frt03,"2025-01-06T05:15",-8.26,0.942,-9.03,0.309,0.0,0.0,0.0,0.0,0.17,0.64
frt03,"2025-01-06T05:20",-8.23,0.943,-8.98,0.31,0.0,0.0,0.0,0.0,0.16,0.64
frt03,"2025-01-06T05:25",-8.04,0.949,-8.71,0.317,0.0,0.0,0.47,27.6,0.15,0.62
frt03,"2025-01-06T05:30",-7.97,0.949,-8.64,0.319,0.0,0.0,1.26,29.7,0.15,0.62
frt03,"2025-01-06T05:35",-7.92,0.948,-8.61,0.319,0.0,0.0,0.59,14.8,0.14,0.62
frt03,"2025-01-06T05:40",-7.95,0.944,-8.69,0.317,0.0,0.0,0.07,20.1,0.14,0.62
frt03,"2025-01-06T05:45",-7.86,0.945,-8.59,0.32,0.0,0.0,0.44,46.4,0.14,0.61
frt03,"2025-01-06T05:50",-7.8,0.944,-8.54,0.321,0.0,0.0,0.17,93.8,0.13,0.61
frt03,"2025-01-06T05:55",-8.04,0.936,-8.89,0.313,0.0,0.0,1.1,65.7,0.13,0.6
frt03,"2025-01-06T06:00",-7.89,0.943,-8.65,0.319,0.0,0.0,0.25,67.5,0.13,0.6
frt03,"2025-01-06T06:05",-7.84,0.943,-8.6,0.32,0.0,0.0,0.02,67.5,0.13,0.59
frt03,"2025-01-06T06:10",-7.92,0.941,-8.7,0.317,0.0,0.0,0.0,0.0,0.12,0.58
frt03,"2025-01-06T06:15",-7.91,0.941,-8.7,0.317,0.0,0.0,0.0,0.0,0.12,0.58
frt03,"2025-01-06T06:20",-8.01,0.939,-8.82,0.314,0.0,0.0,0.43,213.1,0.11,0.58
frt03,"2025-01-06T06:25",-8.29,0.935,-9.15,0.306,0.0,0.0,0.4,222.6,0.11,0.57
frt03,"2025-01-06T06:30",-8.4,0.939,-9.21,0.305,0.0,0.0,0.46,242.5,0.11,0.56
frt03,"2025-01-06T06:35",-8.3,0.943,-9.05,0.309,0.0,0.0,0.47,257.2,0.1,0.56
frt03,"2025-01-06T06:40",-8.38,0.941,-9.16,0.306,0.0,0.0,0.07,57.3,0.09,0.56
frt03,"2025-01-06T06:45",-8.3,0.944,-9.04,0.309,0.0,0.0,0.0,0.0,0.09,0.56
frt03,"2025-01-06T06:50",-8.31,0.944,-9.05,0.309,0.0,0.0,0.0,0.0,0.09,0.56
frt03,"2025-01-06T06:55",-8.36,0.943,-9.11,0.307,0.0,0.0,0.0,0.0,0.09,0.54
frt03,"2025-01-06T07:00",-8.53,0.941,-9.31,0.302,0.0,0.0,0.0,0.0,0.08,0.54
frt03,"2025-01-06T07:05",-8.6,0.942,-9.36,0.301,0.0,0.0,0.6,65.2,0.08,0.55
frt03,"2025-01-06T07:10",-8.57,0.946,-9.28,0.303,0.0,0.0,0.79,69.8,0.07,0.54
frt03,"2025-01-06T07:15",-8.57,0.946,-9.28,0.303,0.32,0.0,1.01,61.8,0.07,0.53
frt03,"2025-01-06T07:20",-8.48,0.95,-9.14,0.306,0.7,0.0,1.24,56.8,0.06,0.53
frt03,"2025-01-06T07:25",-8.46,0.949,-9.13,0.307,1.63,0.0,1.11,40.8,0.06,0.53
frt03,"2025-01-06T07:30",-8.54,0.946,-9.25,0.304,3.0,0.0,1.0,36.9,0.06,0.53
frt03,"2025-01-06T07:35",-8.4,0.95,-9.06,0.308,4.9,0.0,0.42,34.4,0.06,0.53
frt03,"2025-01-06T07:40",-8.42,0.948,-9.1,0.307,7.2,0.0,0.83,33.5,0.06,0.52
frt03,"2025-01-06T07:45",-8.34,0.95,-9.0,0.31,10.6,0.0,1.29,27.9,0.06,0.51
frt03,"2025-01-06T07:50",-8.2,0.952,-8.83,0.314,16.38,0.0,1.08,25.7,0.06,0.51
frt03,"2025-01-06T07:55",-8.18,0.949,-8.85,0.313,22.57,0.0,0.76,27.1,0.06,0.51
frt03,"2025-01-06T08:00",-8.08,0.949,-8.75,0.316,31.25,0.0,0.0,0.0,0.05,0.51
frt03,"2025-01-06T08:05",-7.76,0.952,-8.39,0.325,53.07,0.0,0.0,0.0,0.05,0.5
frt03,"2025-01-06T08:10",-7.43,0.949,-8.11,0.332,73.02,0.0,0.0,0.0,0.05,0.5
frt03,"2025-01-06T08:15",-6.64,0.953,-7.26,0.355,62.75,0.0,0.0,0.0,0.05,0.49
frt03,"2025-01-06T08:20",-6.33,0.94,-7.14,0.358,61.27,0.0,0.0,0.0,0.05,0.49
frt03,"2025-01-06T08:25",-6.43,0.927,-7.42,0.35,66.32,0.0,0.0,0.0,0.05,0.49
frt03,"2025-01-06T08:30",-6.44,0.926,-7.44,0.35,89.47,0.0,0.0,0.0,0.05,0.49
frt03,"2025-01-06T08:35",-6.27,0.928,-7.24,0.355,149.33,0.0,0.03,228.9,0.05,0.49
frt03,"2025-01-06T08:40",-6.02,0.925,-7.04,0.361,186.83,0.0,0.28,232.1,0.05,0.48
frt03,"2025-01-06T08:45",-5.66,0.921,-6.74,0.369,205.33,0.0,0.1,221.8,0.05,0.48
frt03,"2025-01-06T08:50",-5.1,0.92,-6.2,0.385,237.67,0.0,0.0,0.0,0.05,0.48
frt03,"2025-01-06T08:55",-4.25,0.917,-5.4,0.409,242.33,0.0,0.0,0.0,0.06,0.48
frt03,"2025-01-06T09:00",-3.89,0.894,-5.38,0.41,220.5,0.0,0.0,0.0,0.06,0.48
frt03,"2025-01-06T09:05",-3.4,0.88,-5.1,0.418,193.67,0.0,0.0,0.0,0.06,0.48
frt03,"2025-01-06T09:10",-3.28,0.861,-5.27,0.413,167.67,0.0,0.16,206.1,0.06,0.48
frt03,"2025-01-06T09:15",-3.31,0.862,-5.29,0.413,243.83,0.0,0.12,184.7,0.07,0.48
frt03,"2025-01-06T09:20",-3.01,0.861,-5.0,0.422,235.5,0.0,0.06,151.3,0.07,0.48
frt03,"2025-01-06T09:25",-2.68,0.853,-4.81,0.428,265.33,0.0,0.0,0.0,0.06,0.48
frt03,"2025-01-06T09:30",-2.28,0.838,-4.64,0.433,259.5,0.0,0.06,126.0,0.06,0.48
frt03,"2025-01-06T09:35",-2.03,0.816,-4.76,0.43,269.17,0.0,0.19,120.3,0.06,0.48
frt03,"2025-01-06T09:40",-1.84,0.796,-4.9,0.425,230.33,0.0,0.73,131.0,0.07,0.48
frt03,"2025-01-06T09:45",-1.86,0.78,-5.18,0.416,171.5,0.0,0.43,136.9,0.07,0.48
frt03,"2025-01-06T09:50",-1.9,0.775,-5.31,0.412,234.67,0.0,0.95,133.2,0.07,0.47
frt03,"2025-01-06T09:55",-1.82,0.767,-5.37,0.41,267.83,0.0,1.01,166.2,0.07,0.47
frt03,"2025-01-06T10:00",-1.74,0.775,-5.16,0.417,321.17,0.0,0.82,189.1,0.07,0.47
frt03,"2025-01-06T10:05",-1.6,0.768,-5.14,0.418,359.83,0.0,0.9,205.1,0.08,0.47
frt03,"2025-01-06T10:10",-1.56,0.755,-5.33,0.411,397.67,0.0,0.83,208.6,0.08,0.47
frt03,"2025-01-06T10:15",-1.37,0.746,-5.3,0.412,452.17,0.0,0.24,216.1,0.08,0.47
frt03,"2025-01-06T10:20",-0.76,0.743,-4.76,0.429,515.67,0.0,0.14,12.7,0.08,0.47
frt03,"2025-01-06T10:25",-0.44,0.714,-4.99,0.422,521.83,0.0,0.0,0.0,0.08,0.48
frt03,"2025-01-06T10:30",0.29,0.696,-4.62,0.434,472.83,0.0,0.32,330.7,0.08,0.48
frt03,"2025-01-06T10:35",0.47,0.668,-4.99,0.422,272.83,0.0,0.36,0.5,0.09,0.48
frt03,"2025-01-06T10:40",0.43,0.651,-5.37,0.41,241.17,0.0,0.47,156.0,0.09,0.48
frt03,"2025-01-06T10:45",0.51,0.622,-5.89,0.394,242.33,0.0,1.34,143.3,0.09,0.48
frt03,"2025-01-06T10:50",0.58,0.639,-5.47,0.407,243.33,0.0,0.49,104.4,0.09,0.48
frt03,"2025-01-06T10:55",0.71,0.625,-5.64,0.402,252.17,0.0,0.55,77.1,0.08,0.48
frt03,"2025-01-06T11:00",0.82,0.624,-5.56,0.404,295.83,0.0,0.73,121.7,0.09,0.49
frt03,"2025-01-06T11:05",1.03,0.621,-5.42,0.408,371.67,0.0,1.13,105.3,0.09,0.5
frt03,"2025-01-06T11:10",1.29,0.611,-5.39,0.41,364.5,0.0,1.08,138.6,0.09,0.5
frt03,"2025-01-06T11:15",1.41,0.597,-5.58,0.404,250.0,0.0,1.58,126.8,0.1,0.51
frt03,"2025-01-06T11:20",1.33,0.594,-5.72,0.4,238.83,0.0,1.81,138.1,0.12,0.52
frt03,"2025-01-06T11:25",1.41,0.596,-5.6,0.403,244.67,0.0,1.66,127.4,0.13,0.54
frt03,"2025-01-06T11:30",1.46,0.594,-5.6,0.403,262.17,0.0,0.65,99.8,0.15,0.55
frt03,"2025-01-06T11:35",1.66,0.598,-5.32,0.412,245.67,0.0,0.68,233.2,0.17,0.56
frt03,"2025-01-06T11:40",1.7,0.588,-5.5,0.406,234.0,0.0,0.56,256.1,0.2,0.59
frt03,"2025-01-06T11:45",1.68,0.586,-5.57,0.404,240.33,0.0,0.28,228.6,0.23,0.6
frt03,"2025-01-06T11:50",1.93,0.581,-5.44,0.408,329.67,0.0,0.19,235.1,0.26,0.62
frt03,"2025-01-06T11:55",2.27,0.575,-5.27,0.413,413.5,0.0,0.15,256.6,0.3,0.64
frt03,"2025-01-06T12:00",2.66,0.552,-5.44,0.408,381.5,0.0,0.93,231.4,0.37,0.66
frt03,"2025-01-06T12:05",2.59,0.545,-5.67,0.401,375.5,0.0,1.33,194.4,0.44,0.69
frt03,"2025-01-06T12:10",2.7,0.534,-5.83,0.396,346.0,0.0,1.57,214.1,0.5,0.72
frt03,"2025-01-06T12:15",2.68,0.546,-5.57,0.404,360.67,0.0,1.53,234.1,0.56,0.76
frt03,"2025-01-06T12:20",2.73,0.543,-5.59,0.404,332.33,0.0,1.6,221.9,0.64,0.79
frt03,"2025-01-06T12:25",2.74,0.541,-5.63,0.403,290.67,0.0,1.28,245.3,0.71,0.83
frt03,"2025-01-06T12:30",2.81,0.553,-5.28,0.413,215.67,0.0,1.81,257.1,0.77,0.86
frt03,"2025-01-06T12:35",2.66,0.54,-5.72,0.4,208.33,0.0,1.08,261.0,0.81,0.89
frt03,"2025-01-06T12:40",2.71,0.542,-5.64,0.402,241.67,0.0,1.46,252.5,0.84,0.92
frt03,"2025-01-06T12:45",2.81,0.549,-5.37,0.41,307.33,0.0,1.59,270.9,0.88,0.94
frt03,"2025-01-06T12:50",2.89,0.549,-5.29,0.413,350.83,0.0,2.62,261.3,0.95,0.97
frt03,"2025-01-06T12:55",2.81,0.551,-5.32,0.412,339.83,0.0,2.2,260.9,1.05,1.0
frt03,"2025-01-06T13:00",2.91,0.547,-5.32,0.412,321.67,0.0,1.93,259.8,1.14,1.03
frt03,"2025-01-06T13:05",2.98,0.541,-5.41,0.409,259.5,0.0,1.16,280.1,1.23,1.06
frt03,"2025-01-06T13:10",3.19,0.539,-5.26,0.414,240.33,0.0,1.53,260.2,1.3,1.1
frt03,"2025-01-06T13:15",3.24,0.532,-5.38,0.41,226.5,0.0,1.23,260.7,1.35,1.14
frt03,"2025-01-06T13:20",3.37,0.521,-5.54,0.405,224.17,0.0,0.76,284.7,1.38,1.17
frt03,"2025-01-06T13:25",3.51,0.51,-5.69,0.401,211.17,0.0,0.77,307.6,1.42,1.21
frt03,"2025-01-06T13:30",3.57,0.504,-5.79,0.398,198.5,0.0,1.26,306.2,1.45,1.23
frt03,"2025-01-06T13:35",3.7,0.506,-5.62,0.403,210.5,0.0,1.12,320.0,1.47,1.26
frt03,"2025-01-06T13:40",3.83,0.508,-5.45,0.408,247.5,0.0,1.26,307.9,1.5,1.29
frt03,"2025-01-06T13:45",3.98,0.502,-5.47,0.408,275.83,0.0,1.04,294.9,1.54,1.32
frt03,"2025-01-06T13:50",4.17,0.48,-5.87,0.395,290.83,0.0,0.56,296.8,1.6,1.35
frt03,"2025-01-06T13:55",4.32,0.474,-5.9,0.394,297.67,0.0,0.65,257.8,1.68,1.38
frt03,"2025-01-06T14:00",4.51,0.462,-6.06,0.389,243.5,0.0,1.18,188.5,1.75,1.41
frt03,"2025-01-06T14:05",4.66,0.462,-5.92,0.393,227.5,0.0,1.62,203.6,1.8,1.45
frt03,"2025-01-06T14:10",4.62,0.46,-6.02,0.39,209.0,0.0,1.21,225.2,1.83,1.48
frt03,"2025-01-06T14:15",4.6,0.461,-6.01,0.391,181.67,0.0,0.77,202.4,1.85,1.51
frt03,"2025-01-06T14:20",4.59,0.448,-6.39,0.379,159.67,0.0,1.09,199.2,1.87,1.54
frt03,"2025-01-06T14:25",4.48,0.448,-6.5,0.377,136.67,0.0,0.83,187.4,1.88,1.57
frt03,"2025-01-06T14:30",4.43,0.457,-6.28,0.383,114.18,0.0,0.86,211.4,1.88,1.59
frt03,"2025-01-06T14:35",4.36,0.471,-5.95,0.392,100.0,0.0,1.04,222.6,1.88,1.61
frt03,"2025-01-06T14:40",4.28,0.485,-5.64,0.402,98.05,0.0,0.97,223.1,1.86,1.62
frt03,"2025-01-06T14:45",4.26,0.503,-5.18,0.416,94.73,0.0,2.06,249.5,1.85,1.63
frt03,"2025-01-06T14:50",4.15,0.506,-5.2,0.415,90.1,0.0,1.78,236.1,1.85,1.64
frt03,"2025-01-06T14:55",3.96,0.534,-4.66,0.433,92.2,0.0,1.17,213.5,1.83,1.64
frt03,"2025-01-06T15:00",3.89,0.543,-4.5,0.438,96.85,0.0,1.32,336.2,1.82,1.65
frt03,"2025-01-06T15:05",3.94,0.542,-4.49,0.439,97.7,0.0,0.38,328.3,1.81,1.66
frt03,"2025-01-06T15:10",3.98,0.542,-4.45,0.44,101.1,0.0,0.44,19.7,1.81,1.66
frt03,"2025-01-06T15:15",3.91,0.538,-4.61,0.435,106.13,0.0,0.0,0.0,1.81,1.66
frt03,"2025-01-06T15:20",3.99,0.546,-4.34,0.444,108.23,0.0,0.72,7.9,1.83,1.66
frt03,"2025-01-06T15:25",3.93,0.568,-3.87,0.46,112.02,0.0,1.78,330.2,1.84,1.68
frt03,"2025-01-06T15:30",3.79,0.569,-3.98,0.456,112.53,0.0,1.94,293.3,1.85,1.68
frt03,"2025-01-06T15:35",3.73,0.562,-4.2,0.448,109.43,0.0,0.57,329.3,1.85,1.7
frt03,"2025-01-06T15:40",3.81,0.579,-3.72,0.465,107.52,0.0,0.18,8.9,1.86,1.71
frt03,"2025-01-06T15:45",3.84,0.582,-3.63,0.468,103.18,0.0,0.3,6.7,1.87,1.71
frt03,"2025-01-06T15:50",3.83,0.59,-3.45,0.474,95.75,0.0,0.34,14.4,1.89,1.72
frt03,"2025-01-06T15:55",3.78,0.579,-3.75,0.464,85.25,0.0,0.22,333.5,1.9,1.73
frt03,"2025-01-06T16:00",3.74,0.581,-3.75,0.463,76.87,0.0,1.48,296.9,1.91,1.74
frt03,"2025-01-06T16:05",3.67,0.578,-3.88,0.459,69.92,0.0,1.41,294.1,1.91,1.75
frt03,"2025-01-06T16:10",3.62,0.569,-4.14,0.45,61.13,0.0,0.45,297.5,1.91,1.76
frt03,"2025-01-06T16:15",3.61,0.574,-4.03,0.454,52.2,0.0,0.89,173.6,1.9,1.76
frt03,"2025-01-06T16:20",3.41,0.591,-3.83,0.461,42.9,0.0,1.7,173.6,1.89,1.76
frt03,"2025-01-06T16:25",3.31,0.595,-3.84,0.46,35.32,0.0,1.11,190.3,1.87,1.76
frt03,"2025-01-06T16:30",3.3,0.59,-3.95,0.457,30.6,0.0,1.17,191.1,1.85,1.76
frt03,"2025-01-06T16:35",3.24,0.594,-3.92,0.458,27.83,0.0,1.25,184.7,1.84,1.76
frt03,"2025-01-06T16:40",2.99,0.614,-3.71,0.465,25.0,0.0,1.38,172.8,1.82,1.76
frt03,"2025-01-06T16:45",2.88,0.619,-3.72,0.465,21.12,0.0,1.86,131.4,1.8,1.76
frt03,"2025-01-06T16:50",2.92,0.616,-3.74,0.464,16.28,0.0,1.6,155.0,1.78,1.76
frt03,"2025-01-06T16:55",2.88,0.623,-3.63,0.468,11.58,0.0,0.72,160.3,1.76,1.75
frt03,"2025-01-06T17:00",2.73,0.632,-3.58,0.469,7.8,0.0,0.81,104.8,1.74,1.75
frt03,"2025-01-06T17:05",2.65,0.641,-3.46,0.474,5.0,0.0,1.16,111.6,1.71,1.74
frt03,"2025-01-06T17:10",2.62,0.642,-3.47,0.474,2.75,0.0,0.58,104.7,1.7,1.73
frt03,"2025-01-06T17:15",2.64,0.642,-3.45,0.474,1.72,0.0,0.1,5.4,1.67,1.72
frt03,"2025-01-06T17:20",2.61,0.645,-3.42,0.475,1.05,0.0,0.02,88.7,1.65,1.71
frt03,"2025-01-06T17:25",2.25,0.664,-3.37,0.477,0.67,0.0,0.4,81.4,1.62,1.71
frt03,"2025-01-06T17:30",1.96,0.68,-3.33,0.478,0.15,0.0,0.74,78.1,1.6,1.69
frt03,"2025-01-06T17:35",1.75,0.691,-3.31,0.479,0.0,0.0,1.0,75.6,1.57,1.68
frt03,"2025-01-06T17:40",1.44,0.713,-3.19,0.483,0.0,0.0,1.26,81.0,1.55,1.67
frt03,"2025-01-06T17:45",1.34,0.713,-3.29,0.48,0.0,0.0,0.97,75.7,1.53,1.66
frt03,"2025-01-06T17:50",1.27,0.722,-3.19,0.483,0.0,0.0,0.8,62.9,1.51,1.64
frt03,"2025-01-06T17:55",1.33,0.724,-3.09,0.487,0.0,0.0,0.96,30.3,1.49,1.64
frt03,"2025-01-06T18:00",1.53,0.716,-3.05,0.489,0.0,0.0,0.7,3.3,1.48,1.63
frt03,"2025-01-06T18:05",2.02,0.689,-3.1,0.487,0.0,0.0,0.24,2.5,1.46,1.62
frt03,"2025-01-06T18:10",1.82,0.706,-2.96,0.491,0.0,0.0,0.04,336.5,1.45,1.61
frt03,"2025-01-06T18:15",1.54,0.723,-2.91,0.494,0.0,0.0,0.0,0.0,1.44,1.6
frt03,"2025-01-06T18:20",1.24,0.736,-2.95,0.492,0.0,0.0,1.58,321.1,1.43,1.59
frt03,"2025-01-06T18:25",1.16,0.743,-2.91,0.494,0.0,0.0,1.35,334.1,1.41,1.58
frt03,"2025-01-06T18:30",1.17,0.746,-2.84,0.496,0.0,0.0,1.58,348.4,1.4,1.57
frt03,"2025-01-06T18:35",0.94,0.763,-2.76,0.499,0.0,0.0,1.55,345.3,1.39,1.57
frt03,"2025-01-06T18:40",0.9,0.766,-2.75,0.499,0.0,0.0,1.35,343.9,1.38,1.56
frt03,"2025-01-06T18:45",1.07,0.757,-2.74,0.5,0.0,0.0,1.22,346.4,1.37,1.55
frt03,"2025-01-06T18:50",1.01,0.751,-2.9,0.494,0.0,0.0,1.15,356.9,1.36,1.54
frt03,"2025-01-06T18:55",1.3,0.739,-2.84,0.496,0.0,0.0,1.01,345.4,1.34,1.53
frt03,"2025-01-06T19:00",0.93,0.752,-2.97,0.491,0.0,0.0,1.12,0.0,1.33,1.53
frt03,"2025-01-06T19:05",0.6,0.77,-2.97,0.491,0.0,0.0,1.51,2.8,1.31,1.52
frt03,"2025-01-06T19:10",0.41,0.782,-2.94,0.492,0.0,0.0,1.24,2.4,1.29,1.51
frt03,"2025-01-06T19:15",0.31,0.786,-2.97,0.491,0.0,0.0,1.59,12.6,1.27,1.5
frt03,"2025-01-06T19:20",0.23,0.786,-3.05,0.488,0.0,0.0,1.61,18.0,1.25,1.49
frt03,"2025-01-06T19:25",0.01,0.792,-3.16,0.484,0.0,0.0,1.83,31.6,1.24,1.48
frt03,"2025-01-06T19:30",-0.22,0.802,-3.22,0.482,0.0,0.0,1.57,27.7,1.22,1.47
frt03,"2025-01-06T19:35",-0.44,0.817,-3.18,0.484,0.0,0.0,1.62,10.5,1.2,1.46
