Station,"Date and Time","Air Temp",RH,Dewpoint,"Vapor Pressure","Solar Rad","Liquid Precip",Wind,"Wind Dir","5cm Soil Temp","15cm Soil Temp"
id,"date time","deg C","%","deg C",kPa,"W m-2",mm,m/s,degrees,"deg C","deg C"
frt03,"2024-12-31T20:00",-4.68,0.702,-9.28,0.303,0.0,0.0,1.55,227.6,1.13,1.66
frt03,"2024-12-31T20:05",-4.7,0.699,-9.35,0.301,0.0,0.0,0.11,240.4,1.11,1.64
frt03,"2024-12-31T20:10",-4.93,0.69,-9.74,0.292,0.0,0.0,0.01,295.6,1.09,1.63
frt03,"2024-12-31T20:15",-5.03,0.707,-9.53,0.298,0.0,0.0,0.09,343.3,1.07,1.61
frt03,"2024-12-31T20:20",-5.02,0.722,-9.25,0.304,0.0,0.0,0.71,92.1,1.05,1.6
frt03,"2024-12-31T20:25",-5.08,0.713,-9.47,0.299,0.0,0.0,1.67,75.3,1.04,1.58
frt03,"2024-12-31T20:30",-4.23,0.659,-9.65,0.295,0.0,0.0,0.46,69.0,1.02,1.56
frt03,"2024-12-31T20:35",-4.37,0.663,-9.71,0.293,0.0,0.0,0.67,99.8,1.01,1.55
frt03,"2024-12-31T20:40",-4.8,0.685,-9.7,0.293,0.0,0.0,1.07,122.3,0.99,1.53
frt03,"2024-12-31T20:45",-4.81,0.691,-9.61,0.295,0.0,0.0,0.4,126.1,0.98,1.52
frt03,"2024-12-31T20:50",-5.01,0.715,-9.37,0.301,0.0,0.0,0.14,108.2,0.97,1.5
frt03,"2024-12-31T20:55",-4.97,0.718,-9.27,0.304,0.0,0.0,0.0,0.0,0.95,1.49
frt03,"2024-12-31T21:00",-4.99,0.708,-9.47,0.299,0.0,0.0,0.0,0.0,0.94,1.48
frt03,"2024-12-31T21:05",-4.42,0.67,-9.63,0.295,0.0,0.0,0.0,0.0,0.92,1.46
frt03,"2024-12-31T21:10",-4.06,0.647,-9.72,0.293,0.0,0.0,0.0,0.0,0.9,1.45
frt03,"2024-12-31T21:15",-4.5,0.659,-9.92,0.288,0.0,0.0,0.0,0.0,0.89,1.43
frt03,"2024-12-31T21:20",-4.66,0.684,-9.59,0.296,0.0,0.0,0.02,193.8,0.87,1.42
frt03,"2024-12-31T21:25",-5.35,0.733,-9.38,0.301,0.0,0.0,0.99,191.7,0.86,1.4
frt03,"2024-12-31T21:30",-5.75,0.738,-9.68,0.294,0.0,0.0,1.0,173.2,0.84,1.39
frt03,"2024-12-31T21:35",-6.09,0.748,-9.83,0.29,0.0,0.0,0.81,45.9,0.82,1.37
frt03,"2024-12-31T21:40",-5.63,0.724,-9.81,0.291,0.0,0.0,0.0,0.0,0.81,1.36
frt03,"2024-12-31T21:45",-5.37,0.709,-9.82,0.29,0.0,0.0,0.12,7.8,0.79,1.35
frt03,"2024-12-31T21:50",-5.12,0.702,-9.7,0.293,0.0,0.0,0.39,1.0,0.78,1.33
frt03,"2024-12-31T21:55",-5.62,0.749,-9.36,0.301,0.0,0.0,1.28,43.2,0.76,1.32
frt03,"2024-12-31T22:00",-6.12,0.776,-9.4,0.3,0.0,0.0,0.96,68.3,0.75,1.3
frt03,"2024-12-31T22:05",-5.82,0.748,-9.57,0.296,0.0,0.0,0.65,54.6,0.74,1.29
frt03,"2024-12-31T22:10",-5.79,0.746,-9.58,0.296,0.0,0.0,0.46,37.9,0.72,1.27
frt03,"2024-12-31T22:15",-5.62,0.746,-9.41,0.3,0.0,0.0,0.58,37.8,0.71,1.26
frt03,"2024-12-31T22:20",-5.57,0.743,-9.42,0.3,0.0,0.0,0.0,0.0,0.69,1.25
frt03,"2024-12-31T22:25",-5.9,0.776,-9.18,0.305,0.0,0.0,0.0,0.0,0.68,1.24
frt03,"2024-12-31T22:30",-6.29,0.798,-9.21,0.305,0.0,0.0,0.19,124.8,0.67,1.23
frt03,"2024-12-31T22:35",-6.86,0.811,-9.56,0.297,0.0,0.0,1.2,115.2,0.65,1.22
frt03,"2024-12-31T22:40",-7.08,0.819,-9.64,0.295,0.0,0.0,1.1,82.5,0.64,1.2
frt03,"2024-12-31T22:45",-7.4,0.823,-9.9,0.289,0.0,0.0,0.19,75.0,0.62,1.19
frt03,"2024-12-31T22:50",-7.61,0.83,-9.99,0.287,0.0,0.0,0.0,0.0,0.61,1.18
frt03,"2024-12-31T22:55",-7.77,0.842,-9.98,0.287,0.0,0.0,0.32,70.3,0.6,1.16
frt03,"2024-12-31T23:00",-7.4,0.862,-9.31,0.303,0.0,0.0,1.27,36.9,0.59,1.15
frt03,"2024-12-31T23:05",-7.3,0.865,-9.16,0.306,0.0,0.0,0.96,39.2,0.57,1.14
frt03,"2024-12-31T23:10",-6.96,0.877,-8.66,0.318,0.0,0.0,1.18,57.6,0.56,1.13
frt03,"2024-12-31T23:15",-6.65,0.845,-8.83,0.314,0.0,0.0,0.94,69.8,0.55,1.12
frt03,"2024-12-31T23:20",-7.36,0.819,-9.92,0.288,0.0,0.0,0.96,73.7,0.54,1.1
frt03,"2024-12-31T23:25",-7.55,0.84,-9.78,0.291,0.0,0.0,0.91,74.1,0.53,1.09
frt03,"2024-12-31T23:30",-7.32,0.832,-9.68,0.294,0.0,0.0,1.24,75.2,0.51,1.08
frt03,"2024-12-31T23:35",-7.33,0.815,-9.96,0.287,0.0,0.0,0.46,77.6,0.51,1.07
frt03,"2024-12-31T23:40",-7.64,0.822,-10.15,0.283,0.0,0.0,0.03,66.8,0.49,1.06
frt03,"2024-12-31T23:45",-7.64,0.833,-9.98,0.287,0.0,0.0,0.13,28.7,0.48,1.05
frt03,"2024-12-31T23:50",-7.13,0.845,-9.3,0.303,0.0,0.0,1.27,36.5,0.47,1.04
frt03,"2024-12-31T23:55",-7.09,0.841,-9.32,0.302,0.0,0.0,1.51,34.7,0.46,1.03
frt03,"2025-01-01T00:00",-7.44,0.847,-9.57,0.296,0.0,0.0,0.91,37.0,0.45,1.02
frt03,"2025-01-01T00:05",-7.74,0.848,-9.85,0.29,0.0,0.0,0.0,0.0,0.44,1.01
frt03,"2025-01-01T00:10",-8.03,0.853,-10.06,0.285,0.0,0.0,0.0,0.0,0.44,1.0
frt03,"2025-01-01T00:15",-8.24,0.866,-10.08,0.285,0.0,0.0,0.0,0.0,0.42,0.99
frt03,"2025-01-01T00:20",-8.25,0.879,-9.9,0.289,0.0,0.0,0.0,0.0,0.41,0.98
frt03,"2025-01-01T00:25",-8.25,0.887,-9.78,0.291,0.0,0.0,0.0,0.0,0.4,0.97
frt03,"2025-01-01T00:30",-8.21,0.895,-9.63,0.295,0.0,0.0,0.0,0.0,0.4,0.96
frt03,"2025-01-01T00:35",-8.25,0.898,-9.63,0.295,0.0,0.0,0.02,182.0,0.38,0.95
frt03,"2025-01-01T00:40",-8.52,0.895,-9.94,0.288,0.0,0.0,0.55,139.4,0.37,0.94
frt03,"2025-01-01T00:45",-8.68,0.895,-10.09,0.284,0.0,0.0,0.08,152.3,0.37,0.93
frt03,"2025-01-01T00:50",-8.9,0.891,-10.37,0.278,0.0,0.0,0.0,0.0,0.36,0.92
frt03,"2025-01-01T00:55",-8.98,0.894,-10.4,0.277,0.0,0.0,0.0,0.0,0.35,0.92
frt03,"2025-01-01T01:00",-9.01,0.9,-10.35,0.279,0.0,0.0,0.09,1.2,0.34,0.9
frt03,"2025-01-01T01:05",-8.78,0.91,-9.98,0.287,0.0,0.0,0.68,353.4,0.33,0.9
frt03,"2025-01-01T01:10",-8.65,0.913,-9.81,0.291,0.0,0.0,0.91,349.9,0.32,0.88
frt03,"2025-01-01T01:15",-8.8,0.911,-9.99,0.286,0.0,0.0,1.38,352.7,0.32,0.88
frt03,"2025-01-01T01:20",-8.85,0.915,-9.98,0.287,0.0,0.0,1.21,1.6,0.31,0.87
frt03,"2025-01-01T01:25",-8.72,0.92,-9.78,0.291,0.0,0.0,1.51,13.7,0.3,0.86
frt03,"2025-01-01T01:30",-8.84,0.915,-9.97,0.287,0.0,0.0,1.35,9.5,0.29,0.85
frt03,"2025-01-01T01:35",-8.81,0.912,-9.98,0.287,0.0,0.0,1.81,22.6,0.29,0.84
frt03,"2025-01-01T01:40",-8.63,0.904,-9.92,0.288,0.0,0.0,1.43,22.8,0.28,0.84
frt03,"2025-01-01T01:45",-8.62,0.896,-10.02,0.286,0.0,0.0,0.54,13.4,0.27,0.83
frt03,"2025-01-01T01:50",-8.52,0.898,-9.89,0.289,0.0,0.0,0.0,0.0,0.27,0.82
frt03,"2025-01-01T01:55",-8.6,0.894,-10.03,0.286,0.0,0.0,0.0,0.0,0.26,0.82
frt03,"2025-01-01T02:00",-8.7,0.895,-10.11,0.284,0.0,0.0,0.0,0.0,0.25,0.8
frt03,"2025-01-01T02:05",-8.72,0.901,-10.05,0.285,0.0,0.0,0.0,0.0,0.25,0.8
frt03,"2025-01-01T02:10",-8.87,0.9,-10.21,0.282,0.0,0.0,0.0,0.0,0.24,0.79
frt03,"2025-01-01T02:15",-9.03,0.899,-10.38,0.278,0.0,0.0,0.16,159.1,0.23,0.78
frt03,"2025-01-01T02:20",-9.01,0.9,-10.35,0.279,0.0,0.0,0.06,164.5,0.23,0.78
frt03,"2025-01-01T02:25",-8.9,0.903,-10.2,0.282,0.0,0.0,0.26,117.3,0.22,0.77
frt03,"2025-01-01T02:30",-8.62,0.892,-10.08,0.285,0.0,0.0,0.73,100.5,0.22,0.76
frt03,"2025-01-01T02:35",-8.69,0.884,-10.26,0.28,0.0,0.0,0.8,81.2,0.21,0.76
frt03,"2025-01-01T02:40",-8.58,0.88,-10.21,0.282,0.0,0.0,1.15,75.3,0.21,0.75
frt03,"2025-01-01T02:45",-8.77,0.865,-10.61,0.273,0.0,0.0,1.21,83.3,0.2,0.75
frt03,"2025-01-01T02:50",-8.99,0.861,-10.89,0.267,0.0,0.0,0.84,77.3,0.19,0.74
frt03,"2025-01-01T02:55",-9.17,0.863,-11.04,0.264,0.0,0.0,0.38,72.7,0.19,0.73
frt03,"2025-01-01T03:00",-9.11,0.868,-10.9,0.267,0.0,0.0,0.74,60.6,0.18,0.73
frt03,"2025-01-01T03:05",-9.01,0.868,-10.81,0.269,0.0,0.0,1.0,60.9,0.17,0.73
frt03,"2025-01-01T03:10",-8.72,0.868,-10.52,0.275,0.0,0.0,1.23,68.9,0.17,0.71
frt03,"2025-01-01T03:15",-8.44,0.855,-10.44,0.277,0.0,0.0,1.61,64.5,0.17,0.71
frt03,"2025-01-01T03:20",-8.29,0.85,-10.36,0.278,0.0,0.0,1.58,62.4,0.16,0.7
frt03,"2025-01-01T03:25",-8.4,0.846,-10.53,0.275,0.0,0.0,1.26,69.3,0.16,0.69
frt03,"2025-01-01T03:30",-8.6,0.845,-10.74,0.27,0.0,0.0,1.05,79.5,0.16,0.69
frt03,"2025-01-01T03:35",-8.81,0.848,-10.9,0.267,0.0,0.0,1.0,75.1,0.15,0.69
frt03,"2025-01-01T03:40",-8.91,0.856,-10.88,0.267,0.0,0.0,0.94,77.2,0.15,0.69
frt03,"2025-01-01T03:45",-8.98,0.862,-10.86,0.267,0.0,0.0,0.51,79.3,0.14,0.68
frt03,"2025-01-01T03:50",-9.04,0.868,-10.84,0.268,0.0,0.0,0.86,61.1,0.14,0.67
frt03,"2025-01-01T03:55",-8.95,0.874,-10.66,0.272,0.0,0.0,0.98,73.7,0.14,0.67
frt03,"2025-01-01T04:00",-8.9,0.873,-10.63,0.273,0.0,0.0,1.05,67.9,0.14,0.67
frt03,"2025-01-01T04:05",-8.67,0.877,-10.34,0.279,0.0,0.0,1.17,65.8,0.13,0.66
frt03,"2025-01-01T04:10",-8.45,0.871,-10.21,0.282,0.0,0.0,1.11,76.3,0.12,0.65
frt03,"2025-01-01T04:15",-8.58,0.862,-10.47,0.276,0.0,0.0,0.59,100.0,0.12,0.65
frt03,"2025-01-01T04:20",-8.87,0.857,-10.83,0.268,0.0,0.0,0.18,88.7,0.12,0.65
frt03,"2025-01-01T04:25",-8.98,0.862,-10.86,0.267,0.0,0.0,0.47,95.6,0.12,0.64
frt03,"2025-01-01T04:30",-8.98,0.867,-10.79,0.269,0.0,0.0,0.0,0.0,0.11,0.63
frt03,"2025-01-01T04:35",-8.96,0.87,-10.73,0.27,0.0,0.0,0.01,54.9,0.11,0.63
frt03,"2025-01-01T04:40",-8.65,0.878,-10.31,0.279,0.0,0.0,0.0,0.0,0.1,0.63
frt03,"2025-01-01T04:45",-8.32,0.87,-10.1,0.284,0.0,0.0,0.0,0.0,0.1,0.63
frt03,"2025-01-01T04:50",-8.14,0.86,-10.07,0.285,0.0,0.0,0.0,0.0,0.1,0.62
frt03,"2025-01-01T04:55",-8.02,0.857,-9.99,0.287,0.0,0.0,0.29,35.3,0.1,0.61
frt03,"2025-01-01T05:00",-7.93,0.851,-9.99,0.287,0.0,0.0,0.94,39.8,0.09,0.61
frt03,"2025-01-01T05:05",-7.84,0.849,-9.94,0.288,0.0,0.0,0.92,35.5,0.09,0.61
frt03,"2025-01-01T05:10",-7.86,0.849,-9.96,0.287,0.0,0.0,0.66,28.4,0.09,0.61
frt03,"2025-01-01T05:15",-7.83,0.849,-9.92,0.288,0.0,0.0,1.0,7.9,0.08,0.61
frt03,"2025-01-01T05:20",-7.62,0.846,-9.76,0.292,0.0,0.0,1.01,22.2,0.08,0.6
frt03,"2025-01-01T05:25",-7.54,0.847,-9.67,0.294,0.0,0.0,1.36,25.6,0.08,0.59
frt03,"2025-01-01T05:30",-7.51,0.849,-9.61,0.295,0.0,0.0,1.09,26.7,0.08,0.59
frt03,"2025-01-01T05:35",-7.48,0.846,-9.63,0.295,0.0,0.0,1.23,19.8,0.08,0.59
frt03,"2025-01-01T05:40",-7.51,0.846,-9.66,0.294,0.0,0.0,1.29,14.4,0.08,0.59
frt03,"2025-01-01T05:45",-7.49,0.851,-9.56,0.297,0.0,0.0,0.9,12.8,0.07,0.59
frt03,"2025-01-01T05:50",-7.43,0.855,-9.44,0.299,0.0,0.0,0.09,13.7,0.07,0.58
frt03,"2025-01-01T05:55",-7.39,0.859,-9.34,0.301,0.0,0.0,0.01,2.2,0.07,0.57
frt03,"2025-01-01T06:00",-7.28,0.866,-9.13,0.307,0.0,0.0,0.18,2.2,0.07,0.57
frt03,"2025-01-01T06:05",-7.2,0.87,-8.99,0.31,0.0,0.0,0.0,0.0,0.07,0.56
frt03,"2025-01-01T06:10",-7.17,0.869,-8.98,0.31,0.0,0.0,0.0,0.0,0.06,0.56
frt03,"2025-01-01T06:15",-7.12,0.87,-8.92,0.312,0.0,0.0,0.0,0.0,0.07,0.56
frt03,"2025-01-01T06:20",-6.91,0.874,-8.65,0.318,0.0,0.0,0.0,0.0,0.07,0.56
frt03,"2025-01-01T06:25",-6.72,0.87,-8.52,0.322,0.0,0.0,0.0,0.0,0.07,0.56
frt03,"2025-01-01T06:30",-6.62,0.859,-8.59,0.32,0.0,0.0,0.3,349.9,0.07,0.56
frt03,"2025-01-01T06:35",-6.56,0.851,-8.65,0.319,0.0,0.0,0.13,333.5,0.07,0.56
frt03,"2025-01-01T06:40",-6.42,0.85,-8.53,0.322,0.0,0.0,0.78,347.9,0.07,0.56
frt03,"2025-01-01T06:45",-6.27,0.849,-8.4,0.325,0.0,0.0,1.04,21.4,0.07,0.56
frt03,"2025-01-01T06:50",-6.07,0.842,-8.31,0.327,0.0,0.0,0.38,29.9,0.06,0.56
frt03,"2025-01-01T06:55",-5.89,0.831,-8.29,0.328,0.0,0.0,0.44,32.7,0.07,0.56
frt03,"2025-01-01T07:00",-5.86,0.832,-8.25,0.329,0.0,0.0,0.73,27.2,0.07,0.55
frt03,"2025-01-01T07:05",-5.86,0.832,-8.25,0.328,0.0,0.0,0.95,37.3,0.07,0.55
frt03,"2025-01-01T07:10",-5.79,0.832,-8.19,0.33,0.0,0.0,1.45,51.9,0.07,0.55
frt03,"2025-01-01T07:15",-5.82,0.83,-8.25,0.329,0.0,0.0,1.55,69.6,0.07,0.54
frt03,"2025-01-01T07:20",-5.8,0.832,-8.19,0.33,0.17,0.0,1.77,60.5,0.07,0.54
frt03,"2025-01-01T07:25",-5.69,0.825,-8.2,0.33,0.63,0.0,1.61,62.1,0.07,0.54
frt03,"2025-01-01T07:30",-5.64,0.817,-8.27,0.328,0.73,0.0,1.61,59.6,0.07,0.54
frt03,"2025-01-01T07:35",-5.58,0.816,-8.23,0.329,1.07,0.0,0.54,77.2,0.07,0.54
frt03,"2025-01-01T07:40",-5.65,0.822,-8.2,0.33,1.35,0.0,0.51,87.2,0.07,0.54
frt03,"2025-01-01T07:45",-5.68,0.826,-8.17,0.33,1.42,0.0,0.56,68.6,0.07,0.54
frt03,"2025-01-01T07:50",-5.62,0.822,-8.17,0.33,2.18,0.0,0.13,60.5,0.07,0.54
frt03,"2025-01-01T07:55",-5.51,0.81,-8.26,0.329,4.47,0.0,0.47,55.1,0.07,0.54
frt03,"2025-01-01T08:00",-5.4,0.806,-8.21,0.33,6.63,0.0,0.9,69.1,0.07,0.54
frt03,"2025-01-01T08:05",-5.31,0.804,-8.15,0.331,8.1,0.0,0.08,89.8,0.07,0.54
frt03,"2025-01-01T08:10",-5.25,0.803,-8.11,0.332,9.77,0.0,0.03,70.2,0.06,0.54
frt03,"2025-01-01T08:15",-5.17,0.799,-8.1,0.332,11.77,0.0,0.12,70.1,0.06,0.54
frt03,"2025-01-01T08:20",-5.09,0.797,-8.05,0.334,13.37,0.0,0.1,76.4,0.06,0.54
frt03,"2025-01-01T08:25",-5.02,0.789,-8.11,0.332,16.15,0.0,0.53,92.7,0.06,0.54
frt03,"2025-01-01T08:30",-4.88,0.782,-8.09,0.333,18.02,0.0,0.26,87.5,0.06,0.54
frt03,"2025-01-01T08:35",-4.81,0.784,-7.99,0.335,19.65,0.0,0.19,83.8,0.06,0.53
frt03,"2025-01-01T08:40",-4.75,0.779,-8.02,0.335,23.25,0.0,0.0,0.0,0.06,0.53
frt03,"2025-01-01T08:45",-4.68,0.77,-8.09,0.332,39.28,0.0,0.0,0.0,0.06,0.53
frt03,"2025-01-01T08:50",-4.56,0.762,-8.11,0.332,43.7,0.0,0.0,0.0,0.07,0.52
frt03,"2025-01-01T08:55",-4.46,0.756,-8.12,0.332,46.55,0.0,0.0,0.0,0.07,0.52
frt03,"2025-01-01T09:00",-4.38,0.752,-8.11,0.332,56.07,0.0,0.0,0.0,0.07,0.52
frt03,"2025-01-01T09:05",-4.28,0.74,-8.22,0.329,64.32,0.0,0.0,0.0,0.08,0.52
frt03,"2025-01-01T09:10",-4.18,0.719,-8.49,0.323,63.6,0.0,0.0,0.0,0.08,0.51
frt03,"2025-01-01T09:15",-4.05,0.712,-8.5,0.322,74.62,0.0,0.01,57.3,0.08,0.51
frt03,"2025-01-01T09:20",-3.97,0.708,-8.49,0.322,81.98,0.0,0.75,77.3,0.08,0.51
frt03,"2025-01-01T09:25",-3.95,0.705,-8.53,0.322,84.42,0.0,0.82,71.0,0.08,0.51
frt03,"2025-01-01T09:30",-3.88,0.714,-8.3,0.328,78.7,0.0,0.49,46.5,0.08,0.51
frt03,"2025-01-01T09:35",-3.78,0.735,-7.82,0.34,82.23,0.0,0.29,36.9,0.08,0.51
frt03,"2025-01-01T09:40",-3.81,0.705,-8.39,0.325,101.18,0.0,0.08,61.5,0.08,0.52
frt03,"2025-01-01T09:45",-3.72,0.706,-8.29,0.328,100.17,0.0,0.1,124.2,0.08,0.52
frt03,"2025-01-01T09:50",-3.6,0.699,-8.3,0.327,116.33,0.0,0.1,133.4,0.08,0.52
frt03,"2025-01-01T09:55",-3.51,0.678,-8.6,0.32,126.12,0.0,0.39,138.7,0.08,0.52
frt03,"2025-01-01T10:00",-3.45,0.665,-8.8,0.315,124.07,0.0,0.99,119.7,0.08,0.52
frt03,"2025-01-01T10:05",-3.44,0.663,-8.82,0.314,149.33,0.0,0.51,103.0,0.08,0.52
frt03,"2025-01-01T10:10",-3.33,0.66,-8.77,0.316,150.5,0.0,0.18,125.5,0.08,0.52
frt03,"2025-01-01T10:15",-3.17,0.664,-8.55,0.321,146.33,0.0,0.0,0.0,0.08,0.52
frt03,"2025-01-01T10:20",-3.09,0.647,-8.8,0.315,144.5,0.0,0.08,84.6,0.08,0.52
frt03,"2025-01-01T10:25",-2.96,0.662,-8.38,0.325,158.5,0.0,0.22,119.6,0.08,0.52
frt03,"2025-01-01T10:30",-2.87,0.65,-8.53,0.321,172.83,0.0,0.69,101.3,0.08,0.52
frt03,"2025-01-01T10:35",-2.77,0.649,-8.46,0.323,183.17,0.0,0.1,85.7,0.09,0.52
frt03,"2025-01-01T10:40",-2.59,0.652,-8.23,0.329,225.83,0.0,0.17,92.7,0.09,0.52
frt03,"2025-01-01T10:45",-2.3,0.644,-8.11,0.332,266.67,0.0,0.0,0.0,0.09,0.52
frt03,"2025-01-01T10:50",-1.94,0.629,-8.07,0.334,270.67,0.0,0.04,273.2,0.09,0.52
frt03,"2025-01-01T10:55",-1.83,0.609,-8.39,0.326,280.0,0.0,0.5,262.8,0.1,0.52
frt03,"2025-01-01T11:00",-1.88,0.587,-8.9,0.312,384.5,0.0,0.9,219.0,0.1,0.52
frt03,"2025-01-01T11:05",-1.55,0.58,-8.75,0.316,512.83,0.0,0.36,194.5,0.1,0.53
frt03,"2025-01-01T11:10",-1.23,0.55,-9.13,0.307,363.67,0.0,0.77,192.4,0.1,0.53
frt03,"2025-01-01T11:15",-0.98,0.58,-8.21,0.33,369.5,0.0,0.42,73.2,0.1,0.53
frt03,"2025-01-01T11:20",-0.69,0.525,-9.22,0.305,416.5,0.0,1.48,144.2,0.1,0.53
frt03,"2025-01-01T11:25",-0.74,0.511,-9.6,0.296,431.83,0.0,0.9,149.5,0.1,0.53
frt03,"2025-01-01T11:30",-0.23,0.519,-8.93,0.311,446.67,0.0,0.82,124.6,0.1,0.53
frt03,"2025-01-01T11:35",-0.24,0.497,-9.49,0.298,486.17,0.0,1.24,99.6,0.1,0.53
frt03,"2025-01-01T11:40",-0.19,0.5,-9.37,0.301,494.83,0.0,0.97,74.5,0.1,0.53
frt03,"2025-01-01T11:45",0.15,0.495,-9.18,0.306,504.67,0.0,0.6,58.6,0.1,0.52
frt03,"2025-01-01T11:50",0.37,0.494,-9.01,0.31,504.67,0.0,0.84,91.6,0.11,0.52
frt03,"2025-01-01T11:55",0.55,0.47,-9.48,0.299,487.17,0.0,1.27,86.9,0.1,0.52
frt03,"2025-01-01T12:00",0.23,0.483,-9.43,0.3,478.83,0.0,1.46,78.8,0.1,0.53
frt03,"2025-01-01T12:05",0.14,0.478,-9.64,0.295,479.83,0.0,1.05,83.2,0.11,0.54
frt03,"2025-01-01T12:10",0.29,0.466,-9.83,0.291,478.83,0.0,0.76,47.4,0.12,0.53
frt03,"2025-01-01T12:15",0.39,0.461,-9.87,0.29,490.67,0.0,0.3,108.1,0.15,0.55
frt03,"2025-01-01T12:20",0.69,0.435,-10.33,0.279,459.5,0.0,0.47,265.1,0.2,0.56
frt03,"2025-01-01T12:25",0.65,0.441,-10.19,0.283,333.83,0.0,0.78,297.2,0.25,0.58
frt03,"2025-01-01T12:30",0.48,0.439,-10.41,0.278,328.5,0.0,0.77,339.0,0.3,0.6
frt03,"2025-01-01T12:35",0.55,0.446,-10.14,0.283,315.83,0.0,0.29,18.8,0.34,0.63
frt03,"2025-01-01T12:40",0.62,0.442,-10.2,0.282,301.33,0.0,0.14,22.4,0.39,0.65
frt03,"2025-01-01T12:45",0.76,0.436,-10.24,0.281,286.83,0.0,0.12,308.7,0.44,0.67
frt03,"2025-01-01T12:50",0.93,0.434,-10.14,0.283,273.5,0.0,0.24,265.6,0.49,0.7
frt03,"2025-01-01T12:55",0.79,0.436,-10.21,0.282,292.0,0.0,0.7,239.4,0.54,0.72
frt03,"2025-01-01T13:00",0.79,0.448,-9.87,0.29,271.83,0.0,0.99,293.3,0.59,0.75
frt03,"2025-01-01T13:05",0.71,0.438,-10.22,0.282,272.83,0.0,0.49,265.4,0.63,0.77
frt03,"2025-01-01T13:10",0.76,0.449,-9.86,0.29,266.83,0.0,0.55,238.4,0.68,0.79
frt03,"2025-01-01T13:15",0.87,0.441,-10.0,0.287,243.67,0.0,0.53,315.8,0.72,0.81
frt03,"2025-01-01T13:20",0.99,0.445,-9.77,0.292,365.0,0.0,0.43,332.7,0.76,0.83
frt03,"2025-01-01T13:25",1.17,0.441,-9.72,0.293,425.67,0.0,0.33,343.3,0.81,0.85
frt03,"2025-01-01T13:30",1.61,0.432,-9.58,0.296,574.83,0.0,1.17,351.2,0.91,0.87
frt03,"2025-01-01T13:35",1.72,0.428,-9.6,0.296,573.0,0.0,1.28,24.6,1.07,0.9
frt03,"2025-01-01T13:40",1.87,0.42,-9.7,0.294,513.67,0.0,1.01,83.7,1.26,0.94
frt03,"2025-01-01T13:45",2.24,0.409,-9.71,0.294,436.83,0.0,0.74,117.9,1.42,0.99
frt03,"2025-01-01T13:50",1.93,0.407,-10.04,0.286,373.0,0.0,1.4,74.5,1.52,1.05
frt03,"2025-01-01T13:55",1.78,0.425,-9.64,0.295,399.83,0.0,1.93,74.0,1.59,1.11
frt03,"2025-01-01T14:00",1.77,0.42,-9.79,0.291,361.33,0.0,0.75,66.0,1.62,1.15
frt03,"2025-01-01T14:05",2.13,0.409,-9.8,0.291,374.0,0.0,0.21,53.1,1.64,1.2
frt03,"2025-01-01T14:10",2.43,0.4,-9.82,0.291,362.5,0.0,1.0,55.8,1.65,1.23
frt03,"2025-01-01T14:15",2.23,0.398,-10.06,0.285,355.5,0.0,0.44,47.8,1.64,1.26
frt03,"2025-01-01T14:20",2.74,0.378,-10.26,0.281,345.5,0.0,0.26,244.2,1.63,1.28
frt03,"2025-01-01T14:25",3.04,0.371,-10.22,0.282,332.0,0.0,0.54,332.6,1.62,1.31
frt03,"2025-01-01T14:30",2.83,0.374,-10.31,0.28,325.17,0.0,0.15,297.2,1.61,1.33
frt03,"2025-01-01T14:35",3.06,0.375,-10.07,0.286,303.0,0.0,0.63,240.7,1.6,1.35
frt03,"2025-01-01T14:40",2.99,0.368,-10.37,0.279,284.83,0.0,0.08,45.5,1.59,1.37
frt03,"2025-01-01T14:45",3.27,0.369,-10.08,0.285,271.5,0.0,0.92,266.1,1.58,1.39
frt03,"2025-01-01T14:50",3.12,0.359,-10.56,0.274,265.33,0.0,1.07,315.3,1.57,1.41
frt03,"2025-01-01T14:55",2.98,0.359,-10.69,0.271,246.83,0.0,0.84,296.9,1.58,1.43
frt03,"2025-01-01T15:00",3.0,0.359,-10.67,0.272,235.67,0.0,0.58,7.8,1.59,1.45
frt03,"2025-01-01T15:05",2.69,0.358,-10.98,0.265,206.67,0.0,0.72,15.9,1.61,1.47
frt03,"2025-01-01T15:10",2.67,0.366,-10.73,0.271,247.33,0.0,0.29,31.1,1.61,1.48
frt03,"2025-01-01T15:15",2.82,0.365,-10.63,0.273,237.83,0.0,0.23,4.6,1.63,1.5
frt03,"2025-01-01T15:20",2.85,0.37,-10.43,0.277,235.33,0.0,0.82,42.0,1.66,1.52
frt03,"2025-01-01T15:25",2.78,0.378,-10.22,0.282,243.83,0.0,0.69,64.7,1.67,1.54
frt03,"2025-01-01T15:30",2.93,0.377,-10.12,0.284,243.83,0.0,0.65,78.6,1.69,1.55
frt03,"2025-01-01T15:35",2.82,0.363,-10.7,0.272,196.5,0.0,0.36,31.4,1.69,1.57
frt03,"2025-01-01T15:40",3.04,0.36,-10.6,0.273,145.5,0.0,0.11,336.2,1.69,1.59
frt03,"2025-01-01T15:45",2.89,0.357,-10.84,0.268,84.0,0.0,0.71,321.3,1.68,1.59
frt03,"2025-01-01T15:50",2.53,0.366,-10.85,0.268,93.98,0.0,0.78,307.2,1.66,1.61
frt03,"2025-01-01T15:55",2.54,0.381,-10.33,0.28,63.35,0.0,0.0,0.0,1.62,1.61
