timestamp,temp_air_degF,rh_%,dewpoint_degF,vapor_pressure_psi,solar_rad_Wm2,precip_in,wind_speed_mph,wind_dir_degN,soil_temp_2in_degF,soil_temp_6in_degF
2025-03-27 10:45:00,69.14,0.20533333333333334,26.984,0.07237396199999999,760.1133333333333,0.0,5.122592600000001,104.09999999999998,53.57,50.989999999999995
2025-03-27 11:00:00,69.662,0.19733333333333333,26.438000000000002,0.07073019800000001,780.89,0.0,4.3844024,113.56666666666666,54.739999999999995,51.656
2025-03-27 11:15:00,70.68799999999999,0.19000000000000003,26.396,0.07063350600000001,793.7800000000001,0.0,1.8641166666666669,93.66666666666667,55.85,52.346
2025-03-27 11:30:00,71.15,0.18333333333333335,25.91,0.069086434,731.8333333333334,0.0,2.5650245333333337,129.6,56.828,53.03
2025-03-27 11:45:00,72.062,0.17966666666666664,26.162,0.070005008,813.4433333333333,0.0,2.2518529333333333,202.96666666666667,57.854,53.624
2025-03-27 12:00:00,73.48400000000001,0.16733333333333333,25.598,0.06840959,831.6133333333333,0.0,3.9370144,226.33333333333334,58.808,54.260000000000005
2025-03-27 12:15:00,73.45400000000001,0.17200000000000001,26.246000000000002,0.07015004600000001,818.5533333333333,0.0,3.0646078,138.3,59.732,54.878
2025-03-27 12:30:00,74.366,0.161,25.394,0.06768439999999999,833.7800000000001,0.0,4.705030466666667,265.23333333333335,60.476,55.489999999999995
2025-03-27 12:45:00,74.57000000000001,0.16133333333333333,25.61,0.068216206,822.0566666666667,0.0,6.106846200000001,275.73333333333335,61.13,56.012
2025-03-27 13:00:00,75.16999999999999,0.15966666666666665,25.832,0.069086434,829.0,0.0,6.800297600000001,270.03333333333336,61.706,56.498
2025-03-27 13:15:00,75.29,0.15666666666666665,25.472,0.068119514,821.2233333333334,0.0,3.7356898000000003,199.5,62.227999999999994,56.984
2025-03-27 13:30:00,75.872,0.145,24.086,0.06410679600000001,799.8333333333334,0.0,4.608096400000001,329.40000000000003,62.558,57.446000000000005
2025-03-27 13:45:00,76.28,0.141,23.744,0.063284914,609.6666666666666,0.0,3.951927333333334,289.26666666666665,62.73799999999999,57.842
2025-03-27 14:00:00,76.622,0.141,24.014,0.06396175800000001,606.5566666666667,0.0,4.958550333333334,298.40000000000003,62.522000000000006,58.1
2025-03-27 14:15:00,77.426,0.144,25.16,0.06720094,747.0566666666667,0.0,7.292424400000001,270.73333333333335,62.474000000000004,58.244
2025-03-27 14:30:00,77.54,0.138,24.224,0.06454191000000001,534.8333333333334,0.0,3.705863933333333,213.9333333333333,62.618,58.478
2025-03-27 14:45:00,76.568,0.15033333333333332,25.484,0.068071168,543.8866666666667,0.0,4.436597666666667,15.4,62.21,58.67
2025-03-27 15:00:00,76.808,0.138,23.648,0.062994838,352.71999999999997,0.0,3.4672570000000005,180.76666666666665,62.03,58.718
2025-03-27 15:15:00,76.634,0.15466666666666665,26.204,0.07024673799999999,448.27666666666664,0.0,2.2071141333333335,42.800000000000004,61.604,58.711999999999996
2025-03-27 15:30:00,76.694,0.133,22.676000000000002,0.060480846,257.5,0.0,3.5119958000000002,249.5666666666667,61.376,58.664
2025-03-27 15:45:00,76.262,0.15133333333333335,25.256,0.06768439999999999,229.33333333333334,0.0,2.4158952000000005,124.96666666666665,60.938,58.556
2025-03-27 16:00:00,76.184,0.142,23.732,0.063381606,190.66666666666666,0.0,7.956049933333333,155.26666666666668,60.577999999999996,58.394
2025-03-27 16:15:00,75.716,0.13066666666666668,21.488,0.057386702,174.94333333333336,0.0,10.5807262,257.6666666666667,60.001999999999995,58.154
2025-03-27 16:30:00,75.812,0.12533333333333332,20.582,0.055259478,140.49333333333334,0.0,12.9071438,249.0666666666667,59.516000000000005,57.842
2025-03-27 16:45:00,75.29599999999999,0.125,20.113999999999997,0.054195865999999995,97.19333333333333,0.0,10.856615466666668,238.96666666666667,59.006,57.548
2025-03-27 17:00:00,75.35,0.126,20.342,0.054824363999999993,155.14333333333335,0.0,8.276678,240.20000000000002,58.58,57.272
