logger_tag,year,file_path,file_kind,kind,severity,start,end,details,min_v,max_v,gap_minutes,voltage_col,plot_path
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-08-24 17:30:00,2023-08-25 09:00:00,S3M_Table1.dat,,,930.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-08-25 18:30:00,2023-08-26 08:15:00,S3M_Table1.dat,,,825.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-08-26 18:15:00,2023-08-27 09:15:00,S3M_Table1.dat,,,900.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-08-27 18:30:00,2023-08-28 08:15:00,S3M_Table1.dat,,,825.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-08-28 18:30:00,2023-08-29 08:15:00,S3M_Table1.dat,,,825.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-08-29 18:30:00,2023-08-30 08:15:00,S3M_Table1.dat,,,825.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-08-30 18:30:00,2023-08-31 08:15:00,S3M_Table1.dat,,,825.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-08-31 18:30:00,2023-09-01 09:00:00,S3M_Table1.dat,,,870.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-01 17:30:00,2023-09-02 09:15:00,S3M_Table1.dat,,,945.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-02 17:45:00,2023-09-03 08:15:00,S3M_Table1.dat,,,870.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-03 18:30:00,2023-09-04 08:15:00,S3M_Table1.dat,,,825.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-04 09:15:00,2023-09-04 10:30:00,S3M_Table1.dat,,,75.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-04 18:30:00,2023-09-05 08:15:00,S3M_Table1.dat,,,825.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-05 18:30:00,2023-09-06 08:30:00,S3M_Table1.dat,,,840.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-06 18:30:00,2023-09-07 08:30:00,S3M_Table1.dat,,,840.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-07 18:30:00,2023-09-08 08:30:00,S3M_Table1.dat,,,840.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-08 18:30:00,2023-09-09 08:30:00,S3M_Table1.dat,,,840.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-09 18:30:00,2023-09-10 08:30:00,S3M_Table1.dat,,,840.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-10 17:00:00,2023-09-11 08:30:00,S3M_Table1.dat,,,930.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-11 18:30:00,2023-09-12 08:30:00,S3M_Table1.dat,,,840.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-12 18:15:00,2023-09-13 08:30:00,S3M_Table1.dat,,,855.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-13 17:15:00,2023-09-14 08:15:00,S3M_Table1.dat,,,900.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-14 17:15:00,2023-09-15 08:30:00,S3M_Table1.dat,,,915.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-15 18:00:00,2023-09-16 08:30:00,S3M_Table1.dat,,,870.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-16 18:15:00,2023-09-17 08:30:00,S3M_Table1.dat,,,855.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-17 18:15:00,2023-09-18 08:45:00,S3M_Table1.dat,,,870.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-18 11:30:00,2023-09-18 13:45:00,S3M_Table1.dat,,,135.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-18 18:00:00,2023-09-19 08:45:00,S3M_Table1.dat,,,885.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-19 18:30:00,2023-09-20 08:45:00,S3M_Table1.dat,,,855.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-20 17:15:00,2023-09-21 08:45:00,S3M_Table1.dat,,,930.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-21 18:15:00,2023-09-22 08:45:00,S3M_Table1.dat,,,870.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-22 18:15:00,2023-09-23 08:45:00,S3M_Table1.dat,,,870.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-23 18:30:00,2023-09-24 08:45:00,S3M_Table1.dat,,,855.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-24 18:15:00,2023-09-25 08:45:00,S3M_Table1.dat,,,870.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-25 18:15:00,2023-09-26 08:45:00,S3M_Table1.dat,,,870.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-26 18:15:00,2023-09-27 08:45:00,S3M_Table1.dat,,,870.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-27 18:15:00,2023-09-28 08:45:00,S3M_Table1.dat,,,870.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-28 18:15:00,2023-09-29 08:45:00,S3M_Table1.dat,,,870.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-29 18:15:00,2023-09-30 08:45:00,S3M_Table1.dat,,,870.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,main,gap,info,2023-09-30 17:45:00,2023-10-01 08:45:00,S3M_Table1.dat,,,900.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1_late2023_withBattV.dat,late2023_withBattV,gap,info,2023-10-03 17:45:00,2023-10-04 08:45:00,S3M_Table1_late2023_withBattV.dat,,,900.0,,
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1_late2023_withBattV.dat,late2023_withBattV,gap,info,2023-11-06 12:00:00,2023-12-15 08:45:00,S3M_Table1_late2023_withBattV.dat,,,55965.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2023-10-03 17:45:00,2023-10-04 08:45:00,S3M_Table1.dat,,,900.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2023-11-06 12:00:00,2023-12-15 08:45:00,S3M_Table1.dat,,,55965.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-07-02 05:15:00,2024-07-02 06:15:00,S3M_Table1.dat,,,60.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-07-03 03:45:00,2024-07-03 06:15:00,S3M_Table1.dat,,,150.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-07-05 04:30:00,2024-07-05 06:30:00,S3M_Table1.dat,,,120.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-07-07 05:15:00,2024-07-07 06:30:00,S3M_Table1.dat,,,75.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-08-30 23:45:00,2024-08-31 03:30:00,S3M_Table1.dat,,,225.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-08-31 23:45:00,2024-09-01 03:00:00,S3M_Table1.dat,,,195.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-09-01 23:15:00,2024-09-02 03:00:00,S3M_Table1.dat,,,225.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-09-03 00:45:00,2024-09-03 07:15:00,S3M_Table1.dat,,,390.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-09-04 01:45:00,2024-09-04 07:15:00,S3M_Table1.dat,,,330.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-09-06 23:15:00,2024-09-07 07:15:00,S3M_Table1.dat,,,480.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-09-09 01:30:00,2024-09-09 07:15:00,S3M_Table1.dat,,,345.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-09-10 03:00:00,2024-09-10 07:15:00,S3M_Table1.dat,,,255.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-09-11 01:00:00,2024-09-11 07:30:00,S3M_Table1.dat,,,390.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-09-12 03:45:00,2024-09-12 07:30:00,S3M_Table1.dat,,,225.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-09-13 23:45:00,2024-09-14 02:15:00,S3M_Table1.dat,,,150.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-09-15 03:00:00,2024-09-15 07:30:00,S3M_Table1.dat,,,270.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-09-16 05:15:00,2024-09-16 07:30:00,S3M_Table1.dat,,,135.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-09-17 05:15:00,2024-09-17 08:00:00,S3M_Table1.dat,,,165.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-09-18 03:45:00,2024-09-18 07:30:00,S3M_Table1.dat,,,225.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-09-18 22:00:00,2024-09-19 07:30:00,S3M_Table1.dat,,,570.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-09-20 00:30:00,2024-09-20 07:30:00,S3M_Table1.dat,,,420.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-09-20 23:15:00,2024-09-21 07:30:00,S3M_Table1.dat,,,495.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-10-26 22:15:00,2024-10-27 08:00:00,S3M_Table1.dat,,,585.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-10-27 23:30:00,2024-10-28 08:15:00,S3M_Table1.dat,,,525.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-10-29 01:15:00,2024-10-29 08:15:00,S3M_Table1.dat,,,420.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-10-30 03:00:00,2024-10-30 08:30:00,S3M_Table1.dat,,,330.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-10-31 04:30:00,2024-10-31 08:15:00,S3M_Table1.dat,,,225.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-11-01 04:15:00,2024-11-01 08:30:00,S3M_Table1.dat,,,255.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-11-02 04:45:00,2024-11-02 08:15:00,S3M_Table1.dat,,,210.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-11-03 05:45:00,2024-11-03 08:30:00,S3M_Table1.dat,,,165.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-11-04 06:00:00,2024-11-04 08:30:00,S3M_Table1.dat,,,150.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-11-05 05:00:00,2024-11-05 08:30:00,S3M_Table1.dat,,,210.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-11-06 05:45:00,2024-11-06 08:30:00,S3M_Table1.dat,,,165.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-11-07 03:30:00,2024-11-07 08:30:00,S3M_Table1.dat,,,300.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-11-08 06:15:00,2024-11-08 09:00:00,S3M_Table1.dat,,,165.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-11-09 06:15:00,2024-11-09 08:30:00,S3M_Table1.dat,,,135.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-11-10 03:45:00,2024-11-10 08:30:00,S3M_Table1.dat,,,285.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-11-11 02:45:00,2024-11-11 08:30:00,S3M_Table1.dat,,,345.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-11-12 02:00:00,2024-11-12 08:15:00,S3M_Table1.dat,,,375.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-11-13 00:15:00,2024-11-13 08:45:00,S3M_Table1.dat,,,510.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-11-13 19:15:00,2024-11-14 08:00:00,S3M_Table1.dat,,,765.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-11-16 00:00:00,2024-11-16 08:30:00,S3M_Table1.dat,,,510.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-11-20 05:00:00,2024-11-20 07:45:00,S3M_Table1.dat,,,165.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-12-11 05:30:00,2024-12-11 09:15:00,S3M_Table1.dat,,,225.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-12-12 06:00:00,2024-12-12 09:15:00,S3M_Table1.dat,,,195.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-12-14 06:30:00,2024-12-14 09:15:00,S3M_Table1.dat,,,165.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-12-16 05:45:00,2024-12-16 09:00:00,S3M_Table1.dat,,,195.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-12-17 21:30:00,2024-12-18 09:15:00,S3M_Table1.dat,,,705.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-12-18 23:30:00,2024-12-19 08:15:00,S3M_Table1.dat,,,525.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-12-19 23:30:00,2024-12-20 08:30:00,S3M_Table1.dat,,,540.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-12-20 19:30:00,2024-12-21 04:45:00,S3M_Table1.dat,,,555.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-12-30 21:30:00,2024-12-31 02:15:00,S3M_Table1.dat,,,285.0,,
S3M,2024,biochar_app/data-raw/datfiles_2024/S3M_Table1.dat,main,gap,info,2024-12-31 20:45:00,2025-01-01 05:00:00,S3M_Table1.dat,,,495.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2023-10-03 17:45:00,2023-10-04 08:45:00,S3M_Table1.dat,,,900.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2023-11-06 12:00:00,2023-12-15 08:45:00,S3M_Table1.dat,,,55965.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-07-02 05:15:00,2024-07-02 06:15:00,S3M_Table1.dat,,,60.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-07-03 03:45:00,2024-07-03 06:15:00,S3M_Table1.dat,,,150.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-07-05 04:30:00,2024-07-05 06:30:00,S3M_Table1.dat,,,120.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-07-07 05:15:00,2024-07-07 06:30:00,S3M_Table1.dat,,,75.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-08-30 23:45:00,2024-08-31 03:30:00,S3M_Table1.dat,,,225.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-08-31 23:45:00,2024-09-01 03:00:00,S3M_Table1.dat,,,195.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-09-01 23:15:00,2024-09-02 03:00:00,S3M_Table1.dat,,,225.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-09-03 00:45:00,2024-09-03 07:15:00,S3M_Table1.dat,,,390.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-09-04 01:45:00,2024-09-04 07:15:00,S3M_Table1.dat,,,330.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-09-06 23:15:00,2024-09-07 07:15:00,S3M_Table1.dat,,,480.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-09-09 01:30:00,2024-09-09 07:15:00,S3M_Table1.dat,,,345.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-09-10 03:00:00,2024-09-10 07:15:00,S3M_Table1.dat,,,255.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-09-11 01:00:00,2024-09-11 07:30:00,S3M_Table1.dat,,,390.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-09-12 03:45:00,2024-09-12 07:30:00,S3M_Table1.dat,,,225.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-09-13 23:45:00,2024-09-14 02:15:00,S3M_Table1.dat,,,150.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-09-15 03:00:00,2024-09-15 07:30:00,S3M_Table1.dat,,,270.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-09-16 05:15:00,2024-09-16 07:30:00,S3M_Table1.dat,,,135.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-09-17 05:15:00,2024-09-17 08:00:00,S3M_Table1.dat,,,165.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-09-18 03:45:00,2024-09-18 07:30:00,S3M_Table1.dat,,,225.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-09-18 22:00:00,2024-09-19 07:30:00,S3M_Table1.dat,,,570.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-09-20 00:30:00,2024-09-20 07:30:00,S3M_Table1.dat,,,420.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-09-20 23:15:00,2024-09-21 07:30:00,S3M_Table1.dat,,,495.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-10-26 22:15:00,2024-10-27 08:00:00,S3M_Table1.dat,,,585.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-10-27 23:30:00,2024-10-28 08:15:00,S3M_Table1.dat,,,525.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-10-29 01:15:00,2024-10-29 08:15:00,S3M_Table1.dat,,,420.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-10-30 03:00:00,2024-10-30 08:30:00,S3M_Table1.dat,,,330.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-10-31 04:30:00,2024-10-31 08:15:00,S3M_Table1.dat,,,225.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-11-01 04:15:00,2024-11-01 08:30:00,S3M_Table1.dat,,,255.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-11-02 04:45:00,2024-11-02 08:15:00,S3M_Table1.dat,,,210.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-11-03 05:45:00,2024-11-03 08:30:00,S3M_Table1.dat,,,165.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-11-04 06:00:00,2024-11-04 08:30:00,S3M_Table1.dat,,,150.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-11-05 05:00:00,2024-11-05 08:30:00,S3M_Table1.dat,,,210.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-11-06 05:45:00,2024-11-06 08:30:00,S3M_Table1.dat,,,165.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-11-07 03:30:00,2024-11-07 08:30:00,S3M_Table1.dat,,,300.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-11-08 06:15:00,2024-11-08 09:00:00,S3M_Table1.dat,,,165.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-11-09 06:15:00,2024-11-09 08:30:00,S3M_Table1.dat,,,135.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-11-10 03:45:00,2024-11-10 08:30:00,S3M_Table1.dat,,,285.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-11-11 02:45:00,2024-11-11 08:30:00,S3M_Table1.dat,,,345.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-11-12 02:00:00,2024-11-12 08:15:00,S3M_Table1.dat,,,375.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-11-13 00:15:00,2024-11-13 08:45:00,S3M_Table1.dat,,,510.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-11-13 19:15:00,2024-11-14 08:00:00,S3M_Table1.dat,,,765.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-11-16 00:00:00,2024-11-16 08:30:00,S3M_Table1.dat,,,510.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-11-20 05:00:00,2024-11-20 07:45:00,S3M_Table1.dat,,,165.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-12-11 05:30:00,2024-12-11 09:15:00,S3M_Table1.dat,,,225.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-12-12 06:00:00,2024-12-12 09:15:00,S3M_Table1.dat,,,195.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-12-14 06:30:00,2024-12-14 09:15:00,S3M_Table1.dat,,,165.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-12-16 05:45:00,2024-12-16 09:00:00,S3M_Table1.dat,,,195.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-12-17 21:30:00,2024-12-18 09:15:00,S3M_Table1.dat,,,705.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-12-18 23:30:00,2024-12-19 08:15:00,S3M_Table1.dat,,,525.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-12-19 23:30:00,2024-12-20 08:30:00,S3M_Table1.dat,,,540.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-12-20 19:30:00,2024-12-21 04:45:00,S3M_Table1.dat,,,555.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-12-30 21:30:00,2024-12-31 02:15:00,S3M_Table1.dat,,,285.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2024-12-31 20:45:00,2025-01-01 05:00:00,S3M_Table1.dat,,,495.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2025-01-01 17:30:00,2025-01-02 02:00:00,S3M_Table1.dat,,,510.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2025-01-10 00:00:00,2025-01-10 04:45:00,S3M_Table1.dat,,,285.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2025-01-12 01:00:00,2025-01-12 04:45:00,S3M_Table1.dat,,,225.0,,
S3M,2025,biochar_app/data-raw/datfiles_2025/S3M_Table1.dat,main,gap,info,2025-01-12 17:15:00,2025-01-13 04:45:00,S3M_Table1.dat,,,690.0,,
