logger_tag,year,file,file_row_idx,prev_time,time,gap_min,event_type,event_class
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,5009,2023-08-04 18:45:00,2023-08-05 08:00:00,795.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,5051,2023-08-05 18:45:00,2023-08-06 08:00:00,795.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,5094,2023-08-06 18:45:00,2023-08-07 08:00:00,795.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,5138,2023-08-07 18:45:00,2023-08-08 08:00:00,795.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,5182,2023-08-08 18:45:00,2023-08-09 08:15:00,810.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,5225,2023-08-09 18:45:00,2023-08-10 08:30:00,825.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,5266,2023-08-10 18:30:00,2023-08-11 08:15:00,825.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,5309,2023-08-11 18:45:00,2023-08-12 09:00:00,855.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,5348,2023-08-12 18:30:00,2023-08-13 08:15:00,825.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,5391,2023-08-13 18:45:00,2023-08-14 08:15:00,810.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,5435,2023-08-14 19:00:00,2023-08-15 08:15:00,795.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,5478,2023-08-15 18:45:00,2023-08-16 08:15:00,810.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,5520,2023-08-16 18:45:00,2023-08-17 08:15:00,810.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,5561,2023-08-17 18:30:00,2023-08-18 08:30:00,840.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,5602,2023-08-18 18:30:00,2023-08-19 08:15:00,825.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,5648,2023-08-19 19:30:00,2023-08-20 08:15:00,765.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,5694,2023-08-20 19:30:00,2023-08-21 08:15:00,765.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,5740,2023-08-21 19:30:00,2023-08-22 08:15:00,765.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,5784,2023-08-22 19:00:00,2023-08-23 08:30:00,810.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,5828,2023-08-23 19:15:00,2023-08-24 09:15:00,840.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,5862,2023-08-24 17:30:00,2023-08-25 09:00:00,930.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,5901,2023-08-25 18:30:00,2023-08-26 08:15:00,825.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,5941,2023-08-26 18:15:00,2023-08-27 09:15:00,900.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,5979,2023-08-27 18:30:00,2023-08-28 08:15:00,825.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,6021,2023-08-28 18:30:00,2023-08-29 08:15:00,825.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,6063,2023-08-29 18:30:00,2023-08-30 08:15:00,825.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,6105,2023-08-30 18:30:00,2023-08-31 08:15:00,825.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,6147,2023-08-31 18:30:00,2023-09-01 09:00:00,870.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,6182,2023-09-01 17:30:00,2023-09-02 09:15:00,945.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,6215,2023-09-02 17:45:00,2023-09-03 08:15:00,870.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,6253,2023-09-03 18:30:00,2023-09-04 08:15:00,825.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,6258,2023-09-04 09:15:00,2023-09-04 10:30:00,75.0,setclock_forward,clock
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,6291,2023-09-04 18:30:00,2023-09-05 08:15:00,825.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,6333,2023-09-05 18:30:00,2023-09-06 08:30:00,840.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,6374,2023-09-06 18:30:00,2023-09-07 08:30:00,840.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,6415,2023-09-07 18:30:00,2023-09-08 08:30:00,840.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,6456,2023-09-08 18:30:00,2023-09-09 08:30:00,840.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,6496,2023-09-09 18:30:00,2023-09-10 08:30:00,840.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,6530,2023-09-10 17:00:00,2023-09-11 08:30:00,930.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,6571,2023-09-11 18:30:00,2023-09-12 08:30:00,840.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,6611,2023-09-12 18:15:00,2023-09-13 08:30:00,855.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,6647,2023-09-13 17:15:00,2023-09-14 08:15:00,900.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,6684,2023-09-14 17:15:00,2023-09-15 08:30:00,915.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,6723,2023-09-15 18:00:00,2023-09-16 08:30:00,870.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,6763,2023-09-16 18:15:00,2023-09-17 08:30:00,855.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,6803,2023-09-17 18:15:00,2023-09-18 08:45:00,870.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,6815,2023-09-18 11:30:00,2023-09-18 13:45:00,135.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,6832,2023-09-18 18:00:00,2023-09-19 08:45:00,885.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,6870,2023-09-19 18:30:00,2023-09-20 08:45:00,855.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,6904,2023-09-20 17:15:00,2023-09-21 08:45:00,930.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,6943,2023-09-21 18:15:00,2023-09-22 08:45:00,870.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,6982,2023-09-22 18:15:00,2023-09-23 08:45:00,870.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,7020,2023-09-23 18:30:00,2023-09-24 08:45:00,855.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,7059,2023-09-24 18:15:00,2023-09-25 08:45:00,870.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,7098,2023-09-25 18:15:00,2023-09-26 08:45:00,870.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,7137,2023-09-26 18:15:00,2023-09-27 08:45:00,870.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,7176,2023-09-27 18:15:00,2023-09-28 08:45:00,870.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,7215,2023-09-28 18:15:00,2023-09-29 08:45:00,870.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,7254,2023-09-29 18:15:00,2023-09-30 08:45:00,870.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1.dat,7291,2023-09-30 17:45:00,2023-10-01 08:45:00,900.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1_late2023_withBattV.dat,11,2023-10-03 17:45:00,2023-10-04 08:45:00,900.0,downtime_gap,downtime
S3M,2023,biochar_app/data-raw/datfiles_2023/S3M_Table1_late2023_withBattV.dat,3193,2023-11-06 12:00:00,2023-12-15 08:45:00,55965.0,downtime_gap,downtime
S3T,2023,biochar_app/data-raw/datfiles_2023/S3T_Table1.dat,11,2023-04-23 17:15:00,2023-04-25 17:00:00,2865.0,downtime_gap,downtime
S3T,2023,biochar_app/data-raw/datfiles_2023/S3T_Table1.dat,24,2023-04-25 20:00:00,2023-04-26 10:00:00,840.0,downtime_gap,downtime
S3T,2023,biochar_app/data-raw/datfiles_2023/S3T_Table1.dat,29,2023-04-26 11:00:00,2023-04-29 12:45:00,4425.0,downtime_gap,downtime
S3T,2023,biochar_app/data-raw/datfiles_2023/S3T_Table1.dat,973,2023-05-09 08:30:00,2023-05-13 08:15:00,5745.0,downtime_gap,downtime
S3T,2023,biochar_app/data-raw/datfiles_2023/S3T_Table1.dat,1108,2023-05-14 17:45:00,2023-05-16 11:00:00,2475.0,downtime_gap,downtime
S3T,2023,biochar_app/data-raw/datfiles_2023/S3T_Table1_late2023_withBattV.dat,2412,2023-11-06 12:15:00,2023-12-04 10:30:00,40215.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,901,2023-05-08 12:00:00,2023-05-15 17:00:00,10380.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,4371,2023-06-20 20:15:00,2023-06-21 04:15:00,480.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,4436,2023-06-21 20:15:00,2023-06-22 08:30:00,735.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,4483,2023-06-22 20:00:00,2023-06-23 08:30:00,750.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,4530,2023-06-23 20:00:00,2023-06-24 08:45:00,765.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,4576,2023-06-24 20:00:00,2023-06-25 08:45:00,765.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,4622,2023-06-25 20:00:00,2023-06-26 08:45:00,765.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,4668,2023-06-26 20:00:00,2023-06-27 08:45:00,765.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,4714,2023-06-27 20:00:00,2023-06-28 08:45:00,765.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,4760,2023-06-28 20:00:00,2023-06-29 08:45:00,765.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,4804,2023-06-29 19:30:00,2023-06-30 08:45:00,795.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,4848,2023-06-30 19:30:00,2023-07-01 08:45:00,795.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,4895,2023-07-01 20:15:00,2023-07-02 08:30:00,735.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,4943,2023-07-02 20:15:00,2023-07-03 08:45:00,750.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,4986,2023-07-03 19:15:00,2023-07-04 08:45:00,810.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,5032,2023-07-04 20:00:00,2023-07-05 08:45:00,765.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,5078,2023-07-05 20:00:00,2023-07-06 08:45:00,765.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,5124,2023-07-06 20:00:00,2023-07-07 08:45:00,765.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,5170,2023-07-07 20:00:00,2023-07-08 08:45:00,765.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,5216,2023-07-08 20:00:00,2023-07-09 08:45:00,765.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,5261,2023-07-09 19:45:00,2023-07-10 08:45:00,780.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,5307,2023-07-10 20:00:00,2023-07-11 08:45:00,765.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,5353,2023-07-11 20:00:00,2023-07-12 08:45:00,765.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,5398,2023-07-12 19:45:00,2023-07-13 08:45:00,780.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,5443,2023-07-13 19:45:00,2023-07-14 08:45:00,780.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,5491,2023-07-14 20:30:00,2023-07-15 08:45:00,735.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,5536,2023-07-15 19:45:00,2023-07-16 08:45:00,780.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,5582,2023-07-16 20:00:00,2023-07-17 08:45:00,765.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,5628,2023-07-17 20:00:00,2023-07-18 08:00:00,720.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,5675,2023-07-18 19:30:00,2023-07-19 08:45:00,795.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,5720,2023-07-19 19:45:00,2023-07-20 08:45:00,780.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,5765,2023-07-20 19:45:00,2023-07-21 08:45:00,780.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,5810,2023-07-21 19:45:00,2023-07-22 08:45:00,780.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,5855,2023-07-22 19:45:00,2023-07-23 08:45:00,780.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,5901,2023-07-23 20:00:00,2023-07-24 08:45:00,765.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,5947,2023-07-24 20:00:00,2023-07-25 08:45:00,765.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,5992,2023-07-25 19:45:00,2023-07-26 08:45:00,780.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,6037,2023-07-26 19:45:00,2023-07-27 08:30:00,765.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,6082,2023-07-27 19:30:00,2023-07-28 08:30:00,780.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,6125,2023-07-28 19:00:00,2023-07-29 08:15:00,795.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,6166,2023-07-29 19:00:00,2023-07-30 08:30:00,810.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,6206,2023-07-30 19:00:00,2023-07-31 09:00:00,840.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,6248,2023-07-31 19:15:00,2023-08-01 08:30:00,795.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,6291,2023-08-01 19:15:00,2023-08-02 08:30:00,795.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,6327,2023-08-02 18:30:00,2023-08-03 08:30:00,840.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,6369,2023-08-03 19:15:00,2023-08-04 08:30:00,795.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,6413,2023-08-04 19:15:00,2023-08-05 08:30:00,795.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,6457,2023-08-05 19:15:00,2023-08-06 08:30:00,795.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,6501,2023-08-06 19:15:00,2023-08-07 08:30:00,795.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,6544,2023-08-07 19:00:00,2023-08-08 08:30:00,810.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,6588,2023-08-08 19:15:00,2023-08-09 08:30:00,795.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,6631,2023-08-09 19:00:00,2023-08-10 08:30:00,810.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,6672,2023-08-10 18:30:00,2023-08-11 08:30:00,840.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,6714,2023-08-11 18:45:00,2023-08-12 09:15:00,870.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,6753,2023-08-12 19:00:00,2023-08-13 08:30:00,810.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,6796,2023-08-13 19:15:00,2023-08-14 08:30:00,795.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,6839,2023-08-14 19:00:00,2023-08-15 08:45:00,825.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,6881,2023-08-15 19:00:00,2023-08-16 08:45:00,825.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,6922,2023-08-16 18:45:00,2023-08-17 08:45:00,840.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,6960,2023-08-17 18:30:00,2023-08-18 08:30:00,840.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,7003,2023-08-18 19:00:00,2023-08-19 08:45:00,825.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,7047,2023-08-19 19:30:00,2023-08-20 08:45:00,795.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,7091,2023-08-20 19:30:00,2023-08-21 08:45:00,795.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,7135,2023-08-21 19:30:00,2023-08-22 09:15:00,825.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,7176,2023-08-22 19:15:00,2023-08-23 08:45:00,810.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,7219,2023-08-23 19:15:00,2023-08-24 09:15:00,840.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,7252,2023-08-24 17:15:00,2023-08-25 09:00:00,945.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,7293,2023-08-25 19:00:00,2023-08-26 09:00:00,840.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,7330,2023-08-26 18:15:00,2023-08-27 09:15:00,900.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,7370,2023-08-27 19:00:00,2023-08-28 08:45:00,825.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,7412,2023-08-28 19:00:00,2023-08-29 09:00:00,840.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,7453,2023-08-29 19:00:00,2023-08-30 09:00:00,840.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,7494,2023-08-30 19:00:00,2023-08-31 09:00:00,840.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,7535,2023-08-31 19:00:00,2023-09-01 09:00:00,840.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,7569,2023-09-01 17:15:00,2023-09-02 09:15:00,960.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,7602,2023-09-02 17:45:00,2023-09-03 08:45:00,900.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,7639,2023-09-03 18:45:00,2023-09-04 09:00:00,855.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,7641,2023-09-04 09:15:00,2023-09-04 10:30:00,75.0,setclock_forward,clock
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,7675,2023-09-04 18:45:00,2023-09-05 09:15:00,870.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,7714,2023-09-05 18:45:00,2023-09-06 09:15:00,870.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,7753,2023-09-06 18:45:00,2023-09-07 09:15:00,870.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,7792,2023-09-07 18:45:00,2023-09-08 09:15:00,870.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,7831,2023-09-08 18:45:00,2023-09-09 09:15:00,870.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,7868,2023-09-09 18:30:00,2023-09-10 09:15:00,885.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,7900,2023-09-10 17:00:00,2023-09-11 09:00:00,960.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,7939,2023-09-11 18:30:00,2023-09-12 09:00:00,870.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,7976,2023-09-12 18:15:00,2023-09-13 08:45:00,870.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,8011,2023-09-13 17:15:00,2023-09-14 09:00:00,945.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,8045,2023-09-14 17:15:00,2023-09-15 09:00:00,945.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,8082,2023-09-15 18:00:00,2023-09-16 09:00:00,900.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,8122,2023-09-16 18:45:00,2023-09-17 09:00:00,855.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,8162,2023-09-17 18:45:00,2023-09-18 08:45:00,840.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,8173,2023-09-18 11:30:00,2023-09-18 13:45:00,135.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,8190,2023-09-18 18:00:00,2023-09-19 09:00:00,900.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,8227,2023-09-19 18:30:00,2023-09-20 09:00:00,870.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,8259,2023-09-20 17:15:00,2023-09-20 18:30:00,75.0,setclock_forward,clock
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,8260,2023-09-20 18:30:00,2023-09-21 09:00:00,870.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,8299,2023-09-21 18:30:00,2023-09-22 09:00:00,870.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,8338,2023-09-22 18:30:00,2023-09-23 09:00:00,870.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,8376,2023-09-23 18:30:00,2023-09-24 09:00:00,870.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,8415,2023-09-24 18:30:00,2023-09-25 09:15:00,885.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,8453,2023-09-25 18:30:00,2023-09-26 09:15:00,885.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,8491,2023-09-26 18:30:00,2023-09-27 09:15:00,885.0,downtime_gap,downtime
S4B,2023,biochar_app/data-raw/datfiles_2023/S4B_Table1.dat,8529,2023-09-27 18:30:00,2023-09-28 09:15:00,885.0,downtime_gap,downtime
