src_file,leaf,table,frame_len,frame_hex,anchor_off,anchor_sec_le,anchor_iso,count_be,table_be,frame_number,tcp_stream
_.tsv,_,0,27,bda0016ffd100d0ffd091c00000500033f980000000100005b83bd,,,,,,1,0
_.tsv,_,0,31,bda0016ffd100d0ffd091d00000600033f9800000333000003440000c31ebd,,,,,,4,0
_.tsv,_,0,246,bdaffd00011ffd200d891d00000300000333000542fd3800414f2c6b3eb13b303fa2a9c441c51ad13eafbfd23f9cc0f541b76cda3ec076a13fc035ef41b49ba042fde0c0414d5fae3eac7f1f3f98d20e41b2e50a3eafac7c3f9ce1ba41b8d3c33ec058363fbf93f341b7bf2942fe8980414ee7a73eae05373fa009fe41c965153eaf31f03f9d46f841b9ecda3ebf962f3fbe579041b5ed4942ff3240414cee383ea918b93f9574e141b5f3923eaf221a3f9d816441bb95b63ebf0f583fbfe85b41b9aa3942ffdb00414f3a2b3ea8e8703f98ecf441c545183eae8f1f3f9c982f41ba2dd13ebcddf8753fbcddada841b745830152a2bd,,,,,,6,0
_.tsv,_,0,31,bda0016ffd100d0ffd091e00000600033f980000033800000344000007d2bd,,,,,,7,0
_.tsv,_,0,31,bda0016ffd100d0ffd091f00000600033f980000033d00000344000056dfbd,,,,,,10,0
_.tsv,_,0,31,bda0016ffd100d0ffd092000000600033f9800000342000003440000e983bd,,,,,,13,0
