src_file,leaf,table,frame_len,frame_hex,anchor_off,anchor_sec_le,anchor_iso,signed16_be@20,signed16_be@22,frame_number,tcp_stream
S3T_Table1.tsv,S3T,1,246,bdaffd00011ffd2008892000000200006b01000542fcf8b8415292513ea8cd903f37921f41c5288a3e8a69223f5cf79e41b415a13eca40f03f8e365741b143bb42fcfc3c4152244a3ea8d2cf3f377f5541c551243e8a747d3f5d4d4041b476913eca217b3f8e41b441b165e042fcffc041513dec3ea8d48f3f376f9b41c585d33e8aeb543f5cdac641b4cf433ec9fcc63f8ed7ff41b172a142fd0344414fbcdcd43ea8d48e3f37690c41c574bcdc3e8b0acb3f5c733c41b524e93eca225b3f8e7aef41b1874742fd06c8414f447d3ea8de2b3f373dcc41c5752d3e8b2e9c3f5d7e3041b58f443ec9f9493f8ef93341b19ca901df83bd,24,1368543809,2033-05-14T15:03:29+00:00,,,21,0
S3T_Table1.tsv,S3T,1,31,bda0016ffd10080ffd092100000600022c7900006b0600006d970000a9d0bd,12,33555968,1991-01-24T09:06:08+00:00,27398,0,22,0
S3T_Table1.tsv,S3T,1,246,bdaffd00011ffd2008892100000200006b06000542fd0a4c414f3a2b3ea8d8ee3f373abcdc41c564123e8b1ee23f5da82041b5ddd33eca6e603f8eb23441b1b68942fd0dd0414ec8b43ea8842a3f370dbcdd41c53dcf3e8b3e573f5df88541b62f643eca65a33f8ec6f441b1c94b42fd1154414e9f723ea890653f36cd1341c4f5553e8b9a163f5d9cc441b67cd43eca26b73f8f57cb41b1d31442fd14d8414e53ce3ea89e613f368a3b41c4b1dd3e8b8c1c3f5dcb1441b6cc8d3eca1edb3f8f6b3b41b1f7dd42fd185c414e316b3ea8afdc3f3637a641c45ca13e8b827f3f5eb15341b705b93ecaa2ce3f8ef6cc41b2019201f581bd,20,1275788610,2030-06-06T01:43:30+00:00,,,24,0
S3T_Table1.tsv,S3T,1,31,bda0016ffd10080ffd092200000600022c7900006b0b00006d97000044d5bd,12,33555968,1991-01-24T09:06:08+00:00,27403,0,25,0
S3T_Table1.tsv,S3T,1,244,bdaffd00011ffd2008892200000200006b0b000542fd1be0414e1cca3ea86ad23f35dda541c3f1513e8bde3f3f5e3e6d41b747363eca9a113f8f331741b220c442fd1f64414dfdd83ea868343f35a0eb41c3793a3e8b97793f5f16b041b78bae3eca70203f8f995341b24a6942fd22e8414dc3643ea866743f35540541c2f0853e8bc5c93f5e88b441b7b9f53eca8cf63f8f502441b2614f42fd266c414deca73ea82da73f34dcc041c26bf33e8bcb053f5f735141b7e59f3eca56c73f8fd1e741b27dd742fd29f0414d82103ea83f223f34847e41c1ddaa3e8bed1b3f5f876b41b819193ecaa3ad3f8ff70b41b2969b012ad7bd,16,83889003,1992-08-28T22:30:03+00:00,,,27,0
S3T_Table1.tsv,S3T,1,31,bda0016ffd10080ffd092300000600022c7900006b1000006d970000d161bd,12,33555968,1991-01-24T09:06:08+00:00,27408,0,28,0
S3T_Table1.tsv,S3T,1,245,bdaffd00011ffd2008892300000200006b10000542fd2d74414d3d4c3ea812923f33d3fb41c139d93e8be6fd3f5f9db341b83d9b3eca9a113f901c2e41b2b7a642fd30f8414d366c3ea803b73f33b33641c0a77c3e8bde403f5fb93741b85bc73eca97723f90228341b2be6542fd347c414d1e5a3ea7e1a23f33538741bfffff3e8c00533f5f47a141b87cdc3ecab8a53f8fd17941b2e27442fd3800414d17793ea7ca0b3f32df5141bf669a3e8c02123f5f465041b89a3b3eca8dd53f9064ed41b30b0142fd3b84414d253a3ea7bcdcef3f3274b641bec1e33e8c00543f5f4e9e41b8a6a33ecae1b93f90608e41b3170c01f222bd,20,1949171010,2051-10-07T20:23:30+00:00,,,30,0
S3T_Table1.tsv,S3T,1,31,bda0016ffd10080ffd092400000600022c7900006b1500006d970000f3a3bd,12,33555968,1991-01-24T09:06:08+00:00,27413,0,31,0
S3T_Table1.tsv,S3T,1,247,bdaffd00011ffd2008892400000200006b15000542fd3f08414c9bb23ea78dc03f3217a541be13d03e8b8f9b3f60beef41b8b13a3ecad11d3f90831241b3363142fd428c414cb7343ea7a2b93f31b24941bcdd6dac3e8bf4193f60b71041b8ae2f3ecb04ac3f9009d541b34d7942fd4610414cc4f53ea77c443f313c5241bcdcce753e8c756b3f5f552c41b8bfdf3ecabec43f90ac9441b376c442fd4994414c64ae3ea76acb3f30c73a41bcdc18433e8c6e6e3f5f6f6141b8b1933ecb279f3f8fb6d241b3886a42fd4d18414cace43ea75cd03f30663d41bb829d3e8cb1b63f5e9c5c41b8b0743ecae6153f904e6d41b39473016f72bd,20,138411330,1994-05-21T23:35:30+00:00,,,33,0
S3T_Table1.tsv,S3T,1,31,bda0016ffd10080ffd092500000600022c7900006b1a00006d97000037e8bd,12,33555968,1991-01-24T09:06:08+00:00,27418,0,34,0
