DateTime,Epoch,ByteLen,PayloadHex
2025-08-20 14:02:54.122112+00:00,1755698574.122112,247,bdaffd00011ffd2009890f0000020000fb78000543062c30412abfa33e19a4163e7b1af341bbf83f3e6942a73ec4deee41b76e513ea6c1463ee01e9641b1bf3043062fb4412a7ade3e19b2113e7ab3d641bbac7b3e693baa3ec4f68641b76ded3ea6b96a3ee0948d41b1eb7d43063338412a09673e19c00b3e7a2d4741bb634d3e6949a53ec4b09e41b769173ea6ba493ee0869041b1f5a1430636bcdc4128a0613e19d5053e79aa3441bb1a363e6955e03ec4824f41b778df3ea6bcdc093ee06c5a41b20b6043063a404129569c3e1988203e7975c541babf033e69595f3ec4a54441b772c93ea6bcddc73ee0735941b21e8b010393bd
2025-08-20 14:02:54.131657+00:00,1755698574.131657,31,bda0016ffd10090ffd091000000600022c790000fb7d0000fb9600002b69bd
2025-08-20 14:02:55.529418+00:00,1755698575.529418,244,bdaffd00011ffd200989100000020000fb7d000543063dc44128bf533e19961b3e79708641ba64303e69c23c3ec485cd41b774ae3ea6b88a3ee09f0741b248f0430641484128771e3e1924823e78961341ba168e3e6a29573ec484ee41b770f33ea6b42c3ee0dfb441b25483430644cc412771ce3e1930be3e7843f141b9b67e3e6a33d53ec44ec141b764873ea6aeed3ee0d61741b2627743064850412650fc3e193b3c3e77ec8e41b95c253e6a29573ec47b5141b7744d3ea67a803ee09fea41b265d343064bd441257f3e3e194af53e7773f941b902273e6a1d1b3ec4b4fe41b752e03ea65cca3ee091ed41b27896012d79bd
2025-08-20 14:02:55.536132+00:00,1755698575.536132,31,bda0016ffd10090ffd091100000600022c790000fb820000fb9600001a57bd
2025-08-20 14:02:57.114002+00:00,1755698577.114002,246,bdaffd00011ffd200989110000020000fb82000543064f58412408773e19636d3e76be3941b8a7663e6a41cf3ec40b7741b73b2f3ea65da93ee0972a41b2873c430652dc412492003e195fef3e76e9e941b845273e6a32143ec462da41b729203ea65cca3ee077b741b28e5b43065660412405073e1926413e760bf441b7de743e6a2e953ec4737341b7243a3ea662063ee0584141b2987f430659e44125c4033e18b2eb3e75a31a41b77dbcdd3e6a5a463ec3d54b41b6f5313ea65f693ee06d3a41b29dc043065d684123e9853e18bcdd653e756b2d41b71b323e6a4e0a3ec40e1741b6e2033ea662e73ee0354e41b29fa5013d45bd
2025-08-20 14:02:57.121851+00:00,1755698577.121851,31,bda0016ffd10090ffd091200000600022c790000fb870000fb96000001edbd
2025-08-20 14:02:58.305259+00:00,1755698578.305259,244,bdaffd00011ffd200989120000020000fb870005430660ec4125483b3e18cd203e74d32341b6b9ce3e6a6a013ec416d441b6d4153ea669063ee00dfb41b2ad23430664704122ee853e18f0143e73e3b541b6591a3e6a84393ec4302b41b6b72d3ea65f693ee06b7c41b2b3ee430667f44122c5433e18ec953e73f8af41b5f4bf3e6ab8a63ec3ab5941b6a08c3ea667463ee01b1741b29b2043066b7841234ecb3e18f1d33e73d5bb41b596063e6b17043ec3c3cf41b674343ea663c73ee04ce541b2a90c43066efc412317c83e18fa903e73951141b538703e6b0c8a3ec3673141b64ddd3ea666663ee007de41b29703014abebd
2025-08-20 14:02:58.311492+00:00,1755698578.311492,31,bda0016ffd10090ffd091300000600022c790000fb8c0000fb960000637dbd
2025-08-20 14:02:59.552607+00:00,1755698579.552607,244,bdaffd00011ffd200989130000020000fb8c00054306728041234b5b3e1843113e732df541b4d7de3e6b25003ec3752c41b61e7e3ea669e53ee001bf41b296494306760441231ea93e18510c3e724ac441b47c953e6b4ef23ec2f9f741b601253ea669053ee008bf41b28f7c43067988412ae8e53e185d473e71dcab41b420ef3e6b4d323ec308d241b5e5563ea66c833edfbf5541b28b5b43067d0c412420883e1875bf3e715b5641b3b7b53e6b55ef3ec2e17f41b5bea13ea669e43edfe94941b2837c430680904122dd543e186b433e718c4641b3633f3e6b65ab3ec2a45641b581b63ea669053edff4a341b27d7901f19fbd
2025-08-20 14:02:59.557803+00:00,1755698579.557803,31,bda0016ffd10090ffd091400000600022c790000fb910000fb9600004c5cbd
2025-08-20 14:03:00.801152+00:00,1755698580.801152,244,bdaffd00011ffd200989140000020000fb91000543068414412390203e18793f3e7134e541b304ff3e6b6ae93ec27de241b559dc3ea66d633edfb07c41b278314306879841259ac03e18873a3e70a75541b2a2433e6b57af3ec2c90941b5374e3ea669043edfdb4e41b274d243068b1c4130302a3e188aba3e70995c41b23fe53e6b6ca63ec2656b41b4f1093ea66d633edfac1d41b2554a43068ea041326aed3e17ddb53e704ff541b1f2f63e6b676b3ec28f5d41b4d1d63ea674613edf46c041b248f1430692244135b1e33e17d8773e6fa2f141b197c93e6b65a93ec2592f41b49afa3ea672a13edf743041b22cbf009145bd
