OrigRowIndex,TimestampUTC,TimestampLocal,MatchScore,BattV_Min,VWC_1_Avg,EC_1_Avg,T_1_Avg,VWC_2_Avg,EC_2_Avg,T_2_Avg,VWC_3_Avg,EC_3_Avg,T_3_Avg
136,2025-08-24 21:00:00,2025-08-24 15:00:00-0600,0.0,12.780455589294434,0.07868001610040665,0.12922000885009766,21.32990837097168,0.16274665296077728,0.2880200147628784,23.920679092407227,0.34457334876060486,1.2238132953643799,24.08805274963379
132,2025-08-24 21:15:00,2025-08-24 15:15:00-0600,0.0,12.780455589294434,0.07868001610040665,0.12922000885009766,21.32990837097168,0.16274665296077728,0.2880200147628784,23.920679092407227,0.34457334876060486,1.2238132953643799,24.08805274963379
135,2025-08-24 21:15:00,2025-08-24 15:15:00-0600,0.0,12.779616355895996,0.07955333590507507,0.1296066790819168,21.379077911376953,0.16276665031909943,0.2879866659641266,23.957746505737305,0.34467998147010803,1.2232133150100708,24.085832595825195
128,2025-08-24 21:30:00,2025-08-24 15:30:00-0600,0.0,12.780455589294434,0.07868001610040665,0.12922000885009766,21.32990837097168,0.16274665296077728,0.2880200147628784,23.920679092407227,0.34457334876060486,1.2238132953643799,24.08805274963379
131,2025-08-24 21:30:00,2025-08-24 15:30:00-0600,0.0,12.779616355895996,0.07955333590507507,0.1296066790819168,21.379077911376953,0.16276665031909943,0.2879866659641266,23.957746505737305,0.34467998147010803,1.2232133150100708,24.085832595825195
134,2025-08-24 21:30:00,2025-08-24 15:30:00-0600,0.0,12.779616355895996,0.07912667840719223,0.1300000101327896,21.450559616088867,0.16263334453105927,0.2889400124549866,24.00554656982422,0.34462663531303406,1.223460078239441,24.097286224365234
124,2025-08-24 21:45:00,2025-08-24 15:45:00-0600,0.0,12.780455589294434,0.07868001610040665,0.12922000885009766,21.32990837097168,0.16274665296077728,0.2880200147628784,23.920679092407227,0.34457334876060486,1.2238132953643799,24.08805274963379
127,2025-08-24 21:45:00,2025-08-24 15:45:00-0600,0.0,12.779616355895996,0.07955333590507507,0.1296066790819168,21.379077911376953,0.16276665031909943,0.2879866659641266,23.957746505737305,0.34467998147010803,1.2232133150100708,24.085832595825195
130,2025-08-24 21:45:00,2025-08-24 15:45:00-0600,0.0,12.779616355895996,0.07912667840719223,0.1300000101327896,21.450559616088867,0.16263334453105927,0.2889400124549866,24.00554656982422,0.34462663531303406,1.223460078239441,24.097286224365234
120,2025-08-24 22:00:00,2025-08-24 16:00:00-0600,0.0,12.780455589294434,0.07868001610040665,0.12922000885009766,21.32990837097168,0.16274665296077728,0.2880200147628784,23.920679092407227,0.34457334876060486,1.2238132953643799,24.08805274963379
123,2025-08-24 22:00:00,2025-08-24 16:00:00-0600,0.0,12.779616355895996,0.07955333590507507,0.1296066790819168,21.379077911376953,0.16276665031909943,0.2879866659641266,23.957746505737305,0.34467998147010803,1.2232133150100708,24.085832595825195
126,2025-08-24 22:00:00,2025-08-24 16:00:00-0600,0.0,12.779616355895996,0.07912667840719223,0.1300000101327896,21.450559616088867,0.16263334453105927,0.2889400124549866,24.00554656982422,0.34462663531303406,1.223460078239441,24.097286224365234
116,2025-08-24 22:15:00,2025-08-24 16:15:00-0600,0.0,12.780455589294434,0.07868001610040665,0.12922000885009766,21.32990837097168,0.16274665296077728,0.2880200147628784,23.920679092407227,0.34457334876060486,1.2238132953643799,24.08805274963379
119,2025-08-24 22:15:00,2025-08-24 16:15:00-0600,0.0,12.779616355895996,0.07955333590507507,0.1296066790819168,21.379077911376953,0.16276665031909943,0.2879866659641266,23.957746505737305,0.34467998147010803,1.2232133150100708,24.085832595825195
122,2025-08-24 22:15:00,2025-08-24 16:15:00-0600,0.0,12.779616355895996,0.07912667840719223,0.1300000101327896,21.450559616088867,0.16263334453105927,0.2889400124549866,24.00554656982422,0.34462663531303406,1.223460078239441,24.097286224365234
112,2025-08-24 22:30:00,2025-08-24 16:30:00-0600,0.0,12.780455589294434,0.07868001610040665,0.12922000885009766,21.32990837097168,0.16274665296077728,0.2880200147628784,23.920679092407227,0.34457334876060486,1.2238132953643799,24.08805274963379
115,2025-08-24 22:30:00,2025-08-24 16:30:00-0600,0.0,12.779616355895996,0.07955333590507507,0.1296066790819168,21.379077911376953,0.16276665031909943,0.2879866659641266,23.957746505737305,0.34467998147010803,1.2232133150100708,24.085832595825195
118,2025-08-24 22:30:00,2025-08-24 16:30:00-0600,0.0,12.779616355895996,0.07912667840719223,0.1300000101327896,21.450559616088867,0.16263334453105927,0.2889400124549866,24.00554656982422,0.34462663531303406,1.223460078239441,24.097286224365234
108,2025-08-24 22:45:00,2025-08-24 16:45:00-0600,0.0,12.780455589294434,0.07868001610040665,0.12922000885009766,21.32990837097168,0.16274665296077728,0.2880200147628784,23.920679092407227,0.34457334876060486,1.2238132953643799,24.08805274963379
111,2025-08-24 22:45:00,2025-08-24 16:45:00-0600,0.0,12.779616355895996,0.07955333590507507,0.1296066790819168,21.379077911376953,0.16276665031909943,0.2879866659641266,23.957746505737305,0.34467998147010803,1.2232133150100708,24.085832595825195
114,2025-08-24 22:45:00,2025-08-24 16:45:00-0600,0.0,12.779616355895996,0.07912667840719223,0.1300000101327896,21.450559616088867,0.16263334453105927,0.2889400124549866,24.00554656982422,0.34462663531303406,1.223460078239441,24.097286224365234
