timestamp,BattV_Min_S1_T,VWC_1_raw_S1_T,EC_1_raw_S1_T,T_1_raw_S1_T,VWC_2_raw_S1_T,EC_2_raw_S1_T,T_2_raw_S1_T,VWC_3_raw_S1_T,EC_3_raw_S1_T,T_3_raw_S1_T,BattV_Min_S1_M,VWC_1_raw_S1_M,EC_1_raw_S1_M,T_1_raw_S1_M,VWC_2_raw_S1_M,EC_2_raw_S1_M,T_2_raw_S1_M,VWC_3_raw_S1_M,EC_3_raw_S1_M,T_3_raw_S1_M,BattV_Min_S1_B,VWC_1_raw_S1_B,EC_1_raw_S1_B,T_1_raw_S1_B,VWC_2_raw_S1_B,EC_2_raw_S1_B,T_2_raw_S1_B,VWC_3_raw_S1_B,EC_3_raw_S1_B,T_3_raw_S1_B,BattV_Min_S2_T,VWC_1_raw_S2_T,EC_1_raw_S2_T,T_1_raw_S2_T,VWC_2_raw_S2_T,EC_2_raw_S2_T,T_2_raw_S2_T,VWC_3_raw_S2_T,EC_3_raw_S2_T,T_3_raw_S2_T,BattV_Min_S2_M,VWC_1_raw_S2_M,EC_1_raw_S2_M,T_1_raw_S2_M,VWC_2_raw_S2_M,EC_2_raw_S2_M,T_2_raw_S2_M,VWC_3_raw_S2_M,EC_3_raw_S2_M,T_3_raw_S2_M,BattV_Min_S2_B,VWC_1_raw_S2_B,EC_1_raw_S2_B,T_1_raw_S2_B,VWC_2_raw_S2_B,EC_2_raw_S2_B,T_2_raw_S2_B,VWC_3_raw_S2_B,EC_3_raw_S2_B,T_3_raw_S2_B,BattV_Min_S3_T,VWC_1_raw_S3_T,EC_1_raw_S3_T,T_1_raw_S3_T,VWC_2_raw_S3_T,EC_2_raw_S3_T,T_2_raw_S3_T,VWC_3_raw_S3_T,EC_3_raw_S3_T,T_3_raw_S3_T,BattV_Min_S3_M,VWC_1_raw_S3_M,EC_1_raw_S3_M,T_1_raw_S3_M,VWC_2_raw_S3_M,EC_2_raw_S3_M,T_2_raw_S3_M,VWC_3_raw_S3_M,EC_3_raw_S3_M,T_3_raw_S3_M,BattV_Min_S3_B,VWC_1_raw_S3_B,EC_1_raw_S3_B,T_1_raw_S3_B,VWC_2_raw_S3_B,EC_2_raw_S3_B,T_2_raw_S3_B,VWC_3_raw_S3_B,EC_3_raw_S3_B,T_3_raw_S3_B,BattV_Min_S4_T,VWC_1_raw_S4_T,EC_1_raw_S4_T,T_1_raw_S4_T,VWC_2_raw_S4_T,EC_2_raw_S4_T,T_2_raw_S4_T,VWC_3_raw_S4_T,EC_3_raw_S4_T,T_3_raw_S4_T,BattV_Min_S4_M,VWC_1_raw_S4_M,EC_1_raw_S4_M,T_1_raw_S4_M,VWC_2_raw_S4_M,EC_2_raw_S4_M,T_2_raw_S4_M,VWC_3_raw_S4_M,EC_3_raw_S4_M,T_3_raw_S4_M,BattV_Min_S4_B,VWC_1_raw_S4_B,EC_1_raw_S4_B,T_1_raw_S4_B,VWC_2_raw_S4_B,EC_2_raw_S4_B,T_2_raw_S4_B,VWC_3_raw_S4_B,EC_3_raw_S4_B,T_3_raw_S4_B,SWC_vol_L_S1_T_1,SWC_vol_gal_S1_T_1,SWC_vol_L_S1_T_2,SWC_vol_gal_S1_T_2,SWC_vol_L_S1_T_3,SWC_vol_gal_S1_T_3,SWC_vol_L_S1_M_1,SWC_vol_gal_S1_M_1,SWC_vol_L_S1_M_2,SWC_vol_gal_S1_M_2,SWC_vol_L_S1_M_3,SWC_vol_gal_S1_M_3,SWC_vol_L_S1_B_1,SWC_vol_gal_S1_B_1,SWC_vol_L_S1_B_2,SWC_vol_gal_S1_B_2,SWC_vol_L_S1_B_3,SWC_vol_gal_S1_B_3,SWC_vol_L_S2_T_1,SWC_vol_gal_S2_T_1,SWC_vol_L_S2_T_2,SWC_vol_gal_S2_T_2,SWC_vol_L_S2_T_3,SWC_vol_gal_S2_T_3,SWC_vol_L_S2_M_1,SWC_vol_gal_S2_M_1,SWC_vol_L_S2_M_2,SWC_vol_gal_S2_M_2,SWC_vol_L_S2_M_3,SWC_vol_gal_S2_M_3,SWC_vol_L_S2_B_1,SWC_vol_gal_S2_B_1,SWC_vol_L_S2_B_2,SWC_vol_gal_S2_B_2,SWC_vol_L_S2_B_3,SWC_vol_gal_S2_B_3,SWC_vol_L_S3_T_1,SWC_vol_gal_S3_T_1,SWC_vol_L_S3_T_2,SWC_vol_gal_S3_T_2,SWC_vol_L_S3_T_3,SWC_vol_gal_S3_T_3,SWC_vol_L_S3_M_1,SWC_vol_gal_S3_M_1,SWC_vol_L_S3_M_2,SWC_vol_gal_S3_M_2,SWC_vol_L_S3_M_3,SWC_vol_gal_S3_M_3,SWC_vol_L_S3_B_1,SWC_vol_gal_S3_B_1,SWC_vol_L_S3_B_2,SWC_vol_gal_S3_B_2,SWC_vol_L_S3_B_3,SWC_vol_gal_S3_B_3,SWC_vol_L_S4_T_1,SWC_vol_gal_S4_T_1,SWC_vol_L_S4_T_2,SWC_vol_gal_S4_T_2,SWC_vol_L_S4_T_3,SWC_vol_gal_S4_T_3,SWC_vol_L_S4_M_1,SWC_vol_gal_S4_M_1,SWC_vol_L_S4_M_2,SWC_vol_gal_S4_M_2,SWC_vol_L_S4_M_3,SWC_vol_gal_S4_M_3,SWC_vol_L_S4_B_1,SWC_vol_gal_S4_B_1,SWC_vol_L_S4_B_2,SWC_vol_gal_S4_B_2,SWC_vol_L_S4_B_3,SWC_vol_gal_S4_B_3,Tdiff_1_S1_S2_T,Tdiff_2_S1_S2_T,Tdiff_3_S1_S2_T,Tdiff_1_S1_S2_M,Tdiff_2_S1_S2_M,Tdiff_3_S1_S2_M,Tdiff_1_S1_S2_B,Tdiff_2_S1_S2_B,Tdiff_3_S1_S2_B,Tdiff_1_S3_S4_T,Tdiff_2_S3_S4_T,Tdiff_3_S3_S4_T,Tdiff_1_S3_S4_M,Tdiff_2_S3_S4_M,Tdiff_3_S3_S4_M,Tdiff_1_S3_S4_B,Tdiff_2_S3_S4_B,Tdiff_3_S3_S4_B,SWCdiff_gal_S1_S2_T_1,SWCdiff_L_S1_S2_T_1,SWCdiff_gal_S1_S2_T_2,SWCdiff_L_S1_S2_T_2,SWCdiff_gal_S1_S2_T_3,SWCdiff_L_S1_S2_T_3,SWCdiff_gal_S1_S2_M_1,SWCdiff_L_S1_S2_M_1,SWCdiff_gal_S1_S2_M_2,SWCdiff_L_S1_S2_M_2,SWCdiff_gal_S1_S2_M_3,SWCdiff_L_S1_S2_M_3,SWCdiff_gal_S1_S2_B_1,SWCdiff_L_S1_S2_B_1,SWCdiff_gal_S1_S2_B_2,SWCdiff_L_S1_S2_B_2,SWCdiff_gal_S1_S2_B_3,SWCdiff_L_S1_S2_B_3,SWCdiff_gal_S3_S4_T_1,SWCdiff_L_S3_S4_T_1,SWCdiff_gal_S3_S4_T_2,SWCdiff_L_S3_S4_T_2,SWCdiff_gal_S3_S4_T_3,SWCdiff_L_S3_S4_T_3,SWCdiff_gal_S3_S4_M_1,SWCdiff_L_S3_S4_M_1,SWCdiff_gal_S3_S4_M_2,SWCdiff_L_S3_S4_M_2,SWCdiff_gal_S3_S4_M_3,SWCdiff_L_S3_S4_M_3,SWCdiff_gal_S3_S4_B_1,SWCdiff_L_S3_S4_B_1,SWCdiff_gal_S3_S4_B_2,SWCdiff_L_S3_S4_B_2,SWCdiff_gal_S3_S4_B_3,SWCdiff_L_S3_S4_B_3
2025-05-17 10:45:00,13.633,41.242,0.558,58.627,42.131,0.464,58.644,44.84,0.541,59.045,13.539,39.145,0.438,57.289,37.626,0.421,57.862,40.575,0.497,59.01,13.579,32.688,1.112,59.222,34.847,1.542,61.055,31.321,1.662,61.807,13.463,49.487,0.61,62.476,44.911,0.504,59.584,41.044,0.369,59.739,13.504,38.754,0.423,57.39,38.324,0.349,57.84,40.929,0.241,57.76,13.563,38.081,0.327,56.62,33.619,0.375,56.61,40.419,0.259,56.704,13.455,24.608,0.38,62.732,26.789,0.59,63.221,39.833,0.714,62.207,12.836,18.299,0.232,63.373,23.691,0.299,61.729,29.437,0.278,60.49,13.436,21.29,0.265,64.326,25.211,0.319,62.876,16.725,0.152,62.04,13.607,12.702,0.188,61.422,23.96,0.398,62.009,31.466,0.361,61.384,13.644,13.845,0.171,59.979,19.474,0.382,60.595,27.743,0.664,60.243,13.446,25.845,0.762,63.363,33.122,1.312,61.69,36.512,1.524,61.597,0.207,0.055,0.212,0.056,0.225,0.06,0.197,0.052,0.189,0.05,0.204,0.054,0.164,0.043,0.175,0.046,0.157,0.042,0.249,0.066,0.226,0.06,0.206,0.055,0.195,0.051,0.193,0.051,0.206,0.054,0.191,0.051,0.169,0.045,0.203,0.054,0.124,0.033,0.135,0.036,0.2,0.053,0.092,0.024,0.119,0.031,0.148,0.039,0.107,0.028,0.127,0.033,0.084,0.022,0.064,0.017,0.12,0.032,0.158,0.042,0.07,0.018,0.098,0.026,0.139,0.037,0.13,0.034,0.166,0.044,0.184,0.048,-3.849,-0.94,-0.694,-0.101,0.021,1.249,2.602,4.445,5.103,1.309,1.211,0.823,3.394,1.134,0.247,0.963,1.187,0.443,-0.011,-0.041,-0.004,-0.014,0.005,0.019,0.001,0.002,-0.001,-0.004,-0.0,-0.002,-0.007,-0.027,0.002,0.006,-0.012,-0.046,0.016,0.06,0.004,0.014,0.011,0.042,0.006,0.022,0.006,0.021,0.002,0.009,-0.006,-0.023,-0.011,-0.04,-0.026,-0.099
2025-05-17 11:00:00,13.608,41.199,0.556,58.6,42.095,0.463,58.69,44.776,0.542,59.039,13.514,38.819,0.435,57.35,37.563,0.423,58.032,40.399,0.491,59.044,13.585,32.789,1.101,59.207,34.833,1.521,60.967,31.335,1.646,61.779,13.462,49.465,0.627,62.881,44.903,0.508,59.747,41.044,0.37,59.784,13.509,38.74,0.423,57.672,38.333,0.351,57.94,40.689,0.24,57.78,13.544,37.775,0.328,56.857,33.499,0.377,56.841,40.354,0.26,56.873,13.434,24.575,0.379,62.641,26.799,0.589,63.191,39.777,0.714,62.211,12.383,18.301,0.232,63.367,23.699,0.299,61.757,29.437,0.278,60.52,13.434,21.28,0.266,64.606,25.173,0.319,62.885,16.726,0.152,62.006,13.566,12.703,0.188,61.382,23.94,0.398,61.967,31.465,0.361,61.381,13.577,13.843,0.171,59.929,19.49,0.38,60.553,27.733,0.664,60.254,13.455,25.847,0.766,63.725,33.112,1.313,61.714,36.293,1.536,61.594,0.207,0.055,0.212,0.056,0.225,0.059,0.195,0.052,0.189,0.05,0.203,0.054,0.165,0.044,0.175,0.046,0.158,0.042,0.249,0.066,0.226,0.06,0.206,0.055,0.195,0.051,0.193,0.051,0.205,0.054,0.19,0.05,0.168,0.044,0.203,0.054,0.124,0.033,0.135,0.036,0.2,0.053,0.092,0.024,0.119,0.031,0.148,0.039,0.107,0.028,0.127,0.033,0.084,0.022,0.064,0.017,0.12,0.032,0.158,0.042,0.07,0.018,0.098,0.026,0.139,0.037,0.13,0.034,0.166,0.044,0.182,0.048,-4.281,-1.057,-0.745,-0.322,0.092,1.264,2.349,4.126,4.907,1.259,1.224,0.829,3.438,1.203,0.266,0.881,1.17,0.411,-0.011,-0.042,-0.004,-0.014,0.005,0.019,0.0,0.0,-0.001,-0.004,-0.0,-0.001,-0.007,-0.025,0.002,0.007,-0.012,-0.045,0.016,0.06,0.004,0.014,0.011,0.042,0.006,0.022,0.006,0.021,0.002,0.009,-0.006,-0.023,-0.011,-0.04,-0.026,-0.098
2025-05-17 11:15:00,13.583,41.131,0.554,58.554,42.049,0.464,58.739,44.75,0.543,59.046,13.493,38.692,0.434,57.437,37.462,0.421,58.165,40.341,0.488,59.074,13.559,32.823,1.09,59.239,35.106,1.487,60.873,31.312,1.632,61.71,13.463,49.466,0.638,63.15,44.943,0.512,59.897,41.044,0.37,59.85,13.5,38.74,0.423,57.968,38.246,0.353,58.018,40.517,0.24,57.798,13.518,37.769,0.331,56.959,33.491,0.379,56.926,40.322,0.262,56.974,13.405,24.545,0.378,62.558,26.736,0.589,63.145,39.813,0.712,62.199,10.95,18.304,0.232,63.367,23.699,0.299,61.785,29.435,0.278,60.539,13.436,21.299,0.267,64.881,25.129,0.319,62.915,16.726,0.152,62.003,13.546,12.707,0.187,61.34,23.945,0.397,61.938,31.467,0.361,61.359,13.541,13.845,0.171,59.87,19.439,0.381,60.53,27.749,0.663,60.231,13.46,25.872,0.77,64.141,33.175,1.313,61.731,36.286,1.536,61.572,0.207,0.055,0.211,0.056,0.225,0.059,0.194,0.051,0.188,0.05,0.203,0.054,0.165,0.044,0.176,0.047,0.157,0.042,0.249,0.066,0.226,0.06,0.206,0.055,0.195,0.051,0.192,0.051,0.204,0.054,0.19,0.05,0.168,0.044,0.203,0.054,0.123,0.033,0.134,0.036,0.2,0.053,0.092,0.024,0.119,0.031,0.148,0.039,0.107,0.028,0.126,0.033,0.084,0.022,0.064,0.017,0.12,0.032,0.158,0.042,0.07,0.018,0.098,0.026,0.139,0.037,0.13,0.034,0.167,0.044,0.182,0.048,-4.596,-1.158,-0.804,-0.531,0.146,1.276,2.279,3.947,4.736,1.217,1.207,0.84,3.497,1.255,0.309,0.74,1.183,0.431,-0.011,-0.042,-0.004,-0.015,0.005,0.019,-0.0,-0.0,-0.001,-0.004,-0.0,-0.001,-0.007,-0.025,0.002,0.008,-0.012,-0.045,0.016,0.06,0.004,0.014,0.011,0.042,0.006,0.022,0.006,0.021,0.002,0.008,-0.006,-0.023,-0.011,-0.04,-0.026,-0.098
2025-05-17 11:30:00,13.557,41.099,0.552,58.515,42.047,0.465,58.734,44.72,0.544,59.059,13.45,38.609,0.434,57.516,37.293,0.418,58.274,40.343,0.487,59.116,13.54,32.735,1.08,59.278,34.809,1.478,60.799,31.259,1.618,61.667,13.454,49.225,0.647,63.327,44.933,0.517,60.021,41.039,0.371,59.916,13.468,38.74,0.422,58.283,38.05,0.354,58.127,40.069,0.237,57.822,13.491,37.757,0.333,57.047,33.453,0.38,57.03,40.32,0.264,57.086,13.385,24.507,0.377,62.497,26.729,0.588,63.095,39.788,0.712,62.177,10.926,18.305,0.231,63.374,23.699,0.299,61.812,29.433,0.279,60.553,13.442,21.327,0.269,65.176,25.129,0.319,62.93,16.723,0.152,61.973,13.513,12.651,0.187,61.305,23.923,0.397,61.896,31.467,0.361,61.35,13.478,13.785,0.17,59.818,19.419,0.379,60.494,27.741,0.664,60.221,13.463,25.881,0.773,64.515,33.195,1.314,61.774,36.293,1.536,61.566,0.207,0.055,0.211,0.056,0.225,0.059,0.194,0.051,0.187,0.05,0.203,0.054,0.165,0.043,0.175,0.046,0.157,0.042,0.247,0.065,0.226,0.06,0.206,0.054,0.195,0.051,0.191,0.051,0.201,0.053,0.19,0.05,0.168,0.044,0.203,0.054,0.123,0.033,0.134,0.035,0.2,0.053,0.092,0.024,0.119,0.031,0.148,0.039,0.107,0.028,0.126,0.033,0.084,0.022,0.064,0.017,0.12,0.032,0.158,0.042,0.069,0.018,0.098,0.026,0.139,0.037,0.13,0.034,0.167,0.044,0.182,0.048,-4.812,-1.287,-0.858,-0.767,0.146,1.294,2.232,3.769,4.581,1.192,1.199,0.826,3.557,1.318,0.332,0.661,1.156,0.406,-0.011,-0.041,-0.004,-0.015,0.005,0.019,-0.0,-0.001,-0.001,-0.004,0.0,0.001,-0.007,-0.025,0.002,0.007,-0.012,-0.046,0.016,0.06,0.004,0.014,0.011,0.042,0.006,0.023,0.006,0.022,0.002,0.009,-0.006,-0.023,-0.011,-0.041,-0.026,-0.098
2025-05-17 11:45:00,13.545,41.044,0.551,58.468,41.949,0.466,58.76,44.668,0.545,59.05,13.455,38.521,0.435,57.57,37.12,0.417,58.377,40.348,0.487,59.148,13.533,32.753,1.068,59.341,34.699,1.455,60.732,31.157,1.604,61.605,13.45,47.097,0.62,63.628,44.925,0.521,60.132,41.035,0.372,59.977,13.46,38.741,0.422,58.568,37.222,0.342,58.252,39.85,0.238,57.84,13.486,37.749,0.336,57.127,33.411,0.381,57.154,40.317,0.266,57.199,13.385,24.446,0.376,62.454,26.725,0.588,63.063,39.781,0.712,62.175,11.003,18.307,0.231,63.361,23.697,0.299,61.83,29.432,0.279,60.576,13.424,21.315,0.27,65.49,25.127,0.319,62.985,16.723,0.152,61.968,13.502,12.64,0.186,61.278,23.88,0.396,61.856,31.469,0.361,61.356,13.465,13.778,0.17,59.786,19.341,0.379,60.476,27.719,0.663,60.219,13.464,25.9,0.776,64.862,33.163,1.315,61.825,36.279,1.536,61.553,0.206,0.055,0.211,0.056,0.225,0.059,0.194,0.051,0.187,0.049,0.203,0.054,0.165,0.043,0.174,0.046,0.157,0.041,0.237,0.063,0.226,0.06,0.206,0.054,0.195,0.051,0.187,0.049,0.2,0.053,0.19,0.05,0.168,0.044,0.203,0.054,0.123,0.032,0.134,0.035,0.2,0.053,0.092,0.024,0.119,0.031,0.148,0.039,0.107,0.028,0.126,0.033,0.084,0.022,0.064,0.017,0.12,0.032,0.158,0.042,0.069,0.018,0.097,0.026,0.139,0.037,0.13,0.034,0.167,0.044,0.182,0.048,-5.16,-1.372,-0.927,-0.998,0.125,1.308,2.214,3.578,4.406,1.176,1.207,0.819,3.575,1.354,0.357,0.629,1.16,0.415,-0.008,-0.03,-0.004,-0.015,0.005,0.018,-0.0,-0.001,-0.0,-0.001,0.001,0.003,-0.007,-0.025,0.002,0.006,-0.012,-0.046,0.016,0.059,0.004,0.014,0.011,0.042,0.006,0.023,0.006,0.022,0.002,0.009,-0.006,-0.023,-0.011,-0.04,-0.026,-0.098
2025-05-17 12:00:00,13.559,41.04,0.551,58.457,41.769,0.466,58.821,44.654,0.546,59.029,13.454,38.461,0.437,57.627,37.078,0.417,58.445,40.298,0.486,59.188,13.534,32.527,1.066,59.467,34.483,1.438,60.678,31.04,1.593,61.557,13.452,34.681,0.463,64.141,44.913,0.526,60.242,41.034,0.373,60.045,13.457,38.741,0.422,58.848,36.306,0.335,58.387,39.789,0.238,57.859,13.491,37.711,0.339,57.23,33.463,0.383,57.255,40.355,0.267,57.303,13.387,24.424,0.376,62.415,26.661,0.587,63.008,39.771,0.714,62.169,10.979,18.31,0.231,63.351,23.697,0.299,61.852,29.433,0.279,60.586,13.419,21.305,0.271,65.759,25.127,0.319,63.028,16.721,0.153,61.958,13.493,12.642,0.186,61.268,23.888,0.395,61.826,31.469,0.361,61.333,13.482,13.767,0.17,59.772,19.308,0.379,60.439,27.655,0.664,60.22,13.448,25.887,0.779,65.161,33.141,1.317,61.878,36.271,1.537,61.549,0.206,0.054,0.21,0.055,0.224,0.059,0.193,0.051,0.186,0.049,0.203,0.054,0.163,0.043,0.173,0.046,0.156,0.041,0.174,0.046,0.226,0.06,0.206,0.054,0.195,0.051,0.182,0.048,0.2,0.053,0.19,0.05,0.168,0.044,0.203,0.054,0.123,0.032,0.134,0.035,0.2,0.053,0.092,0.024,0.119,0.031,0.148,0.039,0.107,0.028,0.126,0.033,0.084,0.022,0.064,0.017,0.12,0.032,0.158,0.042,0.069,0.018,0.097,0.026,0.139,0.037,0.13,0.034,0.167,0.044,0.182,0.048,-5.684,-1.42,-1.016,-1.221,0.058,1.329,2.237,3.424,4.254,1.147,1.182,0.836,3.578,1.413,0.366,0.599,1.15,0.41,0.008,0.032,-0.004,-0.016,0.005,0.018,-0.0,-0.001,0.001,0.004,0.001,0.003,-0.007,-0.026,0.001,0.005,-0.012,-0.047,0.016,0.059,0.004,0.014,0.011,0.042,0.006,0.023,0.006,0.022,0.002,0.009,-0.006,-0.023,-0.011,-0.04,-0.026,-0.098
2025-05-17 12:15:00,13.554,41.04,0.551,58.421,41.71,0.467,58.869,44.447,0.543,59.021,13.458,38.42,0.44,57.665,37.023,0.419,58.501,40.292,0.485,59.212,13.534,32.533,1.058,59.585,34.288,1.425,60.62,30.937,1.583,61.519,13.458,31.514,0.425,64.286,44.905,0.529,60.302,41.034,0.374,60.083,13.455,38.68,0.421,59.127,35.942,0.334,58.521,39.734,0.239,57.892,13.471,37.729,0.342,57.346,33.393,0.384,57.373,40.314,0.269,57.393,13.368,24.385,0.375,62.399,26.671,0.586,62.98,39.773,0.713,62.164,10.977,18.303,0.231,63.332,23.696,0.299,61.874,29.431,0.279,60.62,13.413,21.344,0.272,66.026,25.123,0.32,63.08,16.722,0.153,61.943,13.469,12.595,0.186,61.245,23.826,0.395,61.8,31.469,0.361,61.328,13.46,13.711,0.169,59.784,19.254,0.377,60.407,27.667,0.663,60.192,13.444,25.856,0.781,65.428,33.215,1.317,61.935,36.259,1.537,61.538,0.206,0.054,0.21,0.055,0.223,0.059,0.193,0.051,0.186,0.049,0.203,0.054,0.164,0.043,0.172,0.046,0.156,0.041,0.158,0.042,0.226,0.06,0.206,0.054,0.194,0.051,0.181,0.048,0.2,0.053,0.19,0.05,0.168,0.044,0.203,0.054,0.123,0.032,0.134,0.035,0.2,0.053,0.092,0.024,0.119,0.031,0.148,0.039,0.107,0.028,0.126,0.033,0.084,0.022,0.063,0.017,0.12,0.032,0.158,0.042,0.069,0.018,0.097,0.026,0.139,0.037,0.13,0.034,0.167,0.044,0.182,0.048,-5.864,-1.433,-1.062,-1.461,-0.02,1.319,2.239,3.248,4.126,1.153,1.18,0.835,3.548,1.467,0.428,0.598,1.144,0.405,0.013,0.048,-0.004,-0.016,0.005,0.017,-0.0,-0.001,0.001,0.005,0.001,0.003,-0.007,-0.026,0.001,0.005,-0.012,-0.047,0.016,0.059,0.004,0.014,0.011,0.042,0.006,0.023,0.006,0.022,0.002,0.009,-0.006,-0.023,-0.011,-0.041,-0.026,-0.098
2025-05-17 12:30:00,13.527,41.04,0.551,58.414,41.62,0.466,58.861,44.417,0.543,59.044,13.423,38.273,0.441,57.697,37.009,0.419,58.559,40.13,0.482,59.241,13.523,32.413,1.057,59.724,34.056,1.418,60.602,30.813,1.573,61.47,13.45,31.243,0.425,64.474,44.892,0.534,60.42,41.031,0.375,60.117,13.452,38.57,0.42,59.393,35.849,0.334,58.63,39.585,0.239,57.922,13.453,37.717,0.345,57.523,33.389,0.385,57.472,40.327,0.27,57.49,13.353,24.324,0.374,62.4,26.607,0.585,62.935,39.783,0.711,62.157,10.961,18.235,0.231,63.318,23.695,0.299,61.889,29.432,0.279,60.623,13.416,21.364,0.273,66.269,25.119,0.32,63.144,16.719,0.153,61.942,13.45,12.57,0.186,61.246,23.815,0.395,61.764,31.47,0.361,61.315,13.416,13.707,0.169,59.783,19.185,0.377,60.379,27.655,0.664,60.189,13.455,25.91,0.783,65.662,33.179,1.319,62.014,36.251,1.538,61.517,0.206,0.054,0.209,0.055,0.223,0.059,0.192,0.051,0.186,0.049,0.202,0.053,0.163,0.043,0.171,0.045,0.155,0.041,0.157,0.041,0.226,0.06,0.206,0.054,0.194,0.051,0.18,0.048,0.199,0.053,0.19,0.05,0.168,0.044,0.203,0.054,0.122,0.032,0.134,0.035,0.2,0.053,0.092,0.024,0.119,0.031,0.148,0.039,0.107,0.028,0.126,0.033,0.084,0.022,0.063,0.017,0.12,0.032,0.158,0.042,0.069,0.018,0.096,0.025,0.139,0.037,0.13,0.034,0.167,0.044,0.182,0.048,-6.059,-1.559,-1.073,-1.697,-0.072,1.319,2.201,3.131,3.981,1.154,1.171,0.842,3.535,1.51,0.434,0.607,1.13,0.426,0.013,0.049,-0.004,-0.016,0.004,0.017,-0.0,-0.001,0.002,0.006,0.001,0.003,-0.007,-0.027,0.001,0.003,-0.013,-0.048,0.016,0.059,0.004,0.014,0.011,0.042,0.006,0.023,0.006,0.023,0.002,0.009,-0.006,-0.023,-0.011,-0.041,-0.026,-0.098
2025-05-17 12:45:00,13.517,41.04,0.551,58.409,41.493,0.466,58.902,44.352,0.543,59.038,13.416,37.956,0.439,57.761,37.001,0.419,58.618,39.852,0.475,59.264,13.518,32.345,1.054,59.895,33.854,1.413,60.59,30.76,1.564,61.414,13.45,31.055,0.424,64.636,44.888,0.537,60.449,41.024,0.377,60.175,13.449,38.567,0.421,59.644,35.764,0.334,58.706,39.505,0.24,57.953,13.444,37.705,0.349,57.731,33.38,0.386,57.582,40.36,0.271,57.56,13.349,24.319,0.373,62.428,26.609,0.584,62.906,39.8,0.709,62.146,10.988,18.237,0.23,63.285,23.695,0.299,61.907,29.431,0.279,60.655,13.423,21.356,0.274,66.5,25.115,0.321,63.224,16.779,0.153,61.933,13.435,12.576,0.186,61.25,23.749,0.394,61.732,31.47,0.36,61.284,13.419,13.631,0.169,59.818,19.121,0.376,60.36,27.663,0.663,60.189,13.461,25.891,0.784,65.87,33.182,1.321,62.082,36.253,1.538,61.531,0.206,0.054,0.209,0.055,0.223,0.059,0.191,0.05,0.186,0.049,0.2,0.053,0.163,0.043,0.17,0.045,0.155,0.041,0.156,0.041,0.226,0.06,0.206,0.054,0.194,0.051,0.18,0.047,0.199,0.052,0.19,0.05,0.168,0.044,0.203,0.054,0.122,0.032,0.134,0.035,0.2,0.053,0.092,0.024,0.119,0.031,0.148,0.039,0.107,0.028,0.126,0.033,0.084,0.022,0.063,0.017,0.119,0.032,0.158,0.042,0.069,0.018,0.096,0.025,0.139,0.037,0.13,0.034,0.167,0.044,0.182,0.048,-6.227,-1.547,-1.137,-1.883,-0.089,1.312,2.164,3.007,3.854,1.179,1.174,0.861,3.466,1.548,0.466,0.63,1.142,0.402,0.013,0.05,-0.005,-0.017,0.004,0.017,-0.001,-0.003,0.002,0.006,0.0,0.002,-0.007,-0.027,0.001,0.002,-0.013,-0.048,0.016,0.059,0.004,0.014,0.011,0.042,0.006,0.023,0.006,0.023,0.002,0.009,-0.006,-0.023,-0.011,-0.041,-0.026,-0.098
2025-05-17 13:00:00,13.519,41.041,0.551,58.385,41.491,0.467,58.921,43.589,0.526,59.042,13.413,37.648,0.432,57.8,36.947,0.419,58.646,39.844,0.475,59.273,13.511,32.349,1.046,60.061,33.744,1.406,60.57,30.689,1.556,61.379,13.446,30.919,0.423,64.746,44.887,0.537,60.408,41.024,0.378,60.221,13.439,38.54,0.421,59.851,35.638,0.334,58.742,39.426,0.24,57.975,13.44,37.695,0.352,58.003,33.373,0.388,57.697,40.36,0.272,57.64,13.35,24.26,0.373,62.497,26.599,0.584,62.853,39.761,0.713,62.136,10.923,18.239,0.23,63.285,23.697,0.299,61.917,29.43,0.279,60.665,13.421,21.352,0.274,66.695,25.111,0.321,63.287,16.795,0.153,61.942,13.415,12.512,0.185,61.26,23.748,0.393,61.714,31.4,0.36,61.304,13.413,13.633,0.169,59.877,19.048,0.376,60.328,27.667,0.663,60.173,13.434,25.865,0.786,66.023,33.277,1.322,62.169,36.321,1.538,61.532,0.206,0.054,0.209,0.055,0.219,0.058,0.189,0.05,0.186,0.049,0.2,0.053,0.163,0.043,0.17,0.045,0.154,0.041,0.155,0.041,0.226,0.06,0.206,0.054,0.194,0.051,0.179,0.047,0.198,0.052,0.189,0.05,0.168,0.044,0.203,0.054,0.122,0.032,0.134,0.035,0.2,0.053,0.092,0.024,0.119,0.031,0.148,0.039,0.107,0.028,0.126,0.033,0.084,0.022,0.063,0.017,0.119,0.032,0.158,0.042,0.069,0.018,0.096,0.025,0.139,0.037,0.13,0.034,0.167,0.044,0.183,0.048,-6.361,-1.486,-1.179,-2.051,-0.096,1.298,2.058,2.873,3.739,1.237,1.139,0.831,3.408,1.59,0.492,0.672,1.118,0.41,0.013,0.051,-0.005,-0.017,0.003,0.013,-0.001,-0.004,0.002,0.007,0.001,0.002,-0.007,-0.027,0.0,0.002,-0.013,-0.049,0.016,0.059,0.004,0.014,0.011,0.042,0.006,0.023,0.006,0.023,0.002,0.009,-0.006,-0.023,-0.011,-0.041,-0.026,-0.098
