DateTime,Epoch,ByteLen,PayloadHex
2025-08-19 23:15:42.284190+00:00,1755645342.28419,31,bda0016ffd100b0ffd091600000600022c790000fdb70000fde8000007c4bd
2025-08-19 23:15:43.739852+00:00,1755645343.739852,250,bdaffd00011ffd200b89160000020000fdb7000543056750415008793df3b2c53e47517641b99a413e57f9ab3ec98eae41bcdd387b3ea2dc413edf910541ba199043056ad4415005093df3bcdd413e471b4741b9113c3e580ea23ec940e941bcdd07003ea2dc413edf902641ba15cd43056e58414ff7483df3e3b43e46a47041b8a8ec3e5815a23ec90e3b41bcdcce773ea282423edff9e241ba0f06430571dc414ff3d83df4032a3e462bdb41b833163e5819203ec8fbe041bcdc8c153ea27a633edfc49541b9ff9b43057560414ffe283df331733e45d47b41b7bed93e58239c3ec8d56d41bcdc5aa63ea27ec23edf902641b9fe7001f62bbd
2025-08-19 23:15:43.745362+00:00,1755645343.745362,32,bda0016ffd100b0ffd091700000600022c790000fdbcdc0000fde800006518bd
2025-08-19 23:15:45.025028+00:00,1755645345.025028,246,bdaffd00011ffd200b89170000020000fdbcdc0005430578e4414ff3d83df29ea63e457d1941b74cd73e582c5b3ec8b89941bcdc0dba3ea27ec23edf7cee41b9fa5243057c68414fe9863df2c8993e45064141b6f3493e5841513ec8691241bbc4f63ea278a43edfd6ed41b9e17243057fec414fce053df2e48f3e44966941b67b003e5844d03ec847de41bb865d3ea27ec23edf7ced41b9c836430583704150276a3df2f60b3e445cbb41b5f2793e584bcd3ec832e641bb47103ea280813edf4c0041b9c2f7430586f44150c9063df307843e442bcd41b596c63e5862843ec7ccaa41bb081c3ea27b433edf964441b9c0ab017af0bd
2025-08-19 23:15:45.030742+00:00,1755645345.030742,31,bda0016ffd100b0ffd091800000600022c790000fdc10000fde8000067b3bd
2025-08-19 23:15:46.512845+00:00,1755645346.512845,245,bdaffd00011ffd200b89180000020000fdc1000543058a784152168a3df1c5f43e43b4f741b51e7e3e5866033ec7c3ed41bac4a63ea281613edf4dbcdd41b9943943058dfc415465ef3df1b47b3e4338e041b4c0f03e57b8ff3ec7913e41ba7a643ea285bf3edf1b0f41b9810d43059180415a47ed3df1d0703e42e33f41b453a53e57a2473ec769ed41ba405d3ea286a03edf212d41b9786143059504415991b23df1e1ea3e42965a41b3f00e3e57b7413ec7198a41b9f7a53ea28a1e3edeed9f41b95f2e430598884158eca73df2015a3e423d3a41b3910b3e57928e3ec6c30741b9b3173ea286a03edf0d1441b948f20174a0bd
2025-08-19 23:15:46.518827+00:00,1755645346.518827,31,bda0016ffd100b0ffd091900000600022c790000fdc60000fde80000e32bbd
2025-08-19 23:15:47.969678+00:00,1755645347.969678,245,bdaffd00011ffd200b89190000020000fdc6000543059c0c4158253a3df0e2c23e42000e41b338743e570bfd3ec662e741b966b33ea28a1e3edef03f41b9362643059f90415794d23df099573e41957341b2da903e56bcdd593ec6056941b92ef43ea2903c3ede948041b918624305a3144156e5773df0ae513e414a4e41b29e1b3e5631893ec5895441b8e76a3ea28e7d3edeacf441b902264305a6984156285b3df0cdc73e40f4ab41b269303e55b0353ec5151c41b89d3f3ea28f5e3edea43a41b8e5254305aa1c4155e3973df0e63f3e40a60641b2302d3e563c053ec4a70241b867cb3ea2592f3ede734b41b8c88b0153b4bd
2025-08-19 23:15:47.974386+00:00,1755645347.974386,31,bda0016ffd100b0ffd091a00000600022c790000fdcb0000fde800001b44bd
2025-08-19 23:15:49.206719+00:00,1755645349.206719,244,bdaffd00011ffd200b891a0000020000fdcb00054305ada041555d7e3def6cc03e401bf741b20e633e55f0e13ec409b741b8246d3ea2355c3ede567441b8b3704305b12441555d7e3def8c363e3fb85941b1ee1a3e553b203ec376ec41b7eb3f3ea2363c3ede361e41b8924f4305b4a8415504193def9a323e3f3e0341b1d3cf3e54fc353ec2f05b41b7b02b3ea23b7b3ede061241b873154305b82c4154ec083dee35af3e3ed36a41b1cd6c3e548a9c3ec2602d41b7750c3ea23b7c3eddf11641b8622b4305bbb0415488513dee5c223e3e559441b1b0293e535a873ec1c12341b744993ea241973edd9b7441b837fc01e724bd
2025-08-19 23:15:49.211976+00:00,1755645349.211976,31,bda0016ffd100b0ffd091b00000600022c790000fdd00000fde8000021f7bd
2025-08-19 23:15:50.417328+00:00,1755645350.417328,245,bdaffd00011ffd200b891b0000020000fdd000054305bf34415446fc3dee20b73e3df8f441b1b9353e53aca73ec11dbcdc41b714ce3ea245f53edd742241b818b64305c2b841545f0e3decfe9c3e3d9c5441b1c9af3e5334133ec0892f41b6d7763ea21ce43edd2c7c41b7f6274305c63c41541dba3ded21913e3d178241b1d3d03e52befe3ebfd6ef41b6ac393ea1e8763edd4f6f41b7e29b4305c9c04154401c3ded21913e3cc8de41b2031f3e5211f73ebf300741b683f63ea1edb43edcebd341b7c0604305cd44415446fc3deccdae3e3c7bfa41b22cc23e5142013ebea6d941b658c23ea1f1323edcb92441b79c9b0191e8bd
2025-08-19 23:15:50.421891+00:00,1755645350.421891,31,bda0016ffd100b0ffd091c00000600022c790000fdd50000fde80000fb90bd
2025-08-19 23:15:51.669637+00:00,1755645351.669637,247,bdaffd00011ffd200b891c0000020000fdd500054305d0c8415446fc3dec6bd03e3c61c241b25af23e513b013ebe0ecd41b63a503ea1f3d13edca7a941b781d74305d44c41544a6c3debfbf63e3c211941b2ad813e50c5ec3ebcdd76c341b632cb3ea1c0433edcb3e641b760004305d7d041542eeb3debd5843e3c2f1341b2f6be3e501aa73ebcdce77241b617523ea195723edc91d041b74df24305db5441541a4a3debe6fe3e3c06e141b35d3a3e4f90963ebcdc6a8041b609003ea19b903edc3b4f41b72bc54305ded84153d8f63debe37f3e3c14de41b3d0e23e4f227d3ebbe06e41b605fe3ea19e303edc0ddf41b7158f01718dbd
2025-08-19 23:15:51.673882+00:00,1755645351.673882,31,bda0016ffd100b0ffd091d00000600022c790000fdda0000fde80000a580bd
2025-08-19 23:15:52.870175+00:00,1755645352.870175,244,bdaffd00011ffd200b891d0000020000fdda00054305e25c4153a5633debcb093e3c520741b461833e4ed3d73ebb4e8041b6156c3ea1a60e3edbaea041b6f7154305e5e04153640f3debc40a3e3c787941b4fd753e4e3a0e3ebadc0941b6096c3ea15d853edbc1da41b6da824305e96441532d0b3deafccf3e3c7db941b57d9c3e4dcf723eba6b5241b6168a3ea14a4d3edb733541b6ce764305ece8415295c23dea66833e3cb92441b605af3e4d6d963eb9ec9c41b62adc3ea14ced3edb52e141b6ab754305f06c415284913dea129f3e3d23be41b6aedb3e4cc4113eb9778541b64e373ea14b2d3edb6b5741b69bad01e503bd
2025-08-19 23:15:52.875986+00:00,1755645352.875986,31,bda0016ffd100b0ffd091e00000600022c790000fddf0000fde800004d8bbd
2025-08-19 23:15:54.769518+00:00,1755645354.769518,244,bdaffd00011ffd200b891e0000020000fddf00054305f3f04152bb943de9efac3e3d28fe41b7684d3e4c69313eb915a741b66dc93ea1514c3edafa9f41b683974305f7744152add43de9d7343e3d8c9941b81da03e4c1c4b3eb8c46441b6a0313ea0f58c3edae3e541b675ae4305faf841529ca23de9c23b3e3ddb4041b8f6da3e4b80c13eb84aee41b6c86f3ea0ef6e3edb29d141b66d114305fe7c41527db03de9b43f3e3e1f6641b9cea53e4b375a3eb80b2541b6fa163ea0f90b3edaa79a41b667654306020041527a403de998493e3e591341bac8063e4ab4473eb7af6441b744f33ea0fc8a3eda8c8541b64dda01e37ebd
2025-08-19 23:15:54.776070+00:00,1755645354.77607,31,bda0016ffd100b0ffd091f00000600022c790000fde40000fde800005361bd
2025-08-19 23:15:55.969020+00:00,1755645355.96902,202,bdaffd00011ffd200b891f0000020000fde40004430605844152546e3de97c523e3eb3f341bbcb5b3e4a40f13eb7707a41b792d43ea0faca3eda8f2441b6465443060908415250fd3de963da3e3ef81d41bcdcc7523e4a02033eb71ad641b7d8733ea0a3693edab83541b658bf43060c8c41523fcd3de95cdd3e3f31c941bcdd9d9d3e4989703eb6fa8241b8361f3ea09fe93eda3de041b648364306101041524a1d3de939eb3e3f83eb41bea3a93e493e4a3eb6d86f41b8924b3ea09aab3eda8d6441b649b7003d36bd
2025-08-19 23:16:15.976087+00:00,1755645375.976087,24,bda0015ffd100b0ffd1702000000000000000000002ba8bd
2025-08-19 23:16:17.975686+00:00,1755645377.975686,23,bdaffd00011ffd200b970200430615ba00000000b85fbd
2025-08-19 23:16:37.987760+00:00,1755645397.98776,24,bda0015ffd100b0ffd1702000000000000000000002ba8bd
2025-08-19 23:16:39.830829+00:00,1755645399.830829,23,bdaffd00011ffd200b970200430615d000000000e3f4bd
2025-08-19 23:16:59.851621+00:00,1755645419.851621,24,bda0015ffd100b0ffd1702000000000000000000002ba8bd
2025-08-19 23:17:01.687238+00:00,1755645421.687238,23,bdaffd00011ffd200b970200430615e600000000de76bd
