year,strip,event_id,logger_position,irrigation_start,irrigation_end,event_duration_hours,gallons_strip,avg_flow_gph_strip,alt_arrival_minutes_after_irrigation_start_6in,alt_arrival_minutes_after_irrigation_start_12in,alt_arrival_minutes_after_irrigation_start_18in,alt_arrival_vwc_6in,alt_arrival_vwc_12in,alt_arrival_vwc_18in,arrival_minutes_after_irrigation_start_6in,arrival_minutes_after_irrigation_start_12in,arrival_minutes_after_irrigation_start_18in,arrival_vwc_6in,arrival_vwc_12in,arrival_vwc_18in,peak_vwc_6in,peak_vwc_12in,peak_vwc_18in,pre_vwc_6in,pre_vwc_12in,pre_vwc_18in,pre_profile_vwc_mean,pre_profile_vwc_min,pre_profile_vwc_max,delta_vwc_6in,delta_vwc_12in,delta_vwc_18in,delta_profile_vwc_mean,first_arrival_min,last_arrival_min,vertical_spread_min,distance_from_furrow_start_ft,vertical_velocity_6_to_12_in_per_min,vertical_velocity_12_to_18_in_per_min,vertical_velocity_6_to_18_in_per_min
2026.00,S1,2026-07-24_S1_S2_63eb5228,T,2026-07-24 08:25:00,2026-07-24 15:43:00,7.30,34125.00,4674.66,50.0,50.0,50.0,31.33,23.62,27.07,50.0,50.0,50.0,31.33,23.62,27.07,42.12,37.75,45.67,20.34,18.62,21.71,20.22,18.62,21.71,21.78,19.13,23.96,21.62,50.0,50.0,0.0,54.00,,,
2026.00,S2,2026-07-24_S1_S2_63eb5228,B,2026-07-24 08:25:00,2026-07-24 15:43:00,7.30,34125.00,4674.66,305.0,275.0,275.0,10.27,13.80,20.13,275.0,260.0,275.0,9.58,10.97,20.13,34.12,32.69,37.43,9.32,10.63,18.97,12.97,9.32,18.97,24.80,22.06,18.46,21.78,260.0,275.0,15.0,284.00,,0.40,
2026.00,S2,2026-07-24_S1_S2_63eb5228,M,2026-07-24 08:25:00,2026-07-24 15:43:00,7.30,34125.00,4674.66,110.0,110.0,95.0,21.46,29.83,34.11,110.0,110.0,95.0,21.46,29.83,34.11,39.19,39.15,44.38,15.07,14.71,32.54,20.78,14.71,32.54,24.12,24.44,11.84,20.13,95.0,110.0,15.0,169.00,,,
2026.00,S2,2026-07-24_S1_S2_63eb5228,T,2026-07-24 08:25:00,2026-07-24 15:43:00,7.30,34125.00,4674.66,35.0,35.0,35.0,13.80,21.96,37.77,35.0,35.0,35.0,13.80,21.96,37.77,48.27,43.65,46.38,9.39,16.41,35.64,20.48,9.39,35.64,38.88,27.23,10.74,25.62,35.0,35.0,0.0,54.00,,,
2026.00,S3,2026-07-24_S3_S4_d28f9731,B,2026-07-24 08:25:00,2026-07-24 15:43:00,7.30,34125.00,4674.66,215.0,245.0,290.0,12.33,16.69,21.73,215.0,245.0,290.0,12.33,16.69,21.73,35.94,32.70,28.56,11.64,12.46,12.20,12.10,11.64,12.46,24.29,20.24,16.36,20.30,215.0,290.0,75.0,284.00,0.20,0.13,0.16
2026.00,S3,2026-07-24_S3_S4_d28f9731,M,2026-07-24 08:25:00,2026-07-24 15:43:00,7.30,34125.00,4674.66,140.0,140.0,155.0,15.80,19.78,32.59,140.0,140.0,110.0,15.80,19.78,29.96,38.56,34.94,39.67,12.81,17.35,29.69,19.95,12.81,29.69,25.76,17.58,9.98,17.77,110.0,140.0,30.0,169.00,,,
2026.00,S3,2026-07-24_S3_S4_d28f9731,T,2026-07-24 08:25:00,2026-07-24 15:43:00,7.30,34125.00,4674.66,350.0,,50.0,21.63,,55.71,305.0,,380.0,20.90,,55.16,40.88,36.53,56.43,20.36,36.02,54.91,37.10,20.36,54.91,20.51,0.51,1.53,7.52,305.0,380.0,75.0,54.00,,,0.16
2026.00,S4,2026-07-24_S3_S4_d28f9731,B,2026-07-24 08:25:00,2026-07-24 15:43:00,7.30,34125.00,4674.66,,,,,,,950.0,,305.0,20.00,,33.65,26.12,32.55,38.17,19.68,31.75,32.89,28.11,19.68,32.89,6.45,0.80,5.27,4.17,305.0,950.0,645.0,284.00,,,
2026.00,S4,2026-07-24_S3_S4_d28f9731,M,2026-07-24 08:25:00,2026-07-24 15:43:00,7.30,34125.00,4674.66,140.0,125.0,155.0,16.99,14.05,20.43,140.0,125.0,155.0,16.99,14.05,20.43,40.83,34.54,33.62,13.51,12.86,14.88,13.75,12.86,14.88,27.32,21.68,18.74,22.58,125.0,155.0,30.0,169.00,,0.20,0.80
2026.00,S4,2026-07-24_S3_S4_d28f9731,T,2026-07-24 08:25:00,2026-07-24 15:43:00,7.30,34125.00,4674.66,35.0,35.0,35.0,23.50,23.76,35.75,35.0,35.0,35.0,23.50,23.76,35.75,40.08,36.81,40.89,10.32,16.04,30.84,19.07,10.32,30.84,29.75,20.78,10.05,20.19,35.0,35.0,0.0,54.00,,,
2026.00,S1,2026-08-14_S1_S2_72b4c1d7,B,2026-08-14 10:25:00,2026-08-14 13:47:00,3.37,21350.00,6341.58,,275.0,,,15.58,,425.0,275.0,,18.82,15.58,,29.24,21.30,9.27,18.51,14.22,6.77,13.17,6.77,18.51,10.74,7.09,2.50,6.77,275.0,425.0,150.0,284.00,,,
2026.00,S1,2026-08-14_S1_S2_72b4c1d7,M,2026-08-14 10:25:00,2026-08-14 13:47:00,3.37,21350.00,6341.58,215.0,140.0,155.0,17.97,19.86,35.80,200.0,140.0,155.0,16.93,19.86,35.80,30.90,24.42,37.80,16.52,18.85,34.77,23.38,16.52,34.77,14.38,5.56,3.04,7.66,140.0,200.0,60.0,169.00,,0.40,
2026.00,S1,2026-08-14_S1_S2_72b4c1d7,T,2026-08-14 10:25:00,2026-08-14 13:47:00,3.37,21350.00,6341.58,35.0,35.0,35.0,26.66,23.05,27.14,35.0,35.0,35.0,26.66,23.05,27.14,41.04,37.91,42.67,23.54,21.79,25.77,23.70,21.79,25.77,17.50,16.12,16.90,16.84,35.0,35.0,0.0,54.00,,,
2026.00,S2,2026-08-14_S1_S2_72b4c1d7,B,2026-08-14 10:25:00,2026-08-14 13:47:00,3.37,21350.00,6341.58,155.0,140.0,155.0,10.88,12.43,22.73,110.0,140.0,155.0,9.79,12.43,22.73,28.11,26.86,35.20,9.52,11.77,17.86,13.05,9.52,17.86,18.59,15.08,17.34,17.00,110.0,155.0,45.0,284.00,0.20,0.40,0.27
2026.00,S2,2026-08-14_S1_S2_72b4c1d7,M,2026-08-14 10:25:00,2026-08-14 13:47:00,3.37,21350.00,6341.58,65.0,65.0,65.0,24.18,33.69,40.18,65.0,65.0,65.0,24.18,33.69,40.18,38.23,39.74,43.84,17.28,16.88,30.88,21.68,16.88,30.88,20.95,22.87,12.96,18.93,65.0,65.0,0.0,169.00,,,
2026.00,S2,2026-08-14_S1_S2_72b4c1d7,T,2026-08-14 10:25:00,2026-08-14 13:47:00,3.37,21350.00,6341.58,20.0,20.0,20.0,26.96,29.72,39.02,20.0,20.0,20.0,26.96,29.72,39.02,47.99,43.04,44.01,11.77,17.60,35.27,21.55,11.77,35.27,36.22,25.45,8.74,23.47,20.0,20.0,0.0,54.00,,,
2026.00,S3,2026-08-14_S3_S4_1912adab,B,2026-08-14 10:25:00,2026-08-14 13:47:00,3.37,21350.00,6341.58,140.0,155.0,200.0,19.66,15.72,17.45,125.0,155.0,200.0,11.78,15.72,17.45,34.60,29.56,26.04,11.44,12.28,9.77,11.16,9.77,12.28,23.16,17.28,16.27,18.90,125.0,200.0,75.0,284.00,0.20,0.13,0.16
2026.00,S3,2026-08-14_S3_S4_1912adab,M,2026-08-14 10:25:00,2026-08-14 13:47:00,3.37,21350.00,6341.58,80.0,80.0,95.0,16.50,18.76,31.13,80.0,80.0,95.0,16.50,18.76,31.13,38.88,35.05,39.01,12.59,17.40,27.48,19.16,12.59,27.48,26.29,17.64,11.53,18.49,80.0,95.0,15.0,169.00,,0.40,0.80
2026.00,S3,2026-08-14_S3_S4_1912adab,T,2026-08-14 10:25:00,2026-08-14 13:47:00,3.37,21350.00,6341.58,,,,,,,,,,,,,24.68,37.79,55.41,20.82,37.37,54.93,37.71,20.82,54.93,3.85,0.42,0.49,1.59,,,,54.00,,,
2026.00,S4,2026-08-14_S3_S4_1912adab,B,2026-08-14 10:25:00,2026-08-14 13:47:00,3.37,21350.00,6341.58,,,,,,,110.0,,,22.53,,,24.08,29.66,27.52,22.04,29.20,26.22,25.82,22.04,29.20,2.05,0.46,1.30,1.27,110.0,110.0,0.0,284.00,,,
2026.00,S4,2026-08-14_S3_S4_1912adab,M,2026-08-14 10:25:00,2026-08-14 13:47:00,3.37,21350.00,6341.58,95.0,95.0,110.0,14.68,15.96,14.95,95.0,95.0,110.0,14.68,15.96,14.95,39.15,33.83,29.61,13.81,12.89,14.21,13.63,12.89,14.21,25.34,20.94,15.40,20.56,95.0,110.0,15.0,169.00,,0.40,0.80
2026.00,S4,2026-08-14_S3_S4_1912adab,T,2026-08-14 10:25:00,2026-08-14 13:47:00,3.37,21350.00,6341.58,35.0,35.0,35.0,31.64,28.45,37.57,35.0,35.0,35.0,31.64,28.45,37.57,36.11,35.97,39.35,9.92,15.51,27.96,17.80,9.92,27.96,26.19,20.46,11.39,19.35,35.0,35.0,0.0,54.00,,,
