year,strip_group,location,strip,event_id,sensor_col,depth_index,depth_inches,logger_position,irrigation_start,irrigation_end,plot_start,plot_end,baseline_vwc,arrival_threshold_vwc,arrival_time,arrival_vwc,arrival_minutes_after_irrigation_start,arrival_before_irrigation_start,gallons_strip,event_duration_hours,alt_arrival_threshold_vwc,alt_arrival_time,alt_arrival_vwc,alt_arrival_step_vwc,alt_arrival_minutes_after_irrigation_start,alt_arrival_before_irrigation_start
2024,S1_S2,west,S1,2024-04-20_S1_S2_5f2fb725,VWC_1_raw_S1_B,1,6,B,2024-04-20 10:11:00,2024-04-20 17:54:00,2024-04-19 22:11:00,2024-04-21 16:11:00,22.9305,0.25,2024-04-20 17:45:00,23.643,454.0,False,62950.0,7.717,0.5,2024-04-20 19:00:00,25.763,0.957,529.0,False
2024,S1_S2,west,S1,2024-04-20_S1_S2_5f2fb725,VWC_2_raw_S1_B,2,12,B,2024-04-20 10:11:00,2024-04-20 17:54:00,2024-04-19 22:11:00,2024-04-21 16:11:00,27.1935,0.25,2024-04-20 18:00:00,28.102,469.0,False,62950.0,7.717,0.5,2024-04-20 20:00:00,30.831,0.888,589.0,False
2024,S1_S2,west,S1,2024-04-20_S1_S2_5f2fb725,VWC_3_raw_S1_B,3,18,B,2024-04-20 10:11:00,2024-04-20 17:54:00,2024-04-19 22:11:00,2024-04-21 16:11:00,23.2695,0.25,2024-04-20 18:00:00,23.767,469.0,False,62950.0,7.717,0.5,2024-04-20 18:15:00,24.273,0.506,484.0,False
2024,S1_S2,west,S1,2024-04-20_S1_S2_5f2fb725,VWC_1_raw_S1_M,1,6,M,2024-04-20 10:11:00,2024-04-20 17:54:00,2024-04-19 22:11:00,2024-04-21 16:11:00,11.069,0.25,2024-04-20 12:30:00,11.86,139.0,False,62950.0,7.717,0.5,2024-04-20 13:15:00,13.713,1.596,184.0,False
2024,S1_S2,west,S1,2024-04-20_S1_S2_5f2fb725,VWC_2_raw_S1_M,2,12,M,2024-04-20 10:11:00,2024-04-20 17:54:00,2024-04-19 22:11:00,2024-04-21 16:11:00,14.9875,0.25,2024-04-20 13:45:00,15.311,214.0,False,62950.0,7.717,0.5,2024-04-20 14:30:00,16.459,1.154,259.0,False
2024,S1_S2,west,S1,2024-04-20_S1_S2_5f2fb725,VWC_3_raw_S1_M,3,18,M,2024-04-20 10:11:00,2024-04-20 17:54:00,2024-04-19 22:11:00,2024-04-21 16:11:00,23.3255,0.25,2024-04-20 15:15:00,24.947,304.0,False,62950.0,7.717,0.5,2024-04-20 15:00:00,23.421,0.516,289.0,False
2024,S1_S2,west,S1,2024-04-20_S1_S2_5f2fb725,VWC_1_raw_S1_T,1,6,T,2024-04-20 10:11:00,2024-04-20 17:54:00,2024-04-19 22:11:00,2024-04-21 16:11:00,14.486,0.25,2024-04-20 10:45:00,27.963,34.0,False,62950.0,7.717,0.5,2024-04-20 10:45:00,27.963,13.482,34.0,False
2024,S1_S2,west,S1,2024-04-20_S1_S2_5f2fb725,VWC_2_raw_S1_T,2,12,T,2024-04-20 10:11:00,2024-04-20 17:54:00,2024-04-19 22:11:00,2024-04-21 16:11:00,13.419,0.25,2024-04-20 10:45:00,26.07,34.0,False,62950.0,7.717,0.5,2024-04-20 10:45:00,26.07,12.681,34.0,False
2024,S1_S2,west,S1,2024-04-20_S1_S2_5f2fb725,VWC_3_raw_S1_T,3,18,T,2024-04-20 10:11:00,2024-04-20 17:54:00,2024-04-19 22:11:00,2024-04-21 16:11:00,16.3015,0.25,2024-04-20 10:45:00,35.061,34.0,False,62950.0,7.717,0.5,2024-04-20 10:45:00,35.061,18.756,34.0,False
2024,S1_S2,west,S2,2024-04-20_S1_S2_5f2fb725,VWC_1_raw_S2_B,1,6,B,2024-04-20 10:11:00,2024-04-20 17:54:00,2024-04-19 22:11:00,2024-04-21 16:11:00,8.69,0.25,2024-04-20 12:45:00,9.117,154.0,False,62950.0,7.717,0.5,2024-04-20 13:30:00,10.329,0.916,199.0,False
2024,S1_S2,west,S2,2024-04-20_S1_S2_5f2fb725,VWC_2_raw_S2_B,2,12,B,2024-04-20 10:11:00,2024-04-20 17:54:00,2024-04-19 22:11:00,2024-04-21 16:11:00,7.2995,0.25,2024-04-20 12:30:00,8.649,139.0,False,62950.0,7.717,0.5,2024-04-20 12:30:00,8.649,1.27,139.0,False
2024,S1_S2,west,S2,2024-04-20_S1_S2_5f2fb725,VWC_3_raw_S2_B,3,18,B,2024-04-20 10:11:00,2024-04-20 17:54:00,2024-04-19 22:11:00,2024-04-21 16:11:00,9.2475,0.25,2024-04-20 12:30:00,16.053,139.0,False,62950.0,7.717,0.5,2024-04-20 12:30:00,16.053,6.91,139.0,False
2024,S1_S2,west,S2,2024-04-20_S1_S2_5f2fb725,VWC_1_raw_S2_M,1,6,M,2024-04-20 10:11:00,2024-04-20 17:54:00,2024-04-19 22:11:00,2024-04-21 16:11:00,11.6875,0.25,2024-04-20 11:30:00,27.513,79.0,False,62950.0,7.717,0.5,2024-04-20 11:30:00,27.513,15.714,79.0,False
2024,S1_S2,west,S2,2024-04-20_S1_S2_5f2fb725,VWC_2_raw_S2_M,2,12,M,2024-04-20 10:11:00,2024-04-20 17:54:00,2024-04-19 22:11:00,2024-04-21 16:11:00,12.968,0.25,2024-04-20 11:30:00,20.943,79.0,False,62950.0,7.717,0.5,2024-04-20 11:30:00,20.943,8.018,79.0,False
2024,S1_S2,west,S2,2024-04-20_S1_S2_5f2fb725,VWC_3_raw_S2_M,3,18,M,2024-04-20 10:11:00,2024-04-20 17:54:00,2024-04-19 22:11:00,2024-04-21 16:11:00,13.2865,0.25,2024-04-20 11:30:00,16.023,79.0,False,62950.0,7.717,0.5,2024-04-20 11:30:00,16.023,2.803,79.0,False
