year,strip,event_id,logger_position,irrigation_start,irrigation_end,event_duration_hours,gallons_strip,avg_flow_gph_strip,alt_arrival_minutes_after_irrigation_start_6in,alt_arrival_minutes_after_irrigation_start_12in,alt_arrival_minutes_after_irrigation_start_18in,alt_arrival_vwc_6in,alt_arrival_vwc_12in,alt_arrival_vwc_18in,arrival_minutes_after_irrigation_start_6in,arrival_minutes_after_irrigation_start_12in,arrival_minutes_after_irrigation_start_18in,arrival_vwc_6in,arrival_vwc_12in,arrival_vwc_18in,peak_vwc_6in,peak_vwc_12in,peak_vwc_18in,pre_vwc_6in,pre_vwc_12in,pre_vwc_18in,pre_profile_vwc_mean,pre_profile_vwc_min,pre_profile_vwc_max,delta_vwc_6in,delta_vwc_12in,delta_vwc_18in,delta_profile_vwc_mean,first_arrival_min,last_arrival_min,vertical_spread_min,distance_from_furrow_start_ft,vertical_velocity_6_to_12_in_per_min,vertical_velocity_12_to_18_in_per_min,vertical_velocity_6_to_18_in_per_min
2024.00,S3,2024-07-11_S3_S4_d29231ea,T,2024-07-11 10:01:00,2024-07-11 17:39:00,7.63,46550.00,6098.25,89.0,104.0,134.0,18.32,28.73,35.10,89.0,104.0,134.0,18.32,28.73,35.10,41.09,37.62,47.18,15.03,24.21,34.28,24.51,15.03,34.28,26.06,13.41,12.91,17.46,89.0,134.0,45.0,54.00,0.40,0.20,0.27
2024.00,S4,2024-07-11_S3_S4_d29231ea,B,2024-07-11 10:01:00,2024-07-11 17:39:00,7.63,46550.00,6098.25,,,,,,,,,,,,,25.38,38.71,32.97,,,,,,,,,,,,,,284.00,,,
2024.00,S4,2024-07-11_S3_S4_d29231ea,M,2024-07-11 10:01:00,2024-07-11 17:39:00,7.63,46550.00,6098.25,209.0,239.0,254.0,18.27,23.66,22.62,194.0,239.0,254.0,12.01,23.66,22.62,37.14,32.92,33.73,11.69,14.63,22.19,16.17,11.69,22.19,25.45,18.29,11.54,18.43,194.0,254.0,60.0,169.00,0.13,0.40,0.20
2024.00,S4,2024-07-11_S3_S4_d29231ea,T,2024-07-11 10:01:00,2024-07-11 17:39:00,7.63,46550.00,6098.25,29.0,29.0,29.0,20.24,22.68,31.77,29.0,29.0,29.0,20.24,22.68,31.77,42.49,38.78,39.70,10.43,16.39,27.41,18.08,10.43,27.41,32.06,22.40,12.28,22.25,29.0,29.0,0.0,54.00,,,
2024.00,S1,2024-07-20_S1_S2_6d735351,B,2024-07-20 08:54:00,2024-07-20 17:43:00,8.82,55550.00,6300.57,561.0,561.0,591.0,27.62,22.21,22.17,261.0,471.0,576.0,23.73,20.06,21.63,56.49,61.84,46.68,23.35,19.61,21.31,21.42,19.61,23.35,33.14,42.22,25.38,33.58,261.0,576.0,315.0,284.00,0.03,0.06,0.04
2024.00,S1,2024-07-20_S1_S2_6d735351,M,2024-07-20 08:54:00,2024-07-20 17:43:00,8.82,55550.00,6300.57,261.0,351.0,396.0,17.43,19.11,20.56,216.0,336.0,396.0,12.45,15.71,20.56,41.53,37.54,38.43,12.08,15.35,18.85,15.43,12.08,18.85,29.45,22.19,19.58,23.74,216.0,396.0,180.0,169.00,0.05,0.10,0.07
2024.00,S1,2024-07-20_S1_S2_6d735351,T,2024-07-20 08:54:00,2024-07-20 17:43:00,8.82,55550.00,6300.57,36.0,36.0,36.0,32.82,32.56,41.24,36.0,36.0,36.0,32.82,32.56,41.24,43.83,42.25,45.32,16.10,14.30,17.19,15.86,14.30,17.19,27.73,27.95,28.12,27.93,36.0,36.0,0.0,54.00,,,
2024.00,S2,2024-07-20_S1_S2_6d735351,B,2024-07-20 08:54:00,2024-07-20 17:43:00,8.82,55550.00,6300.57,276.0,231.0,246.0,9.96,7.99,8.05,246.0,231.0,246.0,8.74,7.99,8.05,39.22,35.23,40.25,8.46,6.87,5.89,7.07,5.89,8.46,30.76,28.36,34.36,31.16,231.0,246.0,15.0,284.00,,0.40,
2024.00,S2,2024-07-20_S1_S2_6d735351,M,2024-07-20 08:54:00,2024-07-20 17:43:00,8.82,55550.00,6300.57,81.0,66.0,66.0,26.52,12.51,8.00,81.0,66.0,66.0,26.52,12.51,8.00,41.19,41.28,42.88,12.15,11.40,7.40,10.32,7.40,12.15,29.04,29.88,35.48,31.47,66.0,81.0,15.0,169.00,,,
2024.00,S2,2024-07-20_S1_S2_6d735351,T,2024-07-20 08:54:00,2024-07-20 17:43:00,8.82,55550.00,6300.57,81.0,81.0,111.0,18.38,24.24,37.92,81.0,81.0,,18.38,24.24,,49.22,45.00,39.85,8.84,16.10,,12.47,8.84,16.10,40.38,28.91,,34.64,81.0,81.0,0.0,54.00,,,
2024.00,S3,2024-07-26_S3_S4_fd133a4c,B,2024-07-26 19:02:00,2024-07-27 07:21:00,12.32,71850.00,5833.56,118.0,163.0,208.0,12.84,12.38,13.72,118.0,163.0,193.0,12.84,12.38,11.07,35.95,32.95,26.27,11.38,11.14,10.59,11.03,10.59,11.38,24.57,21.81,15.69,20.69,118.0,193.0,75.0,284.00,0.13,0.20,0.16
2024.00,S3,2024-07-26_S3_S4_fd133a4c,M,2024-07-26 19:02:00,2024-07-27 07:21:00,12.32,71850.00,5833.56,478.0,478.0,493.0,14.77,20.41,24.24,478.0,478.0,493.0,14.77,20.41,24.24,44.09,36.03,40.25,10.90,14.87,21.04,15.60,10.90,21.04,33.19,21.16,19.21,24.52,478.0,493.0,15.0,169.00,,0.40,0.80
2024.00,S3,2024-07-26_S3_S4_fd133a4c,T,2024-07-26 19:02:00,2024-07-27 07:21:00,12.32,71850.00,5833.56,58.0,43.0,118.0,21.86,21.77,30.38,58.0,43.0,103.0,21.86,21.77,29.15,41.77,37.92,46.56,15.90,19.59,28.49,21.33,15.90,28.49,25.88,18.33,18.07,20.76,43.0,103.0,60.0,54.00,,0.10,0.27
2024.00,S4,2024-07-26_S3_S4_fd133a4c,B,2024-07-26 19:02:00,2024-07-27 07:21:00,12.32,71850.00,5833.56,-542.0,,,16.33,,,778.0,868.0,,18.54,29.32,,38.89,33.42,,18.14,28.62,,23.38,18.14,28.62,20.76,4.80,,12.78,778.0,868.0,90.0,284.00,0.07,,
2024.00,S4,2024-07-26_S3_S4_fd133a4c,M,2024-07-26 19:02:00,2024-07-27 07:21:00,12.32,71850.00,5833.56,283.0,403.0,493.0,11.70,10.67,14.97,283.0,403.0,493.0,11.70,10.67,14.97,38.05,31.64,30.21,10.84,9.72,12.65,11.07,9.72,12.65,27.20,21.92,17.56,22.23,283.0,493.0,210.0,169.00,0.05,0.07,0.06
2024.00,S4,2024-07-26_S3_S4_fd133a4c,T,2024-07-26 19:02:00,2024-07-27 07:21:00,12.32,71850.00,5833.56,43.0,43.0,43.0,13.49,16.75,25.46,43.0,43.0,43.0,13.49,16.75,25.46,43.11,39.43,39.44,10.15,14.39,22.96,15.83,10.15,22.96,32.96,25.04,16.48,24.83,43.0,43.0,0.0,54.00,,,
2024.00,S3,2024-08-09_S3_S4_fd100e26,B,2024-08-09 08:45:00,2024-08-09 15:50:00,7.08,46900.00,6621.18,120.0,150.0,165.0,14.00,19.89,16.50,120.0,150.0,165.0,14.00,19.89,16.50,33.98,31.58,25.91,13.13,18.44,14.37,15.31,13.13,18.44,20.85,13.15,11.55,15.18,120.0,165.0,45.0,284.00,0.20,0.40,0.27
2024.00,S3,2024-08-09_S3_S4_fd100e26,M,2024-08-09 08:45:00,2024-08-09 15:50:00,7.08,46900.00,6621.18,495.0,480.0,495.0,32.19,21.07,30.05,495.0,480.0,495.0,32.19,21.07,30.05,43.38,37.54,39.21,14.89,19.76,27.00,20.55,14.89,27.00,28.48,17.78,12.21,19.49,480.0,495.0,15.0,169.00,,0.40,
2024.00,S3,2024-08-09_S3_S4_fd100e26,T,2024-08-09 08:45:00,2024-08-09 15:50:00,7.08,46900.00,6621.18,45.0,45.0,60.0,20.10,31.09,39.62,45.0,45.0,60.0,20.10,31.09,39.62,40.95,38.25,45.48,15.41,24.43,36.22,25.35,15.41,36.22,25.54,13.81,9.26,16.21,45.0,60.0,15.0,54.00,,0.40,0.80
2024.00,S4,2024-08-09_S3_S4_fd100e26,B,2024-08-09 08:45:00,2024-08-09 15:50:00,7.08,46900.00,6621.18,435.0,,,20.57,,,450.0,1395.0,,21.84,35.76,,34.21,36.35,,20.52,33.78,,27.15,20.52,33.78,13.69,2.57,,8.13,450.0,1395.0,945.0,284.00,0.01,,
2024.00,S4,2024-08-09_S3_S4_fd100e26,M,2024-08-09 08:45:00,2024-08-09 15:50:00,7.08,46900.00,6621.18,285.0,300.0,330.0,18.03,17.09,31.10,270.0,300.0,330.0,13.63,17.09,31.10,37.77,32.12,33.62,13.17,16.00,23.64,17.61,13.17,23.64,24.59,16.12,9.97,16.90,270.0,330.0,60.0,169.00,0.20,0.20,0.20
2024.00,S4,2024-08-09_S3_S4_fd100e26,T,2024-08-09 08:45:00,2024-08-09 15:50:00,7.08,46900.00,6621.18,45.0,45.0,45.0,22.01,23.73,33.01,45.0,45.0,45.0,22.01,23.73,33.01,42.84,39.82,40.37,11.13,18.76,28.28,19.39,11.13,28.28,31.71,21.06,12.09,21.62,45.0,45.0,0.0,54.00,,,
2024.00,S1,2024-08-10_S1_S2_de427086,B,2024-08-10 08:50:00,2024-08-10 20:38:00,11.80,84700.00,7177.97,475.0,520.0,595.0,28.45,25.10,33.63,430.0,445.0,595.0,27.58,23.71,33.63,56.91,59.24,48.12,26.53,23.32,33.03,27.63,23.32,33.03,30.37,35.92,15.09,27.13,430.0,595.0,165.0,284.00,0.40,0.04,0.07
2024.00,S1,2024-08-10_S1_S2_de427086,M,2024-08-10 08:50:00,2024-08-10 20:38:00,11.80,84700.00,7177.97,205.0,280.0,370.0,15.88,16.91,29.09,190.0,280.0,370.0,13.74,16.91,29.09,41.70,37.59,39.55,13.44,16.26,27.98,19.23,13.44,27.98,28.26,21.33,11.57,20.39,190.0,370.0,180.0,169.00,0.07,0.07,0.07
2024.00,S1,2024-08-10_S1_S2_de427086,T,2024-08-10 08:50:00,2024-08-10 20:38:00,11.80,84700.00,7177.97,25.0,25.0,40.0,24.35,21.34,22.61,25.0,25.0,25.0,24.35,21.34,21.78,42.53,39.92,43.17,19.55,17.04,21.50,19.36,17.04,21.50,22.98,22.89,21.67,22.51,25.0,25.0,0.0,54.00,,,
2024.00,S2,2024-08-10_S1_S2_de427086,B,2024-08-10 08:50:00,2024-08-10 20:38:00,11.80,84700.00,7177.97,175.0,160.0,160.0,11.74,12.41,11.15,175.0,160.0,160.0,11.74,12.41,11.15,39.65,35.11,40.35,9.68,8.24,9.37,9.10,8.24,9.68,29.97,26.87,30.98,29.28,160.0,175.0,15.0,284.00,,,
2024.00,S2,2024-08-10_S1_S2_de427086,M,2024-08-10 08:50:00,2024-08-10 20:38:00,11.80,84700.00,7177.97,55.0,55.0,55.0,21.92,27.27,33.20,55.0,55.0,55.0,21.92,27.27,33.20,41.69,41.34,45.33,12.94,13.81,23.86,16.87,12.94,23.86,28.75,27.53,21.47,25.92,55.0,55.0,0.0,169.00,,,
2024.00,S2,2024-08-10_S1_S2_de427086,T,2024-08-10 08:50:00,2024-08-10 20:38:00,11.80,84700.00,7177.97,85.0,85.0,85.0,38.51,37.67,32.03,85.0,85.0,85.0,38.51,37.67,32.03,49.67,45.37,40.24,9.23,16.97,21.19,15.80,9.23,21.19,40.44,28.40,19.05,29.30,85.0,85.0,0.0,54.00,,,
2024.00,S3,2024-08-23_S3_S4_0b64e5f5,B,2024-08-23 09:32:00,2024-08-23 15:04:00,5.53,30150.00,5448.80,103.0,118.0,133.0,20.45,23.66,16.14,103.0,118.0,133.0,20.45,23.66,16.14,33.68,31.79,26.10,16.93,22.22,14.30,17.82,14.30,22.22,16.75,9.57,11.80,12.71,103.0,133.0,30.0,284.00,0.40,0.40,0.40
2024.00,S3,2024-08-23_S3_S4_0b64e5f5,M,2024-08-23 09:32:00,2024-08-23 15:04:00,5.53,30150.00,5448.80,478.0,478.0,478.0,29.15,34.08,27.93,478.0,478.0,478.0,29.15,34.08,27.93,42.87,37.10,39.32,17.34,21.37,26.91,21.87,17.34,26.91,25.53,15.73,12.41,17.89,478.0,478.0,0.0,169.00,,,
2024.00,S3,2024-08-23_S3_S4_0b64e5f5,T,2024-08-23 09:32:00,2024-08-23 15:04:00,5.53,30150.00,5448.80,58.0,58.0,73.0,22.81,29.94,41.29,58.0,58.0,73.0,22.81,29.94,41.29,40.12,38.09,45.60,16.80,27.13,37.98,27.31,16.80,37.98,23.32,10.96,7.62,13.97,58.0,73.0,15.0,54.00,,0.40,0.80
2024.00,S4,2024-08-23_S3_S4_0b64e5f5,B,2024-08-23 09:32:00,2024-08-23 15:04:00,5.53,30150.00,5448.80,748.0,,,23.93,,,748.0,868.0,,23.93,34.86,,39.52,37.56,,23.18,34.01,,28.59,23.18,34.01,16.34,3.55,,9.95,748.0,868.0,120.0,284.00,0.05,,
2024.00,S4,2024-08-23_S3_S4_0b64e5f5,M,2024-08-23 09:32:00,2024-08-23 15:04:00,5.53,30150.00,5448.80,253.0,313.0,358.0,18.03,17.63,23.36,253.0,313.0,358.0,18.03,17.63,23.36,35.97,30.82,29.46,15.48,16.20,22.05,17.91,15.48,22.05,20.49,14.62,7.41,14.17,253.0,358.0,105.0,169.00,0.10,0.13,0.11
2024.00,S4,2024-08-23_S3_S4_0b64e5f5,T,2024-08-23 09:32:00,2024-08-23 15:04:00,5.53,30150.00,5448.80,43.0,43.0,43.0,33.82,32.08,36.47,43.0,43.0,43.0,33.82,32.08,36.47,42.66,40.18,40.08,12.91,22.42,29.39,21.57,12.91,29.39,29.74,17.77,10.69,19.40,43.0,43.0,0.0,54.00,,,
2024.00,S3,2024-09-06_S3_S4_9e0ce675,B,2024-09-06 09:33:00,2024-09-06 16:29:00,6.93,48950.00,7060.10,102.0,117.0,132.0,20.65,24.36,18.28,102.0,117.0,132.0,20.65,24.36,18.28,33.78,31.98,26.66,17.44,21.90,13.58,17.64,13.58,21.90,16.35,10.09,13.08,13.17,102.0,132.0,30.0,284.00,0.40,0.40,0.40
2024.00,S3,2024-09-06_S3_S4_9e0ce675,M,2024-09-06 09:33:00,2024-09-06 16:29:00,6.93,48950.00,7060.10,477.0,477.0,477.0,29.18,32.49,25.48,477.0,477.0,477.0,29.18,32.49,25.48,42.52,36.09,39.31,15.35,19.94,24.95,20.08,15.35,24.95,27.17,16.15,14.36,19.23,477.0,477.0,0.0,169.00,,,
2024.00,S3,2024-09-06_S3_S4_9e0ce675,T,2024-09-06 09:33:00,2024-09-06 16:29:00,6.93,48950.00,7060.10,72.0,57.0,72.0,20.93,27.81,40.14,57.0,57.0,72.0,16.04,27.81,40.14,39.99,37.91,45.81,15.55,27.13,38.76,27.15,15.55,38.76,24.43,10.78,7.05,14.09,57.0,72.0,15.0,54.00,,0.40,0.80
2024.00,S4,2024-09-06_S3_S4_9e0ce675,B,2024-09-06 09:33:00,2024-09-06 16:29:00,6.93,48950.00,7060.10,327.0,432.0,507.0,22.96,35.48,38.50,342.0,432.0,,25.96,35.48,,38.07,39.94,42.77,23.53,34.46,,28.99,23.53,34.46,14.54,5.49,,10.01,342.0,432.0,90.0,284.00,0.07,,
2024.00,S4,2024-09-06_S3_S4_9e0ce675,M,2024-09-06 09:33:00,2024-09-06 16:29:00,6.93,48950.00,7060.10,207.0,222.0,252.0,21.02,22.18,26.16,207.0,222.0,252.0,21.02,22.18,26.16,37.21,31.74,32.48,13.13,12.47,19.71,15.11,12.47,19.71,24.08,19.26,12.76,18.70,207.0,252.0,45.0,169.00,0.40,0.20,0.27
2024.00,S4,2024-09-06_S3_S4_9e0ce675,T,2024-09-06 09:33:00,2024-09-06 16:29:00,6.93,48950.00,7060.10,42.0,42.0,42.0,33.62,34.88,38.00,42.0,42.0,42.0,33.62,34.88,38.00,41.25,39.64,40.41,11.14,20.73,29.92,20.59,11.14,29.92,30.11,18.91,10.50,19.84,42.0,42.0,0.0,54.00,,,
2024.00,S1,2024-09-07_S1_S2_b15b9a0a,B,2024-09-07 08:23:00,2024-09-07 16:16:00,7.88,53000.00,6723.04,577.0,517.0,577.0,28.18,28.24,31.91,577.0,502.0,577.0,28.18,27.64,31.91,49.22,51.55,41.34,27.37,27.31,31.17,28.61,27.31,31.17,21.85,24.25,10.17,18.76,502.0,577.0,75.0,284.00,,0.08,
2024.00,S1,2024-09-07_S1_S2_b15b9a0a,M,2024-09-07 08:23:00,2024-09-07 16:16:00,7.88,53000.00,6723.04,232.0,292.0,322.0,14.98,19.69,33.44,217.0,292.0,322.0,14.33,19.69,33.44,39.33,36.81,40.06,14.05,18.52,32.39,21.65,14.05,32.39,25.29,18.29,7.67,17.08,217.0,322.0,105.0,169.00,0.08,0.20,0.11
2024.00,S1,2024-09-07_S1_S2_b15b9a0a,T,2024-09-07 08:23:00,2024-09-07 16:16:00,7.88,53000.00,6723.04,22.0,22.0,37.0,24.20,20.51,27.31,22.0,22.0,37.0,24.20,20.51,27.31,41.73,43.20,45.43,22.25,19.29,24.77,22.10,19.29,24.77,19.49,23.91,20.66,21.35,22.0,37.0,15.0,54.00,,0.40,0.80
2024.00,S2,2024-09-07_S1_S2_b15b9a0a,B,2024-09-07 08:23:00,2024-09-07 16:16:00,7.88,53000.00,6723.04,202.0,187.0,187.0,12.22,13.71,21.20,202.0,187.0,187.0,12.22,13.71,21.20,38.57,34.46,40.13,9.88,8.84,16.10,11.60,8.84,16.10,28.69,25.62,24.03,26.11,187.0,202.0,15.0,284.00,,,
2024.00,S2,2024-09-07_S1_S2_b15b9a0a,M,2024-09-07 08:23:00,2024-09-07 16:16:00,7.88,53000.00,6723.04,67.0,67.0,67.0,21.78,28.56,36.15,67.0,67.0,67.0,21.78,28.56,36.15,41.04,41.11,45.27,13.53,16.24,27.60,19.12,13.53,27.60,27.51,24.87,17.68,23.35,67.0,67.0,0.0,169.00,,,
2024.00,S2,2024-09-07_S1_S2_b15b9a0a,T,2024-09-07 08:23:00,2024-09-07 16:16:00,7.88,53000.00,6723.04,82.0,82.0,82.0,23.90,28.43,29.88,82.0,82.0,82.0,23.90,28.43,29.88,48.82,44.86,40.73,9.96,17.38,25.56,17.63,9.96,25.56,38.87,27.48,15.18,27.17,82.0,82.0,0.0,54.00,,,
2024.00,S3,2024-09-20_S3_S4_032d9e33,B,2024-09-20 14:27:00,2024-09-20 17:52:00,3.42,16450.00,4814.63,153.0,168.0,198.0,19.95,22.58,16.86,153.0,168.0,198.0,19.95,22.58,16.86,33.04,29.61,23.46,18.70,22.14,13.26,18.04,13.26,22.14,14.34,7.47,10.19,10.67,153.0,198.0,45.0,284.00,0.40,0.20,0.27
2024.00,S3,2024-09-20_S3_S4_032d9e33,M,2024-09-20 14:27:00,2024-09-20 17:52:00,3.42,16450.00,4814.63,513.0,513.0,528.0,25.14,26.08,26.62,513.0,513.0,528.0,25.14,26.08,26.62,40.59,35.79,37.49,14.71,18.90,23.42,19.01,14.71,23.42,25.88,16.89,14.07,18.94,513.0,528.0,15.0,169.00,,0.40,0.80
2024.00,S3,2024-09-20_S3_S4_032d9e33,T,2024-09-20 14:27:00,2024-09-20 17:52:00,3.42,16450.00,4814.63,48.0,48.0,63.0,17.70,29.23,40.90,48.0,48.0,63.0,17.70,29.23,40.90,39.32,37.16,44.51,14.88,25.27,36.90,25.68,14.88,36.90,24.44,11.89,7.61,14.65,48.0,63.0,15.0,54.00,,0.40,0.80
2024.00,S4,2024-09-20_S3_S4_032d9e33,B,2024-09-20 14:27:00,2024-09-20 17:52:00,3.42,16450.00,4814.63,,,,,,,,,,,,,18.41,31.64,31.98,18.16,30.92,31.81,26.96,18.16,31.81,0.24,0.72,0.17,0.38,,,,284.00,,,
2024.00,S4,2024-09-20_S3_S4_032d9e33,M,2024-09-20 14:27:00,2024-09-20 17:52:00,3.42,16450.00,4814.63,,,,,,,,,,,,,11.54,10.63,15.76,11.43,10.74,15.94,12.70,10.74,15.94,0.11,-0.11,-0.18,-0.06,,,,169.00,,,
2024.00,S4,2024-09-20_S3_S4_032d9e33,T,2024-09-20 14:27:00,2024-09-20 17:52:00,3.42,16450.00,4814.63,48.0,48.0,48.0,27.80,29.23,35.41,48.0,48.0,93.0,27.80,29.23,34.67,40.90,38.03,38.83,10.33,17.67,28.31,18.77,10.33,28.31,30.56,20.36,10.52,20.48,48.0,93.0,45.0,54.00,,0.13,0.27
2024.00,S3,2024-10-04_S3_S4_bf53dc9a,B,2024-10-04 11:55:00,2024-10-04 18:02:00,6.12,47200.00,7716.62,110.0,110.0,125.0,26.92,22.88,14.02,95.0,110.0,125.0,20.17,22.88,14.02,33.79,31.93,26.48,19.68,22.16,12.98,18.27,12.98,22.16,14.12,9.77,13.50,12.46,95.0,125.0,30.0,284.00,0.40,0.40,0.40
2024.00,S3,2024-10-04_S3_S4_bf53dc9a,M,2024-10-04 11:55:00,2024-10-04 18:02:00,6.12,47200.00,7716.62,455.0,455.0,470.0,15.70,18.86,22.52,455.0,455.0,470.0,15.70,18.86,22.52,41.46,35.12,38.67,14.83,18.60,22.18,18.53,14.83,22.18,26.63,16.52,16.49,19.88,455.0,470.0,15.0,169.00,,0.40,0.80
2024.00,S3,2024-10-04_S3_S4_bf53dc9a,T,2024-10-04 11:55:00,2024-10-04 18:02:00,6.12,47200.00,7716.62,35.0,35.0,50.0,15.96,27.91,37.87,35.0,35.0,50.0,15.96,27.91,37.87,38.69,37.84,44.74,14.96,25.63,35.87,25.48,14.96,35.87,23.73,12.21,8.87,14.94,35.0,50.0,15.0,54.00,,0.40,0.80
2024.00,S4,2024-10-04_S3_S4_bf53dc9a,B,2024-10-04 11:55:00,2024-10-04 18:02:00,6.12,47200.00,7716.62,305.0,365.0,425.0,23.28,28.83,27.09,260.0,320.0,425.0,16.79,27.61,27.09,31.22,33.84,28.25,15.74,27.23,25.85,22.94,15.74,27.23,15.48,6.61,2.40,8.17,260.0,425.0,165.0,284.00,0.10,0.06,0.07
2024.00,S4,2024-10-04_S3_S4_bf53dc9a,M,2024-10-04 11:55:00,2024-10-04 18:02:00,6.12,47200.00,7716.62,170.0,200.0,230.0,14.93,19.98,11.57,170.0,200.0,230.0,14.93,19.98,11.57,37.05,31.36,29.38,10.22,9.54,10.84,10.20,9.54,10.84,26.83,21.82,18.54,22.40,170.0,230.0,60.0,169.00,0.20,0.20,0.20
2024.00,S4,2024-10-04_S3_S4_bf53dc9a,T,2024-10-04 11:55:00,2024-10-04 18:02:00,6.12,47200.00,7716.62,35.0,35.0,35.0,27.53,30.02,34.57,35.0,35.0,35.0,27.53,30.02,34.57,39.57,38.17,39.02,10.19,17.18,26.98,18.12,10.19,26.98,29.38,20.99,12.04,20.80,35.0,35.0,0.0,54.00,,,
2024.00,S3,2024-10-18_S3_S4_e3314155,B,2024-10-18 09:34:00,2024-10-18 17:17:00,7.72,53550.00,6939.52,86.0,101.0,116.0,22.67,25.70,16.95,86.0,101.0,116.0,22.67,25.70,16.95,34.31,32.33,27.85,22.20,23.98,13.62,19.93,13.62,23.98,12.11,8.35,14.23,11.56,86.0,116.0,30.0,284.00,0.40,0.40,0.40
2024.00,S3,2024-10-18_S3_S4_e3314155,M,2024-10-18 09:34:00,2024-10-18 17:17:00,7.72,53550.00,6939.52,461.0,461.0,476.0,23.67,25.42,23.46,461.0,461.0,476.0,23.67,25.42,23.46,42.33,35.65,37.94,18.37,20.51,22.48,20.46,18.37,22.48,23.96,15.14,15.46,18.19,461.0,476.0,15.0,169.00,,0.40,0.80
2024.00,S3,2024-10-18_S3_S4_e3314155,T,2024-10-18 09:34:00,2024-10-18 17:17:00,7.72,53550.00,6939.52,41.0,41.0,41.0,24.94,34.47,37.43,41.0,41.0,41.0,24.94,34.47,37.43,38.71,38.16,44.68,18.56,27.64,36.68,27.62,18.56,36.68,20.16,10.52,8.00,12.89,41.0,41.0,0.0,54.00,,,
2024.00,S4,2024-10-18_S3_S4_e3314155,M,2024-10-18 09:34:00,2024-10-18 17:17:00,7.72,53550.00,6939.52,176.0,206.0,251.0,13.64,16.74,22.78,176.0,206.0,251.0,13.64,16.74,22.78,35.85,31.16,30.75,12.27,12.27,16.21,13.58,12.27,16.21,23.58,18.90,14.54,19.01,176.0,251.0,75.0,169.00,0.20,0.13,0.16
2024.00,S4,2024-10-18_S3_S4_e3314155,T,2024-10-18 09:34:00,2024-10-18 17:17:00,7.72,53550.00,6939.52,41.0,41.0,41.0,37.32,37.84,38.20,26.0,41.0,26.0,12.23,37.84,28.53,40.00,38.77,39.01,11.97,20.73,28.05,20.25,11.97,28.05,28.03,18.04,10.96,19.01,26.0,41.0,15.0,54.00,0.40,,
