year,event_id,strip,logger_position,arrival_6in_min,arrival_12in_min,arrival_18in_min,arrival_order,expected_order,order_class,alt_arrival_6in_min,alt_arrival_12in_min,alt_arrival_18in_min,alt_arrival_order,alt_expected_order,alt_order_class,alt_before_start_depths,any_alt_before_start,all_alt_before_start,baseline_vwc_6in,baseline_vwc_12in,baseline_vwc_18in,elevated_18in_baseline_context,depth_profile_interpretation,arrival_6in_T_min,arrival_6in_M_min,arrival_6in_B_min,arrival_6in_logger_order_class,alt_arrival_6in_T_min,alt_arrival_6in_M_min,alt_arrival_6in_B_min,alt_arrival_6in_logger_order_class,arrival_12in_T_min,arrival_12in_M_min,arrival_12in_B_min,arrival_12in_logger_order_class,alt_arrival_12in_T_min,alt_arrival_12in_M_min,alt_arrival_12in_B_min,alt_arrival_12in_logger_order_class,arrival_18in_T_min,arrival_18in_M_min,arrival_18in_B_min,arrival_18in_logger_order_class,alt_arrival_18in_T_min,alt_arrival_18in_M_min,alt_arrival_18in_B_min,alt_arrival_18in_logger_order_class,any_bottom_before_top_or_middle,any_alt_bottom_before_top_or_middle,any_all_loggers_before_start
2023,2023-05-24_S3_S4_31cada45,S4,M,125.0,170.0,230.0,6→12→18,True,expected,140.0,170.0,230.0,6→12→18,True,expected,,False,False,6.652,6.2865,9.8085,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",20.0,125.0,365.0,expected,35.0,140.0,380.0,expected,65.0,170.0,,missing_loggers,65.0,170.0,,missing_loggers,95.0,230.0,,missing_loggers,95.0,230.0,,missing_loggers,False,False,False
2023,2023-05-24_S3_S4_31cada45,S4,T,20.0,65.0,95.0,6→12→18,True,expected,35.0,65.0,95.0,6→12→18,True,expected,,False,False,5.7375,16.083,20.072,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",20.0,125.0,365.0,expected,35.0,140.0,380.0,expected,65.0,170.0,,missing_loggers,65.0,170.0,,missing_loggers,95.0,230.0,,missing_loggers,95.0,230.0,,missing_loggers,False,False,False
2023,2023-06-01_S1_S2_5b27ce31,S1,B,,,,none,False,missing_depths,,,,none,False,missing_depths,,False,False,19.6775,16.634,11.451,False,,208.86666666666667,223.86666666666667,,missing_loggers,238.86666666666667,223.86666666666667,,missing_loggers,223.86666666666667,283.8666666666667,,missing_loggers,223.86666666666667,298.8666666666667,,missing_loggers,268.8666666666667,358.8666666666667,,missing_loggers,313.8666666666667,388.8666666666667,,missing_loggers,False,False,False
2023,2023-06-01_S1_S2_5b27ce31,S1,M,223.86666666666667,283.8666666666667,358.8666666666667,6→12→18,True,expected,223.86666666666667,298.8666666666667,388.8666666666667,6→12→18,True,expected,,False,False,32.359,31.5045,36.298,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",208.86666666666667,223.86666666666667,,missing_loggers,238.86666666666667,223.86666666666667,,missing_loggers,223.86666666666667,283.8666666666667,,missing_loggers,223.86666666666667,298.8666666666667,,missing_loggers,268.8666666666667,358.8666666666667,,missing_loggers,313.8666666666667,388.8666666666667,,missing_loggers,False,False,False
2023,2023-06-01_S1_S2_5b27ce31,S1,T,208.86666666666667,223.86666666666667,268.8666666666667,6→12→18,True,expected,238.86666666666667,223.86666666666667,313.8666666666667,12→6→18,False,12_before_6,,False,False,32.752,30.775,35.041,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",208.86666666666667,223.86666666666667,,missing_loggers,238.86666666666667,223.86666666666667,,missing_loggers,223.86666666666667,283.8666666666667,,missing_loggers,223.86666666666667,298.8666666666667,,missing_loggers,268.8666666666667,358.8666666666667,,missing_loggers,313.8666666666667,388.8666666666667,,missing_loggers,False,False,False
2023,2023-06-01_S1_S2_5b27ce31,S2,B,313.8666666666667,298.8666666666667,268.8666666666667,18→12→6,False,12_before_6,313.8666666666667,313.8666666666667,313.8666666666667,6→12→18,True,expected,,False,False,24.2665,25.938,25.804,False,,148.86666666666667,358.8666666666667,313.8666666666667,bottom_before_top_or_middle,148.86666666666667,358.8666666666667,313.8666666666667,bottom_before_top_or_middle,148.86666666666667,358.8666666666667,298.8666666666667,bottom_before_top_or_middle,148.86666666666667,358.8666666666667,313.8666666666667,bottom_before_top_or_middle,,388.8666666666667,268.8666666666667,missing_loggers,,388.8666666666667,313.8666666666667,missing_loggers,True,True,False
2023,2023-06-01_S1_S2_5b27ce31,S2,M,358.8666666666667,358.8666666666667,388.8666666666667,6→12→18,True,expected,358.8666666666667,358.8666666666667,388.8666666666667,6→12→18,True,expected,,False,False,27.5495,26.4385,24.689,False,,148.86666666666667,358.8666666666667,313.8666666666667,bottom_before_top_or_middle,148.86666666666667,358.8666666666667,313.8666666666667,bottom_before_top_or_middle,148.86666666666667,358.8666666666667,298.8666666666667,bottom_before_top_or_middle,148.86666666666667,358.8666666666667,313.8666666666667,bottom_before_top_or_middle,,388.8666666666667,268.8666666666667,missing_loggers,,388.8666666666667,313.8666666666667,missing_loggers,True,True,False
2023,2023-06-01_S1_S2_5b27ce31,S2,T,148.86666666666667,148.86666666666667,,6→12,False,missing_depths,148.86666666666667,148.86666666666667,,6→12,False,missing_depths,,False,False,23.8685,29.1945,,False,,148.86666666666667,358.8666666666667,313.8666666666667,bottom_before_top_or_middle,148.86666666666667,358.8666666666667,313.8666666666667,bottom_before_top_or_middle,148.86666666666667,358.8666666666667,298.8666666666667,bottom_before_top_or_middle,148.86666666666667,358.8666666666667,313.8666666666667,bottom_before_top_or_middle,,388.8666666666667,268.8666666666667,missing_loggers,,388.8666666666667,313.8666666666667,missing_loggers,True,True,False
2023,2023-06-02_S3_S4_e824e1bc,S3,B,167.0,197.0,257.0,6→12→18,True,expected,182.0,227.0,272.0,6→12→18,True,expected,,False,False,20.202,16.866,10.262,False,,,662.0,167.0,missing_loggers,,677.0,182.0,missing_loggers,77.0,722.0,197.0,bottom_before_top_or_middle,77.0,722.0,227.0,bottom_before_top_or_middle,107.0,,257.0,missing_loggers,107.0,1487.0,272.0,bottom_before_top_or_middle,True,True,False
2023,2023-06-02_S3_S4_e824e1bc,S3,M,662.0,722.0,,6→12,False,missing_depths,677.0,722.0,1487.0,6→12→18,True,expected,,False,False,21.09,13.789,13.963,False,,,662.0,167.0,missing_loggers,,677.0,182.0,missing_loggers,77.0,722.0,197.0,bottom_before_top_or_middle,77.0,722.0,227.0,bottom_before_top_or_middle,107.0,,257.0,missing_loggers,107.0,1487.0,272.0,bottom_before_top_or_middle,True,True,False
2023,2023-06-02_S3_S4_e824e1bc,S3,T,,77.0,107.0,12→18,False,missing_depths,,77.0,107.0,12→18,False,missing_depths,,False,False,,31.5325,41.717,False,,,662.0,167.0,missing_loggers,,677.0,182.0,missing_loggers,77.0,722.0,197.0,bottom_before_top_or_middle,77.0,722.0,227.0,bottom_before_top_or_middle,107.0,,257.0,missing_loggers,107.0,1487.0,272.0,bottom_before_top_or_middle,True,True,False
2023,2023-06-02_S3_S4_e824e1bc,S4,B,,,,none,False,missing_depths,,,,none,False,missing_depths,,False,False,12.7825,21.2875,12.0505,False,,167.0,,,missing_loggers,197.0,,,missing_loggers,,,,missing_loggers,,,,missing_loggers,,,,missing_loggers,,,,missing_loggers,False,False,False
2023,2023-06-02_S3_S4_e824e1bc,S4,M,,,,none,False,missing_depths,,,,none,False,missing_depths,,False,False,20.058,16.218,20.4035,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",167.0,,,missing_loggers,197.0,,,missing_loggers,,,,missing_loggers,,,,missing_loggers,,,,missing_loggers,,,,missing_loggers,False,False,False
2023,2023-06-02_S3_S4_e824e1bc,S4,T,167.0,,,6,False,missing_depths,197.0,,,6,False,missing_depths,,False,False,19.632,22.142,26.628,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",167.0,,,missing_loggers,197.0,,,missing_loggers,,,,missing_loggers,,,,missing_loggers,,,,missing_loggers,,,,missing_loggers,False,False,False
2023,2023-06-14_S3_S4_71ac748b,S3,B,140.0,140.0,170.0,6→12→18,True,expected,140.0,155.0,170.0,6→12→18,True,expected,,False,False,16.8615,19.748,12.908,False,,65.0,650.0,140.0,bottom_before_top_or_middle,65.0,650.0,140.0,bottom_before_top_or_middle,50.0,635.0,140.0,bottom_before_top_or_middle,50.0,635.0,155.0,bottom_before_top_or_middle,95.0,710.0,170.0,bottom_before_top_or_middle,110.0,725.0,170.0,bottom_before_top_or_middle,True,True,False
2023,2023-06-14_S3_S4_71ac748b,S3,M,650.0,635.0,710.0,12→6→18,False,12_before_6,650.0,635.0,725.0,12→6→18,False,12_before_6,,False,False,19.045,14.503,13.876,False,,65.0,650.0,140.0,bottom_before_top_or_middle,65.0,650.0,140.0,bottom_before_top_or_middle,50.0,635.0,140.0,bottom_before_top_or_middle,50.0,635.0,155.0,bottom_before_top_or_middle,95.0,710.0,170.0,bottom_before_top_or_middle,110.0,725.0,170.0,bottom_before_top_or_middle,True,True,False
2023,2023-06-14_S3_S4_71ac748b,S3,T,65.0,50.0,95.0,12→6→18,False,12_before_6,65.0,50.0,110.0,12→6→18,False,12_before_6,,False,False,18.5615,28.8695,38.0425,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",65.0,650.0,140.0,bottom_before_top_or_middle,65.0,650.0,140.0,bottom_before_top_or_middle,50.0,635.0,140.0,bottom_before_top_or_middle,50.0,635.0,155.0,bottom_before_top_or_middle,95.0,710.0,170.0,bottom_before_top_or_middle,110.0,725.0,170.0,bottom_before_top_or_middle,True,True,False
2023,2023-06-14_S3_S4_71ac748b,S4,B,500.0,545.0,,6→12,False,missing_depths,545.0,680.0,,6→12,False,missing_depths,,False,False,8.26,22.5405,12.098,False,,185.0,365.0,500.0,expected,200.0,395.0,545.0,expected,305.0,425.0,545.0,expected,305.0,425.0,680.0,expected,305.0,500.0,,missing_loggers,305.0,500.0,,missing_loggers,False,False,False
2023,2023-06-14_S3_S4_71ac748b,S4,M,365.0,425.0,500.0,6→12→18,True,expected,395.0,425.0,500.0,6→12→18,True,expected,,False,False,9.4115,12.6805,15.711,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",185.0,365.0,500.0,expected,200.0,395.0,545.0,expected,305.0,425.0,545.0,expected,305.0,425.0,680.0,expected,305.0,500.0,,missing_loggers,305.0,500.0,,missing_loggers,False,False,False
2023,2023-06-14_S3_S4_71ac748b,S4,T,185.0,305.0,305.0,6→12→18,True,expected,200.0,305.0,305.0,6→12→18,True,expected,,False,False,10.875,17.4245,24.17,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",185.0,365.0,500.0,expected,200.0,395.0,545.0,expected,305.0,425.0,545.0,expected,305.0,425.0,680.0,expected,305.0,500.0,,missing_loggers,305.0,500.0,,missing_loggers,False,False,False
2023,2023-06-26_S1_S2_69e5d9b6,S1,B,,,,none,False,missing_depths,,,,none,False,missing_depths,,False,False,18.0265,21.327,18.672,False,,59.0,89.0,,missing_loggers,104.0,134.0,,missing_loggers,59.0,209.0,,missing_loggers,179.0,254.0,,missing_loggers,284.0,314.0,,some_loggers_arrived_before_start,-31.0,314.0,,some_loggers_arrived_before_start,False,False,False
2023,2023-06-26_S1_S2_69e5d9b6,S1,M,89.0,209.0,314.0,6→12→18,True,expected,134.0,254.0,314.0,6→12→18,True,expected,,False,False,12.7665,18.265,29.782,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",59.0,89.0,,missing_loggers,104.0,134.0,,missing_loggers,59.0,209.0,,missing_loggers,179.0,254.0,,missing_loggers,284.0,314.0,,some_loggers_arrived_before_start,-31.0,314.0,,some_loggers_arrived_before_start,False,False,False
2023,2023-06-26_S1_S2_69e5d9b6,S1,T,59.0,59.0,284.0,6→12→18,True,expected,104.0,179.0,-31.0,18→6→12,False,18_before_12,18,True,False,14.3355,15.0165,21.4915,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",59.0,89.0,,missing_loggers,104.0,134.0,,missing_loggers,59.0,209.0,,missing_loggers,179.0,254.0,,missing_loggers,284.0,314.0,,some_loggers_arrived_before_start,-31.0,314.0,,some_loggers_arrived_before_start,False,False,False
2023,2023-06-26_S1_S2_69e5d9b6,S2,B,104.0,104.0,119.0,6→12→18,True,expected,149.0,119.0,119.0,12→18→6,False,12_before_6,,False,False,8.5625,7.066,9.8285,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",134.0,89.0,104.0,bottom_before_top_or_middle,134.0,89.0,149.0,middle_before_top,134.0,104.0,104.0,bottom_before_top_or_middle,134.0,104.0,119.0,bottom_before_top_or_middle,134.0,89.0,119.0,bottom_before_top_or_middle,134.0,89.0,119.0,bottom_before_top_or_middle,True,True,False
2023,2023-06-26_S1_S2_69e5d9b6,S2,M,89.0,104.0,89.0,6→18→12,False,18_before_12,89.0,104.0,89.0,6→18→12,False,18_before_12,,False,False,11.681,10.45,7.407,False,,134.0,89.0,104.0,bottom_before_top_or_middle,134.0,89.0,149.0,middle_before_top,134.0,104.0,104.0,bottom_before_top_or_middle,134.0,104.0,119.0,bottom_before_top_or_middle,134.0,89.0,119.0,bottom_before_top_or_middle,134.0,89.0,119.0,bottom_before_top_or_middle,True,True,False
2023,2023-06-26_S1_S2_69e5d9b6,S2,T,134.0,134.0,134.0,6→12→18,True,expected,134.0,134.0,134.0,6→12→18,True,expected,,False,False,13.2885,17.007,21.203,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",134.0,89.0,104.0,bottom_before_top_or_middle,134.0,89.0,149.0,middle_before_top,134.0,104.0,104.0,bottom_before_top_or_middle,134.0,104.0,119.0,bottom_before_top_or_middle,134.0,89.0,119.0,bottom_before_top_or_middle,134.0,89.0,119.0,bottom_before_top_or_middle,True,True,False
2023,2023-06-27_S3_S4_87f629e2,S3,B,127.0,142.0,157.0,6→12→18,True,expected,127.0,142.0,157.0,6→12→18,True,expected,,False,False,12.061,17.092,13.744,False,,37.0,562.0,127.0,bottom_before_top_or_middle,37.0,562.0,127.0,bottom_before_top_or_middle,37.0,547.0,142.0,bottom_before_top_or_middle,37.0,547.0,142.0,bottom_before_top_or_middle,67.0,547.0,157.0,bottom_before_top_or_middle,67.0,547.0,157.0,bottom_before_top_or_middle,True,True,False
2023,2023-06-27_S3_S4_87f629e2,S3,M,562.0,547.0,547.0,12→18→6,False,12_before_6,562.0,547.0,547.0,12→18→6,False,12_before_6,,False,False,14.033,19.577,19.56,False,,37.0,562.0,127.0,bottom_before_top_or_middle,37.0,562.0,127.0,bottom_before_top_or_middle,37.0,547.0,142.0,bottom_before_top_or_middle,37.0,547.0,142.0,bottom_before_top_or_middle,67.0,547.0,157.0,bottom_before_top_or_middle,67.0,547.0,157.0,bottom_before_top_or_middle,True,True,False
2023,2023-06-27_S3_S4_87f629e2,S3,T,37.0,37.0,67.0,6→12→18,True,expected,37.0,37.0,67.0,6→12→18,True,expected,,False,False,14.584,24.1045,34.376,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",37.0,562.0,127.0,bottom_before_top_or_middle,37.0,562.0,127.0,bottom_before_top_or_middle,37.0,547.0,142.0,bottom_before_top_or_middle,37.0,547.0,142.0,bottom_before_top_or_middle,67.0,547.0,157.0,bottom_before_top_or_middle,67.0,547.0,157.0,bottom_before_top_or_middle,True,True,False
2023,2023-06-27_S3_S4_87f629e2,S4,B,487.0,532.0,742.0,6→12→18,True,expected,502.0,,1612.0,6→18,False,missing_depths,,False,False,8.425,28.722,24.567,False,,7.0,247.0,487.0,expected,-8.0,262.0,502.0,expected,7.0,397.0,532.0,expected,7.0,397.0,,missing_loggers,22.0,,742.0,missing_loggers,22.0,,1612.0,missing_loggers,False,False,False
2023,2023-06-27_S3_S4_87f629e2,S4,M,247.0,397.0,,6→12,False,missing_depths,262.0,397.0,,6→12,False,missing_depths,,False,False,9.1305,14.904,18.895,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",7.0,247.0,487.0,expected,-8.0,262.0,502.0,expected,7.0,397.0,532.0,expected,7.0,397.0,,missing_loggers,22.0,,742.0,missing_loggers,22.0,,1612.0,missing_loggers,False,False,False
2023,2023-06-27_S3_S4_87f629e2,S4,T,7.0,7.0,22.0,6→12→18,True,expected,-8.0,7.0,22.0,6→12→18,True,expected,6,True,False,10.3425,18.5735,24.937,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",7.0,247.0,487.0,expected,-8.0,262.0,502.0,expected,7.0,397.0,532.0,expected,7.0,397.0,,missing_loggers,22.0,,742.0,missing_loggers,22.0,,1612.0,missing_loggers,False,False,False
2023,2023-07-07_S3_S4_bf19b251,S3,B,134.0,149.0,164.0,6→12→18,True,expected,134.0,149.0,164.0,6→12→18,True,expected,,False,False,13.19,17.2985,14.068,False,,29.0,554.0,134.0,bottom_before_top_or_middle,29.0,554.0,134.0,bottom_before_top_or_middle,44.0,554.0,149.0,bottom_before_top_or_middle,44.0,554.0,149.0,bottom_before_top_or_middle,59.0,554.0,164.0,bottom_before_top_or_middle,59.0,554.0,164.0,bottom_before_top_or_middle,True,True,False
2023,2023-07-07_S3_S4_bf19b251,S3,M,554.0,554.0,554.0,6→12→18,True,expected,554.0,554.0,554.0,6→12→18,True,expected,,False,False,16.678,20.929,24.225,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",29.0,554.0,134.0,bottom_before_top_or_middle,29.0,554.0,134.0,bottom_before_top_or_middle,44.0,554.0,149.0,bottom_before_top_or_middle,44.0,554.0,149.0,bottom_before_top_or_middle,59.0,554.0,164.0,bottom_before_top_or_middle,59.0,554.0,164.0,bottom_before_top_or_middle,True,True,False
2023,2023-07-07_S3_S4_bf19b251,S3,T,29.0,44.0,59.0,6→12→18,True,expected,29.0,44.0,59.0,6→12→18,True,expected,,False,False,14.909,25.319,34.838,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",29.0,554.0,134.0,bottom_before_top_or_middle,29.0,554.0,134.0,bottom_before_top_or_middle,44.0,554.0,149.0,bottom_before_top_or_middle,44.0,554.0,149.0,bottom_before_top_or_middle,59.0,554.0,164.0,bottom_before_top_or_middle,59.0,554.0,164.0,bottom_before_top_or_middle,True,True,False
2023,2023-07-07_S3_S4_bf19b251,S4,B,299.0,479.0,449.0,6→18→12,False,18_before_12,299.0,524.0,449.0,6→18→12,False,18_before_12,,False,False,8.591,29.874,21.383,False,,44.0,224.0,299.0,expected,-16.0,224.0,299.0,expected,44.0,374.0,479.0,expected,-1.0,374.0,524.0,expected,29.0,524.0,449.0,bottom_before_top_or_middle,-16.0,524.0,449.0,bottom_before_top_or_middle,True,True,False
2023,2023-07-07_S3_S4_bf19b251,S4,M,224.0,374.0,524.0,6→12→18,True,expected,224.0,374.0,524.0,6→12→18,True,expected,,False,False,8.8975,13.054,16.625,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",44.0,224.0,299.0,expected,-16.0,224.0,299.0,expected,44.0,374.0,479.0,expected,-1.0,374.0,524.0,expected,29.0,524.0,449.0,bottom_before_top_or_middle,-16.0,524.0,449.0,bottom_before_top_or_middle,True,True,False
2023,2023-07-07_S3_S4_bf19b251,S4,T,44.0,44.0,29.0,18→6→12,False,18_before_12,-16.0,-1.0,-16.0,6→18→12,False,18_before_12,"6,12,18",True,True,11.7425,21.1545,27.3395,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",44.0,224.0,299.0,expected,-16.0,224.0,299.0,expected,44.0,374.0,479.0,expected,-1.0,374.0,524.0,expected,29.0,524.0,449.0,bottom_before_top_or_middle,-16.0,524.0,449.0,bottom_before_top_or_middle,True,True,False
2023,2023-07-17_S1_S2_ae0a89b4,S1,B,,566.0,761.0,12→18,False,missing_depths,,716.0,,12,False,missing_depths,,False,False,20.163,23.497,25.6865,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",11.0,56.0,,some_loggers_arrived_before_start,-34.0,101.0,,some_loggers_arrived_before_start,41.0,161.0,566.0,expected,-34.0,206.0,716.0,expected,41.0,251.0,761.0,expected,-34.0,236.0,,some_loggers_arrived_before_start,False,False,False
2023,2023-07-17_S1_S2_ae0a89b4,S1,M,56.0,161.0,251.0,6→12→18,True,expected,101.0,206.0,236.0,6→12→18,True,expected,,False,False,12.137,15.579,21.8595,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",11.0,56.0,,some_loggers_arrived_before_start,-34.0,101.0,,some_loggers_arrived_before_start,41.0,161.0,566.0,expected,-34.0,206.0,716.0,expected,41.0,251.0,761.0,expected,-34.0,236.0,,some_loggers_arrived_before_start,False,False,False
2023,2023-07-17_S1_S2_ae0a89b4,S1,T,11.0,41.0,41.0,6→12→18,True,expected,-34.0,-34.0,-34.0,6→12→18,True,expected,"6,12,18",True,True,15.492,14.165,16.5035,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",11.0,56.0,,some_loggers_arrived_before_start,-34.0,101.0,,some_loggers_arrived_before_start,41.0,161.0,566.0,expected,-34.0,206.0,716.0,expected,41.0,251.0,761.0,expected,-34.0,236.0,,some_loggers_arrived_before_start,False,False,False
