year,strip,event_id,logger_position,irrigation_start,irrigation_end,event_duration_hours,gallons_strip,avg_flow_gph_strip,alt_arrival_minutes_after_irrigation_start_6in,alt_arrival_minutes_after_irrigation_start_12in,alt_arrival_minutes_after_irrigation_start_18in,alt_arrival_vwc_6in,alt_arrival_vwc_12in,alt_arrival_vwc_18in,arrival_minutes_after_irrigation_start_6in,arrival_minutes_after_irrigation_start_12in,arrival_minutes_after_irrigation_start_18in,arrival_vwc_6in,arrival_vwc_12in,arrival_vwc_18in,peak_vwc_6in,peak_vwc_12in,peak_vwc_18in,pre_vwc_6in,pre_vwc_12in,pre_vwc_18in,pre_profile_vwc_mean,pre_profile_vwc_min,pre_profile_vwc_max,delta_vwc_6in,delta_vwc_12in,delta_vwc_18in,delta_profile_vwc_mean,first_arrival_min,last_arrival_min,vertical_spread_min,distance_from_furrow_start_ft,vertical_velocity_6_to_12_in_per_min,vertical_velocity_12_to_18_in_per_min,vertical_velocity_6_to_18_in_per_min
2023.00,S2,2023-06-01_S1_S2_5b27ce31,M,2023-06-01 11:16:08,2023-06-01 18:45:00,7.48,33650.00,4497.99,358.8666666666667,358.8666666666667,388.8666666666667,29.69,27.70,25.36,358.8666666666667,358.8666666666667,388.8666666666667,29.69,27.70,25.36,39.14,35.49,31.08,27.55,26.44,24.69,26.23,24.69,27.55,11.59,9.06,6.39,9.01,358.8666666666667,388.8666666666667,30.0,169.00,,0.20,0.40
2023.00,S2,2023-06-01_S1_S2_5b27ce31,T,2023-06-01 11:16:08,2023-06-01 18:45:00,7.48,33650.00,4497.99,148.86666666666667,148.86666666666667,,41.69,41.67,,148.86666666666667,148.86666666666667,,41.69,41.67,,46.34,45.50,,23.87,29.19,,26.53,23.87,29.19,22.47,16.31,,19.39,148.86666666666667,148.86666666666667,0.0,54.00,,,
2023.00,S3,2023-06-02_S3_S4_e824e1bc,B,2023-06-02 15:43:00,2023-06-02 22:12:00,6.48,33750.00,5205.66,182.0,227.0,272.0,21.10,18.26,11.46,167.0,197.0,257.0,20.52,17.14,10.77,37.65,31.24,23.15,20.20,16.87,10.26,15.78,10.26,20.20,17.44,14.37,12.89,14.90,167.0,257.0,90.0,284.00,0.20,0.10,0.13
2023.00,S3,2023-06-02_S3_S4_e824e1bc,M,2023-06-02 15:43:00,2023-06-02 22:12:00,6.48,33750.00,5205.66,677.0,722.0,1487.0,22.24,14.37,19.99,662.0,722.0,,21.44,14.37,,31.06,16.30,13.96,,,,,,,,,,,662.0,722.0,60.0,169.00,0.10,,
2023.00,S3,2023-06-02_S3_S4_e824e1bc,T,2023-06-02 15:43:00,2023-06-02 22:12:00,6.48,33750.00,5205.66,,77.0,107.0,,33.41,43.04,,77.0,107.0,,33.41,43.04,,40.18,47.12,,31.53,41.72,36.62,31.53,41.72,,8.64,5.41,7.03,77.0,107.0,30.0,54.00,,0.20,
2023.00,S4,2023-06-02_S3_S4_e824e1bc,B,2023-06-02 15:43:00,2023-06-02 22:12:00,6.48,33750.00,5205.66,,,,,,,,,,,,,12.77,21.76,12.23,12.78,21.29,12.05,15.37,12.05,21.29,-0.01,0.47,0.18,0.21,,,,284.00,,,
2023.00,S4,2023-06-02_S3_S4_e824e1bc,M,2023-06-02 15:43:00,2023-06-02 22:12:00,6.48,33750.00,5205.66,,,,,,,,,,,,,21.51,16.37,20.47,20.06,16.22,20.40,18.89,16.22,20.40,1.46,0.16,0.06,0.56,,,,169.00,,,
2023.00,S4,2023-06-02_S3_S4_e824e1bc,T,2023-06-02 15:43:00,2023-06-02 22:12:00,6.48,33750.00,5205.66,197.0,,,21.10,,,167.0,,,19.91,,,26.93,22.89,26.81,19.63,22.14,26.63,22.80,19.63,26.63,7.30,0.75,0.18,2.74,167.0,167.0,0.0,54.00,,,
2023.00,S3,2023-06-14_S3_S4_71ac748b,B,2023-06-14 08:25:00,2023-06-14 17:29:00,9.07,64100.00,7069.85,140.0,155.0,170.0,24.26,26.14,20.13,140.0,140.0,170.0,24.26,20.03,20.13,37.14,35.12,28.39,16.86,19.75,12.91,16.51,12.91,19.75,20.28,15.37,15.48,17.04,140.0,170.0,30.0,284.00,,0.20,0.40
2023.00,S3,2023-06-14_S3_S4_71ac748b,M,2023-06-14 08:25:00,2023-06-14 17:29:00,9.07,64100.00,7069.85,650.0,635.0,725.0,20.07,15.33,15.15,650.0,635.0,710.0,20.07,15.33,14.21,42.06,36.32,31.26,,,,,,,,,,,635.0,710.0,75.0,169.00,,0.08,0.20
2023.00,S3,2023-06-14_S3_S4_71ac748b,T,2023-06-14 08:25:00,2023-06-14 17:29:00,9.07,64100.00,7069.85,65.0,50.0,110.0,19.31,29.74,39.78,65.0,50.0,95.0,19.31,29.74,38.43,41.22,38.42,45.81,18.56,28.87,38.04,28.49,18.56,38.04,22.66,9.56,7.77,13.33,50.0,95.0,45.0,54.00,,0.13,0.40
2023.00,S4,2023-06-14_S3_S4_71ac748b,B,2023-06-14 08:25:00,2023-06-14 17:29:00,9.07,64100.00,7069.85,545.0,680.0,,9.79,25.73,,500.0,545.0,,8.71,22.84,,24.63,27.90,13.31,8.26,22.54,12.10,14.30,8.26,22.54,16.37,5.36,1.21,7.65,500.0,545.0,45.0,284.00,0.13,,
2023.00,S4,2023-06-14_S3_S4_71ac748b,M,2023-06-14 08:25:00,2023-06-14 17:29:00,9.07,64100.00,7069.85,395.0,425.0,500.0,10.84,14.31,16.06,365.0,425.0,500.0,9.67,14.31,16.06,30.57,25.89,20.33,9.41,12.68,15.71,12.60,9.41,15.71,21.16,13.21,4.62,12.99,365.0,500.0,135.0,169.00,0.10,0.08,0.09
2023.00,S4,2023-06-14_S3_S4_71ac748b,T,2023-06-14 08:25:00,2023-06-14 17:29:00,9.07,64100.00,7069.85,200.0,305.0,305.0,12.51,25.41,29.84,185.0,305.0,305.0,11.49,25.41,29.84,43.48,40.36,38.00,10.88,17.42,24.17,17.49,10.88,24.17,32.61,22.94,13.83,23.12,185.0,305.0,120.0,54.00,0.05,,0.10
2023.00,S1,2023-06-26_S1_S2_69e5d9b6,B,2023-06-26 09:31:00,2023-06-26 16:02:00,6.52,44700.00,6859.34,,,,,,,,,,,,,18.78,22.00,18.49,18.03,21.33,18.67,19.34,18.03,21.33,0.75,0.67,-0.18,0.42,,,,284.00,,,
2023.00,S1,2023-06-26_S1_S2_69e5d9b6,M,2023-06-26 09:31:00,2023-06-26 16:02:00,6.52,44700.00,6859.34,134.0,254.0,314.0,15.90,20.89,30.44,89.0,209.0,314.0,13.31,18.99,30.44,42.27,36.70,39.64,12.77,18.27,29.78,20.27,12.77,29.78,29.51,18.44,9.86,19.27,89.0,314.0,225.0,169.00,0.05,0.06,0.05
2023.00,S1,2023-06-26_S1_S2_69e5d9b6,T,2023-06-26 09:31:00,2023-06-26 16:02:00,6.52,44700.00,6859.34,104.0,179.0,-31.0,15.96,19.19,29.16,59.0,59.0,284.0,14.69,16.05,44.72,42.63,39.24,46.61,14.34,15.02,21.49,16.95,14.34,21.49,28.29,24.22,25.12,25.88,59.0,284.0,225.0,54.00,,0.03,0.05
2023.00,S2,2023-06-26_S1_S2_69e5d9b6,B,2023-06-26 09:31:00,2023-06-26 16:02:00,6.52,44700.00,6859.34,149.0,119.0,119.0,10.74,8.62,16.71,104.0,104.0,119.0,9.12,7.35,16.71,41.13,36.69,40.79,8.56,7.07,9.83,8.49,7.07,9.83,32.57,29.62,30.96,31.05,104.0,119.0,15.0,284.00,,0.40,0.80
2023.00,S2,2023-06-26_S1_S2_69e5d9b6,M,2023-06-26 09:31:00,2023-06-26 16:02:00,6.52,44700.00,6859.34,89.0,104.0,89.0,20.88,17.35,21.14,89.0,104.0,89.0,20.88,17.35,21.14,40.41,38.01,35.74,11.68,10.45,7.41,9.85,7.41,11.68,28.73,27.56,28.33,28.21,89.0,104.0,15.0,169.00,0.40,,
2023.00,S2,2023-06-26_S1_S2_69e5d9b6,T,2023-06-26 09:31:00,2023-06-26 16:02:00,6.52,44700.00,6859.34,134.0,134.0,134.0,16.44,21.54,23.31,134.0,134.0,134.0,16.44,21.54,23.31,41.30,42.53,40.02,13.29,17.01,21.20,17.17,13.29,21.20,28.01,25.53,18.82,24.12,134.0,134.0,0.0,54.00,,,
2023.00,S3,2023-06-27_S3_S4_87f629e2,B,2023-06-27 07:53:00,2023-06-27 16:14:00,8.35,67850.00,8125.75,127.0,142.0,157.0,16.22,20.28,15.95,127.0,142.0,157.0,16.22,20.28,15.95,36.54,34.80,29.08,12.06,17.09,13.74,14.30,12.06,17.09,24.48,17.71,15.34,19.18,127.0,157.0,30.0,284.00,0.40,0.40,0.40
2023.00,S3,2023-06-27_S3_S4_87f629e2,M,2023-06-27 07:53:00,2023-06-27 16:14:00,8.35,67850.00,8125.75,562.0,547.0,547.0,39.20,22.48,20.85,562.0,547.0,547.0,39.20,22.48,20.85,43.79,37.60,40.44,,,,,,,,,,,547.0,562.0,15.0,169.00,,,
2023.00,S3,2023-06-27_S3_S4_87f629e2,T,2023-06-27 07:53:00,2023-06-27 16:14:00,8.35,67850.00,8125.75,37.0,37.0,67.0,21.34,24.95,35.21,37.0,37.0,67.0,21.34,24.95,35.21,41.44,37.98,45.57,14.58,24.10,34.38,24.35,14.58,34.38,26.85,13.88,11.20,17.31,37.0,67.0,30.0,54.00,,0.20,0.40
2023.00,S4,2023-06-27_S3_S4_87f629e2,B,2023-06-27 07:53:00,2023-06-27 16:14:00,8.35,67850.00,8125.75,502.0,,1612.0,9.26,,28.67,487.0,532.0,742.0,8.68,29.17,24.86,27.00,31.30,26.36,,,,,,,,,,,487.0,742.0,255.0,284.00,0.13,0.03,0.05
2023.00,S4,2023-06-27_S3_S4_87f629e2,M,2023-06-27 07:53:00,2023-06-27 16:14:00,8.35,67850.00,8125.75,262.0,397.0,,10.46,15.16,,247.0,397.0,,9.50,15.16,,29.72,23.64,20.38,9.13,14.90,18.89,14.31,9.13,18.89,20.59,8.73,1.49,10.27,247.0,397.0,150.0,169.00,0.04,,
2023.00,S4,2023-06-27_S3_S4_87f629e2,T,2023-06-27 07:53:00,2023-06-27 16:14:00,8.35,67850.00,8125.75,-8.0,7.0,22.0,17.34,20.34,26.71,7.0,7.0,22.0,33.35,20.34,26.71,38.80,41.67,39.21,10.34,18.57,24.94,17.95,10.34,24.94,28.46,23.10,14.28,21.95,7.0,22.0,15.0,54.00,,0.40,0.80
2023.00,S3,2023-07-07_S3_S4_bf19b251,B,2023-07-07 07:46:00,2023-07-07 15:46:00,8.00,64250.00,8031.25,134.0,149.0,164.0,22.35,22.67,16.02,134.0,149.0,164.0,22.35,22.67,16.02,35.98,33.94,32.77,13.19,17.30,14.07,14.85,13.19,17.30,22.79,16.64,18.70,19.37,134.0,164.0,30.0,284.00,0.40,0.40,0.40
2023.00,S3,2023-07-07_S3_S4_bf19b251,M,2023-07-07 07:46:00,2023-07-07 15:46:00,8.00,64250.00,8031.25,554.0,554.0,554.0,22.38,26.10,30.43,554.0,554.0,554.0,22.38,26.10,30.43,42.39,38.19,40.62,,,,,,,,,,,554.0,554.0,0.0,169.00,,,
2023.00,S3,2023-07-07_S3_S4_bf19b251,T,2023-07-07 07:46:00,2023-07-07 15:46:00,8.00,64250.00,8031.25,29.0,44.0,59.0,15.99,28.84,35.77,29.0,44.0,59.0,15.99,28.84,35.77,41.81,38.53,46.12,14.91,25.32,34.84,25.02,14.91,34.84,26.90,13.22,11.28,17.13,29.0,59.0,30.0,54.00,0.40,0.40,0.40
2023.00,S4,2023-07-07_S3_S4_bf19b251,B,2023-07-07 07:46:00,2023-07-07 15:46:00,8.00,64250.00,8031.25,299.0,524.0,449.0,11.03,32.51,22.88,299.0,479.0,449.0,11.03,30.86,22.88,28.13,33.32,35.87,,,,,,,,,,,299.0,479.0,180.0,284.00,0.03,,0.08
2023.00,S4,2023-07-07_S3_S4_bf19b251,M,2023-07-07 07:46:00,2023-07-07 15:46:00,8.00,64250.00,8031.25,224.0,374.0,524.0,9.72,14.26,17.00,224.0,374.0,524.0,9.72,14.26,17.00,30.15,24.83,18.64,8.90,13.05,16.62,12.86,8.90,16.62,21.26,11.78,2.01,11.68,224.0,524.0,300.0,169.00,0.04,0.04,0.04
2023.00,S4,2023-07-07_S3_S4_bf19b251,T,2023-07-07 07:46:00,2023-07-07 15:46:00,8.00,64250.00,8031.25,-16.0,-1.0,-16.0,28.14,31.08,27.98,44.0,44.0,29.0,37.67,37.18,38.10,44.03,41.34,39.46,11.74,21.15,27.34,20.08,11.74,27.34,32.28,20.18,12.12,21.53,29.0,44.0,15.0,54.00,,,
2023.00,S1,2023-07-17_S1_S2_ae0a89b4,B,2023-07-17 08:04:00,2023-07-17 16:04:00,8.00,60450.00,7556.25,,716.0,,,27.01,,,566.0,761.0,,23.79,26.30,20.05,44.56,32.78,20.16,23.50,25.69,23.12,20.16,25.69,-0.11,21.07,7.10,9.35,566.0,761.0,195.0,284.00,,0.03,
2023.00,S1,2023-07-17_S1_S2_ae0a89b4,M,2023-07-17 08:04:00,2023-07-17 16:04:00,8.00,60450.00,7556.25,101.0,206.0,236.0,23.02,17.19,22.05,56.0,161.0,251.0,12.41,16.01,24.76,43.32,38.59,40.07,12.14,15.58,21.86,16.53,12.14,21.86,31.18,23.01,18.21,24.13,56.0,251.0,195.0,169.00,0.06,0.07,0.06
2023.00,S1,2023-07-17_S1_S2_ae0a89b4,T,2023-07-17 08:04:00,2023-07-17 16:04:00,8.00,60450.00,7556.25,-34.0,-34.0,-34.0,18.53,17.30,22.48,11.0,41.0,41.0,39.56,38.88,44.07,44.39,42.19,46.09,15.49,14.16,16.50,15.39,14.16,16.50,28.89,28.02,29.58,28.83,11.0,41.0,30.0,54.00,0.20,,0.40
2023.00,S2,2023-07-17_S1_S2_ae0a89b4,B,2023-07-17 08:04:00,2023-07-17 16:04:00,8.00,60450.00,7556.25,131.0,101.0,26.0,25.87,11.32,11.01,86.0,101.0,41.0,8.82,11.32,11.61,39.97,35.23,36.85,8.46,6.88,7.21,7.52,6.88,8.46,31.51,28.35,29.64,29.83,41.0,101.0,60.0,284.00,0.40,,
2023.00,S2,2023-07-17_S1_S2_ae0a89b4,M,2023-07-17 08:04:00,2023-07-17 16:04:00,8.00,60450.00,7556.25,86.0,56.0,56.0,23.70,11.22,9.34,86.0,56.0,56.0,23.70,11.22,9.34,40.96,37.90,34.76,11.46,10.60,6.43,9.49,6.43,11.46,29.51,27.30,28.33,28.38,56.0,86.0,30.0,169.00,,,
2023.00,S2,2023-07-17_S1_S2_ae0a89b4,T,2023-07-17 08:04:00,2023-07-17 16:04:00,8.00,60450.00,7556.25,146.0,146.0,146.0,36.04,38.58,30.31,146.0,146.0,146.0,36.04,38.58,30.31,45.57,43.24,40.10,12.48,16.76,19.57,16.27,12.48,19.57,33.09,26.48,20.53,26.70,146.0,146.0,0.0,54.00,,,
2023.00,S3,2023-07-17_S3_S4_a04fe807,B,2023-07-17 19:19:00,2023-07-18 05:53:00,10.57,80450.00,7613.56,131.0,146.0,176.0,13.06,16.18,13.44,131.0,146.0,176.0,13.06,16.18,13.44,36.99,35.05,28.02,10.77,11.09,10.29,10.71,10.29,11.09,26.23,23.97,17.73,22.64,131.0,176.0,45.0,284.00,0.40,0.20,0.27
2023.00,S3,2023-07-17_S3_S4_a04fe807,M,2023-07-17 19:19:00,2023-07-18 05:53:00,10.57,80450.00,7613.56,1256.0,1256.0,1256.0,37.61,35.03,36.67,,,,,,,37.61,35.03,36.67,13.22,19.39,24.32,18.97,13.22,24.32,24.39,15.64,12.35,17.46,,,,169.00,,,
2023.00,S3,2023-07-17_S3_S4_a04fe807,T,2023-07-17 19:19:00,2023-07-18 05:53:00,10.57,80450.00,7613.56,41.0,41.0,71.0,26.42,24.14,33.82,41.0,41.0,56.0,26.42,24.14,32.33,42.41,37.94,46.21,14.63,20.76,32.06,22.48,14.63,32.06,27.78,17.18,14.15,19.70,41.0,56.0,15.0,54.00,,0.40,0.80
2023.00,S4,2023-07-17_S3_S4_a04fe807,B,2023-07-17 19:19:00,2023-07-18 05:53:00,10.57,80450.00,7613.56,881.0,881.0,881.0,29.44,29.44,26.12,,,,,,,29.44,29.48,26.12,8.24,24.73,16.69,16.55,8.24,24.73,21.20,4.75,9.43,11.80,,,,284.00,,,
2023.00,S4,2023-07-17_S3_S4_a04fe807,M,2023-07-17 19:19:00,2023-07-18 05:53:00,10.57,80450.00,7613.56,236.0,401.0,581.0,10.72,10.29,12.42,221.0,386.0,581.0,9.60,9.30,12.42,32.83,28.41,17.53,9.26,9.00,11.54,9.93,9.00,11.54,23.58,19.40,5.99,16.32,221.0,581.0,360.0,169.00,0.04,0.03,0.03
2023.00,S4,2023-07-17_S3_S4_a04fe807,T,2023-07-17 19:19:00,2023-07-18 05:53:00,10.57,80450.00,7613.56,-4.0,-4.0,-4.0,19.73,21.80,31.59,281.0,71.0,71.0,39.44,37.28,35.65,44.22,40.33,39.56,9.98,18.53,24.91,17.80,9.98,24.91,34.24,21.80,14.65,23.56,71.0,281.0,210.0,54.00,,,
2023.00,S3,2023-07-27_S3_S4_89a0fecc,B,2023-07-27 10:00:00,2023-07-27 17:29:00,7.48,25200.00,3367.48,195.0,210.0,225.0,18.94,24.27,18.78,195.0,210.0,225.0,18.94,24.27,18.78,35.85,33.52,27.60,13.16,17.18,14.08,14.81,13.16,17.18,22.68,16.35,13.52,17.52,195.0,225.0,30.0,284.00,0.40,0.40,0.40
2023.00,S3,2023-07-27_S3_S4_89a0fecc,M,2023-07-27 10:00:00,2023-07-27 17:29:00,7.48,25200.00,3367.48,585.0,585.0,585.0,33.87,32.60,35.01,585.0,585.0,585.0,33.87,32.60,35.01,38.70,37.15,39.73,,,,,,,,,,,585.0,585.0,0.0,169.00,,,
2023.00,S3,2023-07-27_S3_S4_89a0fecc,T,2023-07-27 10:00:00,2023-07-27 17:29:00,7.48,25200.00,3367.48,90.0,105.0,135.0,15.88,28.29,36.26,90.0,105.0,120.0,15.88,28.29,35.19,41.23,36.67,47.29,15.17,24.00,34.75,24.64,15.17,34.75,26.07,12.67,12.54,17.09,90.0,120.0,30.0,54.00,0.40,0.40,0.40
2023.00,S4,2023-07-27_S3_S4_89a0fecc,B,2023-07-27 10:00:00,2023-07-27 17:29:00,7.48,25200.00,3367.48,,,,,,,,,,,,,8.58,28.17,20.06,,,,,,,,,,,,,,284.00,,,
2023.00,S4,2023-07-27_S3_S4_89a0fecc,M,2023-07-27 10:00:00,2023-07-27 17:29:00,7.48,25200.00,3367.48,,,,,,,,,,,,,10.18,11.44,12.91,9.88,11.50,12.94,11.44,9.88,12.94,0.30,-0.06,-0.03,0.07,,,,169.00,,,
2023.00,S4,2023-07-27_S3_S4_89a0fecc,T,2023-07-27 10:00:00,2023-07-27 17:29:00,7.48,25200.00,3367.48,-75.0,,,11.49,,,,,,,,,11.49,21.77,27.75,11.49,21.77,27.80,20.36,11.49,27.80,0.01,-0.00,-0.06,-0.02,,,,54.00,,,
2023.00,S1,2023-08-05_S1_S2_efaa9d14,B,2023-08-05 08:48:00,2023-08-05 14:56:00,6.13,49250.00,8029.89,,462.0,417.0,,33.40,40.35,,402.0,417.0,,32.34,40.35,24.31,50.51,50.14,23.78,32.09,39.02,31.63,23.78,39.02,0.53,18.42,11.13,10.02,402.0,417.0,15.0,284.00,,0.40,
2023.00,S1,2023-08-05_S1_S2_efaa9d14,M,2023-08-05 08:48:00,2023-08-05 14:56:00,6.13,49250.00,8029.89,72.0,162.0,192.0,15.01,22.04,37.55,27.0,147.0,177.0,13.64,18.82,35.94,42.14,38.52,41.49,13.33,18.42,35.66,22.47,13.33,35.66,28.81,20.10,5.84,18.25,27.0,177.0,150.0,169.00,0.05,0.20,0.08
2023.00,S1,2023-08-05_S1_S2_efaa9d14,T,2023-08-05 08:48:00,2023-08-05 14:56:00,6.13,49250.00,8029.89,-33.0,-33.0,-33.0,29.60,28.97,37.31,,12.0,,,40.00,,42.95,42.41,46.67,15.93,15.60,19.69,17.07,15.60,19.69,27.02,26.81,26.98,26.94,12.0,12.0,0.0,54.00,,,
2023.00,S2,2023-08-05_S1_S2_efaa9d14,B,2023-08-05 08:48:00,2023-08-05 14:56:00,6.13,49250.00,8029.89,87.0,42.0,-3.0,11.30,14.25,21.09,27.0,42.0,12.0,9.84,14.25,24.37,39.85,35.98,39.66,9.57,8.87,18.17,12.20,8.87,18.17,30.27,27.11,21.49,26.29,12.0,42.0,30.0,284.00,0.40,,
