year,strip,event_id,depth_inches,irrigation_start,irrigation_end,gallons_strip,event_duration_hours,distance_T_ft,distance_M_ft,distance_B_ft,arrival_T_min,arrival_M_min,arrival_B_min,T_to_M_min,M_to_B_min,T_to_B_min,T_to_M_ft_per_min,M_to_B_ft_per_min,T_to_B_ft_per_min,alt_arrival_T_min,alt_arrival_M_min,alt_arrival_B_min,alt_T_to_M_min,alt_M_to_B_min,alt_T_to_B_min,alt_T_to_M_ft_per_min,alt_M_to_B_ft_per_min,alt_T_to_B_ft_per_min
2025.00,S2,2025-09-20_S1_S2_81d8ab0f,6.00,2025-09-20 10:42:00,2025-09-20 17:31:00,86100.00,6.82,54.00,169.00,284.00,18.00,63.00,123.00,45.00,60.00,105.00,2.56,1.92,2.19,18.00,63.00,123.00,45.00,60.00,105.00,2.56,1.92,2.19
2025.00,S2,2025-09-20_S1_S2_81d8ab0f,12.00,2025-09-20 10:42:00,2025-09-20 17:31:00,86100.00,6.82,54.00,169.00,284.00,18.00,63.00,123.00,45.00,60.00,105.00,2.56,1.92,2.19,18.00,63.00,123.00,45.00,60.00,105.00,2.56,1.92,2.19
2025.00,S2,2025-09-20_S1_S2_81d8ab0f,18.00,2025-09-20 10:42:00,2025-09-20 17:31:00,86100.00,6.82,54.00,169.00,284.00,18.00,63.00,123.00,45.00,60.00,105.00,2.56,1.92,2.19,18.00,63.00,123.00,45.00,60.00,105.00,2.56,1.92,2.19
2025.00,S3,2025-09-20_S3_S4_f86ee2c5,6.00,2025-09-20 10:42:00,2025-09-20 17:31:00,86100.00,6.82,54.00,169.00,284.00,198.00,93.00,183.00,-105.00,90.00,-15.00,,1.28,,243.00,93.00,183.00,-150.00,90.00,-60.00,,1.28,
2025.00,S3,2025-09-20_S3_S4_f86ee2c5,12.00,2025-09-20 10:42:00,2025-09-20 17:31:00,86100.00,6.82,54.00,169.00,284.00,693.00,93.00,198.00,-600.00,105.00,-495.00,,1.10,,,93.00,198.00,,105.00,,,1.10,
2025.00,S3,2025-09-20_S3_S4_f86ee2c5,18.00,2025-09-20 10:42:00,2025-09-20 17:31:00,86100.00,6.82,54.00,169.00,284.00,,108.00,213.00,,105.00,,,1.10,,,108.00,213.00,,105.00,,,1.10,
2025.00,S4,2025-09-20_S3_S4_f86ee2c5,6.00,2025-09-20 10:42:00,2025-09-20 17:31:00,86100.00,6.82,54.00,169.00,284.00,33.00,228.00,213.00,195.00,-15.00,180.00,0.59,,1.28,33.00,228.00,273.00,195.00,45.00,240.00,0.59,2.56,0.96
2025.00,S4,2025-09-20_S3_S4_f86ee2c5,12.00,2025-09-20 10:42:00,2025-09-20 17:31:00,86100.00,6.82,54.00,169.00,284.00,33.00,213.00,243.00,180.00,30.00,210.00,0.64,3.83,1.10,33.00,213.00,258.00,180.00,45.00,225.00,0.64,2.56,1.02
2025.00,S4,2025-09-20_S3_S4_f86ee2c5,18.00,2025-09-20 10:42:00,2025-09-20 17:31:00,86100.00,6.82,54.00,169.00,284.00,33.00,228.00,228.00,195.00,0.00,195.00,0.59,,1.18,33.00,258.00,348.00,225.00,90.00,315.00,0.51,1.28,0.73
2025.00,S3,2025-10-04_S3_S4_4439230e,6.00,2025-10-04 10:12:00,2025-10-04 17:06:00,51800.00,6.90,54.00,169.00,284.00,228.00,63.00,123.00,-165.00,60.00,-105.00,,1.92,,228.00,63.00,123.00,-165.00,60.00,-105.00,,1.92,
2025.00,S3,2025-10-04_S3_S4_4439230e,12.00,2025-10-04 10:12:00,2025-10-04 17:06:00,51800.00,6.90,54.00,169.00,284.00,,63.00,138.00,,75.00,,,1.53,,,63.00,138.00,,75.00,,,1.53,
2025.00,S3,2025-10-04_S3_S4_4439230e,18.00,2025-10-04 10:12:00,2025-10-04 17:06:00,51800.00,6.90,54.00,169.00,284.00,,63.00,153.00,,90.00,,,1.28,,,63.00,153.00,,90.00,,,1.28,
2025.00,S4,2025-10-04_S3_S4_4439230e,6.00,2025-10-04 10:12:00,2025-10-04 17:06:00,51800.00,6.90,54.00,169.00,284.00,33.00,123.00,513.00,90.00,390.00,480.00,1.28,0.29,0.48,33.00,123.00,528.00,90.00,405.00,495.00,1.28,0.28,0.46
2025.00,S4,2025-10-04_S3_S4_4439230e,12.00,2025-10-04 10:12:00,2025-10-04 17:06:00,51800.00,6.90,54.00,169.00,284.00,33.00,138.00,,105.00,,,1.10,,,33.00,138.00,,105.00,,,1.10,,
2025.00,S4,2025-10-04_S3_S4_4439230e,18.00,2025-10-04 10:12:00,2025-10-04 17:06:00,51800.00,6.90,54.00,169.00,284.00,33.00,183.00,,150.00,,,0.77,,,33.00,183.00,,150.00,,,0.77,,
