year,strip_group,location,strip,event_id,sensor_col,logger_position,depth_index,depth_inches,irrigation_start,irrigation_end,bottom_response_delay_hr,time_to_peak_hours,time_to_plateau_hours,event_duration_hours,gallons_strip,flag_pre_start_response,flag_unexplained_pre_start_response,likely_precip_driven_pre_start_response,possible_battery_or_logger_issue,vwc_missing_fraction_pre_start_window,battery_col,battery_pre_start_min_v,battery_event_min_v,total_precip_in_pre_start_window,trustworthy_event,trustworthy_reason,trustworthy_min_bottom_response_delay_hr
2026,S1_S2,west,S1,2026-04-21_S1_S2_001c30f6,VWC_2_raw_S1_B,B,2,12,2026-04-21 14:54:00,2026-04-22 08:52:00,16.35,16.35,30.1,17.9667,110850.0,False,False,False,False,0.0,BattV_Min_S1_B,13.435,12.749,0.0,True,ok,0.5
2026,S1_S2,west,S1,2026-04-21_S1_S2_001c30f6,VWC_3_raw_S1_B,B,3,18,2026-04-21 14:54:00,2026-04-22 08:52:00,19.35,19.35,28.35,17.9667,110850.0,False,False,False,False,0.0,BattV_Min_S1_B,13.435,12.749,0.0,True,ok,0.5
2026,S1_S2,west,S1,2026-05-20_S1_S2_49743b7c,VWC_1_raw_S1_B,B,1,6,2026-05-20 11:23:00,2026-05-20 17:53:00,10.3667,10.3667,18.1167,6.5,54400.0,False,False,False,False,0.0,BattV_Min_S1_B,12.706,13.476,0.0,True,ok,0.5
2026,S1_S2,west,S1,2026-05-20_S1_S2_49743b7c,VWC_2_raw_S1_B,B,2,12,2026-05-20 11:23:00,2026-05-20 17:53:00,14.6167,14.6167,14.8667,6.5,54400.0,False,False,False,False,0.0,BattV_Min_S1_B,12.706,13.476,0.0,True,ok,0.5
2026,S1_S2,west,S1,2026-05-20_S1_S2_49743b7c,VWC_3_raw_S1_B,B,3,18,2026-05-20 11:23:00,2026-05-20 17:53:00,23.3667,23.3667,25.6167,6.5,54400.0,False,False,False,False,0.0,BattV_Min_S1_B,12.706,13.476,0.0,True,ok,0.5
2026,S1_S2,west,S1,2026-06-20_S1_S2_ba82572f,VWC_1_raw_S1_B,B,1,6,2026-06-20 08:00:00,2026-06-20 17:03:00,13.25,13.25,25.0,9.05,65700.0,False,False,False,False,0.0,BattV_Min_S1_B,12.75,13.299,0.0,True,ok,0.5
2026,S1_S2,west,S1,2026-06-20_S1_S2_ba82572f,VWC_2_raw_S1_B,B,2,12,2026-06-20 08:00:00,2026-06-20 17:03:00,16.75,16.75,17.0,9.05,65700.0,False,False,False,False,0.0,BattV_Min_S1_B,12.75,13.299,0.0,True,ok,0.5
2026,S1_S2,west,S1,2026-06-20_S1_S2_ba82572f,VWC_3_raw_S1_B,B,3,18,2026-06-20 08:00:00,2026-06-20 17:03:00,24.0,24.0,24.25,9.05,65700.0,False,False,False,False,0.0,BattV_Min_S1_B,12.75,13.299,0.0,True,ok,0.5
2026,S1_S2,west,S1,2026-06-27_S1_S2_be4e641a,VWC_1_raw_S1_B,B,1,6,2026-06-27 11:05:00,2026-06-27 16:34:00,8.1667,8.1667,20.4167,5.4833,33511.0,False,False,False,False,0.0,BattV_Min_S1_B,12.752,13.33,0.0,True,ok,0.5
2026,S1_S2,west,S1,2026-06-27_S1_S2_be4e641a,VWC_2_raw_S1_B,B,2,12,2026-06-27 11:05:00,2026-06-27 16:34:00,8.1667,8.1667,19.6667,5.4833,33511.0,False,False,False,False,0.0,BattV_Min_S1_B,12.752,13.33,0.0,True,ok,0.5
2026,S1_S2,west,S1,2026-06-27_S1_S2_be4e641a,VWC_3_raw_S1_B,B,3,18,2026-06-27 11:05:00,2026-06-27 16:34:00,8.1667,8.1667,12.1667,5.4833,33511.0,False,False,False,False,0.0,BattV_Min_S1_B,12.752,13.33,0.0,True,ok,0.5
2026,S1_S2,west,S1,2026-07-24_S1_S2_63eb5228,VWC_1_raw_S1_B,B,1,6,2026-07-24 08:25:00,2026-07-24 15:43:00,23.5833,23.5833,24.5833,7.3,34125.0,False,False,False,False,0.0,BattV_Min_S1_B,12.772,13.229,0.0,True,ok,0.5
2026,S1_S2,west,S1,2026-07-24_S1_S2_63eb5228,VWC_2_raw_S1_B,B,2,12,2026-07-24 08:25:00,2026-07-24 15:43:00,23.8333,23.8333,24.0833,7.3,34125.0,False,False,False,False,0.0,BattV_Min_S1_B,12.772,13.229,0.0,True,ok,0.5
2026,S1_S2,west,S1,2026-07-24_S1_S2_63eb5228,VWC_3_raw_S1_B,B,3,18,2026-07-24 08:25:00,2026-07-24 15:43:00,12.0833,12.0833,13.5833,7.3,34125.0,False,False,False,False,0.0,BattV_Min_S1_B,12.772,13.229,0.0,True,ok,0.5
2026,S1_S2,west,S1,2026-08-14_S1_S2_72b4c1d7,VWC_1_raw_S1_B,B,1,6,2026-08-14 10:25:00,2026-08-14 13:47:00,23.8333,23.8333,33.5833,3.3667,21350.0,False,False,False,False,0.0,BattV_Min_S1_B,12.771,13.386,0.0,True,ok,0.5
2026,S1_S2,west,S1,2026-08-14_S1_S2_72b4c1d7,VWC_2_raw_S1_B,B,2,12,2026-08-14 10:25:00,2026-08-14 13:47:00,23.8333,23.8333,24.0833,3.3667,21350.0,False,False,False,False,0.0,BattV_Min_S1_B,12.771,13.386,0.0,True,ok,0.5
2026,S1_S2,west,S1,2026-08-14_S1_S2_72b4c1d7,VWC_3_raw_S1_B,B,3,18,2026-08-14 10:25:00,2026-08-14 13:47:00,23.8333,23.8333,25.0833,3.3667,21350.0,False,False,False,False,0.0,BattV_Min_S1_B,12.771,13.386,0.0,True,ok,0.5
2026,S1_S2,west,S2,2026-04-21_S1_S2_001c30f6,VWC_2_raw_S2_B,B,2,12,2026-04-21 14:54:00,2026-04-22 08:52:00,19.1,19.1,23.1,17.9667,110850.0,False,False,False,False,0.0,BattV_Min_S2_B,13.325,12.695,0.0,True,ok,0.5
2026,S1_S2,west,S2,2026-04-21_S1_S2_001c30f6,VWC_3_raw_S2_B,B,3,18,2026-04-21 14:54:00,2026-04-22 08:52:00,19.1,19.1,23.1,17.9667,110850.0,False,False,False,False,0.0,BattV_Min_S2_B,13.325,12.695,0.0,True,ok,0.5
2026,S1_S2,west,S2,2026-05-20_S1_S2_49743b7c,VWC_1_raw_S2_B,B,1,6,2026-05-20 11:23:00,2026-05-20 17:53:00,7.1167,7.1167,11.1167,6.5,54400.0,False,False,False,False,0.0,BattV_Min_S2_B,12.667,13.423,0.0,True,ok,0.5
2026,S1_S2,west,S2,2026-05-20_S1_S2_49743b7c,VWC_2_raw_S2_B,B,2,12,2026-05-20 11:23:00,2026-05-20 17:53:00,7.1167,7.1167,20.6167,6.5,54400.0,False,False,False,False,0.0,BattV_Min_S2_B,12.667,13.423,0.0,True,ok,0.5
2026,S1_S2,west,S2,2026-05-20_S1_S2_49743b7c,VWC_3_raw_S2_B,B,3,18,2026-05-20 11:23:00,2026-05-20 17:53:00,7.3667,7.3667,11.3667,6.5,54400.0,False,False,False,False,0.0,BattV_Min_S2_B,12.667,13.423,0.0,True,ok,0.5
2026,S1_S2,west,S2,2026-06-20_S1_S2_ba82572f,VWC_1_raw_S2_B,B,1,6,2026-06-20 08:00:00,2026-06-20 17:03:00,9.75,9.75,11.25,9.05,65700.0,False,False,False,False,0.0,BattV_Min_S2_B,12.618,13.233,0.0,True,ok,0.5
2026,S1_S2,west,S2,2026-06-20_S1_S2_ba82572f,VWC_2_raw_S2_B,B,2,12,2026-06-20 08:00:00,2026-06-20 17:03:00,10.5,10.5,23.0,9.05,65700.0,False,False,False,False,0.0,BattV_Min_S2_B,12.618,13.233,0.0,True,ok,0.5
