year,event_id,strip,logger_position,arrival_6in_min,arrival_12in_min,arrival_18in_min,arrival_order,expected_order,order_class,alt_arrival_6in_min,alt_arrival_12in_min,alt_arrival_18in_min,alt_arrival_order,alt_expected_order,alt_order_class,alt_before_start_depths,any_alt_before_start,all_alt_before_start,baseline_vwc_6in,baseline_vwc_12in,baseline_vwc_18in,elevated_18in_baseline_context,depth_profile_interpretation,arrival_6in_T_min,arrival_6in_M_min,arrival_6in_B_min,arrival_6in_logger_order_class,alt_arrival_6in_T_min,alt_arrival_6in_M_min,alt_arrival_6in_B_min,alt_arrival_6in_logger_order_class,arrival_12in_T_min,arrival_12in_M_min,arrival_12in_B_min,arrival_12in_logger_order_class,alt_arrival_12in_T_min,alt_arrival_12in_M_min,alt_arrival_12in_B_min,alt_arrival_12in_logger_order_class,arrival_18in_T_min,arrival_18in_M_min,arrival_18in_B_min,arrival_18in_logger_order_class,alt_arrival_18in_T_min,alt_arrival_18in_M_min,alt_arrival_18in_B_min,alt_arrival_18in_logger_order_class,any_bottom_before_top_or_middle,any_alt_bottom_before_top_or_middle,any_all_loggers_before_start
2025,2025-04-20_S3_S4_ead0e049,S4,M,270.0,240.0,285.0,12→6→18,False,12_before_6,270.0,240.0,285.0,12→6→18,False,12_before_6,,False,False,10.791,12.913,17.641,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",45.0,270.0,390.0,expected,45.0,270.0,435.0,expected,45.0,240.0,480.0,expected,45.0,240.0,480.0,expected,45.0,285.0,570.0,expected,45.0,285.0,570.0,expected,False,False,False
2025,2025-04-20_S3_S4_ead0e049,S4,T,45.0,45.0,45.0,6→12→18,True,expected,45.0,45.0,45.0,6→12→18,True,expected,,False,False,9.361,16.795,24.328,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",45.0,270.0,390.0,expected,45.0,270.0,435.0,expected,45.0,240.0,480.0,expected,45.0,240.0,480.0,expected,45.0,285.0,570.0,expected,45.0,285.0,570.0,expected,False,False,False
2025,2025-05-02_S3_S4_3cb33cbf,S3,B,109.96666666666667,124.96666666666667,124.96666666666667,6→12→18,True,expected,109.96666666666667,124.96666666666667,139.96666666666667,6→12→18,True,expected,,False,False,22.332,24.492,14.258,False,,154.96666666666667,64.96666666666667,109.96666666666667,bottom_before_top_or_middle,154.96666666666667,64.96666666666667,109.96666666666667,bottom_before_top_or_middle,184.96666666666667,64.96666666666667,124.96666666666667,bottom_before_top_or_middle,244.96666666666667,64.96666666666667,124.96666666666667,bottom_before_top_or_middle,259.96666666666664,79.96666666666667,124.96666666666667,bottom_before_top_or_middle,304.96666666666664,79.96666666666667,139.96666666666667,bottom_before_top_or_middle,True,True,False
2025,2025-05-02_S3_S4_3cb33cbf,S3,M,64.96666666666667,64.96666666666667,79.96666666666667,6→12→18,True,expected,64.96666666666667,64.96666666666667,79.96666666666667,6→12→18,True,expected,,False,False,19.577,22.41,23.766,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",154.96666666666667,64.96666666666667,109.96666666666667,bottom_before_top_or_middle,154.96666666666667,64.96666666666667,109.96666666666667,bottom_before_top_or_middle,184.96666666666667,64.96666666666667,124.96666666666667,bottom_before_top_or_middle,244.96666666666667,64.96666666666667,124.96666666666667,bottom_before_top_or_middle,259.96666666666664,79.96666666666667,124.96666666666667,bottom_before_top_or_middle,304.96666666666664,79.96666666666667,139.96666666666667,bottom_before_top_or_middle,True,True,False
2025,2025-05-02_S3_S4_3cb33cbf,S3,T,154.96666666666667,184.96666666666667,259.96666666666664,6→12→18,True,expected,154.96666666666667,244.96666666666667,304.96666666666664,6→12→18,True,expected,,False,False,26.274,26.288,38.644,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",154.96666666666667,64.96666666666667,109.96666666666667,bottom_before_top_or_middle,154.96666666666667,64.96666666666667,109.96666666666667,bottom_before_top_or_middle,184.96666666666667,64.96666666666667,124.96666666666667,bottom_before_top_or_middle,244.96666666666667,64.96666666666667,124.96666666666667,bottom_before_top_or_middle,259.96666666666664,79.96666666666667,124.96666666666667,bottom_before_top_or_middle,304.96666666666664,79.96666666666667,139.96666666666667,bottom_before_top_or_middle,True,True,False
2025,2025-05-02_S3_S4_3cb33cbf,S4,B,439.96666666666664,529.9666666666667,484.96666666666664,6→18→12,False,18_before_12,439.96666666666664,589.9666666666667,544.9666666666667,6→18→12,False,18_before_12,,False,False,21.722,30.562,34.212,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",34.96666666666667,184.96666666666667,439.96666666666664,expected,34.96666666666667,184.96666666666667,439.96666666666664,expected,34.96666666666667,199.96666666666667,529.9666666666667,expected,34.96666666666667,199.96666666666667,589.9666666666667,expected,34.96666666666667,229.96666666666667,484.96666666666664,expected,34.96666666666667,244.96666666666667,544.9666666666667,expected,False,False,False
2025,2025-05-02_S3_S4_3cb33cbf,S4,M,184.96666666666667,199.96666666666667,229.96666666666667,6→12→18,True,expected,184.96666666666667,199.96666666666667,244.96666666666667,6→12→18,True,expected,,False,False,18.249,18.323,23.387,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",34.96666666666667,184.96666666666667,439.96666666666664,expected,34.96666666666667,184.96666666666667,439.96666666666664,expected,34.96666666666667,199.96666666666667,529.9666666666667,expected,34.96666666666667,199.96666666666667,589.9666666666667,expected,34.96666666666667,229.96666666666667,484.96666666666664,expected,34.96666666666667,244.96666666666667,544.9666666666667,expected,False,False,False
2025,2025-05-02_S3_S4_3cb33cbf,S4,T,34.96666666666667,34.96666666666667,34.96666666666667,6→12→18,True,expected,34.96666666666667,34.96666666666667,34.96666666666667,6→12→18,True,expected,,False,False,15.216,24.434,29.995,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",34.96666666666667,184.96666666666667,439.96666666666664,expected,34.96666666666667,184.96666666666667,439.96666666666664,expected,34.96666666666667,199.96666666666667,529.9666666666667,expected,34.96666666666667,199.96666666666667,589.9666666666667,expected,34.96666666666667,229.96666666666667,484.96666666666664,expected,34.96666666666667,244.96666666666667,544.9666666666667,expected,False,False,False
2025,2025-05-16_S1_S2_799859ac,S1,B,458.31666666666666,563.3166666666667,698.3166666666667,6→12→18,True,expected,518.3166666666667,623.3166666666667,713.3166666666667,6→12→18,True,expected,,False,False,14.916,13.045,18.684,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",38.31666666666667,218.31666666666666,458.31666666666666,expected,38.31666666666667,278.31666666666666,518.3166666666667,expected,38.31666666666667,278.31666666666666,563.3166666666667,expected,38.31666666666667,293.31666666666666,623.3166666666667,expected,98.31666666666666,338.31666666666666,698.3166666666667,expected,98.31666666666666,338.31666666666666,713.3166666666667,expected,False,False,False
2025,2025-05-16_S1_S2_799859ac,S1,M,218.31666666666666,278.31666666666666,338.31666666666666,6→12→18,True,expected,278.31666666666666,293.31666666666666,338.31666666666666,6→12→18,True,expected,,False,False,12.94,16.614,32.602,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",38.31666666666667,218.31666666666666,458.31666666666666,expected,38.31666666666667,278.31666666666666,518.3166666666667,expected,38.31666666666667,278.31666666666666,563.3166666666667,expected,38.31666666666667,293.31666666666666,623.3166666666667,expected,98.31666666666666,338.31666666666666,698.3166666666667,expected,98.31666666666666,338.31666666666666,713.3166666666667,expected,False,False,False
2025,2025-05-16_S1_S2_799859ac,S1,T,38.31666666666667,38.31666666666667,98.31666666666666,6→12→18,True,expected,38.31666666666667,38.31666666666667,98.31666666666666,6→12→18,True,expected,,False,False,19.352,16.996,21.824,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",38.31666666666667,218.31666666666666,458.31666666666666,expected,38.31666666666667,278.31666666666666,518.3166666666667,expected,38.31666666666667,278.31666666666666,563.3166666666667,expected,38.31666666666667,293.31666666666666,623.3166666666667,expected,98.31666666666666,338.31666666666666,698.3166666666667,expected,98.31666666666666,338.31666666666666,713.3166666666667,expected,False,False,False
2025,2025-05-16_S1_S2_799859ac,S2,B,203.31666666666666,233.31666666666666,233.31666666666666,6→12→18,True,expected,233.31666666666666,233.31666666666666,233.31666666666666,6→12→18,True,expected,,False,False,9.52,8.094,17.279,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",23.316666666666666,83.31666666666666,203.31666666666666,expected,23.316666666666666,83.31666666666666,233.31666666666666,expected,23.316666666666666,83.31666666666666,233.31666666666666,expected,23.316666666666666,83.31666666666666,233.31666666666666,expected,23.316666666666666,83.31666666666666,233.31666666666666,expected,23.316666666666666,83.31666666666666,233.31666666666666,expected,False,False,False
2025,2025-05-16_S1_S2_799859ac,S2,M,83.31666666666666,83.31666666666666,83.31666666666666,6→12→18,True,expected,83.31666666666666,83.31666666666666,83.31666666666666,6→12→18,True,expected,,False,False,12.112,13.719,28.714,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",23.316666666666666,83.31666666666666,203.31666666666666,expected,23.316666666666666,83.31666666666666,233.31666666666666,expected,23.316666666666666,83.31666666666666,233.31666666666666,expected,23.316666666666666,83.31666666666666,233.31666666666666,expected,23.316666666666666,83.31666666666666,233.31666666666666,expected,23.316666666666666,83.31666666666666,233.31666666666666,expected,False,False,False
2025,2025-05-16_S1_S2_799859ac,S2,T,23.316666666666666,23.316666666666666,23.316666666666666,6→12→18,True,expected,23.316666666666666,23.316666666666666,23.316666666666666,6→12→18,True,expected,,False,False,7.596,15.344,27.078,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",23.316666666666666,83.31666666666666,203.31666666666666,expected,23.316666666666666,83.31666666666666,233.31666666666666,expected,23.316666666666666,83.31666666666666,233.31666666666666,expected,23.316666666666666,83.31666666666666,233.31666666666666,expected,23.316666666666666,83.31666666666666,233.31666666666666,expected,23.316666666666666,83.31666666666666,233.31666666666666,expected,False,False,False
2025,2025-05-28_S1_S2_ca363c43,S1,B,407.0,422.0,527.0,6→12→18,True,expected,392.0,482.0,572.0,6→12→18,True,expected,,False,False,22.848,23.914,26.058,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",32.0,227.0,407.0,expected,32.0,227.0,392.0,expected,92.0,272.0,422.0,expected,137.0,287.0,482.0,expected,107.0,287.0,527.0,expected,107.0,317.0,572.0,expected,False,False,False
2025,2025-05-28_S1_S2_ca363c43,S1,M,227.0,272.0,287.0,6→12→18,True,expected,227.0,287.0,317.0,6→12→18,True,expected,,False,False,22.447,27.88,36.018,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",32.0,227.0,407.0,expected,32.0,227.0,392.0,expected,92.0,272.0,422.0,expected,137.0,287.0,482.0,expected,107.0,287.0,527.0,expected,107.0,317.0,572.0,expected,False,False,False
2025,2025-05-28_S1_S2_ca363c43,S1,T,32.0,92.0,107.0,6→12→18,True,expected,32.0,137.0,107.0,6→18→12,False,18_before_12,,False,False,29.789,27.075,31.696,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",32.0,227.0,407.0,expected,32.0,227.0,392.0,expected,92.0,272.0,422.0,expected,137.0,287.0,482.0,expected,107.0,287.0,527.0,expected,107.0,317.0,572.0,expected,False,False,False
2025,2025-05-28_S1_S2_ca363c43,S2,B,227.0,227.0,182.0,18→6→12,False,18_before_12,227.0,227.0,227.0,6→12→18,True,expected,,False,False,11.416,16.708,27.756,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",17.0,77.0,227.0,expected,17.0,77.0,227.0,expected,17.0,77.0,227.0,expected,17.0,77.0,227.0,expected,17.0,77.0,182.0,expected,17.0,77.0,227.0,expected,False,False,False
2025,2025-05-28_S1_S2_ca363c43,S2,M,77.0,77.0,77.0,6→12→18,True,expected,77.0,77.0,77.0,6→12→18,True,expected,,False,False,19.482,23.764,34.052,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",17.0,77.0,227.0,expected,17.0,77.0,227.0,expected,17.0,77.0,227.0,expected,17.0,77.0,227.0,expected,17.0,77.0,182.0,expected,17.0,77.0,227.0,expected,False,False,False
2025,2025-05-28_S1_S2_ca363c43,S2,T,17.0,17.0,17.0,6→12→18,True,expected,17.0,17.0,17.0,6→12→18,True,expected,,False,False,9.308,18.458,33.506,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",17.0,77.0,227.0,expected,17.0,77.0,227.0,expected,17.0,77.0,227.0,expected,17.0,77.0,227.0,expected,17.0,77.0,182.0,expected,17.0,77.0,227.0,expected,False,False,False
2025,2025-05-28_S3_S4_120d46ab,S3,B,137.0,107.0,152.0,12→6→18,False,12_before_6,137.0,152.0,152.0,6→12→18,True,expected,,False,False,12.843,18.53,26.223,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",272.0,77.0,137.0,bottom_before_top_or_middle,272.0,77.0,137.0,bottom_before_top_or_middle,347.0,77.0,107.0,bottom_before_top_or_middle,392.0,77.0,152.0,bottom_before_top_or_middle,452.0,92.0,152.0,bottom_before_top_or_middle,512.0,92.0,152.0,bottom_before_top_or_middle,True,True,False
2025,2025-05-28_S3_S4_120d46ab,S3,M,77.0,77.0,92.0,6→12→18,True,expected,77.0,77.0,92.0,6→12→18,True,expected,,False,False,12.025,18.076,31.182,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",272.0,77.0,137.0,bottom_before_top_or_middle,272.0,77.0,137.0,bottom_before_top_or_middle,347.0,77.0,107.0,bottom_before_top_or_middle,392.0,77.0,152.0,bottom_before_top_or_middle,452.0,92.0,152.0,bottom_before_top_or_middle,512.0,92.0,152.0,bottom_before_top_or_middle,True,True,False
2025,2025-05-28_S3_S4_120d46ab,S3,T,272.0,347.0,452.0,6→12→18,True,expected,272.0,392.0,512.0,6→12→18,True,expected,,False,False,19.798,20.769,36.902,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",272.0,77.0,137.0,bottom_before_top_or_middle,272.0,77.0,137.0,bottom_before_top_or_middle,347.0,77.0,107.0,bottom_before_top_or_middle,392.0,77.0,152.0,bottom_before_top_or_middle,452.0,92.0,152.0,bottom_before_top_or_middle,512.0,92.0,152.0,bottom_before_top_or_middle,True,True,False
2025,2025-05-28_S3_S4_120d46ab,S4,B,347.0,,,6,False,missing_depths,437.0,,,6,False,missing_depths,,False,False,39.188,40.486,41.336,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",32.0,242.0,347.0,expected,32.0,302.0,437.0,expected,32.0,197.0,,missing_loggers,47.0,242.0,,missing_loggers,32.0,347.0,,missing_loggers,32.0,,,missing_loggers,False,False,False
2025,2025-05-28_S3_S4_120d46ab,S4,M,242.0,197.0,347.0,12→6→18,False,12_before_6,302.0,242.0,,12→6,False,missing_depths,,False,False,11.698,24.999,36.76,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",32.0,242.0,347.0,expected,32.0,302.0,437.0,expected,32.0,197.0,,missing_loggers,47.0,242.0,,missing_loggers,32.0,347.0,,missing_loggers,32.0,,,missing_loggers,False,False,False
2025,2025-05-28_S3_S4_120d46ab,S4,T,32.0,32.0,32.0,6→12→18,True,expected,32.0,47.0,32.0,6→18→12,False,18_before_12,,False,False,10.053,15.552,28.632,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",32.0,242.0,347.0,expected,32.0,302.0,437.0,expected,32.0,197.0,,missing_loggers,47.0,242.0,,missing_loggers,32.0,347.0,,missing_loggers,32.0,,,missing_loggers,False,False,False
2025,2025-06-13_S3_S4_29345c78,S3,B,146.0,146.0,146.0,6→12→18,True,expected,146.0,146.0,146.0,6→12→18,True,expected,,False,False,22.563,25.274,17.734,False,,116.0,56.0,146.0,middle_before_top,116.0,56.0,146.0,middle_before_top,176.0,71.0,146.0,bottom_before_top_or_middle,176.0,71.0,146.0,bottom_before_top_or_middle,236.0,71.0,146.0,bottom_before_top_or_middle,,71.0,146.0,missing_loggers,True,True,False
2025,2025-06-13_S3_S4_29345c78,S3,M,56.0,71.0,71.0,6→12→18,True,expected,56.0,71.0,71.0,6→12→18,True,expected,,False,False,17.896,24.032,31.921,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",116.0,56.0,146.0,middle_before_top,116.0,56.0,146.0,middle_before_top,176.0,71.0,146.0,bottom_before_top_or_middle,176.0,71.0,146.0,bottom_before_top_or_middle,236.0,71.0,146.0,bottom_before_top_or_middle,,71.0,146.0,missing_loggers,True,True,False
2025,2025-06-13_S3_S4_29345c78,S3,T,116.0,176.0,236.0,6→12→18,True,expected,116.0,176.0,,6→12,False,missing_depths,,False,False,23.368,25.214,39.222,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",116.0,56.0,146.0,middle_before_top,116.0,56.0,146.0,middle_before_top,176.0,71.0,146.0,bottom_before_top_or_middle,176.0,71.0,146.0,bottom_before_top_or_middle,236.0,71.0,146.0,bottom_before_top_or_middle,,71.0,146.0,missing_loggers,True,True,False
2025,2025-06-13_S3_S4_29345c78,S4,B,296.0,386.0,251.0,18→6→12,False,18_before_12,356.0,476.0,566.0,6→12→18,True,expected,,False,False,30.16,34.441,36.67,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",26.0,191.0,296.0,expected,26.0,206.0,356.0,expected,26.0,191.0,386.0,expected,26.0,191.0,476.0,expected,26.0,221.0,251.0,expected,26.0,221.0,566.0,expected,False,False,False
2025,2025-06-13_S3_S4_29345c78,S4,M,191.0,191.0,221.0,6→12→18,True,expected,206.0,191.0,221.0,12→6→18,False,12_before_6,,False,False,13.361,16.938,27.562,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",26.0,191.0,296.0,expected,26.0,206.0,356.0,expected,26.0,191.0,386.0,expected,26.0,191.0,476.0,expected,26.0,221.0,251.0,expected,26.0,221.0,566.0,expected,False,False,False
2025,2025-06-13_S3_S4_29345c78,S4,T,26.0,26.0,26.0,6→12→18,True,expected,26.0,26.0,26.0,6→12→18,True,expected,,False,False,11.903,20.71,31.736,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",26.0,191.0,296.0,expected,26.0,206.0,356.0,expected,26.0,191.0,386.0,expected,26.0,191.0,476.0,expected,26.0,221.0,251.0,expected,26.0,221.0,566.0,expected,False,False,False
2025,2025-06-27_S1_S2_ff537961,S1,B,492.0,492.0,567.0,6→12→18,True,expected,537.0,552.0,582.0,6→12→18,True,expected,,False,False,14.365,12.206,13.114,False,,42.0,222.0,492.0,expected,42.0,267.0,537.0,expected,42.0,252.0,492.0,expected,42.0,312.0,552.0,expected,42.0,297.0,567.0,expected,57.0,342.0,582.0,expected,False,False,False
2025,2025-06-27_S1_S2_ff537961,S1,M,222.0,252.0,297.0,6→12→18,True,expected,267.0,312.0,342.0,6→12→18,True,expected,,False,False,12.838,15.82,34.882,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",42.0,222.0,492.0,expected,42.0,267.0,537.0,expected,42.0,252.0,492.0,expected,42.0,312.0,552.0,expected,42.0,297.0,567.0,expected,57.0,342.0,582.0,expected,False,False,False
2025,2025-06-27_S1_S2_ff537961,S1,T,42.0,42.0,42.0,6→12→18,True,expected,42.0,42.0,57.0,6→12→18,True,expected,,False,False,19.473,16.818,19.84,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",42.0,222.0,492.0,expected,42.0,267.0,537.0,expected,42.0,252.0,492.0,expected,42.0,312.0,552.0,expected,42.0,297.0,567.0,expected,57.0,342.0,582.0,expected,False,False,False
2025,2025-06-27_S1_S2_ff537961,S2,B,177.0,207.0,222.0,6→12→18,True,expected,222.0,222.0,222.0,6→12→18,True,expected,,False,False,10.28,9.07,22.503,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",27.0,87.0,177.0,expected,27.0,87.0,222.0,expected,27.0,87.0,207.0,expected,27.0,87.0,222.0,expected,27.0,87.0,222.0,expected,27.0,87.0,222.0,expected,False,False,False
2025,2025-06-27_S1_S2_ff537961,S2,M,87.0,87.0,87.0,6→12→18,True,expected,87.0,87.0,87.0,6→12→18,True,expected,,False,False,12.648,14.392,34.262,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",27.0,87.0,177.0,expected,27.0,87.0,222.0,expected,27.0,87.0,207.0,expected,27.0,87.0,222.0,expected,27.0,87.0,222.0,expected,27.0,87.0,222.0,expected,False,False,False
2025,2025-06-27_S1_S2_ff537961,S2,T,27.0,27.0,27.0,6→12→18,True,expected,27.0,27.0,27.0,6→12→18,True,expected,,False,False,7.506,16.028,29.266,True,"18-inch baseline exceeds both shallower baselines; treat as a site/depth-profile characteristic, not an anomaly by itself.",27.0,87.0,177.0,expected,27.0,87.0,222.0,expected,27.0,87.0,207.0,expected,27.0,87.0,222.0,expected,27.0,87.0,222.0,expected,27.0,87.0,222.0,expected,False,False,False
