year,strip_group,location,strip,event_id,sensor_col,depth_index,depth_inches,logger_position,irrigation_start,irrigation_end,plot_start,plot_end,baseline_vwc,arrival_threshold_vwc,arrival_time,arrival_vwc,arrival_minutes_after_irrigation_start,arrival_before_irrigation_start,gallons_strip,event_duration_hours,alt_arrival_threshold_vwc,alt_arrival_time,alt_arrival_vwc,alt_arrival_step_vwc,alt_arrival_minutes_after_irrigation_start,alt_arrival_before_irrigation_start
2023,S1_S2,west,S1,2023-05-23_S1_S2_176caf9a,VWC_1_raw_S1_B,1,6,B,2023-05-23 15:25:00,2023-05-23 19:19:00,2023-05-23 03:25:00,2023-05-24 21:25:00,14.752,0.25,,,,,72500.0,3.9,0.5,2023-05-23 15:30:00,14.873,0.543,5.0,False
2023,S1_S2,west,S1,2023-05-23_S1_S2_176caf9a,VWC_2_raw_S1_B,2,12,B,2023-05-23 15:25:00,2023-05-23 19:19:00,2023-05-23 03:25:00,2023-05-24 21:25:00,16.2615,0.25,,,,,72500.0,3.9,0.5,,,,,
2023,S1_S2,west,S1,2023-05-23_S1_S2_176caf9a,VWC_3_raw_S1_B,3,18,B,2023-05-23 15:25:00,2023-05-23 19:19:00,2023-05-23 03:25:00,2023-05-24 21:25:00,4.498,0.25,2023-05-23 15:30:00,5.91,5.0,False,72500.0,3.9,0.5,2023-05-23 15:30:00,5.91,2.425,5.0,False
2023,S1_S2,west,S1,2023-05-23_S1_S2_176caf9a,VWC_1_raw_S1_M,1,6,M,2023-05-23 15:25:00,2023-05-23 19:19:00,2023-05-23 03:25:00,2023-05-24 21:25:00,11.2455,0.25,2023-05-23 17:45:00,19.705,140.0,False,72500.0,3.9,0.5,2023-05-23 17:45:00,19.705,8.221,140.0,False
2023,S1_S2,west,S1,2023-05-23_S1_S2_176caf9a,VWC_2_raw_S1_M,2,12,M,2023-05-23 15:25:00,2023-05-23 19:19:00,2023-05-23 03:25:00,2023-05-24 21:25:00,16.8305,0.25,2023-05-23 19:30:00,18.211,245.0,False,72500.0,3.9,0.5,2023-05-23 19:30:00,18.211,1.325,245.0,False
2023,S1_S2,west,S1,2023-05-23_S1_S2_176caf9a,VWC_3_raw_S1_M,3,18,M,2023-05-23 15:25:00,2023-05-23 19:19:00,2023-05-23 03:25:00,2023-05-24 21:25:00,23.7875,0.25,2023-05-23 21:30:00,24.358,365.0,False,72500.0,3.9,0.5,2023-05-23 21:30:00,24.358,0.935,365.0,False
2023,S1_S2,west,S1,2023-05-23_S1_S2_176caf9a,VWC_1_raw_S1_T,1,6,T,2023-05-23 15:25:00,2023-05-23 19:19:00,2023-05-23 03:25:00,2023-05-24 21:25:00,9.7785,0.25,2023-05-23 15:30:00,30.587,5.0,False,72500.0,3.9,0.5,2023-05-23 14:00:00,9.693,0.514,-85.0,True
2023,S1_S2,west,S1,2023-05-23_S1_S2_176caf9a,VWC_2_raw_S1_T,2,12,T,2023-05-23 15:25:00,2023-05-23 19:19:00,2023-05-23 03:25:00,2023-05-24 21:25:00,13.248,0.25,2023-05-23 15:45:00,13.639,20.0,False,72500.0,3.9,0.5,2023-05-23 16:00:00,16.643,3.004,35.0,False
2023,S1_S2,west,S1,2023-05-23_S1_S2_176caf9a,VWC_3_raw_S1_T,3,18,T,2023-05-23 15:25:00,2023-05-23 19:19:00,2023-05-23 03:25:00,2023-05-24 21:25:00,15.249,0.25,2023-05-23 16:00:00,15.731,35.0,False,72500.0,3.9,0.5,2023-05-23 14:00:00,15.073,1.22,-85.0,True
2023,S1_S2,west,S2,2023-05-23_S1_S2_176caf9a,VWC_1_raw_S2_B,1,6,B,2023-05-23 15:25:00,2023-05-23 19:19:00,2023-05-23 03:25:00,2023-05-24 21:25:00,8.6385,0.25,2023-05-23 16:15:00,10.459,50.0,False,72500.0,3.9,0.5,2023-05-23 08:30:00,8.363,0.805,-415.0,True
2023,S1_S2,west,S2,2023-05-23_S1_S2_176caf9a,VWC_2_raw_S2_B,2,12,B,2023-05-23 15:25:00,2023-05-23 19:19:00,2023-05-23 03:25:00,2023-05-24 21:25:00,7.574,0.25,2023-05-23 16:45:00,11.568,80.0,False,72500.0,3.9,0.5,2023-05-23 16:45:00,11.568,3.873,80.0,False
2023,S1_S2,west,S2,2023-05-23_S1_S2_176caf9a,VWC_3_raw_S2_B,3,18,B,2023-05-23 15:25:00,2023-05-23 19:19:00,2023-05-23 03:25:00,2023-05-24 21:25:00,6.4425,0.25,2023-05-23 17:15:00,9.771,110.0,False,72500.0,3.9,0.5,2023-05-23 17:15:00,9.771,3.188,110.0,False
2023,S1_S2,west,S2,2023-05-23_S1_S2_176caf9a,VWC_1_raw_S2_M,1,6,M,2023-05-23 15:25:00,2023-05-23 19:19:00,2023-05-23 03:25:00,2023-05-24 21:25:00,8.4455,0.25,2023-05-23 15:30:00,8.937,5.0,False,72500.0,3.9,0.5,2023-05-23 09:45:00,8.393,0.721,-340.0,True
2023,S1_S2,west,S2,2023-05-23_S1_S2_176caf9a,VWC_2_raw_S2_M,2,12,M,2023-05-23 15:25:00,2023-05-23 19:19:00,2023-05-23 03:25:00,2023-05-24 21:25:00,9.036,0.25,2023-05-23 16:15:00,9.522,50.0,False,72500.0,3.9,0.5,2023-05-23 09:45:00,9.553,0.756,-340.0,True
2023,S1_S2,west,S2,2023-05-23_S1_S2_176caf9a,VWC_3_raw_S2_M,3,18,M,2023-05-23 15:25:00,2023-05-23 19:19:00,2023-05-23 03:25:00,2023-05-24 21:25:00,5.804,0.25,2023-05-23 17:15:00,6.764,110.0,False,72500.0,3.9,0.5,2023-05-23 09:45:00,6.524,0.627,-340.0,True
2023,S1_S2,west,S2,2023-05-23_S1_S2_176caf9a,VWC_1_raw_S2_T,1,6,T,2023-05-23 15:25:00,2023-05-23 19:19:00,2023-05-23 03:25:00,2023-05-24 21:25:00,14.4855,0.25,2023-05-23 17:45:00,29.575,140.0,False,72500.0,3.9,0.5,2023-05-23 11:30:00,13.703,1.5,-235.0,True
2023,S1_S2,west,S2,2023-05-23_S1_S2_176caf9a,VWC_2_raw_S2_T,2,12,T,2023-05-23 15:25:00,2023-05-23 19:19:00,2023-05-23 03:25:00,2023-05-24 21:25:00,19.156,0.25,2023-05-23 17:45:00,26.21,140.0,False,72500.0,3.9,0.5,2023-05-23 11:30:00,18.111,0.526,-235.0,True
2023,S1_S2,west,S1,2023-06-01_S1_S2_5b27ce31,VWC_1_raw_S1_B,1,6,B,2023-06-01 11:16:08,2023-06-01 18:45:00,2023-05-31 23:16:08,2023-06-02 17:16:08,19.6775,0.25,,,,,33650.0,7.481,0.5,,,,,
2023,S1_S2,west,S1,2023-06-01_S1_S2_5b27ce31,VWC_2_raw_S1_B,2,12,B,2023-06-01 11:16:08,2023-06-01 18:45:00,2023-05-31 23:16:08,2023-06-02 17:16:08,16.634,0.25,,,,,33650.0,7.481,0.5,,,,,
2023,S1_S2,west,S1,2023-06-01_S1_S2_5b27ce31,VWC_3_raw_S1_B,3,18,B,2023-06-01 11:16:08,2023-06-01 18:45:00,2023-05-31 23:16:08,2023-06-02 17:16:08,11.451,0.25,,,,,33650.0,7.481,0.5,,,,,
2023,S1_S2,west,S1,2023-06-01_S1_S2_5b27ce31,VWC_1_raw_S1_M,1,6,M,2023-06-01 11:16:08,2023-06-01 18:45:00,2023-05-31 23:16:08,2023-06-02 17:16:08,32.359,0.25,2023-06-01 15:00:00,37.143,223.86666666666667,False,33650.0,7.481,0.5,2023-06-01 15:00:00,37.143,4.647,223.86666666666667,False
2023,S1_S2,west,S1,2023-06-01_S1_S2_5b27ce31,VWC_2_raw_S1_M,2,12,M,2023-06-01 11:16:08,2023-06-01 18:45:00,2023-05-31 23:16:08,2023-06-02 17:16:08,31.5045,0.25,2023-06-01 16:00:00,32.112,283.8666666666667,False,33650.0,7.481,0.5,2023-06-01 16:15:00,32.733,0.621,298.8666666666667,False
2023,S1_S2,west,S1,2023-06-01_S1_S2_5b27ce31,VWC_3_raw_S1_M,3,18,M,2023-06-01 11:16:08,2023-06-01 18:45:00,2023-05-31 23:16:08,2023-06-02 17:16:08,36.298,0.25,2023-06-01 17:15:00,36.605,358.8666666666667,False,33650.0,7.481,0.5,2023-06-01 17:45:00,37.601,0.559,388.8666666666667,False
2023,S1_S2,west,S1,2023-06-01_S1_S2_5b27ce31,VWC_1_raw_S1_T,1,6,T,2023-06-01 11:16:08,2023-06-01 18:45:00,2023-05-31 23:16:08,2023-06-02 17:16:08,32.752,0.25,2023-06-01 14:45:00,33.05,208.86666666666667,False,33650.0,7.481,0.5,2023-06-01 15:15:00,33.951,0.65,238.86666666666667,False
2023,S1_S2,west,S1,2023-06-01_S1_S2_5b27ce31,VWC_2_raw_S1_T,2,12,T,2023-06-01 11:16:08,2023-06-01 18:45:00,2023-05-31 23:16:08,2023-06-02 17:16:08,30.775,0.25,2023-06-01 15:00:00,33.982,223.86666666666667,False,33650.0,7.481,0.5,2023-06-01 15:00:00,33.982,2.977,223.86666666666667,False
2023,S1_S2,west,S1,2023-06-01_S1_S2_5b27ce31,VWC_3_raw_S1_T,3,18,T,2023-06-01 11:16:08,2023-06-01 18:45:00,2023-05-31 23:16:08,2023-06-02 17:16:08,35.041,0.25,2023-06-01 15:45:00,35.294,268.8666666666667,False,33650.0,7.481,0.5,2023-06-01 16:30:00,36.367,0.564,313.8666666666667,False
2023,S1_S2,west,S2,2023-06-01_S1_S2_5b27ce31,VWC_1_raw_S2_B,1,6,B,2023-06-01 11:16:08,2023-06-01 18:45:00,2023-05-31 23:16:08,2023-06-02 17:16:08,24.2665,0.25,2023-06-01 16:30:00,26.257,313.8666666666667,False,33650.0,7.481,0.5,2023-06-01 16:30:00,26.257,1.772,313.8666666666667,False
2023,S1_S2,west,S2,2023-06-01_S1_S2_5b27ce31,VWC_2_raw_S2_B,2,12,B,2023-06-01 11:16:08,2023-06-01 18:45:00,2023-05-31 23:16:08,2023-06-02 17:16:08,25.938,0.25,2023-06-01 16:15:00,26.194,298.8666666666667,False,33650.0,7.481,0.5,2023-06-01 16:30:00,28.331,2.137,313.8666666666667,False
2023,S1_S2,west,S2,2023-06-01_S1_S2_5b27ce31,VWC_3_raw_S2_B,3,18,B,2023-06-01 11:16:08,2023-06-01 18:45:00,2023-05-31 23:16:08,2023-06-02 17:16:08,25.804,0.25,2023-06-01 15:45:00,26.708,268.8666666666667,False,33650.0,7.481,0.5,2023-06-01 16:30:00,30.539,3.623,313.8666666666667,False
2023,S1_S2,west,S2,2023-06-01_S1_S2_5b27ce31,VWC_1_raw_S2_M,1,6,M,2023-06-01 11:16:08,2023-06-01 18:45:00,2023-05-31 23:16:08,2023-06-02 17:16:08,27.5495,0.25,2023-06-01 17:15:00,29.694,358.8666666666667,False,33650.0,7.481,0.5,2023-06-01 17:15:00,29.694,1.949,358.8666666666667,False
