year,strip,event_id,depth_inches,irrigation_start,irrigation_end,gallons_strip,event_duration_hours,distance_T_ft,distance_M_ft,distance_B_ft,arrival_T_min,arrival_M_min,arrival_B_min,T_to_M_min,M_to_B_min,T_to_B_min,T_to_M_ft_per_min,M_to_B_ft_per_min,T_to_B_ft_per_min,alt_arrival_T_min,alt_arrival_M_min,alt_arrival_B_min,alt_T_to_M_min,alt_M_to_B_min,alt_T_to_B_min,alt_T_to_M_ft_per_min,alt_M_to_B_ft_per_min,alt_T_to_B_ft_per_min
2024.00,S1,2024-06-01_S1_S2_ef46e32f,18.00,2024-06-01 18:05:00,2024-06-02 07:46:00,81250.00,13.68,54.00,169.00,284.00,25.00,385.00,835.00,360.00,450.00,810.00,0.32,0.26,0.28,25.00,385.00,895.00,360.00,510.00,870.00,0.32,0.23,0.26
2024.00,S2,2024-06-01_S1_S2_ef46e32f,6.00,2024-06-01 18:05:00,2024-06-02 07:46:00,81250.00,13.68,54.00,169.00,284.00,85.00,85.00,220.00,0.00,135.00,135.00,,0.85,1.70,85.00,85.00,220.00,0.00,135.00,135.00,,0.85,1.70
2024.00,S2,2024-06-01_S1_S2_ef46e32f,12.00,2024-06-01 18:05:00,2024-06-02 07:46:00,81250.00,13.68,54.00,169.00,284.00,85.00,100.00,190.00,15.00,90.00,105.00,7.67,1.28,2.19,85.00,100.00,190.00,15.00,90.00,105.00,7.67,1.28,2.19
2024.00,S2,2024-06-01_S1_S2_ef46e32f,18.00,2024-06-01 18:05:00,2024-06-02 07:46:00,81250.00,13.68,54.00,169.00,284.00,85.00,85.00,205.00,0.00,120.00,120.00,,0.96,1.92,85.00,100.00,220.00,15.00,120.00,135.00,7.67,0.96,1.70
2024.00,S3,2024-06-01_S3_S4_0880f850,6.00,2024-06-01 08:29:00,2024-06-01 17:57:00,61450.00,9.47,54.00,169.00,284.00,61.00,556.00,106.00,495.00,-450.00,45.00,0.23,,5.11,61.00,556.00,106.00,495.00,-450.00,45.00,0.23,,5.11
2024.00,S3,2024-06-01_S3_S4_0880f850,12.00,2024-06-01 08:29:00,2024-06-01 17:57:00,61450.00,9.47,54.00,169.00,284.00,61.00,556.00,121.00,495.00,-435.00,60.00,0.23,,3.83,61.00,556.00,121.00,495.00,-435.00,60.00,0.23,,3.83
2024.00,S3,2024-06-01_S3_S4_0880f850,18.00,2024-06-01 08:29:00,2024-06-01 17:57:00,61450.00,9.47,54.00,169.00,284.00,76.00,571.00,136.00,495.00,-435.00,60.00,0.23,,3.83,76.00,571.00,136.00,495.00,-435.00,60.00,0.23,,3.83
2024.00,S4,2024-06-01_S3_S4_0880f850,6.00,2024-06-01 08:29:00,2024-06-01 17:57:00,61450.00,9.47,54.00,169.00,,31.00,106.00,,75.00,,,1.53,,,31.00,106.00,,75.00,,,1.53,,
2024.00,S4,2024-06-01_S3_S4_0880f850,12.00,2024-06-01 08:29:00,2024-06-01 17:57:00,61450.00,9.47,54.00,169.00,,31.00,121.00,,90.00,,,1.28,,,31.00,121.00,,90.00,,,1.28,,
2024.00,S4,2024-06-01_S3_S4_0880f850,18.00,2024-06-01 08:29:00,2024-06-01 17:57:00,61450.00,9.47,54.00,169.00,,31.00,136.00,,105.00,,,1.10,,,31.00,136.00,,105.00,,,1.10,,
2024.00,S3,2024-06-15_S3_S4_b6aa9839,6.00,2024-06-15 07:29:00,2024-06-15 16:13:00,52500.00,8.73,54.00,169.00,284.00,46.00,541.00,106.00,495.00,-435.00,60.00,0.23,,3.83,46.00,541.00,106.00,495.00,-435.00,60.00,0.23,,3.83
2024.00,S3,2024-06-15_S3_S4_b6aa9839,12.00,2024-06-15 07:29:00,2024-06-15 16:13:00,52500.00,8.73,54.00,169.00,284.00,46.00,541.00,121.00,495.00,-420.00,75.00,0.23,,3.07,61.00,541.00,121.00,480.00,-420.00,60.00,0.24,,3.83
2024.00,S3,2024-06-15_S3_S4_b6aa9839,18.00,2024-06-15 07:29:00,2024-06-15 16:13:00,52500.00,8.73,54.00,169.00,284.00,61.00,556.00,136.00,495.00,-420.00,75.00,0.23,,3.07,76.00,556.00,136.00,480.00,-420.00,60.00,0.24,,3.83
2024.00,S4,2024-06-15_S3_S4_b6aa9839,6.00,2024-06-15 07:29:00,2024-06-15 16:13:00,52500.00,8.73,54.00,169.00,,31.00,121.00,,90.00,,,1.28,,,31.00,121.00,,90.00,,,1.28,,
2024.00,S4,2024-06-15_S3_S4_b6aa9839,12.00,2024-06-15 07:29:00,2024-06-15 16:13:00,52500.00,8.73,54.00,169.00,,31.00,121.00,,90.00,,,1.28,,,31.00,121.00,,90.00,,,1.28,,
2024.00,S4,2024-06-15_S3_S4_b6aa9839,18.00,2024-06-15 07:29:00,2024-06-15 16:13:00,52500.00,8.73,54.00,169.00,,31.00,136.00,,105.00,,,1.10,,,31.00,151.00,,120.00,,,0.96,,
2024.00,S1,2024-06-22_S1_S2_e95bd875,6.00,2024-06-22 08:00:00,2024-06-22 15:49:00,47100.00,7.82,54.00,169.00,284.00,30.00,120.00,210.00,90.00,90.00,180.00,1.28,1.28,1.28,30.00,135.00,540.00,105.00,405.00,510.00,1.10,0.28,0.45
2024.00,S1,2024-06-22_S1_S2_e95bd875,12.00,2024-06-22 08:00:00,2024-06-22 15:49:00,47100.00,7.82,54.00,169.00,284.00,30.00,240.00,375.00,210.00,135.00,345.00,0.55,0.85,0.67,30.00,240.00,555.00,210.00,315.00,525.00,0.55,0.37,0.44
2024.00,S1,2024-06-22_S1_S2_e95bd875,18.00,2024-06-22 08:00:00,2024-06-22 15:49:00,47100.00,7.82,54.00,169.00,284.00,30.00,285.00,510.00,255.00,225.00,480.00,0.45,0.51,0.48,30.00,285.00,480.00,255.00,195.00,450.00,0.45,0.59,0.51
2024.00,S2,2024-06-22_S1_S2_e95bd875,6.00,2024-06-22 08:00:00,2024-06-22 15:49:00,47100.00,7.82,54.00,169.00,284.00,75.00,60.00,210.00,-15.00,150.00,135.00,,0.77,1.70,75.00,60.00,225.00,-15.00,165.00,150.00,,0.70,1.53
2024.00,S2,2024-06-22_S1_S2_e95bd875,12.00,2024-06-22 08:00:00,2024-06-22 15:49:00,47100.00,7.82,54.00,169.00,284.00,75.00,75.00,180.00,0.00,105.00,105.00,,1.10,2.19,75.00,75.00,180.00,0.00,105.00,105.00,,1.10,2.19
2024.00,S2,2024-06-22_S1_S2_e95bd875,18.00,2024-06-22 08:00:00,2024-06-22 15:49:00,47100.00,7.82,54.00,169.00,284.00,75.00,75.00,195.00,0.00,120.00,120.00,,0.96,1.92,75.00,75.00,195.00,0.00,120.00,120.00,,0.96,1.92
2024.00,S3,2024-06-28_S3_S4_14b9d993,6.00,2024-06-28 08:19:00,2024-06-28 14:44:00,39650.00,6.42,54.00,169.00,284.00,71.00,521.00,86.00,450.00,-435.00,15.00,0.26,,15.33,86.00,521.00,86.00,435.00,-435.00,0.00,0.26,,
2024.00,S3,2024-06-28_S3_S4_14b9d993,12.00,2024-06-28 08:19:00,2024-06-28 14:44:00,39650.00,6.42,54.00,169.00,284.00,86.00,506.00,86.00,420.00,-420.00,0.00,0.27,,,86.00,521.00,86.00,435.00,-435.00,0.00,0.26,,
2024.00,S3,2024-06-28_S3_S4_14b9d993,18.00,2024-06-28 08:19:00,2024-06-28 14:44:00,39650.00,6.42,54.00,169.00,284.00,116.00,521.00,101.00,405.00,-420.00,-15.00,0.28,,,131.00,536.00,101.00,405.00,-435.00,-30.00,0.28,,
2024.00,S4,2024-06-28_S3_S4_14b9d993,6.00,2024-06-28 08:19:00,2024-06-28 14:44:00,39650.00,6.42,54.00,169.00,284.00,26.00,176.00,266.00,150.00,90.00,240.00,0.77,1.28,0.96,26.00,176.00,266.00,150.00,90.00,240.00,0.77,1.28,0.96
2024.00,S4,2024-06-28_S3_S4_14b9d993,12.00,2024-06-28 08:19:00,2024-06-28 14:44:00,39650.00,6.42,54.00,169.00,284.00,26.00,221.00,356.00,195.00,135.00,330.00,0.59,0.85,0.70,26.00,221.00,356.00,195.00,135.00,330.00,0.59,0.85,0.70
2024.00,S4,2024-06-28_S3_S4_14b9d993,18.00,2024-06-28 08:19:00,2024-06-28 14:44:00,39650.00,6.42,54.00,169.00,284.00,26.00,251.00,251.00,225.00,0.00,225.00,0.51,,1.02,26.00,251.00,236.00,225.00,-15.00,210.00,0.51,,1.10
2024.00,S3,2024-07-11_S3_S4_d29231ea,6.00,2024-07-11 10:01:00,2024-07-11 17:39:00,46550.00,7.63,54.00,169.00,284.00,89.00,479.00,104.00,390.00,-375.00,15.00,0.29,,15.33,89.00,479.00,104.00,390.00,-375.00,15.00,0.29,,15.33
2024.00,S3,2024-07-11_S3_S4_d29231ea,12.00,2024-07-11 10:01:00,2024-07-11 17:39:00,46550.00,7.63,54.00,169.00,284.00,104.00,479.00,134.00,375.00,-345.00,30.00,0.31,,7.67,104.00,479.00,134.00,375.00,-345.00,30.00,0.31,,7.67
2024.00,S3,2024-07-11_S3_S4_d29231ea,18.00,2024-07-11 10:01:00,2024-07-11 17:39:00,46550.00,7.63,54.00,169.00,284.00,134.00,479.00,134.00,345.00,-345.00,0.00,0.33,,,134.00,479.00,134.00,345.00,-345.00,0.00,0.33,,
2024.00,S4,2024-07-11_S3_S4_d29231ea,6.00,2024-07-11 10:01:00,2024-07-11 17:39:00,46550.00,7.63,54.00,169.00,284.00,29.00,194.00,,165.00,,,0.70,,,29.00,209.00,,180.00,,,0.64,,
2024.00,S4,2024-07-11_S3_S4_d29231ea,12.00,2024-07-11 10:01:00,2024-07-11 17:39:00,46550.00,7.63,54.00,169.00,284.00,29.00,239.00,,210.00,,,0.55,,,29.00,239.00,,210.00,,,0.55,,
2024.00,S4,2024-07-11_S3_S4_d29231ea,18.00,2024-07-11 10:01:00,2024-07-11 17:39:00,46550.00,7.63,54.00,169.00,284.00,29.00,254.00,,225.00,,,0.51,,,29.00,254.00,,225.00,,,0.51,,
2024.00,S1,2024-07-20_S1_S2_6d735351,6.00,2024-07-20 08:54:00,2024-07-20 17:43:00,55550.00,8.82,54.00,169.00,284.00,36.00,216.00,261.00,180.00,45.00,225.00,0.64,2.56,1.02,36.00,261.00,561.00,225.00,300.00,525.00,0.51,0.38,0.44
2024.00,S1,2024-07-20_S1_S2_6d735351,12.00,2024-07-20 08:54:00,2024-07-20 17:43:00,55550.00,8.82,54.00,169.00,284.00,36.00,336.00,471.00,300.00,135.00,435.00,0.38,0.85,0.53,36.00,351.00,561.00,315.00,210.00,525.00,0.37,0.55,0.44
2024.00,S1,2024-07-20_S1_S2_6d735351,18.00,2024-07-20 08:54:00,2024-07-20 17:43:00,55550.00,8.82,54.00,169.00,284.00,36.00,396.00,576.00,360.00,180.00,540.00,0.32,0.64,0.43,36.00,396.00,591.00,360.00,195.00,555.00,0.32,0.59,0.41
2024.00,S2,2024-07-20_S1_S2_6d735351,6.00,2024-07-20 08:54:00,2024-07-20 17:43:00,55550.00,8.82,54.00,169.00,284.00,81.00,81.00,246.00,0.00,165.00,165.00,,0.70,1.39,81.00,81.00,276.00,0.00,195.00,195.00,,0.59,1.18
2024.00,S2,2024-07-20_S1_S2_6d735351,12.00,2024-07-20 08:54:00,2024-07-20 17:43:00,55550.00,8.82,54.00,169.00,284.00,81.00,66.00,231.00,-15.00,165.00,150.00,,0.70,1.53,81.00,66.00,231.00,-15.00,165.00,150.00,,0.70,1.53
2024.00,S2,2024-07-20_S1_S2_6d735351,18.00,2024-07-20 08:54:00,2024-07-20 17:43:00,55550.00,8.82,54.00,169.00,284.00,,66.00,246.00,,180.00,,,0.64,,111.00,66.00,246.00,-45.00,180.00,135.00,,0.64,1.70
2024.00,S3,2024-07-26_S3_S4_fd133a4c,6.00,2024-07-26 19:02:00,2024-07-27 07:21:00,71850.00,12.32,54.00,169.00,284.00,58.00,478.00,118.00,420.00,-360.00,60.00,0.27,,3.83,58.00,478.00,118.00,420.00,-360.00,60.00,0.27,,3.83
2024.00,S3,2024-07-26_S3_S4_fd133a4c,12.00,2024-07-26 19:02:00,2024-07-27 07:21:00,71850.00,12.32,54.00,169.00,284.00,43.00,478.00,163.00,435.00,-315.00,120.00,0.26,,1.92,43.00,478.00,163.00,435.00,-315.00,120.00,0.26,,1.92
2024.00,S3,2024-07-26_S3_S4_fd133a4c,18.00,2024-07-26 19:02:00,2024-07-27 07:21:00,71850.00,12.32,54.00,169.00,284.00,103.00,493.00,193.00,390.00,-300.00,90.00,0.29,,2.56,118.00,493.00,208.00,375.00,-285.00,90.00,0.31,,2.56
2024.00,S4,2024-07-26_S3_S4_fd133a4c,6.00,2024-07-26 19:02:00,2024-07-27 07:21:00,71850.00,12.32,54.00,169.00,284.00,43.00,283.00,778.00,240.00,495.00,735.00,0.48,0.23,0.31,43.00,283.00,-542.00,240.00,-825.00,-585.00,0.48,,
2024.00,S4,2024-07-26_S3_S4_fd133a4c,12.00,2024-07-26 19:02:00,2024-07-27 07:21:00,71850.00,12.32,54.00,169.00,284.00,43.00,403.00,868.00,360.00,465.00,825.00,0.32,0.25,0.28,43.00,403.00,,360.00,,,0.32,,
2024.00,S4,2024-07-26_S3_S4_fd133a4c,18.00,2024-07-26 19:02:00,2024-07-27 07:21:00,71850.00,12.32,54.00,169.00,284.00,43.00,493.00,,450.00,,,0.26,,,43.00,493.00,,450.00,,,0.26,,
2024.00,S3,2024-08-09_S3_S4_fd100e26,6.00,2024-08-09 08:45:00,2024-08-09 15:50:00,46900.00,7.08,54.00,169.00,284.00,45.00,495.00,120.00,450.00,-375.00,75.00,0.26,,3.07,45.00,495.00,120.00,450.00,-375.00,75.00,0.26,,3.07
2024.00,S3,2024-08-09_S3_S4_fd100e26,12.00,2024-08-09 08:45:00,2024-08-09 15:50:00,46900.00,7.08,54.00,169.00,284.00,45.00,480.00,150.00,435.00,-330.00,105.00,0.26,,2.19,45.00,480.00,150.00,435.00,-330.00,105.00,0.26,,2.19
2024.00,S3,2024-08-09_S3_S4_fd100e26,18.00,2024-08-09 08:45:00,2024-08-09 15:50:00,46900.00,7.08,54.00,169.00,284.00,60.00,495.00,165.00,435.00,-330.00,105.00,0.26,,2.19,60.00,495.00,165.00,435.00,-330.00,105.00,0.26,,2.19
2024.00,S4,2024-08-09_S3_S4_fd100e26,6.00,2024-08-09 08:45:00,2024-08-09 15:50:00,46900.00,7.08,54.00,169.00,284.00,45.00,270.00,450.00,225.00,180.00,405.00,0.51,0.64,0.57,45.00,285.00,435.00,240.00,150.00,390.00,0.48,0.77,0.59
2024.00,S4,2024-08-09_S3_S4_fd100e26,12.00,2024-08-09 08:45:00,2024-08-09 15:50:00,46900.00,7.08,54.00,169.00,284.00,45.00,300.00,1395.00,255.00,1095.00,1350.00,0.45,0.11,0.17,45.00,300.00,,255.00,,,0.45,,
2024.00,S4,2024-08-09_S3_S4_fd100e26,18.00,2024-08-09 08:45:00,2024-08-09 15:50:00,46900.00,7.08,54.00,169.00,,45.00,330.00,,285.00,,,0.40,,,45.00,330.00,,285.00,,,0.40,,
2024.00,S1,2024-08-10_S1_S2_de427086,6.00,2024-08-10 08:50:00,2024-08-10 20:38:00,84700.00,11.80,54.00,169.00,284.00,25.00,190.00,430.00,165.00,240.00,405.00,0.70,0.48,0.57,25.00,205.00,475.00,180.00,270.00,450.00,0.64,0.43,0.51
2024.00,S1,2024-08-10_S1_S2_de427086,12.00,2024-08-10 08:50:00,2024-08-10 20:38:00,84700.00,11.80,54.00,169.00,284.00,25.00,280.00,445.00,255.00,165.00,420.00,0.45,0.70,0.55,25.00,280.00,520.00,255.00,240.00,495.00,0.45,0.48,0.46
2024.00,S1,2024-08-10_S1_S2_de427086,18.00,2024-08-10 08:50:00,2024-08-10 20:38:00,84700.00,11.80,54.00,169.00,284.00,25.00,370.00,595.00,345.00,225.00,570.00,0.33,0.51,0.40,40.00,370.00,595.00,330.00,225.00,555.00,0.35,0.51,0.41
2024.00,S2,2024-08-10_S1_S2_de427086,6.00,2024-08-10 08:50:00,2024-08-10 20:38:00,84700.00,11.80,54.00,169.00,284.00,85.00,55.00,175.00,-30.00,120.00,90.00,,0.96,2.56,85.00,55.00,175.00,-30.00,120.00,90.00,,0.96,2.56
2024.00,S2,2024-08-10_S1_S2_de427086,12.00,2024-08-10 08:50:00,2024-08-10 20:38:00,84700.00,11.80,54.00,169.00,284.00,85.00,55.00,160.00,-30.00,105.00,75.00,,1.10,3.07,85.00,55.00,160.00,-30.00,105.00,75.00,,1.10,3.07
2024.00,S2,2024-08-10_S1_S2_de427086,18.00,2024-08-10 08:50:00,2024-08-10 20:38:00,84700.00,11.80,54.00,169.00,284.00,85.00,55.00,160.00,-30.00,105.00,75.00,,1.10,3.07,85.00,55.00,160.00,-30.00,105.00,75.00,,1.10,3.07
2024.00,S3,2024-08-23_S3_S4_0b64e5f5,6.00,2024-08-23 09:32:00,2024-08-23 15:04:00,30150.00,5.53,54.00,169.00,284.00,58.00,478.00,103.00,420.00,-375.00,45.00,0.27,,5.11,58.00,478.00,103.00,420.00,-375.00,45.00,0.27,,5.11
2024.00,S3,2024-08-23_S3_S4_0b64e5f5,12.00,2024-08-23 09:32:00,2024-08-23 15:04:00,30150.00,5.53,54.00,169.00,284.00,58.00,478.00,118.00,420.00,-360.00,60.00,0.27,,3.83,58.00,478.00,118.00,420.00,-360.00,60.00,0.27,,3.83
2024.00,S3,2024-08-23_S3_S4_0b64e5f5,18.00,2024-08-23 09:32:00,2024-08-23 15:04:00,30150.00,5.53,54.00,169.00,284.00,73.00,478.00,133.00,405.00,-345.00,60.00,0.28,,3.83,73.00,478.00,133.00,405.00,-345.00,60.00,0.28,,3.83
2024.00,S4,2024-08-23_S3_S4_0b64e5f5,6.00,2024-08-23 09:32:00,2024-08-23 15:04:00,30150.00,5.53,54.00,169.00,284.00,43.00,253.00,748.00,210.00,495.00,705.00,0.55,0.23,0.33,43.00,253.00,748.00,210.00,495.00,705.00,0.55,0.23,0.33
2024.00,S4,2024-08-23_S3_S4_0b64e5f5,12.00,2024-08-23 09:32:00,2024-08-23 15:04:00,30150.00,5.53,54.00,169.00,284.00,43.00,313.00,868.00,270.00,555.00,825.00,0.43,0.21,0.28,43.00,313.00,,270.00,,,0.43,,
